delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
214109,39865,9746,6645,3661,4581,1743,2294,726843,65446,5453,15353,11072,6862,3150,3408,-294763,31024,16741,-5067,-4226,-1642,-1955,-653,-717821,-62790,-839,-10736,-9979,-1575,-89,-1625,-525619,-44978,-3024,-10322,-8029,-3627,-2178,-1065,easy
239553,187241,27950,8808,19942,9515,3458,3390,1053756,137609,193493,72428,64750,39281,15412,8456,-526082,298953,-136240,-51090,-12296,-19659,-12028,-2197,-1021467,-87842,-172688,-68680,-61438,-34786,-11347,-7232,-895061,-62216,-187702,-71090,-60689,-34852,-12488,-5769,difficult
359450,160681,50495,15378,9860,14787,3840,4009,569862,145379,25990,19672,15963,12632,7880,5559,127313,259088,89068,10170,406,17446,-2474,3825,-511602,-117372,-24918,-10246,-10375,-5759,-5612,-4066,-246946,-95809,9364,-12805,-8339,-5222,-4034,-4410,easy
546116,55058,31020,12223,10057,5276,3909,2059,1050996,223135,117977,130581,45403,21364,11219,19976,230877,-144592,-34929,-104655,-19842,-14969,-5618,-18179,-775174,-169679,-116826,-124718,-41874,-14719,-6073,-16119,-970344,-189959,-109116,-125700,-44321,-18576,-10239,-19452,difficult
620728,45742,12558,8544,6103,11651,5603,14095,694714,167714,7335,24494,13199,18519,9230,10981,482713,-78153,11880,-21834,-7890,-4115,-1559,-4977,-25759,-137345,3106,-17488,-10160,-16037,-8385,-9381,-678913,-150419,682,-8528,-3239,-452,-938,23700,easy
909261,57458,10657,8813,4167,5474,2317,1314,596897,43626,17490,14664,9333,13875,6545,3132,300289,18424,-15592,-4970,-3384,-9160,-3156,-1130,1171076,48486,9744,691,-3574,-2879,-3707,-1772,-534273,-25415,-14651,-13275,-8541,-13165,-5821,-2552,difficult
300894,91367,16469,13144,8043,19785,13097,12126,840679,58200,48484,10577,4113,4364,2879,2764,-718975,41016,-36558,3410,6226,37558,10849,16684,-104290,94488,-12469,13959,8181,12074,22493,13290,-796091,-36003,-47018,-9667,-2618,-3369,-2688,-1889,easy
383468,242813,145022,52877,24251,31583,11910,11143,796919,166793,37670,9747,7602,9302,4170,7315,-209010,71953,-3085,7188,9114,13951,4271,-2674,-764731,-152461,-35640,-5825,-5244,-7803,-3542,-6843,-266611,308569,360781,128026,46078,60696,22490,21000,difficult
61087,9238,1483,2041,3619,6116,5471,3330,294770,151461,38772,21464,10247,15902,6126,6075,-206083,-135743,-38135,-20780,-7080,-11408,-4460,-3604,-288537,-146511,-35671,-17580,-3196,-3066,7889,714,-206430,-144416,-38062,-19910,-9608,-14883,-5393,-5344,easy
113773,28614,9367,3649,3360,3637,1267,1263,569293,267849,30774,28516,17548,14677,9201,7564,-478968,-207374,-14924,-21544,-13295,-7896,-6996,-5302,-480252,-259705,-25209,-25206,-15790,-12953,-8452,-6798,-407339,-250625,-24087,-27851,-13480,-12271,-8353,-6803,difficult
383536,83321,53862,20170,30005,14099,10328,6053,743188,242577,123113,48240,19556,23496,12305,10214,-719653,-216202,-105650,-32332,3712,-9586,-2346,-5358,154082,-45212,10682,-7579,41230,-768,5281,-1198,-513385,-216355,-112784,-44300,-13595,-17837,-8867,-5927,easy
1213201,139234,74832,11278,19951,18411,6543,7362,1006823,155642,17698,21127,17978,19320,30407,11107,-1488,160735,20636,-12764,-829,-6673,-25908,-8226,1568692,-73996,142318,-1580,23568,20598,-18817,6894,-948071,-135962,8448,-15203,-16821,-16653,-26868,-9902,difficult
405179,40216,8354,2255,4115,3154,1784,1851,851104,40627,10026,7453,13861,11021,7054,6791,-724209,-16833,-2182,-4644,-9512,-8705,-5885,-6146,183200,12214,-4023,-4452,-9375,-8212,-5698,-5843,-796766,3385,1190,-6498,-10352,-6684,-4228,-2832,easy
540355,199943,45039,12100,42725,15498,11010,9555,549511,124551,34428,40636,17034,19179,14790,12621,-449035,-115960,-34161,-39705,-15817,-16954,-13156,-12217,3534,297801,51438,-21191,17637,-1271,-1703,4381,418033,44336,14557,-24711,75254,7181,3520,-1361,difficult
115233,24262,8782,3759,2661,2642,1184,1546,611580,121925,11674,20165,9760,4378,2906,1932,-402630,-81608,3604,-13893,-7152,-37,-1875,-1043,-522336,-113355,-9107,-18072,-8226,-3444,-2246,-1250,-564074,-98025,-3173,-17252,-5919,-1727,-1046,1136,easy
303583,56283,23132,8554,4928,10885,5127,3575,859480,50328,18084,18964,16156,20695,17074,4822,-395930,36287,35564,-6293,-9887,-13718,-12281,-2564,-839236,-38814,-14341,-14306,-14697,-16856,-15715,-3191,-432524,20392,-6078,-10632,-9099,1143,-7846,2015,difficult
118752,27455,5648,3958,3951,8597,2553,2715,201673,51092,6748,3651,6635,6981,2429,1534,-175760,-33724,-4464,-644,-4057,-3473,200,576,114578,-924,3831,2675,-1665,1119,77,2498,-187580,-36264,-2667,-1111,-2330,7203,96,469,easy
304736,64777,10653,6676,9957,12857,7589,3712,136679,91170,11093,5166,5225,6254,2675,1767,215010,-73011,-8478,-3647,-3547,-2731,-2010,-1307,46832,57240,13372,6253,12035,18282,8768,2274,242328,-63407,-6213,1924,5709,4259,7985,4867,difficult
1164958,464134,135017,90141,19463,65344,32016,22975,1192779,199257,22770,27452,17303,22180,17076,15407,-221763,194842,116806,1450,1878,53556,15974,9167,-1075088,-196617,-21757,-25117,-15876,-19882,-16281,-15162,1213389,796407,241693,211733,20478,95818,45126,28700,easy
568602,77411,10660,16775,19462,17339,7282,7255,369887,49058,31250,7175,5796,12923,5481,2211,-329799,-34594,-15034,-4830,-1171,-8111,-2231,872,105057,10418,-25248,2940,31448,4486,2525,4208,820887,109234,-21489,30690,10720,16873,5108,10052,difficult
433768,57080,1950,6454,9146,2386,2383,1889,1023591,58060,19145,24818,8392,15048,4850,3736,-920490,37633,-15419,-14318,5506,-11272,-966,-1959,-128732,-16888,-17510,-20247,1246,-12911,-2387,-393,-720246,-23684,-18656,-20528,-4490,-13804,-4048,-3190,easy
389446,136217,18147,11251,14457,14624,6811,10813,337337,148771,22185,17435,7497,14521,20415,7082,-15123,-56467,-11964,-10070,7190,-8918,-17961,-4550,335821,-5106,8242,-12267,4810,9073,-12045,6778,-164371,23910,-8393,3784,8879,153,-10806,8964,difficult
197149,77678,9401,11016,8781,12899,3010,3220,993228,104324,48814,21162,14317,13561,8245,5130,-505562,114713,-25612,5615,5168,19745,-2188,851,-930492,-97362,-46481,-17808,-13726,-10927,-7652,-3754,-952184,-97290,-46145,-18246,-8050,-10805,-5866,-2828,easy
999447,113253,23030,8898,10775,10305,8273,3694,458581,74310,19571,8340,6260,6611,4173,4210,985421,18995,8636,-2443,5754,3265,2309,-903,-426095,397,17535,7558,289,2415,-137,-2133,1063271,97436,-15793,-3442,7501,5403,10127,1487,difficult
692809,146932,28490,18071,10747,14852,4170,1860,863852,101951,14074,7045,12086,7640,6291,2610,140065,122412,41442,34823,5689,15781,564,1168,-783031,-74290,-5394,-3180,-6364,-4906,-3930,-2215,129836,86822,7201,1436,-3343,10762,-2997,-1204,easy
1101949,141445,71391,25750,13822,14730,17890,10957,1023793,78005,51624,19872,11148,21359,19917,6682,-602496,-45831,-40750,-15079,-6474,-17684,-13852,-5444,227808,106094,20982,10958,-1701,-778,8085,9697,609157,130057,79068,21756,16196,-1425,-314,8571,difficult
531153,144025,18632,27357,14733,24232,10592,6030,204987,29546,4368,9194,4419,5574,2644,2030,-49001,88995,5934,-6325,-25,115,-522,-420,1150147,211070,9960,41552,8566,14933,12169,4664,-122648,43373,26899,19262,22400,40925,12197,7755,easy
