delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
18974,23017,27014,38102,33847,20825,7718,7570,276336,39587,7200,3578,4835,6267,5713,1951,-253323,-29279,15898,18656,30976,10266,-1480,2907,-261402,-3862,23729,50392,27048,18849,5489,8331,easy
396222,69942,6493,6470,10344,13375,14585,6685,463840,60321,19100,10494,10357,25964,29774,13223,-462394,-55015,-17514,-8030,-7912,-16697,-26062,-6897,327158,74257,-7701,-18,7886,-8481,-4316,-6180,difficult
7942,22683,16771,8768,8995,9540,5834,6156,157644,14748,9337,8915,8149,16259,12578,9924,-146869,15888,21439,4606,6490,-6168,-7879,-2686,-152536,-19,-6571,-4900,-4799,-7271,-5610,-4851,easy
56972,14498,6452,6882,19593,20525,7041,10470,374372,70071,17764,12198,16825,31576,14793,11694,-262568,-44539,-10387,773,17163,1977,-4259,6904,-372233,-66607,-12237,-11406,-11628,-24080,-11245,-9353,difficult
118652,49629,8236,6874,20094,10173,7611,2559,245916,33349,5607,2999,10335,34501,16606,9821,-103807,-27990,-4215,2419,-10099,-33429,-16065,-9473,-150721,60549,9472,5331,29617,-15227,-1926,-5051,easy
34334,39726,16435,3385,6744,17514,5403,7276,752925,98545,14212,5000,7349,45281,28050,14172,-696065,-21396,17210,-93,3892,-15923,-19375,-1327,-741117,-96243,-12765,-3137,-5103,-39612,-25919,-12465,difficult
13644,33149,9229,8932,6340,13635,8170,5986,424838,61634,8947,5627,4833,4240,4729,1896,-408285,-53374,-1389,1293,2318,12240,3119,3211,-414104,-3597,1952,5316,695,6550,3763,4969,easy
32619,82706,16459,9136,11265,17407,17516,10774,52433,14891,7865,6761,10083,13618,18587,10279,4275,127705,20210,-1992,-4289,5027,-1663,-1826,-43904,7925,-3022,6742,6652,2550,-479,2816,difficult
16158,28646,2438,2967,5571,7451,5732,3155,20281,19045,12213,6725,7399,27759,19615,10385,6701,31856,-8247,-3322,-612,-24851,-17056,-7724,-14947,-12655,-11303,-4194,-3044,-15766,-10710,-6737,easy
9963,8626,6044,29148,14882,16009,4784,3864,49795,17578,25462,23583,21603,39867,12232,8797,-32439,-3851,-14874,28814,4544,-13400,-5088,-2620,-47225,-14054,-23963,-17684,-17986,-34317,-9809,-7247,difficult
