delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
177127,90728,4875,11558,10584,10666,6455,3790,188638,40706,43034,10295,13579,29338,9755,10952,-132532,-4721,-38236,-6675,-9181,-22967,-3858,-10189,335139,197655,-29778,31668,15564,-16816,5327,-6570,-161193,9843,-38940,-2379,192,-12536,-4266,-374,-98650,-26226,-41361,-9327,-11678,-21744,-7880,-9666,-320,73558,-42479,-6974,-9871,-19299,-5821,-9009,easy
19322,17301,13765,11768,7883,7364,1578,1931,18045,41106,9195,5134,4140,4697,1064,691,44378,-26536,-7530,-2721,-3091,-3045,178,-260,-14529,-18068,3070,11797,17614,9463,562,2897,-9376,-21956,-4560,11477,-1715,758,852,1194,-8402,-29260,27433,6285,7894,6018,440,1908,-5687,-23207,4435,6333,-1987,142,536,461,difficult
83165,13920,12116,99956,6005,7785,1312,1087,95009,44585,47516,188917,12116,9115,4914,2089,-86111,-27153,-34508,17420,-3216,2332,-2094,-348,16987,-37584,-40232,-172977,-10972,-5821,-4632,-1733,148394,-41622,-44243,-180093,-11020,-8375,-4766,-1960,-52332,-23550,-15821,-30679,-292,-259,-3239,-1434,-86160,-23414,-42197,-78475,-5055,5471,-3277,466,easy
13255,36590,34630,184876,11723,20919,1918,2081,114916,53043,118718,45029,18572,8404,1949,1538,-108425,-43726,-81036,128811,5277,-3342,336,209,-90817,-44229,-96589,287044,-10833,8490,164,124,-103133,63897,-98513,9390,-13426,5636,-173,-593,-98610,-32331,-72480,100841,209,16801,-461,664,-107322,-25875,-71824,173148,-15474,34989,-21,2313,difficult
32128,29885,10991,8367,7025,9831,2552,2399,53033,22877,3455,9099,10617,8189,2402,2313,-37575,-16362,14487,-205,-3611,954,2348,1149,46227,44567,839,-1518,-610,4822,-304,1191,-50000,-20247,-347,-6968,-7734,-5620,-1171,-1838,-36814,-19206,21429,1211,-4487,4558,198,-352,-26362,46287,1270,3820,-1516,3495,-322,278,easy
28139,44653,15093,9305,16938,12894,2462,1162,27960,22045,6312,3588,3444,6602,1327,1036,32479,8061,15977,1481,1124,9255,347,-265,-20490,-5776,36089,5240,15028,3086,2131,-439,-14649,-11391,-2543,10662,46116,15919,118,311,-23037,-8391,-3032,-1268,1437,-1930,1619,-344,26594,130538,-2584,12469,3764,5128,1460,1367,difficult
19001,13100,4199,7300,8098,15184,4601,2807,219549,32848,23214,11361,4070,16002,6056,6440,-211445,776,-21668,-7934,5078,-2673,-3305,-4552,-212350,-26126,-13245,-9329,1549,-2218,2433,-2972,-156163,-25090,-20462,-8697,-1564,-11465,-4853,-5759,-209554,-23093,-18921,-5338,10528,15371,-126,-3834,-213227,-25209,-20777,10993,4547,-3104,-1422,-1049,easy
183729,102872,31422,67189,18695,9445,4968,4466,184955,35948,14549,54688,5187,7783,3795,2616,-182820,-12888,-12117,-32684,2750,-3786,-3327,-2168,-160075,-1296,9405,48371,12530,760,213,-8,-118094,-7482,5459,-3196,-3392,-4155,-3083,-1921,153639,59645,19344,84003,5631,1253,642,-823,301218,296641,62274,-33987,50023,14239,11421,14172,difficult
290071,59251,11991,288720,9919,11732,2697,1766,704229,60968,40190,210873,16010,12460,3595,1571,-685087,-44459,-25586,88258,-3399,1096,-1095,1216,-680570,-9378,-24611,168890,-9462,-3663,2374,15,-101773,81112,-17914,229329,478,4662,-1315,539,81041,14362,-37674,104993,-5179,4965,-1547,393,-684399,-50223,-35210,-202237,-12892,-10699,-2907,-1189,easy
52567,23883,11993,12930,23004,9171,6478,4257,43748,6548,4995,4187,3357,5278,2762,3762,31893,11405,13327,3124,772,9744,2694,-11,-22406,16261,655,5744,-641,5877,6614,187,-41302,4756,-2781,599,1542,2852,3620,1069,-6131,9566,10297,15997,418,-626,516,713,82040,44687,13493,18252,96146,1619,5134,519,difficult
342288,37535,7764,6839,3854,5054,2697,1368,13180,16830,3662,6009,7884,8642,4388,4462,-1499,18821,-1079,-4467,-6165,226,-642,-1335,62972,-450,480,-4406,-4486,-7174,-4156,-4148,-8815,-12003,-1997,-896,-4586,-7241,-4131,-4216,9211,21897,2786,197,-6028,-2173,-200,-3293,1583670,75262,20321,13720,1114,-1579,672,-2479,easy
100191,23290,23705,154634,22070,22671,7988,3244,131743,48244,46304,82123,16348,9703,3774,2811,-119314,-28809,4923,36892,2558,647,-59,-1428,21065,-29337,-39559,-34500,-13046,-1341,-2255,-2105,-121286,-37943,-42975,288247,-9616,5282,-2172,-410,-108162,-36297,-33369,48837,9816,37047,281,-1438,169938,7617,-2014,23078,38897,23207,25273,7547,difficult
131951,34734,26299,135285,9954,15151,3833,3103,68722,28054,13341,62564,5650,4021,991,960,-53671,8036,44428,186497,-1840,10864,1823,511,-55566,-10039,-9698,80275,15273,6627,1826,1331,-56002,6264,12346,173452,6417,7211,1672,584,464659,8440,6035,-38674,3171,7830,4546,1913,16723,20699,11681,-37944,-1500,23118,4343,6374,easy
243173,41165,12646,9618,9769,8695,6206,6332,52669,60048,6872,8003,6786,10615,5132,2822,1002785,47334,26012,15608,5311,4587,13928,20372,-8119,-47266,-4465,-5022,-1736,-8338,-2877,-1934,48520,-24298,-1163,-6853,-2233,-8934,-4242,-2094,-43782,-53882,-616,-3217,5357,-4422,292,1129,-46884,-16305,9104,7559,8215,7508,-1729,78,difficult
432295,191444,50878,21186,23751,25892,8010,7393,498263,41362,16174,15831,9154,9363,4017,3917,121468,52683,28879,22608,22829,22422,3443,3155,-60078,7997,14651,-2395,-1721,6622,6288,-360,-59945,109061,4715,948,8318,18560,5294,2243,-341406,-24132,23511,1566,15925,23195,3183,3641,10120,604799,101763,4046,27636,11845,1758,8701,easy
120419,49865,9968,4478,4629,2408,1911,1432,80614,60688,3593,6544,4952,4246,4368,3423,-68127,-40342,2138,-2761,1673,-2974,-2483,-2916,-7630,-42078,12741,4835,-2361,-2228,-1306,-2562,36940,-39387,536,-5612,-3278,-2526,-3848,-1990,-73611,-53959,5737,-2939,-3438,-2056,-3387,-2848,311453,121651,10725,-3854,5788,594,-1262,362,difficult
334434,145877,55729,153126,20738,39756,29419,24854,23310,33958,16811,149519,29138,13522,2792,2131,-590,-4264,13456,-94772,-23924,7900,585,-842,-6342,-22185,-3357,3773,-25173,-2937,889,-516,515842,62898,72745,104896,-3251,7560,-19,-509,-1355,-7418,-7652,27524,-18383,1640,-860,-482,1048065,530562,119399,-23388,28730,117006,132540,115965,easy
31417,38027,20772,5924,9736,7116,2347,1578,40067,66389,5454,8805,17894,7460,1360,1363,-34860,3285,40719,-2971,-5891,-1728,1866,191,54600,-34832,13090,-7423,-7754,-2851,408,1002,8989,-6797,14370,-6701,-11049,5926,380,129,-37964,-44965,7400,2038,-8015,129,1683,-24,-34013,-58502,1012,653,-8082,-3198,600,-223,difficult
