delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
38254,22574,10325,7980,6788,7666,3155,1640,264560,80759,16676,20736,12225,15412,5970,3990,-249116,-52878,845,-18987,-5773,-11300,-2215,-2944,-146697,-34558,558,2615,5798,5246,-238,712,-261770,-70872,-12155,-16853,-10091,-10830,-3326,-3393,-247641,-74433,-14652,-17798,-11681,-14100,-5483,-3776,easy
159605,31647,13271,4410,8317,7296,3036,1826,173116,25309,15568,8100,7020,3315,829,819,68736,-12947,-9174,-2919,-3715,-1339,204,-488,-119442,644,-12053,-1196,6097,10099,3510,4014,147107,13981,19091,-4095,-6180,890,299,-315,-150447,23675,-7053,-6552,8984,6272,4816,816,difficult
192657,91156,30798,21951,22968,13562,5544,2614,92877,66270,13279,8361,6267,4566,1636,1484,-89239,-55446,-3470,-5797,-4548,-1678,-515,-392,200804,69682,41581,3630,5452,8018,8141,2371,65466,-36161,12902,25012,51037,14636,4071,1084,222090,121469,19063,31516,14863,15008,3935,1457,easy
142677,20361,2499,3395,2360,2246,1141,798,101312,48698,6197,23224,9133,19005,1959,2262,175382,-36901,-4607,-20140,-8157,-15850,-1355,-1615,-48657,-37955,-3146,-21378,-8022,-18476,-1406,-1961,-45175,-27060,-2622,-20107,-4421,-17441,76,-1515,83911,-11434,-4418,-17692,-6491,-15271,-587,-767,difficult
62699,51299,1707,3840,4668,2411,1227,736,94526,38219,10313,12899,6782,4649,1820,438,-74763,-23744,-8813,-10830,-5056,-1912,-700,27,48953,-3864,-7060,-10933,-1368,-2798,40,307,-18888,107267,-8749,-6043,2257,-1745,-1263,420,-82610,-27338,-9802,-8432,-4288,-2499,-450,438,easy
524292,56487,24359,18830,8588,5780,3102,4966,48104,18195,4658,5443,14810,4499,4265,1845,356270,38780,25851,11330,-3311,-1444,-2739,-1028,1314149,89119,43933,33477,11,7730,4830,13678,225468,18517,-176,-1184,-11019,-1079,-3874,15,8866,6752,9194,9926,-10568,-85,-2868,-180,difficult
112535,41762,31338,13386,8893,16063,5863,4475,64685,54716,14869,5606,3523,4019,1544,712,-19536,-47542,7496,5968,8336,12914,5178,4042,222514,-12020,54283,16850,13362,32601,3320,1857,31520,-49693,-9271,-3547,-1100,-2437,-1083,-457,-43098,57440,13366,11849,881,5098,9860,9611,easy
118325,46079,7459,6671,4312,4266,1482,1141,64845,22249,3370,6797,4288,7143,5304,2436,111673,18775,2967,155,5700,-2632,-3815,-845,71941,21536,2773,1579,-2363,-3596,-3886,-1730,14445,61365,10259,3219,-990,-455,-3273,-909,15859,-6358,355,-5456,-2251,-4826,-4313,-1698,difficult
396240,81962,24285,17639,10420,8221,3750,2872,299053,31016,18583,6559,5550,3773,2125,861,-65746,1374,-12890,-4071,2746,-1080,-1032,642,540675,135475,48336,21697,9027,7368,5255,2482,169888,83465,5412,32732,10214,12989,3728,5179,-256071,-16532,-18052,-6040,-2506,-1485,-1452,-259,easy
335704,122408,29563,5779,6087,5565,8733,4252,94256,14253,3578,7158,5056,5875,2680,867,32518,-6368,-436,-5150,-497,-4120,-690,-4,-31564,-6245,-1239,-6170,-4133,-5301,-2317,-681,267873,3594,-1885,-3566,-3672,-1962,511,-255,696966,441640,107501,9371,12424,10144,26709,14480,difficult
109894,33465,27983,5647,5554,5081,2645,1596,224378,37705,14734,8135,9927,9903,6013,2575,-193402,7853,-1222,-4080,-5564,-6660,-4278,-1785,-161729,-27897,-5787,-4270,-6619,-6595,-4990,-548,-58267,12045,-8202,-3197,-6677,-6155,-3058,-883,-44538,-8960,68206,1595,1368,120,-1147,-701,easy
384237,57130,44932,15654,30374,11582,9370,3097,533321,189599,33371,32230,23201,19633,12042,6717,-506806,-123297,64742,-11256,26128,-3584,9817,-1213,-383872,-173700,-24237,-29962,-21093,-17982,-11226,-6170,111729,-94569,9038,-14867,16838,-8917,-4705,-4685,182611,-138312,-3298,-10221,6820,-1721,-4576,-2412,difficult
49925,13970,3711,1195,1676,1473,502,419,175623,46469,6853,4333,3928,3493,2260,626,-105526,-37455,-5050,-3632,-2664,-3082,-2101,-203,-167587,-36699,-3464,-2663,-1344,-693,-1292,-160,-140244,-11585,300,-2114,-2002,-1813,-1641,-183,-89437,-44257,-4355,-4144,-2999,-2494,-1997,-281,easy
460298,127787,22862,11053,15936,14274,8167,8861,84573,28210,13588,20070,6008,9092,2896,2687,782872,43596,5776,-12714,12004,-5535,3406,2329,84376,5584,6193,-6670,3483,-3069,2496,-811,710763,365922,31083,-6760,25857,19301,8227,16725,-75112,-16795,-5956,-9925,-1634,10031,6954,6453,difficult
31870,15420,6772,3866,4035,5409,1235,944,599878,86709,13436,8435,9379,6766,2876,2606,-597344,-84364,-12050,-3545,-2184,-3296,-2218,-2209,-578795,-60941,-4219,-4454,-7407,-2734,-2246,-1989,-559847,-66629,1011,-4670,-3302,6346,483,-114,-536047,-73224,-11400,-5608,-8484,-5744,-2585,-2338,easy
141305,42301,4565,5811,5959,10551,6899,4633,101022,23535,5409,9121,6170,11877,4795,4990,-94440,-14594,-2358,-4155,-3469,1348,-1422,-2091,392149,93238,4099,3510,3369,-4985,-1094,-2340,-82790,-14283,-2860,-8654,-3588,-9233,-4089,-4456,-53788,10703,-2259,-3941,2844,7564,15020,7458,difficult
212079,25894,5669,3268,6860,6910,4237,2013,50530,23635,4674,1954,1809,3415,529,517,209900,15695,-990,-7,-516,-242,602,-51,2356,-1252,4932,1695,5769,8657,5920,3912,-48093,-19330,-3660,1139,5945,6666,3799,1051,482033,13923,3697,2428,9006,-1102,4512,1073,easy
563335,114774,25092,27942,13486,32839,35294,8914,67262,55511,6007,5980,3657,4797,3491,3448,51500,-8630,-3517,-1083,-1737,-1922,-1517,-2643,29003,-39439,3742,-1601,7904,-1618,304,-451,1611706,28484,59838,76953,25647,105684,124306,23781,292084,256635,16277,13578,7502,10024,4120,1176,difficult
381213,32465,7854,12961,11523,6467,2297,1768,177330,22708,1215,4441,5431,6639,2335,892,-151399,-15145,1478,-39,-2349,3052,-378,534,-123601,-19511,270,-1999,-4182,-6413,-2183,-710,1168218,80727,17493,35474,10458,3496,1167,2971,-77687,-7043,7313,643,20442,-822,1243,708,easy
153832,32102,10527,3588,6083,5594,2331,1039,65932,11712,5597,3315,10909,5453,1747,816,191188,14920,-2068,-287,-9224,-3700,-1184,-498,-19907,18490,6947,-2088,-10558,-162,-1126,-476,164786,6677,-5187,2125,-7423,-4308,-1333,-506,15532,41471,20026,1341,7900,8732,5980,2373,difficult
98052,20341,4034,2392,1909,3705,930,663,536406,75373,11437,5672,7919,4887,2151,1453,-422116,-71120,-11374,-5302,-7461,-4119,-2047,-1343,-498917,-43519,-863,-2327,-5181,-2793,-625,-752,-313088,-50613,-7633,-3039,-6870,-800,-1197,-750,-519296,-54875,-9741,-2451,-4530,2983,-1016,-316,easy
451443,157940,35495,13715,15970,12316,14228,7704,109895,47168,13319,3124,4610,2645,1349,945,-85855,-43349,-12423,-2767,-3929,-2030,-809,-480,78475,67825,89726,20890,25087,23325,13112,22234,882672,404517,22982,26295,24327,15451,38952,4054,490901,14093,-11581,-2056,-47,1937,260,1229,difficult
55415,26078,5135,3990,2522,3327,1369,478,80373,16559,3250,4128,2427,2100,1008,318,-57517,8106,3541,445,1593,794,-102,142,-74014,-691,1820,213,-1599,1115,418,154,-12740,19720,2702,-2567,-41,2781,1496,149,44437,10942,-522,1355,428,217,-367,193,easy
560530,130761,15574,48347,21723,39163,25780,12520,17062,12747,6305,5489,19422,14920,16771,6757,6478,-3401,-3654,2146,-12624,296,-8981,63,27801,6159,-247,13733,-10754,-3417,-662,600,-11520,8583,36569,17466,-13766,6223,-8680,2991,2151113,460714,4407,138085,46349,93871,54360,19396,difficult
56391,20138,4772,8529,5162,5753,1851,722,117296,21589,1612,3897,4316,2454,916,651,-109745,-12563,3196,19717,6794,14003,2960,512,-94946,-5130,4431,-2639,-2717,-289,752,-111,-67482,21552,5169,2195,-493,139,-422,-93,28552,-9662,-158,-746,-200,-657,449,-24,easy
163893,25133,3948,3573,2446,3069,1864,2264,618590,100171,17524,17007,9213,7738,3661,4786,-397360,-51650,-14921,-8300,-5506,-2450,615,-932,-393740,-69883,-12412,-15135,-7131,-3358,-1645,-1166,-417680,-89632,-15130,-14642,-7557,-6596,-3126,-3891,-610007,-88987,-11841,-15658,-6875,-6274,-3033,-4099,difficult
247041,105692,38264,21712,14850,15002,9045,8722,258406,115670,5603,15710,15109,18813,18145,12645,-175341,-104841,-292,-5424,-6930,-13000,-16756,-9678,104190,252316,135143,14166,26753,2528,2001,7672,-108511,-110436,-3539,-15319,-14657,-17137,-16995,-12084,134203,-76953,-667,30586,-6202,12364,-4652,-1602,easy
188808,215319,7503,19154,5607,4777,2323,1896,76882,41222,11249,5471,4022,2827,2946,1209,193624,44526,-2788,2517,4597,-141,-1214,-474,-35426,-15500,-7158,-4138,-2180,-1245,-1317,-553,176029,666202,5771,61072,4388,9765,1606,3772,113475,1159,-10808,-4718,-465,-578,-1566,4,difficult
101382,26568,4256,3985,2894,6957,3080,2250,529782,81038,24985,24791,7131,16384,12016,5696,-425199,-59076,-18628,-20837,-5283,-13081,-10952,-4415,-304982,-35539,-15022,-17221,-2737,-10513,-9435,-4867,-514891,-76140,-24776,-23186,-6504,-14934,-11580,-5405,-468528,-47125,-24490,-21979,-2423,820,-3776,903,easy
492188,246329,22158,28082,79012,41278,33669,15827,442863,266128,68608,24885,35247,28007,30774,25132,84633,411064,-10731,45971,47841,74303,62243,4669,-148485,-207454,-49012,-17368,-19310,-19039,-23161,-21908,286857,-98199,-61524,3916,169374,20645,-2750,2919,-25705,-184609,-64535,-19732,-22844,-22827,-24753,-22899,difficult
108286,37059,4415,7126,2618,9916,4234,1182,98820,23050,639,4258,1479,1702,1047,520,-7962,15430,7636,644,-287,2140,79,548,-88689,-10512,3485,5010,3098,22705,5888,1166,120688,47220,2438,4257,1861,5998,5837,1160,13827,3899,1545,1560,-115,2014,942,-227,easy
416754,92517,25054,17267,10386,10895,3236,3036,119255,18278,4635,5172,4105,3009,1788,869,-90942,50506,28832,3870,9530,8300,944,2115,-37113,97806,11623,31268,4240,14047,4434,1158,-44667,57151,13616,4984,1058,1730,-16,1732,1362719,91493,27603,8256,10294,7467,431,3661,difficult
239563,27915,9894,8463,9273,9000,3853,4336,117290,27496,4176,3155,9021,7957,8134,5194,205649,1367,2947,1805,4196,-3722,-6106,-279,81706,-9666,-1306,-1820,-2586,-5574,-5995,-4326,195603,-5433,-3005,16722,3502,18625,1681,5089,6135,15406,24234,4526,-4105,-5157,-6703,-3916,easy
87278,26803,3033,4977,2525,6130,3138,2456,55327,17724,5224,13260,7809,10561,8444,3760,135316,-2966,-1119,-8147,-5124,-4852,-3881,-1003,-5644,58,-3792,-10830,-6207,-8064,-6258,-1640,-1433,28471,-177,-6234,-2337,4380,-3513,973,-435,10753,-3677,-7920,-7469,-9189,-7571,-3547,difficult
60108,27113,16643,8504,7858,4307,2448,1460,22141,19703,4975,9698,8951,4831,2750,1381,-71,9349,35370,9732,-1303,1607,112,856,12839,-15009,8654,-3762,-7144,-1990,-1127,-873,50938,34171,1920,-4054,8500,-733,1599,1229,88160,1127,728,-6691,-4427,-982,-1794,-895,easy
254557,65577,9829,9883,11094,11627,4463,5225,112235,54937,13554,12769,13434,13334,13697,4710,324017,-1567,-6283,-417,-5004,-8136,-9974,-3048,-75396,-35400,-5607,-8538,-2848,-4290,-6832,2534,95952,-44765,-13447,-9402,-4724,-8808,-11587,-2394,224714,124291,10437,6812,3215,14405,-8545,4967,difficult
73672,42400,6063,2969,3900,3121,991,525,330072,83611,31153,10105,4738,6824,4505,1924,-269629,-50913,-30135,-8487,116,-4299,-2240,-1306,-294397,-80644,-30500,-9504,-3909,-6173,-4312,-1709,-249970,-30526,-19806,-4678,-2675,-898,-3696,-1512,-211606,-2763,-19918,-5875,3114,-3443,-3808,-1068,easy
516364,91422,10531,12692,11517,11434,5434,3983,604656,45428,8879,7018,6540,12576,7990,3143,-565493,-34682,-1633,-5161,-1441,-10828,-6610,-2277,-567842,-7350,-2364,18669,7654,3324,1517,1893,905429,-8830,5630,9156,2752,-2834,-3971,602,-125263,234837,4976,31,10943,5771,-1159,3142,difficult
284202,20165,1722,4955,9367,10090,4746,3485,68705,38527,15199,7850,13589,9079,4479,2848,795287,4142,-11862,49,-2674,-2453,714,337,-59025,-27143,-14701,-442,-1490,16034,3639,4631,-53927,-18846,-13548,-6909,-3415,-4249,-1922,-1203,179654,-31603,-13796,-4278,-9310,-5288,-1365,-1218,easy
146825,88424,8863,14656,17620,6613,3926,2194,213271,9740,7239,7629,8287,8594,3000,1974,-64754,44848,9901,-703,9075,-1474,1530,-891,-180637,-7775,-3484,24104,-3253,-2019,1561,-853,167124,252650,4349,10078,35396,734,2566,3134,-187518,25013,-4271,-5370,-3887,-5167,-1954,-512,difficult
35524,15867,4623,3582,1403,2187,1406,653,130279,17898,9030,5301,4989,6174,1745,756,-110360,-12,-2464,-2595,-3285,-2828,-769,-98,-76204,-12112,-7904,-4861,-4046,-5830,-1481,-509,-85605,-4104,-4378,404,-2926,-2468,1826,82,-106851,8103,-2883,174,-4088,-4821,-932,114,easy
108426,46608,5308,3765,4750,2751,1939,625,39367,23972,14012,6754,5720,5885,2609,1650,51706,21962,-12547,3744,1323,-2651,1725,-1035,61370,23694,-12053,-4394,4268,-3430,-1427,-606,112448,-18610,-12311,-6060,-5447,-5368,-2290,-1557,50713,63496,2096,-5245,-4024,-1089,-688,-902,difficult
863360,109070,21079,17617,8545,12920,6123,4083,30375,27652,5643,15235,16574,12918,5060,3191,1190676,178079,30041,535,-7134,6928,281,-824,17623,2641,21679,2223,-14127,-10984,-3285,-2257,113832,71111,9022,-10831,-11336,-4290,723,-673,2009808,73842,1001,17600,479,8352,6533,7322,easy
194492,81640,8877,3630,3661,3830,1481,1319,91960,47198,9066,10580,5527,4811,2860,1810,8741,102476,-1491,-7465,1499,-1025,-1021,382,100276,42112,1053,-5654,-3005,-266,-1578,-1009,294635,-5846,2808,-7482,-3829,-658,-1127,-659,6476,-974,-3125,-7201,-2130,-1974,-1790,-677,difficult
463252,130494,3956,3237,6174,5012,1714,905,302307,111491,23862,29168,11398,13856,8110,4450,1397273,384563,-14571,-22439,8536,688,-4087,-2112,-288409,-110373,-21973,-26200,-10784,-12270,-6405,-4015,-200120,-91066,-19407,-27205,-7566,-10489,-7316,-3759,-264965,-107112,-23673,-27880,-11084,-13304,-7777,-4295,easy
77619,39270,9335,4631,6072,2462,1640,1584,150669,50422,20417,12775,16497,8027,6820,2874,-25332,-6741,-18640,-4205,-9400,-5183,-5578,-848,-147399,-47657,-18510,-11126,-9893,-4892,-4079,-1291,-48339,-35029,-17907,-6681,-11694,-5794,-5878,-1114,-71129,44818,10729,-10566,-10715,-6393,-5184,-1908,difficult
336114,52352,11175,11255,5532,4239,2455,2187,79488,71329,16110,9002,14028,14905,13790,4462,87245,-49586,-11537,-5945,-7344,-11981,-11873,-3031,-350,-60534,-15544,-8243,-13175,-14521,-13527,-4337,837831,59077,18061,28644,-3143,-4759,-7282,1578,101777,-24865,-10719,-5446,-10324,-11404,-12657,-3310,easy
532991,85162,14438,14044,20795,16759,16611,8797,105293,65440,9695,8415,9553,8433,4567,2252,90752,-30124,-4121,-2227,4310,-6402,-1863,393,246379,-40010,-7524,-2747,-3627,-647,21186,5878,-31631,-55138,3951,3963,6640,29642,20440,14440,1405292,204160,26667,23527,37643,10712,8414,5468,difficult
