delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
106303,59024,9808,8501,5934,4778,358051,38607,13033,3098,1544,2078,-218259,140084,-2333,10570,4553,4584,-169097,-15062,-5328,4753,-270,511,-350742,-32156,-12151,-76,386,2586,-210134,44051,15931,13681,18508,7585,-310506,-34834,-12244,-1913,-1228,-1765,easy
106907,39539,13146,37658,7335,14317,8072,5250,9800,30639,6111,7307,3792,-290,-8942,7064,-1543,-2249,1723,5682,2123,19069,-1598,5158,15530,44322,5631,11765,-4471,9530,9487,4036,3813,21654,-691,368,463644,117694,14105,-24459,14421,22244,difficult
107578,52269,10692,51131,9782,10423,63724,7382,4668,27736,3442,7680,-50705,1972,4921,93835,953,-3667,-53359,6701,-1178,-4804,6678,742,-55823,-1635,-3105,39668,6112,277,155212,79,3031,-17882,10059,2587,223943,217317,26453,6160,7899,13774,easy
17313,15437,14588,47906,4661,8544,98602,50076,46058,17225,5451,8299,-92151,-31770,-33825,29035,-1860,-1969,-95859,-37676,-29345,7342,-927,3830,-89506,-29139,-42866,42964,1733,2178,-72060,-36234,-35028,25227,-1022,725,-56868,-38378,-16285,48836,-1873,-3539,difficult
118547,37225,1754,2086,1679,1300,130962,57309,2758,3026,2662,1135,289734,14191,983,2295,-255,1860,-124725,-48359,-1971,-1755,-189,-33,-95349,-36798,-1465,-1782,-1874,-449,-121492,-53293,-1706,-2738,-1615,-111,-10243,23837,-860,-718,-980,-440,easy
60458,44280,14386,43703,4898,7225,365665,53753,10004,7869,4769,5608,-360897,-41042,-674,43394,-2063,2372,-363181,-43688,20538,71034,-2296,674,-362913,-43272,1791,36531,-133,2704,-349134,-34867,-1734,30185,745,433,-89909,115502,1987,-1973,4394,1902,difficult
170319,59538,13247,7191,4858,3900,145706,10668,1956,2166,1591,940,436301,39289,838,1799,21,1536,-128954,6811,8749,6270,921,1755,-6886,8817,-138,-466,421,809,-58064,164500,37163,7907,9871,9908,-119332,24932,9844,9613,5103,793,easy
85863,30205,3895,3803,2762,3160,737163,123390,39773,16928,4653,15046,-672098,-81625,-38511,-11041,-3572,-12581,-481463,-109245,-34663,-14753,-1366,-12924,-722289,-109229,-36689,-14116,-4171,-13284,-681589,-92568,-32257,-14001,-3928,-12978,-699063,-73259,-37268,-11713,3584,-7662,difficult
109769,39085,5918,3787,2748,2348,180784,56769,5869,3581,2132,954,-135126,-37296,6527,-2298,-427,-347,90909,-42911,1298,-52,-410,352,-113686,10640,-4493,1437,2488,4643,-144013,-47594,-3973,-505,-1755,-321,-53160,28743,885,2446,3184,2645,easy
58207,39724,6730,20582,6677,4950,283665,52356,16046,34177,14254,14217,-269673,-44823,-13678,-28448,-7688,-10326,-281786,-48564,-1855,-12208,-473,-8126,-261096,-46485,-15038,4534,-8295,-9241,-215006,-39582,-6709,-1602,-8667,-5876,-99731,116292,-9301,-30250,-12764,-12766,difficult
