delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
507359,27970,20988,17863,14002,12296,550178,119026,21073,22937,15088,23720,-543430,-114700,-12231,-9353,1734,-1585,-482920,-73695,17678,-667,-5459,-19066,897893,-84773,-5703,-5202,468,-13622,easy
354427,77759,22011,22515,12166,33917,64627,29067,21273,5595,6049,19035,-53597,-9370,-20231,-1038,1541,27916,632823,6665,-910,25631,5257,-13144,290173,148781,23354,26168,11552,29874,difficult
590847,126199,29554,10430,14426,16167,54624,19956,12470,6635,7042,13413,210974,-5809,2495,9545,858,-3098,608361,4070,-4328,-2487,183,-2432,789335,320468,53086,4326,21111,13793,easy
110110,4713,3820,4410,3246,4229,38255,38479,9104,6387,6429,18267,123042,-32245,-571,-1563,-3144,-11928,126460,-33552,-7822,-4937,-5150,-16942,-33936,-35501,-7460,569,-1254,-13243,difficult
233480,15135,3835,13927,9864,15123,800379,134800,26481,19006,30969,19723,-608882,-127444,-23487,-17667,-29268,-16128,-353250,-101340,-20124,19362,-6816,17845,-738565,-130211,-24328,-16933,-27232,-15517,easy
264430,77922,13587,8942,14556,23608,833370,48478,31803,17818,6521,13180,-681049,22911,-18728,-15313,13905,-6728,-201313,104316,-6948,4370,-1164,32183,-824458,-38894,-28972,-15686,11363,5830,difficult
949135,51703,28633,16094,10625,42512,1075393,48575,6272,23222,9908,22952,1686651,68746,66671,6751,5827,53979,-1072040,-44005,1296,-18645,-6228,17309,-993385,-15357,-884,-9489,2551,-12608,easy
73577,9214,2763,5079,4066,49028,188829,130573,38984,16445,9926,25256,22876,-115700,-36757,-14183,-8355,-23023,-182328,-125404,-35880,-9132,-6405,86835,-186304,-122972,-36025,-10784,-2820,7503,difficult
604464,83177,27340,20828,15665,23577,263304,45371,14468,5378,2494,7796,1515373,100671,4398,5173,5166,4830,-250803,8893,13952,23372,9535,16831,-241091,3853,20267,17806,24812,25683,easy
84481,48855,6167,10023,17365,18003,212840,74074,7528,11511,13326,35104,-130258,-50498,-4680,-8774,-11899,-32871,-120646,19178,2603,8309,12320,-20612,-134172,-44337,-2005,-3998,11697,2180,difficult
367974,57368,31976,29952,13168,22698,1168005,57312,25077,18823,14561,15741,-638021,10353,-7871,21794,3572,22557,-629619,-17136,-14497,15963,-6688,-4901,-1132452,6951,43065,-4369,-1062,3216,easy
202561,91704,21438,15860,16575,45154,1308752,78771,20444,16167,10949,21244,-797282,144682,10006,25945,23298,68728,-1307189,-77878,-19645,-15314,-5212,-14962,-1214101,-28004,12620,-11553,-1208,17965,difficult
668541,83539,20921,23042,7853,27136,834993,146350,25975,19237,11185,29495,995026,20828,26491,31459,-4251,720,-808950,-123101,-22901,-14226,-3233,-20143,-685431,-86159,-18752,-5819,-2513,12345,easy
407641,49510,6203,7721,13799,17321,306388,42626,24618,9438,9651,19658,907494,92143,-12672,3650,17644,17251,-302630,-39716,-19996,-4372,-5496,-14229,-301105,-31775,-22576,-4429,296,-10033,difficult
542409,97828,13682,19694,13892,25979,727368,58491,12324,21644,9103,30594,785697,177142,2201,30919,20897,32053,-707176,-55923,-4226,-19627,-4209,-19784,-633397,-3209,6098,-17142,-2321,-26115,easy
117061,25860,6554,3867,7803,9231,413296,80955,28786,13551,5607,11677,-284459,-64609,-23363,-9872,-4087,-1026,-297656,-38304,-27817,-12323,2227,360,-306590,-62371,-15515,-6857,8447,-6671,difficult
72624,18894,26696,14965,15679,43112,219077,15790,8712,10792,15509,20321,-31978,20589,61321,22301,11090,43709,-203639,-5337,-4966,-3610,-146,8457,-203741,-5940,-2404,-6172,-10434,16206,easy
44517,17357,4862,11979,8338,24898,847954,92388,11402,21619,3335,25277,-721738,-84774,-10083,-15142,-2287,-21998,-844257,-66551,-7695,-8726,13692,24311,-844317,-73768,-1842,-5053,3603,-3451,difficult
847031,61081,21413,4283,8715,10153,718792,100426,21852,15324,9092,45313,543407,30153,22695,-13264,9968,-32760,448594,-57285,-3437,-4919,-2905,-31415,-607285,-90902,-20574,-14939,-8194,-41305,easy
350076,101966,29378,16072,15710,16735,231327,32488,6009,6773,3958,6328,484462,225194,74495,37807,39089,29604,28265,-21094,-3361,-5989,-2678,-1154,-156480,4333,-1028,-3920,-1154,2772,difficult
39988,21821,8617,17369,21891,17493,460382,48958,22749,21060,16536,32005,-402834,-17041,-14643,-19833,-9725,-23671,-443860,-37623,-18750,-3243,9077,-10903,-414488,-26748,-9002,12002,16713,-8963,easy
348601,77252,17877,18065,19451,22413,780196,76074,20360,17974,7740,31441,-536452,23205,-860,473,4969,-20984,-28452,37301,-3951,4865,20605,9083,-729881,-56973,-2637,-5065,9559,-15184,difficult
81032,17213,2645,4409,4982,19327,12886,16756,4942,3981,13086,20029,98365,249,-820,809,-10465,-1749,-6065,-1382,-3179,2859,-2023,9421,112138,2504,-2892,-2385,-11823,-9778,easy
461673,145387,25604,7710,24664,28177,419995,63023,7981,8943,4414,6168,888937,350929,44351,-4007,45417,27300,-348191,-57969,4773,-994,-3348,2797,-415711,-45869,3744,1303,18680,35929,difficult
237134,89814,8468,12403,7647,16013,309590,39481,14379,13419,13049,15801,-43254,9931,-10813,-5978,-11073,-6844,-267931,-13385,248,-10113,-7512,-5298,93817,154452,-7168,13042,2380,12778,easy
469789,103679,23506,12081,14392,38702,160385,22975,7903,4218,6274,11325,-136613,-18927,-2493,13675,2106,33825,-137198,-21051,-5074,-2876,-2470,1937,1202022,282090,54375,12791,24718,46368,difficult
503157,63230,15427,12463,22521,15598,169076,29766,7975,8327,12059,16703,-66889,-4616,10664,-16,-7881,-11411,1230712,112927,15112,18207,45273,8957,-161581,-7920,-3420,-5783,-6007,-861,easy
6369,7550,5845,14392,7498,48564,107630,24202,7227,7504,14448,21984,-100226,-12371,-3064,2305,-6242,46709,-101016,-21900,-1253,7606,-9103,15079,-102541,-15684,171,10754,-5505,17952,difficult
1031808,194891,37986,20419,14219,58875,879645,34081,7421,18852,8528,13007,-92685,234902,9219,1511,7164,73488,-228984,126085,73228,926,2745,29800,778157,121443,9247,2263,7164,34317,easy
