delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
158994,34460,14717,8634,6531,10943,6729,3287,827718,130436,61822,33182,16539,11569,6423,5251,-692694,-75759,-50858,-23358,-12172,4148,2413,-941,-517054,-76518,-43867,-26911,-10457,-8984,-5343,-4010,-507502,-87620,-52901,-13584,-3929,3944,202,-2190,-816981,-120348,-43295,-32407,-12123,-2692,-2540,-2755,-809390,-119633,-44605,-26482,-11360,453,6799,74,easy
356028,32310,13268,19580,6479,11601,6642,4579,973938,65728,11043,13169,13173,7167,2716,1464,-166086,-35379,22412,34792,-4129,12736,13333,5928,-936377,-50833,-1420,-10235,-7518,5055,1778,2468,-523154,1863,-4579,28596,-5728,5142,1837,2925,-691310,-55219,-9508,-10914,-7962,-888,-1706,99,-772621,-27520,4222,-10183,-8132,127,4389,4154,difficult
13267,5962,7004,10827,8991,11438,4078,2499,58557,8679,5485,3518,2770,5682,4496,2636,-56681,-1929,-3687,12288,1794,813,-472,-420,-55958,2639,851,6476,19442,7727,-1172,1017,-37134,-6680,-3374,15448,2296,12223,-2543,437,-32280,-169,7750,2418,3575,1299,-1450,-1162,-44399,-7444,6057,-85,3997,6717,3547,-556,easy
347458,76427,11547,8300,11097,9502,11268,5292,56031,21664,11366,14216,4936,18539,11975,5866,304844,232922,5550,9397,29381,7171,37432,7597,165505,-17305,-7924,-13121,-2878,-9163,-8999,-1621,204372,-10863,-9516,-11700,-3775,-15922,-11509,-4752,688,26145,11926,-8948,1916,-14155,-9724,-2353,781728,42915,867,-5209,6159,-13115,-10734,-1741,difficult
362572,66466,11425,10092,9904,9477,4353,3976,14185,12668,5522,6270,5844,8568,6358,3622,1380763,232518,10556,24514,21595,875,-2216,-678,7548,-6294,-349,-1174,87,3021,-867,1079,42178,20795,1425,-259,1749,2293,-650,-92,315377,22901,-2486,-859,-2595,-5953,-3380,-2734,-3933,-929,20370,-3110,-535,4308,-2911,4195,easy
148228,25798,9213,6991,10474,12179,7058,4417,56737,12950,4353,8047,5239,7476,6430,4091,-46809,-3079,3178,2323,26292,11800,2304,-1505,198917,45307,3635,-6335,-1465,-5447,-4319,-2572,377778,11626,5506,-548,5531,1833,5223,4625,-28990,4639,5093,2499,-1230,12103,1324,-167,-43441,5748,6889,-3217,-2952,3225,-1390,1247,difficult
57019,28384,15993,12301,4875,13553,3484,5790,13122,3042,3509,8048,14198,15024,8696,3868,31144,60994,43183,-4112,-4947,-5179,-4960,3785,20997,-878,192,-3891,-10952,-9486,-7823,-1922,158403,39532,12060,32549,-6593,6457,-5160,902,2540,11564,3619,3955,-11085,-2488,-2507,4100,6403,15498,3365,-7236,-13037,3340,-5609,2746,easy
155796,40601,24882,8043,8328,9772,3753,3813,669186,22741,21879,12186,8740,12037,17085,7067,-661959,-19001,-17588,-7780,-5132,-5205,-10371,-3744,-508511,-10465,-20029,-8049,-5985,-5064,-14757,-6026,-145945,144056,76722,1671,19686,6943,-11423,1703,-659060,-15555,-4211,2817,-5195,91,-14069,-2425,-591474,-9735,-19877,-9374,-5432,-8088,-16042,-5778,difficult
200490,61328,9147,12418,10152,20372,6856,6358,290952,43389,14977,8374,3858,13434,7886,11155,-286121,-27429,5430,13798,5556,34252,6439,-4201,370778,200225,115,7614,16722,10604,1254,-3290,-259645,-32335,-12016,-301,10698,6188,-2595,-3774,-262783,-34389,-13243,3945,-406,-5763,-4041,-2110,-14540,-16378,-9435,-4837,-1100,-10593,-6206,-10608,easy
295256,36901,6249,7024,3076,2001,1238,577,73604,53974,5756,4918,3929,6319,3181,1472,489960,-17437,-2622,1012,-2980,-5156,-2876,-1117,70635,-18069,8401,-2393,-747,-2374,-2398,-1178,433161,1902,1099,5429,-1621,-4431,-971,-758,107302,-39060,-473,1082,-2693,-5052,-2605,-1213,7203,-12703,-3938,5400,3776,-4579,-864,-211,difficult
242694,101916,14847,10557,7954,13975,9580,6262,419559,169381,31329,28653,22729,14532,20550,8454,25116,67098,-2824,-19188,-12743,1599,-14586,-2647,106683,-88522,-21558,-9023,-14190,3628,-11861,1791,-314721,-52826,-10546,-10123,-11813,577,-5763,-1419,-312245,-109503,-24773,-26743,-20506,-9675,-17003,-6459,-389159,-153570,-22708,-25405,-14625,1084,-5638,-2228,easy
290491,76319,29029,17538,31456,26081,10105,7310,193762,17243,14572,7346,6989,9043,3866,6676,214966,63767,26551,423,12463,23164,4008,4434,245916,147651,28915,46931,72916,32656,18573,5177,-96964,22961,2567,2903,9026,23266,7579,-2652,-99508,1440,-12939,-6183,-5358,-7737,-3482,-6343,219235,59560,27192,6887,33289,13843,4517,2556,difficult
39594,11705,4445,2507,2812,6307,2452,1736,48533,32365,11781,8547,3952,9708,9225,4771,-43705,-29418,-10653,-5518,-1546,5315,-8164,-3004,-19689,-26204,-4217,-7156,-732,-4273,-6563,-2604,-19689,-26204,-4217,-7156,-732,-4273,-6563,-2604,-12540,-1146,-7819,-3988,-837,-4821,-4288,-2468,50930,-20329,-9774,-6383,-1854,-8952,-8285,-4496,easy
316154,49592,9246,14854,9353,6750,4660,4310,30947,16849,8482,15167,7748,19850,5187,3720,-23500,-9514,-2264,-9382,-3629,-10610,6751,453,31543,22078,-3655,-10937,-6185,-15898,-4419,-1752,938870,78799,13815,19097,17399,-7466,-2342,5781,385858,81322,1932,11325,7673,-12429,2292,1944,93266,-8971,-6008,-11667,-7234,-19099,-4919,-3474,difficult
362935,49476,15136,9686,7837,12603,4622,4229,415165,78654,22944,8008,23236,9833,13840,6907,-27688,-43971,1163,293,-20853,-5340,-9645,-4544,740155,61744,10942,6202,-7573,24320,-4921,1709,-397874,-62165,-17365,11583,-6623,882,-6291,-1283,-170023,-25780,-17271,-3790,-20933,490,-13125,-4439,-405719,-75716,-16510,-5899,-21011,-6500,-12110,-4831,easy
203779,121918,36822,13602,13833,9583,5724,5850,233638,131759,14833,12835,3071,10585,10834,3888,-115587,-108613,4744,-5218,11727,5176,-5316,1122,-211054,-69489,11031,5085,8597,3440,-5034,6257,567111,337523,82905,12137,24475,-3971,-1414,3258,-159627,-85241,21938,-3180,4949,-4658,-8181,278,-230140,-123385,-10675,-4991,4062,-4995,-5606,-1104,difficult
83673,22288,7432,10304,11031,12727,6330,8294,619203,143274,6448,4863,17905,13926,15783,7633,-523025,-121862,-3252,3252,-14618,-8272,-14019,-5395,-384601,-120334,-4495,5390,-11233,-8433,-14354,-6337,-587145,-118516,6692,-115,7820,-410,-10774,2931,-565510,-102871,235,20221,-8420,1054,-123,7440,-617370,-141346,5742,-1544,-7920,10068,-7997,4667,easy
16900,21544,6328,5355,4497,8335,3019,2581,57602,18949,2819,2867,3481,2187,1748,601,-36269,-12745,356,783,-1511,1961,5,102,-26598,-14276,1956,-227,-754,1117,-778,168,-52083,1185,225,2660,6416,6200,4100,3856,-34428,52976,15808,7024,862,17584,2275,2719,-54134,-14165,-801,2198,68,3878,752,3055,difficult
40918,18713,6428,10361,10513,9817,5231,3729,45962,32155,9820,11506,8990,10295,5052,4139,30185,-14555,-4941,-4787,-4290,-6230,-2028,-3359,-30453,25249,-1159,13939,1968,4789,700,3825,33866,-24307,-1450,-2584,6356,-141,-1621,193,-21491,-31042,-7428,-11208,-8757,-9155,-4467,-3937,-37328,-22556,-1980,-1083,12336,8345,8311,1226,easy
115177,25954,7272,8721,5381,8034,5526,4656,223489,40474,18387,12671,8935,11836,7211,5642,-15476,-32870,-13404,-8533,-6016,-10187,-5291,-2839,-130410,1086,-11063,12731,2682,3986,5066,1844,-199995,-27199,435,-5609,-879,3529,181,4068,1226,8523,-13671,-8308,-7017,-9417,-3375,-4439,-196906,-22141,-17871,-10031,-6539,-6919,-5006,-3564,difficult
384917,52803,45572,10425,5485,11192,6543,3752,514965,23116,6119,7693,5074,15333,7755,3783,-394463,-6227,-3193,-1798,-1482,-9552,-3691,-471,-425266,61813,16447,5608,-914,-1452,5457,1091,-497592,17552,12084,-4556,1449,7226,-729,389,-503158,-21232,-2799,-4922,-2290,-13064,-6099,-1755,1170240,96531,174726,19326,5294,-3864,-999,590,easy
26238,20526,4457,9089,4928,5739,6463,2228,26334,21414,13949,10663,5733,13872,4150,2870,15541,-9,-8530,-8401,-2225,-11313,-2921,-2474,-18973,-6470,-12872,-7573,-2262,-10613,2611,-445,-22590,-18808,-8140,-8698,-2778,-7864,-2109,-37,-19338,-15259,-13368,18735,3389,-7519,-866,194,44881,36107,-4550,-1931,-151,-3356,14851,-446,difficult
322578,113908,14533,11452,7280,6667,4905,4460,75877,14323,4670,6990,6603,7769,3269,5485,310332,11031,-4255,-1707,-4789,-3386,-145,-2817,-36805,7863,3260,-703,-506,-2675,-1279,-1021,398008,29675,7118,4870,3034,-720,9887,1784,519271,442921,42418,22128,9189,5129,1630,603,42700,6437,772,-2280,-3544,-3857,-1912,-3675,easy
169953,53297,7637,15921,8041,4620,2339,3457,127880,13367,15792,14512,15549,9768,4962,4464,-68971,40085,-12096,-8324,-14317,-5987,-2572,-1896,-89871,-7348,-4527,-4541,5244,1254,-1303,2110,-95297,15960,-12232,-7666,-9306,-8117,-3794,-2116,578037,162516,548,39002,-5271,-4627,-1004,719,-113533,-11564,-12467,-11425,-13890,-8261,-4442,-3853,difficult
113177,24710,6360,8374,5164,11837,5104,4814,118932,48513,9389,15624,9208,20879,9516,8833,-111612,-16431,5421,14547,-2066,4940,-2984,4036,-49075,-3955,-7804,-13403,-6304,-17385,-7285,-7797,-81284,-33836,2070,-11687,18,-2054,2665,-2290,-28344,-38149,-7648,-11767,-7329,-15543,-7954,-6441,241540,-26645,-7184,-13938,-4537,-15168,-6504,-7604,easy
61935,31938,10927,5434,5941,8550,5154,2415,585357,21776,15026,11883,8872,12232,3858,5648,-521618,30429,8565,-2774,-3873,10296,9544,-1987,-534749,-18706,-14501,-11192,-7829,-11053,-3376,-5122,-546637,29644,2580,-6494,10006,-92,1469,-2620,-451887,10456,-12584,-8348,-7020,-7441,-114,-4059,-562221,-1015,-4553,-3436,-5941,-10120,-1044,-2376,difficult
123590,16709,14610,6534,5581,8913,3580,4938,35352,23320,3223,3648,7151,18233,23772,8108,268662,-2532,8775,4060,1284,-12446,-22113,-6212,43392,-3861,16506,3571,-3737,-4377,-15817,-4675,-10694,-4560,12462,6101,1790,-6734,-19557,7629,163584,-5949,15963,735,-1599,-11101,-21608,-5173,-23754,-16155,3230,-36,-5586,-11941,-21866,-7420,easy
946127,85724,28306,10924,10831,6801,3151,2012,708515,141276,9085,7482,8624,9021,3852,2225,156801,-81455,5205,-457,-3311,-6443,-3138,-1357,-174199,27699,23384,15355,10424,882,2028,3296,-694677,-119143,-7440,-6319,-6665,-8149,-3575,-2055,511582,-103329,-4722,802,-5343,-6695,-2544,-1842,1388552,-1534,79677,7830,15928,9307,3726,892,difficult
144503,136550,44568,13946,12325,13461,6827,4124,511480,36002,3184,9764,6707,9171,10226,10032,-110649,-27362,226,-7221,-4659,-5580,-7781,-8288,-480456,17689,7771,144,1173,3425,3439,-4189,-264799,562271,186441,26616,18670,7887,-3894,-5567,-484462,-23611,6305,-1701,-4205,7699,-1277,-6545,-494519,-26249,6177,3072,17109,8020,-7484,-4949,easy
