delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
590028,119771,20606,14616,6252,9742,10227,8821,151530,90285,4734,9777,29554,9086,9113,5561,355671,147735,21198,27340,-10787,4794,6887,11190,64135,22264,26913,-3064,-27885,-1317,5720,6594,173414,-53717,-1589,-1123,-28363,-4637,-3890,-3301,1160773,1663,16964,-3796,-26172,3783,-4260,-1443,difficult
474665,74850,15788,23254,8177,16043,10904,4399,750411,246148,34274,36939,7334,9098,8331,5180,475363,-178614,-24112,-29867,8694,-4979,3149,-1307,-275155,-91698,-15081,-25781,-873,4535,-1975,-917,-595384,-203285,-21726,-8780,-5210,-6181,-5475,-3133,-707809,-211596,-13027,9689,759,34404,14592,2232,easy
912989,68320,13555,14501,10041,11904,9599,7529,638853,105548,41863,5206,14117,10304,7641,3257,79583,-41565,-29673,2442,-8456,10104,13603,7337,-190135,48084,-19903,4646,3722,-2144,-63,7175,1091378,-68573,-28555,20533,844,4371,-493,3478,115718,-86857,-35103,9560,-12413,-5932,-5214,-903,difficult
1438639,108107,61046,29978,28606,37094,19122,11963,165161,49553,10127,10594,11547,3480,2301,1470,639860,185682,14169,11854,8314,14835,13157,8675,2513621,-2594,25815,1654,-3657,22293,24366,7894,1628477,75157,167514,53740,73633,97526,29651,22891,311955,-24028,-3822,10286,-10056,-197,110,2511,easy
1314398,220117,26909,45653,29661,31223,10092,12492,181974,52435,7582,7060,6342,8716,6148,2073,1354274,-1230,32385,91943,11315,5749,5836,4433,47251,394011,7790,2579,25363,4687,-2314,2950,1544591,139632,5752,43241,25338,26030,6251,6154,1583578,138313,31380,16607,31261,53561,6003,28137,difficult
413527,131167,5383,15597,10812,8031,4082,2786,50767,19991,4945,10704,4609,8063,4038,2790,384227,199647,910,116,-149,-3685,-468,848,245219,41547,-2147,-7025,2156,-2574,-2728,-460,807004,174713,-161,6279,1069,3708,1234,-881,14589,28795,3148,20203,21736,2421,2137,478,easy
1094680,87084,27676,18575,6030,9723,7247,5836,1426420,121573,26355,33910,32169,19551,9017,9134,-1352517,-83521,-17947,-14579,-26936,-8924,-2761,-4359,-673983,-63885,-23858,-31370,-30176,-17253,-5516,-7390,-670538,34708,34268,-526,-24447,-9929,-1225,2909,1370079,-25260,12822,-14865,-22998,-3206,2423,-4351,difficult
1028215,114597,17822,12074,14177,7915,4725,5417,773032,84077,12553,31198,23082,21026,14937,9554,1595965,129145,-11149,-22367,-2954,-8122,-3390,2931,-370509,47675,29580,-6222,1634,-13934,-10995,-4170,-277874,-37540,-5300,-19550,-13538,-13101,-12578,-6640,73149,-17201,7946,-28359,-20761,-17287,-13886,-8671,easy
541759,39521,9532,20583,12155,7465,8078,5604,268422,64827,11367,8968,4981,2552,2705,1808,-218589,-57337,-7963,-5854,-780,726,80,828,709165,30907,948,8688,19396,2927,7980,4451,518285,-21058,5844,49676,12694,15922,13921,9021,84485,-53737,-6170,-6052,-2616,78,-490,882,difficult
177396,147377,21418,10176,8274,4373,4325,2628,64859,26007,4229,3495,3176,4079,1932,846,94464,-17455,-1099,1458,949,-1524,-557,246,64818,-11802,-2180,-1633,-266,-2525,-1532,-667,330073,511192,37238,22878,7351,1671,5492,4246,-39206,3544,34798,4019,12358,3552,6167,3304,easy
882206,48439,34513,20419,25566,11231,13201,5877,639989,88010,10765,17499,20915,11647,20905,7321,1065771,-749,6853,40423,27126,14055,8753,2876,792575,-3870,88520,-4237,6805,872,-4225,-2249,-486809,-81124,-7050,-12646,-10963,-8181,-19768,-1620,-402669,-72540,6668,-11862,-4366,-8410,-15575,-4784,difficult
1062351,147679,55613,62835,28572,28813,21770,13353,833546,388894,47484,36500,12513,35582,47345,16404,-63976,-269743,-36560,-25125,4590,-12836,-36252,-5791,-614654,-221945,-43610,-29772,-3766,-28941,-41507,-13416,913719,-123331,27514,92539,19113,15137,-16961,1065,680129,-349840,85173,67696,44298,-437,-7582,5937,easy
891856,96112,38417,28532,17795,44439,10005,10853,516615,109116,3084,10841,15784,13011,13745,11093,166808,-16058,55365,10612,-1655,4845,-1274,-6331,515441,7226,71432,47176,13212,127393,4176,17509,788808,-75014,9024,10018,-1785,-8835,-7690,-2677,29908,31828,5509,2958,-1729,2310,-10172,-9463,difficult
461594,94817,7297,14217,12490,9238,5974,4529,227873,30600,6170,5994,4468,4211,5980,5355,-97725,-5656,-4933,-3949,-2543,-2526,-2308,-4679,-102658,22111,2127,17337,18703,7227,3440,-1929,1014043,241191,1746,2139,14796,11983,205,3594,121224,-778,5569,17366,1133,3425,-1361,-289,easy
743217,377479,34650,17357,47533,40964,13241,5558,1174262,124914,32716,46155,13165,35550,17513,8327,-649613,-42619,-23232,-40282,-3207,-24155,3024,-4875,-99510,1260104,52264,-27635,153147,92024,9182,4139,-430497,-97385,5836,-28152,-7367,-24720,-14020,-4487,-544560,-109840,-27131,-19124,-5102,-21493,-15274,-5854,difficult
972263,108919,23248,11109,7092,6224,5343,3329,327586,32790,59095,20386,8502,18068,6175,1815,1328733,230753,-26369,1233,8550,-7512,4907,4284,-236612,-8250,-49631,-15080,-7014,-13662,-3324,-374,-187376,-27459,-58271,-19770,-6262,-16957,-5301,-1390,1673961,109471,-9119,-3491,-913,-9247,391,3535,easy
112539,19671,11029,3860,5906,2073,2471,1262,678308,169988,34971,15226,10632,9549,4922,4284,-563858,-151753,-26489,-8683,-2552,-6658,-3913,-3766,-655377,-166497,-32784,-13563,-9374,-9102,-4362,-3973,-567100,-140032,-33079,-13236,-8196,-8763,-4079,-3844,-476743,-142986,-3416,-9982,1219,-5382,2551,-506,difficult
635211,161031,65724,37848,18924,7006,4916,5171,528995,128886,11849,11338,12467,5148,5561,3125,-121568,41616,121552,43260,3211,1794,-2816,1875,9330,-84860,-11266,-10225,-8918,-2245,-4138,-2411,-355979,63291,85967,20896,17005,5826,3309,4688,893079,108531,19248,52109,14528,2056,1064,4030,easy
624220,100249,14945,8314,9029,5863,2323,2629,214747,29537,14142,12079,7948,6070,6279,1516,113003,57891,-6779,-6161,-6409,-4812,-4738,-941,-63492,1646,-8573,-9450,-4168,-3752,-5025,-403,693730,93466,-9828,4628,17319,9979,-2377,5155,894650,129846,28393,-4078,-2418,-2245,-3686,639,difficult
782542,144700,25884,17342,14939,12668,8170,3983,434235,143508,18196,19078,17055,7769,6964,5880,-347632,-97198,21801,-13963,-7148,10108,-1191,-2081,-258649,46739,12019,20985,3524,149,-427,-1213,2323948,56278,5641,-4971,3773,9462,3953,-1171,-324438,-1052,-8708,-8995,-8612,-125,2490,-3124,easy
490009,44953,11535,6189,4578,5123,2718,2637,320161,25348,6748,8973,9242,6754,4100,4824,-271149,2720,-5856,-7123,-8478,-6054,-3571,-4389,-246645,-7678,-5998,-6744,-7853,-5585,-3200,-3772,79899,74156,2490,-6408,941,2482,177,-1587,1117286,9220,28513,9140,-3267,2634,1064,998,difficult
1036806,77159,15791,7307,9151,7364,4096,2891,116261,118975,33918,13943,14163,9555,9463,4823,3255827,44620,-9853,-3937,-64,-1236,636,3777,4250,-104602,-27308,-11386,-12916,-7086,-8248,-4265,392126,-52021,-3911,-5015,4137,3981,-7034,-3581,29975,-55260,-31436,-6208,-11204,-4425,-6822,-3659,easy
528839,159779,19692,27333,29153,11737,10411,6638,503877,143997,28144,40866,19627,28119,7768,4435,-614,23488,13689,-2436,17588,-16559,11206,780,-389670,-49294,-18055,9306,4828,-17537,632,6151,-58383,130345,-7720,-24897,11639,-17960,-3930,3504,548515,-41413,-21724,-36106,4050,-13471,2663,-1622,difficult
87381,22427,3240,5838,3376,3097,4627,1826,60951,42496,5027,5434,4326,2599,1776,1166,-52064,-28579,-2097,-2344,674,-571,1545,1986,144395,-28784,-3757,-4281,-2843,-300,320,-171,-23853,-25624,-3102,8290,850,3134,9943,1561,37240,2710,1807,-49,-2482,-270,-406,-737,easy
1021996,129347,14527,14820,15705,8055,10670,2951,49225,37004,10568,11884,18171,12765,12366,7149,65508,-33673,-9269,-9103,-16473,-12181,-11749,-6831,105626,74252,-6587,-1181,-3989,-5284,-6300,-3716,2707651,173525,31309,22850,9251,873,9456,-1973,1012300,155269,384,-822,1347,-2247,1807,-4271,difficult
172143,32020,13063,3640,3506,3174,4254,1818,76261,14274,2404,3908,2933,7745,5269,1165,94219,72,-1591,-2828,-2251,-7079,-4505,-790,142542,27035,36803,5291,5825,1208,8012,4035,9369,49878,1854,-3160,-2165,-5398,-3296,-546,137396,-6001,5569,-376,882,-7017,-4272,-86,easy
493656,45378,8627,9771,12623,6397,14879,7245,229433,32361,8027,10954,14317,8870,12792,5790,101255,1477,7111,-5821,-4011,-4099,-5312,-3475,309582,54283,290,-1449,2002,-1769,17110,10257,160468,7694,520,-6559,-12158,-5709,-3206,-3142,485585,-11386,-5521,9095,7390,1686,-243,2180,difficult
275352,79505,17955,3298,4227,4288,4861,1465,435526,109810,14485,17907,20149,14035,8945,11439,151067,107001,37243,-11059,-17825,-2156,1764,-8723,-416187,-72483,-1140,-16033,-17107,-11312,-6093,-10304,28856,-55513,-8589,-14323,-9157,-12256,-3657,-9593,-404434,-100227,-13636,-17021,-19599,-13263,-8351,-11277,easy
675099,130456,16174,10252,7354,9361,7652,5363,59022,36961,9040,5634,9924,7084,5745,4833,22186,128526,38493,11422,-6424,7164,12925,4700,1098467,38286,-6250,915,-8411,-4465,-1950,-2043,-32209,-21611,-4769,-2678,-6993,-1197,-1470,-3292,1375862,228778,1061,8811,11547,7605,-1878,2756,difficult
843241,103922,24385,19156,14899,14696,12597,8793,121474,17701,6679,6031,7335,7002,5817,3338,348047,134321,38570,35031,24293,12755,6062,9102,261073,45374,-5149,-3587,-3132,-322,6249,-649,1798653,92614,3884,15672,6166,6815,8309,2724,479294,72576,33517,5383,2927,11528,6499,10642,easy
608366,103554,24837,27589,9555,9373,7714,5443,71661,41449,8412,5249,4782,11677,13580,6417,183935,116284,-3875,7877,4653,-1174,-4677,1385,396145,-12128,-764,5061,632,-9221,-10846,-5365,1106735,35734,15301,46402,9837,4035,-1927,4227,460004,108531,55037,30018,3971,-2858,-6016,-4143,difficult
350757,50651,3075,5443,4393,9028,5052,3897,822663,73160,7321,7864,20773,9486,6536,4899,-584782,-18415,-3148,-6059,-18644,-7678,-1832,-2405,-308447,-30990,-5799,2149,-9361,19076,2211,4341,-195285,2548,-2285,929,-18536,-4466,-385,-1799,-799112,-43180,-5751,-6703,-18978,-8766,-5931,-4147,easy
995553,84533,8071,13029,5413,13003,8046,6701,67044,48544,34018,10018,3017,12988,13704,10584,1299544,11510,-23116,795,5664,953,-79,-6293,631908,3256,-30700,9469,1926,5255,-6442,-4210,1244195,149017,-32444,2938,3383,-5842,-6469,-865,538388,-19828,-17530,-1157,-1390,-305,-9641,-4164,difficult
219639,101078,18703,10132,9527,3694,4619,2338,581748,52592,17573,12885,6978,6825,5271,4136,-373926,32789,-11058,-11715,-5971,-4539,-934,-3559,-391529,-32304,-15162,-10478,-3971,-5005,-3264,-2525,-221270,137790,35924,17496,20320,1485,5133,2340,-461710,55667,-5184,-6314,-181,-4466,-3543,-3449,easy
977797,144343,18307,23436,10077,11080,9825,7509,74060,12678,5404,4710,3755,7538,12180,4356,998184,247847,10894,6748,483,4431,-2400,4622,1173975,40752,14526,16501,17831,9205,4511,8770,70353,-2210,-2367,-1974,-1331,-5774,-10658,-3199,1372435,240269,28559,53627,8304,6307,-872,2417,difficult
