delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
39303,14793,44988,27500,27941,22215,7365,10263,276336,39587,7200,3578,4835,6267,5713,1951,-265855,-35046,49197,34249,34668,14811,2331,3727,-208212,-14542,26379,13594,11544,17084,973,12896,easy
7523,9990,5628,6012,5872,22407,8873,7123,463840,60321,19100,10494,10357,25964,29774,13223,-457309,-55554,-16912,-8387,-5159,-19050,-25398,-9041,-455326,-45108,-10033,-578,-3811,11936,-16405,-3159,difficult
71529,29845,11265,4695,12673,9450,4731,5124,157644,14748,9337,8915,8149,16259,12578,9924,-65044,29411,-3889,-3764,-1174,-13112,-9621,-8371,-107187,783,7745,-4677,10221,-506,-6073,-1229,easy
39165,34208,4189,12154,7985,8082,5818,4336,374372,70071,17764,12198,16825,31576,14793,11694,-371420,-56023,-13575,1150,-5604,-20693,-8301,-6652,-298995,-15703,-13576,-1238,-12076,-26296,-9649,-8064,difficult
324668,15344,6944,20499,21680,13551,5803,2973,245916,33349,5607,2999,10335,34501,16606,9821,398349,-28215,860,1228,424,-25298,-13020,-8379,-240846,-7796,1813,33772,22266,-16603,-8586,-5318,easy
136356,19316,10442,4842,8883,26136,7527,4562,752925,98545,14212,5000,7349,45281,28050,14172,-531611,-79619,-7960,3360,-1034,-22960,-20350,-9168,-701528,-78839,419,-3677,4101,-15331,-20697,-10053,difficult
760190,395491,244671,58595,72184,37028,34218,38612,424838,61634,8947,5627,4833,4240,4729,1896,-321722,517275,365737,78897,52926,41710,43233,54207,992426,150439,105710,27039,81776,23865,15744,19224,easy
19321,12224,28207,8973,5037,14093,10481,9591,52433,14891,7865,6761,10083,13618,18587,10279,-23319,398,19,-1414,-3387,-2340,-7350,-936,-42906,-5733,40664,5837,-6706,3289,-8862,-441,difficult
173858,33782,24992,8209,12550,11909,9824,8540,20281,19045,12213,6725,7399,27759,19615,10385,-3966,-13014,2707,448,9641,-19113,-8972,-1598,311119,42488,22851,2519,660,-12588,-10611,-2092,easy
281526,64769,14843,38276,27135,17251,4312,6221,49795,17578,25462,23583,21603,39867,12232,8797,445432,18905,-12272,16496,-834,-25126,-9534,-821,18029,75477,-8966,12889,11898,-20107,-6307,-4332,difficult
438778,60578,25234,18468,11446,45370,23260,10915,758075,90107,38837,16541,15594,44144,14402,8046,-601903,-45939,-35581,10195,-2100,-6738,1634,-2063,-36691,-13119,8375,-6341,-6196,9189,16081,7801,easy
18489,23907,24183,31472,8617,12207,3921,4184,35908,10483,18782,7527,11365,23232,8634,6080,-19476,24401,29127,52848,3129,-2799,-3128,563,-15362,2447,-18326,-4958,-8625,-19252,-6298,-4355,difficult
25093,35257,5265,5652,6592,7734,6841,4158,142189,64763,10841,13962,10639,28888,19386,8858,-135021,-33799,-4814,-4145,-734,-19653,-7116,-3969,-99171,-25213,-6338,-12475,-7361,-22655,-17975,-5431,easy
6394,11003,8610,7424,11095,22276,14817,9479,322290,165188,29712,24871,16787,35514,12886,11589,-313680,-149455,-20660,-14290,-5972,-11676,4111,-3565,-318112,-158915,-21544,-20605,-5413,-14800,-249,-655,difficult
322189,44326,9602,15934,9504,9106,5349,4801,865391,133702,15575,8147,22124,30122,28279,13462,-802061,-113788,-13247,3234,-19605,-24967,-25563,-10579,-284343,-64965,1300,12339,-5635,-17066,-20297,-6743,easy
53127,34426,8568,6639,19763,12448,9143,8849,355402,130461,29480,10874,16494,36605,16706,9503,-263252,-121475,-23292,-9650,3574,-19658,-6810,-1650,-341298,-70596,-18533,1180,2964,-28657,-8317,342,difficult
288161,104777,20646,3489,6893,29684,11966,13402,534046,41832,30434,8459,9453,36525,28993,11085,-505163,-18747,-25306,-7414,-6086,-28862,-25992,-8244,13393,144637,5730,-2527,966,15179,-8063,12878,easy
87985,11774,2644,6942,3729,5716,3227,2044,357564,94135,34819,15370,15544,39931,14950,17130,-279636,-81191,-31560,-5591,-9800,-34175,-11050,-14740,-259522,-83532,-32790,-11266,-13831,-34256,-12396,-15433,difficult
55200,31655,10456,13836,33477,19181,7473,6382,81448,106075,13963,10986,10048,19135,11566,6192,-80100,-64484,-8762,3864,11061,2614,-3810,1975,27603,-84356,1747,1836,35796,-2522,-4377,-1596,easy
279281,32060,18170,18644,18000,29453,7071,4957,252206,22624,9723,12391,11163,23437,15285,9234,142569,9795,-4464,9408,8360,5228,-10124,-5545,-88419,9077,21358,3097,5314,6804,-6305,-3010,difficult
250373,36977,12246,9406,6452,9034,6550,6128,837196,49063,14687,17039,30202,44120,17866,10299,-344371,203,-10288,-6987,-24834,-34768,-10797,-3932,-829275,-24376,5406,-8280,-22667,-35404,-11835,-4411,easy
9897,11768,5983,21388,11588,18042,8489,9060,425090,80524,20394,3312,14955,32934,32424,7581,-408740,-71997,-12261,29563,1612,-14751,-19800,-102,-421646,-65515,-16561,6589,-8346,-15034,-28071,3059,difficult
166269,42601,6378,7019,4365,5660,3065,3179,276965,43349,9461,12683,7315,19885,26455,6776,-245200,-22545,-8841,-7022,-2739,-14579,-21847,-4881,23807,21049,2674,-4307,-3162,-13871,-24934,-2313,easy
138812,29171,10358,8050,9690,16400,12266,8490,232888,38222,8882,13647,7045,21250,16329,9410,25112,11918,4709,-2556,4084,-17364,-8017,-6563,-213264,-30020,-1758,-8639,1205,7663,-109,4722,difficult
331512,28382,17102,23123,5076,24725,23525,9292,101348,31280,14922,4517,7069,12204,13210,10369,-39639,-12869,-9642,11770,-5035,1610,211,-2059,499966,7073,14002,25441,1048,23432,20419,-95,easy
4527,10712,6804,7023,8182,25192,5571,6019,153613,51684,20317,8478,29447,29765,21329,11845,-150405,-45234,-11011,768,-17087,6569,-16701,-6978,-147767,-36710,-16015,-3679,-25444,-15716,-14816,-4674,difficult
96179,38329,4280,4087,4734,11473,4057,5831,165343,26805,4565,11414,8576,26212,19401,9221,-97866,36802,-55,-6147,-1255,-18721,-14931,-5478,-40463,-13755,-516,-8507,-6430,-10757,-15757,-1302,easy
263261,54766,14936,4178,6976,16730,3633,3266,216497,58113,8173,10714,12118,16693,6936,4495,161136,-7278,15625,-5317,-602,14178,-627,157,-67608,584,-2100,-7756,-9682,-14105,-5980,-2616,difficult
11847,9450,20989,44629,23348,24960,10445,5801,512583,65810,34450,20233,17917,22130,12065,6241,-501742,-55032,-6820,5658,2960,16738,-463,-1548,-499731,-57689,-20102,43133,7901,-11078,-2778,667,easy
653081,23383,3477,12075,3693,9153,9082,3141,170102,10729,11116,45759,14221,32711,5488,5553,73120,26098,-7716,-41866,-10887,-21426,2661,-2646,892837,-790,-7562,-25502,-10169,-25690,4526,-2179,difficult
87525,29737,5019,4949,33909,8742,2974,1982,7836,28325,14353,37665,11599,14670,4872,1873,97953,15934,-8263,-33049,50402,-3178,-1453,587,61424,-13110,-10405,-32383,-5782,-8679,-2343,-370,easy
357354,19924,8240,10519,13390,16565,7450,5130,60574,21931,12088,17602,15933,27017,8195,7559,-54633,-9788,-3768,-11182,-8426,-11853,-2078,-1545,648193,5773,-3928,-2984,3340,-9052,588,-3314,difficult
6019,13893,2663,12482,9971,17501,7473,6665,66965,31260,11152,15461,8280,20299,22361,11360,-56104,-15295,-8232,-4482,6835,-3420,-11871,-1720,-65788,-19439,-8747,-1476,-3454,-2177,-17905,-7671,easy
166031,43157,9285,16786,16018,23546,11346,10909,299819,102387,7351,15537,15312,38178,25278,9524,-249077,-51414,9056,919,6104,-17008,-14515,7662,-18499,-67047,-5188,1578,-4693,-12257,-13350,-4892,difficult
10296,34237,7049,8974,9865,20608,15540,7008,189081,60652,16436,8126,19469,21177,14738,9848,-173525,-45259,-8771,-1521,-9381,6069,-7764,-4678,-184046,-7572,-10003,3217,-9828,-7207,9367,-1003,easy
18468,25998,5269,8551,9269,16834,5550,4689,15445,21317,3222,2748,7831,27383,8769,4043,-10871,24324,5850,12985,9442,-1223,-937,2214,16916,-14963,-1756,-1380,-6566,-19876,-5501,-922,difficult
305362,223059,29808,28486,24273,24729,17626,13735,258957,147772,86381,35621,14565,32016,26557,30649,-235759,-108569,-69215,-1559,10355,-11079,-8555,-23899,328569,259142,-43932,-12711,9060,-3495,-9307,-9929,easy
8670,7095,30955,39410,36345,23769,12775,5909,72256,20935,5145,4679,5306,14693,4311,4217,-59883,-13201,8146,35765,6936,10249,15720,-833,-67290,-14480,43473,33696,55142,7902,1207,4217,difficult
82832,75511,25701,9027,8951,14999,3037,1607,560268,92417,71827,33016,22356,35058,34319,13416,-515385,-62335,-69629,-30039,-13401,-30779,-32661,-12048,-439488,28523,-22623,-17939,-13409,-9340,-29903,-11570,easy
17126,44362,33010,20433,24016,36036,9824,5593,12219,22287,9914,9104,13343,48369,26007,9521,-8704,13627,11105,13479,1351,-12566,-15811,-5638,18517,30522,35087,9178,19995,-12100,-16556,-2219,difficult
261795,129089,13542,9755,19419,20451,19475,7192,169884,26649,12985,15268,17619,24077,7440,9372,-79067,39562,2055,-2579,-13055,-16425,8829,-4970,262888,165317,-942,-8447,16654,9172,15240,609,easy
14955,15983,24677,38181,21595,31679,4381,3606,78948,27426,4293,2292,3789,6145,3327,1994,-70520,-15499,11763,15491,22476,40327,-584,2998,-57467,-7388,29004,56287,13136,10741,2692,225,difficult
68950,31778,4793,2777,4377,23505,3890,3896,139879,32209,4203,1498,2532,27121,8260,5101,-131236,-11883,2561,1421,2520,11223,-2507,748,-10622,11021,-1382,1136,1170,-18456,-6233,-3158,easy
