delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
753908,102896,39466,25392,18374,27982,11105,9291,-672240,-82772,-654,5778,-2538,16107,10954,61,-751449,-99440,-31468,-19493,-7314,14660,17613,1314,-708002,-42961,-7233,6639,-10262,7614,18675,25551,-699000,-68428,-2046,-15257,-6675,32231,-2982,7769,-745570,-94308,-2521,-1944,-14879,-3006,-2326,27606,-79209,43447,9002,-46570,-16668,56479,-25467,-25880,-30814,24235,5187,-475,-25271,26132,-21896,13313,-4776,-2948,3587,-8204,-1447,-7046,24617,-35237,6659,1062,-21657,656,1253,24237,-17782,19837,easy
250083,87512,25881,44519,13705,47155,19945,31178,-130805,-78420,-23043,-39182,-4793,-37686,-12645,-25195,-169687,-42632,-4784,-21928,37851,-8704,24076,-7728,252245,12247,-14918,-24957,-4506,-35812,-10214,-20832,671077,-34346,-20801,-42104,-6988,-41316,-8017,-25393,1430959,182109,17453,29690,9321,-868,33216,-17306,-38882,421932,418832,759882,35788,54879,-46593,216455,18259,-10134,-5883,38254,17254,-3029,-17147,71794,42644,-42357,-2482,16309,28982,-27108,-5504,40448,36721,-34290,2197,41233,17467,-13104,-4561,8087,difficult
23711,28676,13077,5993,5791,19462,17859,5426,-20519,-17504,-5288,1838,-1818,-1814,-10884,15664,460815,201132,40925,124242,17277,14275,36612,83056,54587,8268,-8828,3311,12823,26443,-3754,13398,6583,16081,-4861,8548,2989,6766,-1777,11870,-7157,-13843,-9200,-1383,3715,-4736,-4388,7008,481334,-406228,-48004,-13740,218636,-192864,7813,-29924,46213,-49753,3967,-4339,122404,-120931,5237,-9931,19095,-4454,-9834,726,16089,12168,-19677,-11502,47496,-40366,1977,-2611,67392,-69658,-1528,-4862,easy
1213497,104339,23329,35689,34816,34002,16717,8101,-1164010,-55066,-14828,-31927,-30633,-15285,-3116,-3822,-843761,13628,1646,-20222,-30312,-11952,-10982,441,-1072687,-39838,-11243,-19060,-1172,42300,-6581,15009,-575879,-16522,-15705,-22970,-18573,-25297,-13457,-1746,-959097,-78004,-11929,-28331,-29383,-27906,-12360,-5535,320249,-228926,496808,-383218,68694,-53466,23316,-61482,16474,-12889,-4462,3776,11705,1162,-3910,-5361,321,29140,-17401,-10810,3333,54252,-67597,-2609,-7866,4401,-6876,1097,4263,14568,-16755,-3789,difficult
481894,92578,14971,27931,20698,22584,18209,9973,89695,-42154,-6586,-16275,296,17670,1598,24623,-162890,76744,-7865,-14608,1465,47304,1762,14083,-387102,37498,-11376,5898,9926,-8300,9655,1780,76920,-36515,1392,51020,33824,-5554,-5688,1029,1196487,247009,73258,-7681,22656,7822,5688,11879,-252585,-224212,464022,1119567,118898,-39246,-74013,283524,-1279,-3511,12768,71866,1667,20506,45122,-58701,1169,8461,23898,-11168,29634,-55604,2746,13376,164,7893,-15343,11376,-10540,-12303,-751,10850,easy
403684,295708,65556,27953,40067,47246,19837,24750,379113,-130403,134442,65580,23377,-11809,41713,23684,326070,-242749,-58627,-23274,-31102,-44306,-15715,-19708,161953,-242853,-21060,-18566,-30678,-27875,3599,-11674,1024606,-191545,-18536,-10637,-22235,-34684,-6535,-9433,-387766,-288128,-47202,29662,-26761,-19347,13084,-12600,-53043,-164117,862653,-1412372,-112346,-104,51308,-96583,-193069,37567,2524,-28666,-88854,4708,7929,40299,-54479,424,8443,-4526,-32497,16431,-6809,15337,-57428,19314,-10134,19619,-43392,8034,2241,-3167,difficult
908858,86229,31659,25099,17649,17850,7134,13542,99297,-69996,-27727,-23528,-7327,-11144,-3702,-10672,-819414,-36416,-26258,-19141,-12268,-11949,-1920,-8533,-775241,-70475,-30280,-22662,-10515,-12849,-1908,-8796,-718618,-10047,-28829,-14324,-9429,-11281,10334,-10403,-692233,-39540,-13915,10494,-5914,18279,21381,-1387,-918711,44173,56623,26385,33580,-34059,60428,-29493,1469,-4022,1451,14914,4387,-3521,8338,24818,-4941,1753,1086,3515,-805,-900,1568,29560,1782,12,12242,11047,2139,-263,-1607,9016,easy
65239,23467,5305,2858,9640,8969,5734,4646,-42947,9874,1685,14934,8905,7605,13230,21844,-22671,-17060,-355,3466,-501,22058,32390,1196,-49034,-11220,10297,22302,-2495,23468,10874,7958,-40316,-17531,56,5079,46994,3279,9782,5800,-46323,-7470,-150,2970,24273,5313,13108,8925,20276,-26363,8718,-6007,-26934,5840,-6311,10061,-2040,10652,-10241,-206,-11468,18836,-17223,-2109,-9406,-1994,49489,-22721,14453,1410,-20189,2034,19160,-21516,-1092,3326,-20648,6762,-2158,3125,difficult
398931,175928,15591,24473,22962,21361,9176,8438,-371079,-150407,-12954,-21969,-11292,16050,-1841,3631,-99606,-156433,-10301,-23090,-19976,-13811,-5278,-5021,-373028,-161896,8152,-17109,-5007,14284,15448,3156,-361710,-168778,-3512,-19618,-11307,-510,10361,-1807,-387345,-151107,-4718,910,-6510,5115,19325,-516,271473,-273422,11318,-25635,-6026,-5463,-6882,17671,2653,18453,-11664,-1206,-1121,5981,-2509,20528,-8684,14969,-6300,4797,-29861,28095,-14794,5625,-3437,20726,-5087,8964,-8652,8177,-4963,1291,easy
91103,30893,6240,3693,6742,12879,10506,6056,-52769,-16950,2230,-2825,-386,-4306,-2446,-2681,394984,285358,117855,117436,23668,63651,43684,20529,780847,59690,-4377,-2217,-2044,-978,-5900,-3022,1527886,105854,92408,49441,20978,3880,8054,3540,-24346,911,2003,3041,789,-2613,-7443,-3027,447753,385863,747039,-1552232,302308,-225668,46164,-104943,115625,-122232,96785,-90405,120261,-119653,51658,-46400,24054,-25712,23022,-20189,67957,-64629,4858,-6493,46130,-49584,13954,-15497,23210,-23551,6562,-6567,difficult
