delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
503583,253567,66055,20895,12186,19948,796283,212129,112254,47781,27962,29670,-406753,-205839,-110451,-43838,-27561,-26504,288294,251947,22281,15713,-1118,8012,-673683,-204828,-111341,-43354,-22338,-22590,89384,549906,68876,-29156,-14596,5161,-760742,-183995,-100360,-33797,-13265,-12687,easy
654534,411113,31783,20830,26644,15316,293275,231738,24416,46393,37886,34857,543373,157586,75054,-23740,7953,-14010,197959,1021591,-2198,-4143,8944,-20194,-62589,-92846,-7927,-27824,-33702,-22059,1169509,-71970,-15660,-28112,-9286,-10916,-41956,-117485,-12432,-43998,-30118,-30527,difficult
156164,34711,12502,15326,10731,10492,128240,171880,26682,21551,24782,19690,-107455,-115420,-5192,31167,-3145,6829,466604,-79268,1244,-15841,-17300,-15327,-50129,-165559,-23959,-19257,-23566,-17129,-99878,-161378,-19536,-13845,-4165,-6314,-69520,-164222,-23459,-13349,-22078,-14050,easy
145947,230201,32078,14898,8659,13111,595689,312817,14646,22519,27555,13352,-52272,726683,72253,21158,6545,22212,-565226,-291441,-11196,-21183,-26072,-11188,-544168,-306079,-7548,-10909,-25896,-3499,-525499,-240530,44116,-7307,-22777,76,-561544,-301715,-10464,-19866,-26279,-8807,difficult
595552,108567,40624,23951,12706,25405,854830,134847,27444,9010,9697,15637,-492119,-120336,-23196,-601,-6217,-12984,-782415,-106661,-23964,-6139,-6819,-13468,958195,4016,77403,29577,9085,61792,-498114,-6179,-6307,8379,7731,202,-481937,97759,41963,43488,11266,13296,easy
881314,118626,22133,13097,14100,21252,324001,375160,16475,38733,14723,12287,-258740,-344757,-15040,-33297,-11010,-1809,1047915,-192683,42388,-1602,15751,46304,269635,-317598,-9779,-34920,-3550,4249,27025,-348547,-2364,-34162,-10127,-8384,1700730,-79083,13084,-24199,5819,4466,difficult
353287,95096,18248,22283,27003,23155,732633,289132,45471,46245,13785,23206,556864,30246,7573,14134,63121,34265,-722853,-274372,-43723,-43196,16355,4855,-366125,-198436,-23757,-20714,-4519,-15476,-714005,-276598,-44311,-44506,-10419,-19314,-650610,-251019,-31896,-25526,1554,-4586,easy
173729,198631,23212,16293,7186,14433,691179,310606,28392,14868,30034,25087,-571913,-280431,-19967,-12538,-26321,-22474,-606153,-295252,-19953,-14652,-27395,-22123,-121128,625371,58196,58724,-6742,3573,-600869,-306833,-25446,-12385,-29146,-24318,-687185,-302730,-18730,-12023,-24634,12071,difficult
430070,244305,58845,13414,18886,17584,95235,46927,15987,11630,10161,6003,1825013,1064048,252238,15937,31050,32676,-88481,-37048,-3120,-344,-8416,-2285,-91654,-38947,-11399,-2209,6713,8236,119210,43523,-12441,-3270,15669,2302,-89913,-44688,-10986,-1196,-1391,16974,easy
371166,36297,17114,9871,6359,6376,630501,69042,54246,43925,34007,18063,-138559,-54329,-42127,-33471,-32336,-16165,411669,15924,-32427,-31176,-28451,-5973,-536400,-44119,-38621,-40390,-31812,-13570,-546901,-54090,-32033,-24445,-14513,-7778,-486486,-27112,-40451,-40787,-31128,-14950,difficult
