delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
330344,52003,3834,3072,5321,4567,2621,2885,-44552,-27097,-1969,-298,-2744,-3163,150,-2077,-318430,9523,30813,6900,10833,1836,5190,344,-296734,-44034,1485,3642,7429,2295,1759,109,easy
370247,29393,8325,8296,6673,12339,2629,1587,-314527,4902,1659,5133,5141,-832,291,520,-362875,-23229,-7485,-6477,-4191,-10622,-1300,-567,-156026,2832,1232,-4395,-1836,-9058,-1239,-182,difficult
808354,80331,45261,18613,34338,26036,20755,21242,-722386,68532,31933,17138,-14217,-16351,-13187,-14621,-526492,15316,-41554,-7619,-30641,-22110,-18260,-19973,117077,82695,-31504,-11410,-9716,-13321,-11793,-15087,easy
165807,34717,6046,6959,5990,3610,2480,1772,187297,17211,1755,-1885,-4077,-1850,-2100,-814,-145135,-27544,-3115,-5260,-3428,-2462,-2120,-1352,-89511,1227,9179,22735,11025,3856,201,1597,difficult
86493,40084,6130,4176,1403,2933,1495,854,-55633,-13197,4191,1919,3035,3575,2801,2602,210192,-1404,-3796,-880,3397,154,-380,57,6097,-37806,-3741,-3388,150,-2169,-758,-439,easy
143507,26026,1461,4385,2618,3215,1241,1280,37889,-21975,64,-3762,-1677,-2722,-929,-1103,162697,-3427,5769,-556,-364,-1978,-177,-179,-88055,-14106,1669,-3792,112,-455,341,74,difficult
49570,5140,1269,3525,2876,6671,6900,2228,31509,18127,8285,419,-1050,-3817,-5941,-696,-47419,-1335,84,-3078,-2285,-5560,-6546,-941,-31695,1985,1973,-762,-733,-5064,-1806,-1167,easy
86731,28851,6261,5808,2736,2642,1153,873,3385,-18920,3293,-2780,-545,993,610,-88,-72533,-1722,1924,-2355,9788,2726,7026,3364,-83327,-26908,-5818,-2943,-1343,-1232,-129,443,difficult
162572,17515,10198,4790,3783,9640,4291,2792,-25291,92340,5752,-2492,-1685,-3589,-2075,-796,-94528,-13020,-7941,-2883,-2327,-8531,-3486,-2386,-67012,68536,-277,9930,13707,6226,134,11321,easy
26311,18904,3474,2063,2034,2856,1975,1511,107324,5113,647,2030,-38,-690,163,-237,26667,16835,4213,-344,400,-570,59,-744,-20694,536,-2231,5090,711,9478,1317,1754,difficult
757150,173916,35994,20572,15298,13795,4867,4052,-748194,-153061,-23158,-12641,-545,1105,-1534,4089,-511810,-108601,-30464,-13092,-11468,-11506,-3217,-3233,-642572,-140479,-30816,-19258,-14568,-13042,-4701,-3854,easy
137576,36209,4999,3418,2223,1467,864,879,-118741,-24708,10557,5736,4616,5568,4672,4520,-26107,-17645,-3174,-1908,345,1734,2316,979,-129994,-32816,-3152,-1489,-294,941,1173,589,difficult
343029,35029,23635,12064,18705,11050,2556,880,-134673,45107,-13806,-2117,-8574,-2327,-728,-239,-313859,-18707,-15190,-4179,-12939,-6704,-1503,-600,596196,205200,-2945,-5698,-8381,-4265,-977,3052,easy
44400,35228,19255,7319,4665,4513,4479,3026,56300,32593,-1546,-3820,-750,2023,-1180,-1962,10708,7237,-14448,-2701,-2011,-3002,-3692,-2392,35179,-25868,-18316,-7011,-3648,-4132,-4157,-2461,difficult
141643,21886,7770,5117,9231,11761,4982,3062,-57067,14808,11666,50227,5391,1272,-2086,149,-126750,-15406,-3017,27536,-8356,-6079,-4553,-2394,-120803,8325,25036,113104,13392,7774,-1909,1455,easy
76631,22129,8614,5423,5103,4212,2598,2851,75995,7656,-674,1208,1175,-899,-97,-1051,145748,20211,-7460,-1136,-1388,751,145,-707,-63907,-18503,-7516,-5088,-2293,-1515,-796,-1856,difficult
132857,24356,15376,13927,4758,2514,982,947,-118948,-9396,64685,34737,6645,5073,700,1305,-89435,-18086,5048,-6458,-1791,886,-120,-554,239558,37962,50651,-617,-88,13104,1366,-35,easy
120725,30919,10649,2854,15756,5641,8204,7432,-63906,-4939,2846,1249,-12874,1510,-125,-3791,-45745,-5667,-9687,-1606,-14958,-1236,-5446,-4640,-38730,-19157,5246,12909,1205,23839,1481,4726,difficult
70360,17453,26079,34041,7700,5950,2352,1578,851428,11993,-25397,-17726,-6065,-3186,-1494,-613,66735,-13472,-24459,-32783,-7067,-5345,-2074,-1323,150269,8938,-19360,-5927,-5830,-3721,-1222,-410,easy
95545,24368,5587,4431,3345,4281,3195,1516,-10824,-18828,-5427,-3701,-2998,-3562,-2622,-1328,-56931,-3062,699,-3159,-691,-3149,-2304,-1150,-87407,-20058,-4539,-645,-1027,-803,-2100,1099,difficult
374138,38350,6710,3303,3689,1727,1486,1285,1007678,47473,21948,4722,-162,2701,1101,164,-287767,6978,26506,13154,4487,5492,2714,2945,-338075,-11082,34067,46945,1542,2822,5596,1063,easy
121749,26813,3618,8168,5981,7993,4215,4641,41851,-11184,-3404,-3497,-4476,-6508,-3636,-4144,-110633,-15125,379,205,-2451,10602,2747,4138,-103471,-17724,4333,-6254,848,5971,4323,3111,difficult
144639,79743,14195,6270,8124,8702,7752,3150,1269626,-66063,-4142,1416,-1016,-5484,-6408,-2554,464373,16655,63290,14037,7585,7455,959,3897,-104844,-73237,-11745,-5699,-7002,-8032,-6948,-2771,easy
328403,61960,12120,5813,6173,5062,2170,3137,-243992,14114,-7371,-5278,-5587,-1286,-634,-2399,-123353,-3648,-9819,-3559,-2653,-1920,-929,-2456,713486,18521,14069,32824,9609,13873,4095,1960,difficult
75368,47417,6587,3487,3767,5793,4216,2023,-9372,-3900,27552,5734,4760,5296,4486,5781,17833,-32808,-3572,-1618,-1043,-3227,-3291,-1226,148787,-27794,2434,2336,-358,-3605,-2178,-640,easy
1095051,149622,24742,21279,10704,4157,3934,1165,-919658,-141406,-20932,-18967,-8771,-3370,-3050,-963,-870745,-116923,-9529,-19010,-6141,-900,-3374,-540,-1074647,-121391,-19592,-17178,-8292,-759,-2889,-213,difficult
456672,134260,25909,21779,14226,24691,27095,18973,402999,14612,4518,14173,-6614,-16720,-21139,-15447,-448148,-103284,-11048,488,65,-17640,-18628,-15825,-153297,-110297,-18890,-18458,-10213,-21626,-24808,-18189,easy
30937,28502,2337,7362,12722,8096,4421,3331,40576,-19272,1277,-5923,-9686,-3070,-3009,-2265,214662,-21363,6127,-5554,-10959,-6067,-3157,-2785,24755,37839,26306,-3924,-11509,-3477,-1944,-982,difficult
65430,64387,7575,7459,4917,6055,3652,1919,-55006,-47846,-6024,-4643,-3068,-2048,-1024,-1047,116167,-44210,-6390,-6213,-3598,-5060,-3371,-1666,-60128,-61584,-6356,-7033,-3462,-4461,-2570,-1197,easy
103693,7455,982,864,1110,1020,555,315,-20002,-1769,-85,-387,618,-54,-318,-98,-80036,3564,2447,3028,4062,5386,3854,3166,253706,4655,-273,1694,1426,1709,378,434,difficult
592273,27947,5309,5750,3314,2932,1916,1407,-529785,10467,-1557,3184,423,2637,3269,954,65854,45442,15121,7292,10626,10122,2386,2634,-147670,70282,92076,36382,6547,11897,1916,1512,easy
147524,17325,5617,1435,1389,1170,579,812,20056,-10101,-4519,-106,120,-725,-210,-568,464570,35410,1534,2862,3803,254,1118,-23,-127340,-10156,-1081,-462,138,-173,-196,-643,difficult
336884,58164,23891,9238,25032,9542,8587,7485,-253642,-30487,-20461,-2291,-22268,-7275,-7709,-6830,-107825,-42842,-20973,-6934,-22322,-8955,-8015,-6979,-317619,-26105,-13213,-3798,-20145,-5362,-6723,-4691,easy
382626,42836,5105,8982,6602,6263,4679,2223,-39245,31324,27003,13232,19083,29632,16153,8771,64079,-19460,109,-2397,-1160,-246,-607,2281,50514,122930,30355,2989,5159,-1808,-1400,-870,difficult
71516,18570,4061,4742,2913,8204,3423,2198,-13038,-10786,-1646,-4546,-1554,-6570,-3124,-2073,-22327,13671,-792,237,4121,-3668,-958,2044,-28285,-1265,17674,9727,4055,-2125,2643,-234,easy
553646,64854,23245,15163,6427,11956,7562,6080,222444,80882,23518,44218,43425,16549,20770,20119,30920,-4997,-15525,-8544,5909,-1439,-3484,-3276,165222,129581,-4635,28686,22046,21242,20777,12996,difficult
66923,12966,2205,2185,2896,4286,3217,1086,38319,30821,898,42,-74,1363,-2268,-353,-51503,-2049,7715,2563,160,-2425,303,-215,-42566,18456,2912,4305,1702,2652,480,2378,easy
166278,23444,7253,7104,2464,2514,909,503,-144644,-10462,35930,2254,2802,4346,2086,1322,-136504,16087,68635,13995,10750,13712,4637,4288,732093,19653,286232,-930,1898,26713,947,1013,difficult
50815,26914,1936,6409,3163,4395,1616,868,-20959,-5568,3521,-4646,-1604,-753,-178,1955,666557,134466,29560,18651,22928,13036,9895,4859,78487,-15538,2414,-3075,3330,1865,4161,957,easy
811210,93950,32870,21728,18412,19778,12852,8232,-412151,-54920,-26714,-18974,-13168,-17148,-10292,-5728,-365907,-82924,-31669,-20263,-15766,-18724,-11749,-7603,-646338,-62774,-30137,-16769,-10865,-16457,-9024,-6977,difficult
111902,48520,8200,8764,5758,7397,3594,2001,2296438,206614,-976,47324,22029,12209,6251,4004,-4260,-11473,29437,-5000,-1661,-5290,-1840,-927,192407,105073,-1682,17344,-2747,5046,191,247,easy
616422,95093,16669,16747,11520,8796,2926,1939,-458777,70542,65871,2753,-2103,28522,16251,3483,-259963,-39044,-4524,724,2432,-1397,392,-133,684989,-72166,-11667,-13453,-5622,-3642,-267,-251,difficult
12552,13376,45712,41483,15202,12694,3025,2850,1200452,48496,53686,-17215,2979,28319,16789,3621,68972,27769,-42679,-31409,-12042,-6903,-145,-548,184083,28394,-24128,-37691,-10506,-6248,-1162,-2201,easy
1234978,146955,57283,49961,16780,15421,11013,6306,-1166711,-71706,-47076,-36886,-11462,-11494,-10027,-5022,-864399,-82297,-39611,-43233,-12840,-11962,-8944,-4708,-679481,-31453,-35932,-42066,-12019,-8438,-7945,-5126,difficult
273656,28925,8221,6948,7802,8756,3287,3290,-167336,25876,14396,-1510,-5290,-6509,-188,-2695,20316,-16491,-6726,-3165,-6006,-3578,-2019,-2793,-219225,-24943,-7593,-4287,-6743,-5207,-1505,-1527,easy
52354,21724,5243,5133,3062,4677,1804,606,-26334,47600,21248,1650,7891,2458,404,1923,409613,-1462,-2800,2098,3447,-1006,-972,853,491832,336011,5495,1494,18509,15162,2422,335,difficult
