delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
302794,9911,9906,5259,6142,4533,-814,33535,-5822,-383,-1786,848,-294950,4150,-9369,18396,-1527,3162,-286809,-1357,-6931,15190,-3988,2260,-115265,18466,-7015,-2662,-708,-2123,-294136,8141,171544,-29385,-5507,19823,-3547,2438,-84,18779,-3206,-17852,259,-2461,3280,2314,-902,-4383,easy
727194,36662,26261,8219,6201,9849,-724309,-27549,-20392,7810,2166,1723,-724138,-31415,-16087,9002,1583,5161,-723528,-33908,-24577,133,11031,14592,-725131,-29966,-23157,-4134,117,12395,171,610,-1603,-3866,-2493,3942,4305,-8490,1420,1192,-8869,-4267,-583,9448,-10914,3438,9431,-2197,difficult
581804,79449,16419,11383,6134,5879,-564837,-43640,1202,3200,28997,1975,-570508,-63263,-5103,6335,16346,8500,-487077,-69128,-13041,-10042,-2130,-3450,-535706,-54666,-12003,-9825,-875,-1681,-5671,83431,-48629,-19623,-5865,14462,-6305,-7938,1038,3135,-16377,217,-12651,-18476,1255,6525,-11950,1769,easy
297376,50767,12679,3991,5989,3942,212012,39068,-5193,253,9059,2613,-22896,-21522,3484,-2589,1096,7291,-288846,-21536,-9929,13375,8083,9767,353654,356780,16829,12120,17436,9725,-234908,-265950,642500,-60590,-14,378316,8677,-13413,26758,-2842,15964,-1255,-7963,6987,9353,4678,2476,-42,difficult
598891,209133,50248,14159,13714,12870,853066,625885,-14228,39966,15666,2927,-112103,-95618,-25203,-1708,-11117,-8491,-417102,-190828,-45438,-8536,-13086,-11956,116606,58400,-35597,-1677,-998,-3579,-965169,-304999,533708,-721503,-95210,249228,-10975,-20235,9841,-41674,-6828,6859,-26783,-1969,12088,-11418,-3465,8377,easy
777876,389160,25364,22427,20216,16774,-305257,-355743,-18821,-15510,-15400,-9034,-707535,-340169,-12507,-4403,67134,6406,219325,456673,54654,1757,68134,102892,-703260,-375154,-22469,-17526,-19079,-13451,-402278,926860,-922585,15574,796842,-831827,6314,67161,-77123,11107,6160,-19283,82534,1000,-87213,15440,96486,-116343,difficult
344724,213520,4604,13087,10084,15323,-273132,-193995,6070,-10516,-7728,-9969,-332838,-199505,6637,-3711,-1374,-7437,-327844,-197010,7683,-2339,-6526,-9553,130608,-2731,16608,9214,4926,21824,-59706,4994,458452,-5510,2495,194279,567,1046,8925,6805,1372,11553,6354,-5152,11452,2532,-2116,31377,easy
92781,43357,9197,8746,8807,7276,-10319,-26925,-8896,-8373,-8386,-5546,-86823,-30221,-3637,2174,-874,7340,-90454,-31925,7012,-888,-1080,24692,268577,55558,6592,565,-5520,-2812,-76504,-3631,359031,-3296,-1704,87483,5259,10649,-420,10547,-3062,1453,7512,-206,-4440,12886,17352,-27504,difficult
21133,19514,6483,6243,3373,6229,-16467,-16323,6511,8784,1094,5629,-14340,-6838,-4119,-1853,-116,-1590,509202,23056,-573,-2941,457,5087,3408,-4520,4366,-3675,-1982,-4889,2127,523542,-505794,9485,29894,-27576,-10630,3546,4939,-10637,-1088,-734,-1210,573,-2439,-7219,6677,-9976,easy
547985,398981,77428,29192,17277,23017,1122375,-241037,-51354,-16601,-11909,-13673,-331167,-392060,-76422,-28184,-14997,-21151,-301411,-368252,-60860,-9205,-14189,-14388,-443528,-382873,-58501,-19189,-4026,-15013,-1453542,29756,-142117,-151023,23808,-14621,-25068,15562,2359,-11583,18979,-9984,-3088,808,10163,-7478,6763,-625,difficult
104346,22520,5791,14676,6796,3714,-94821,-6950,-2760,12194,-568,5234,-101700,-10893,-1291,-11875,4694,11383,-56653,-5287,-3721,-13452,-4464,-1758,554997,44927,13386,2362,1286,3140,-6879,45047,611650,-3943,5606,50214,1469,-2430,17107,-24069,-1577,15814,5262,-9158,5750,6149,-13141,4898,easy
225097,78087,6344,7346,3984,4679,-28788,-72342,-4369,-3462,-284,-1293,399766,524514,19105,44644,61999,32381,-155660,-54282,-3898,-3128,-793,6648,218065,-23307,656,-2819,785,-1610,428554,-555426,373725,596856,-578796,30975,23474,-23003,4554,48106,-47772,309,62283,-62792,1578,33674,-25733,-8258,difficult
446528,78739,11196,10572,16776,9540,873162,81109,124208,11250,58721,41727,-196327,-23841,55045,11525,-6230,9781,723859,185340,61780,31464,5630,23432,1015336,1283,28241,47943,10974,11730,-1069489,920186,291477,-104950,209181,-184057,-69163,6735,-33539,275,19939,16479,-64951,11860,5344,-31946,13651,-11702,easy
449717,82578,27967,24552,15303,15159,-103993,-30969,-7132,5414,-8478,-7638,-422152,-62336,-19998,-9318,-3699,1478,693461,-30080,-10383,17273,689,5041,-223831,13744,-8303,13774,-3783,-3466,-318159,1115613,-917292,-31367,32256,43824,-12866,9615,2080,-14732,26591,-3499,4779,4388,-4472,9116,3563,-8507,difficult
159406,14232,7885,5113,5713,7109,-156023,-4107,-173,2301,468,-831,-154215,-6128,-3079,21407,-939,444,-151808,-11698,-7119,-2797,-3640,-5497,-67596,35053,-5441,7453,1544,-1713,1808,2407,84212,-2021,-5570,46751,-2906,-4040,1678,19106,-24204,10250,-1407,-2701,5184,1275,-5941,3784,easy
161938,76765,39584,7749,26367,13155,-155585,-71386,-35775,-4339,-24157,-7304,-156983,-58163,-35660,3842,-22490,-8391,-157646,-69090,-33716,-4792,-22974,-6450,3436,-67530,-37873,-7051,-20065,-10610,-1398,-663,161082,13223,-10927,1560,115,1944,-4157,8181,-8634,-2259,1667,-484,2909,-1087,1941,-4160,difficult
901335,123708,20452,28614,26935,12984,-626660,-85875,-4161,-26448,-24765,-11541,-715105,-78225,-13835,-26237,-24685,-11165,-777077,-88615,-6414,-20331,-20507,-10930,236102,307742,164,-8373,-16616,-8858,-88445,-61972,1013179,7650,-10390,396357,-9674,7421,6578,211,5906,11958,80,4178,3891,376,235,2072,easy
268639,131679,17943,20000,13314,11503,-266648,-128256,-17427,-13535,-12348,-8609,-266182,-123150,-9542,-4963,-9007,-6252,-266182,-123150,-9542,-4963,-9007,-6252,-267598,-123441,-16277,-13526,-11608,-6420,466,0,-1416,5106,0,-291,7885,0,-6735,8572,0,-8563,3341,0,-2601,2357,0,-168,difficult
448610,38692,5010,3445,3620,3442,347596,145745,47689,22832,17143,19888,-197252,50854,37561,16835,1465,31443,-293259,-21998,-4091,-1569,-2351,-1728,-349407,-22449,-219,1338,-1873,-1910,-544848,-96007,-56148,-94891,-72852,-451,-10128,-41652,3872,-5997,-18404,2907,-15678,-3816,478,11555,-33171,-182,easy
253484,79815,14668,21481,16475,21768,26227,-36800,-4958,-17718,-3089,-9739,-205028,-64001,-13434,-19821,-13560,-19014,-242963,-53792,-4174,-9128,-11629,-14420,-248885,-77501,-4246,-18361,-13151,-7209,-231255,-37935,-5922,-27201,10209,-23709,-8476,9260,-72,-2103,10693,-9233,-10471,1931,-1522,-9275,4594,7211,difficult
535024,133996,61860,9571,23737,13678,-532973,-132771,-59366,-4276,-20080,-9990,-534541,-119877,-59904,-4725,-16008,1225,-529575,-121922,-58872,-2158,-15651,2232,-530092,-126487,-60912,-2436,-19621,-6793,-1568,4966,-517,12894,-2045,-4565,-538,1032,-2040,-449,2567,-278,4072,357,-3970,11215,1007,-9025,easy
242742,113509,11501,36475,5601,4456,-231372,-107643,-8870,-27466,5267,3828,-211752,-104875,-9478,-29940,-2197,8335,-217438,-87809,-4403,-23370,5469,29508,-235640,-106632,-9069,-26432,155,8858,19620,-5686,-18202,2768,17066,-18823,-608,5075,-4666,-2474,6570,-3062,-7464,7666,-5314,4507,21173,-20650,difficult
421134,90973,54656,44417,17212,17867,-411273,-63091,-49032,-13114,-14340,-14475,-418018,-79577,-46741,-33251,-11605,-11606,-333000,-67453,-46742,-41838,-12567,-12134,-400655,-59712,-53273,-41161,-16056,-17041,-6745,85018,-67655,-16486,12124,7741,2291,-1,-6531,-20137,-8587,677,2735,-962,-3489,2869,-528,-4907,easy
56565,12056,5622,7681,5649,4417,-45602,3719,5858,-88,1199,8985,-50002,-6087,1348,2977,-239,5709,-46885,-5297,-3131,-1404,-1256,5454,-30663,53634,7268,2841,6454,11912,-4400,3117,16222,-9806,790,58931,-4510,-4479,10399,3065,-4381,4245,-1438,-1017,7710,-3276,-255,6458,difficult
1421178,267046,61440,23631,24860,7134,-800984,174529,-41690,-8965,-9445,4064,-1278327,-246409,-54745,-18749,-22230,-3474,-1248277,-241656,-52458,-14738,-21928,-4186,-291389,-173570,-31017,-16203,-16266,3496,-477343,30050,956888,-420938,4753,68086,-13055,2287,21441,-9784,4011,-1465,-12785,302,5662,-7538,-712,7682,easy
33606,14111,9617,13855,6399,4683,-27224,-8235,-6240,-3322,-2934,8358,-21320,-9896,-7908,-10309,1261,2949,-22545,1467,-5772,-9354,3469,1889,-26997,-6091,-3461,-7974,-2891,1772,5904,-1225,-4452,-1661,11363,-7558,-1668,2136,2311,-6987,955,1380,4195,2208,-6360,-5409,-1060,-117,difficult
87383,79184,36556,25188,11276,8091,-32906,-55592,-34547,-11021,-8121,-3287,330370,-7067,77473,-16265,2473,-1668,1639156,26293,11406,-10200,-1093,1072,-56969,-21492,-22653,-23160,-8917,-7074,363276,1308786,-1696125,48525,33360,-47785,112020,-66067,-34059,-5244,6065,-12960,10594,-3566,-7824,1619,2740,-8146,easy
179158,80680,19826,11666,5320,12337,-157531,-73388,-14504,-7277,-3163,-10256,38044,-41019,5209,3890,-2429,-3466,-156878,-70628,-16806,-8914,-3025,-10298,-119732,-60568,-17280,-919,-397,-5804,195575,-194922,37146,32369,-29609,10060,19713,-22015,-474,11167,-12804,7995,734,-596,2628,6790,-6832,4494,difficult
1342023,191155,51156,30188,10634,13793,-713433,-106548,-37836,-22366,-6575,-6870,253506,-130286,-25400,12031,-1064,-5871,-354428,-54525,-28536,-14769,-3707,-5036,-1267755,-150296,-41921,-21217,-9049,-12637,966939,-607934,-913327,-23738,75761,-95771,12436,-3136,-13385,34397,-26800,-6448,5511,-2643,-5342,999,835,-7601,easy
159153,16275,12621,13833,5565,9187,-23510,37820,-11635,-13001,-3055,-7009,-156278,-4236,-6492,-647,6054,-4347,314457,-1466,-10712,-7203,95,5943,-153210,-13369,-12129,-10245,-2153,-6604,-132768,470735,-467667,-42056,2770,-11903,5143,-4220,-1417,12354,-6556,-3042,9109,-5959,-2248,2662,10290,-12547,difficult
713500,283158,40487,17674,11905,10248,246457,-254893,-30958,-14566,-6443,-6066,1617669,643974,25782,28791,39064,4404,-654736,-275581,-31815,-16960,-10260,-8535,-341702,-171398,-18510,-4718,-7144,-5747,1371212,-2272405,313034,898867,-919555,104183,56740,-57597,13305,43357,-45751,12242,45507,-49324,3116,10470,-12939,2788,easy
159522,27473,11226,5675,5420,9294,311817,9008,-9355,5320,695,999,-55572,-4034,-7950,-2330,-4890,-7864,288503,42323,-9775,11041,1900,-1950,-148223,-16139,-9083,5551,-3835,-4787,-367389,344075,-436726,-13042,46357,-58462,1405,-1825,692,-7650,13371,-5490,-5585,6790,-5735,-8863,5914,-2837,difficult
1037241,463178,60842,22404,105958,53800,-984650,-451469,-56261,-21206,-97323,-50861,-1018320,-454421,-54997,-13743,-99767,-38538,-927491,-452523,-56326,-20502,-104948,-51948,123978,-398409,-35386,-13597,-85153,-44591,-33670,90829,1051469,-2952,1898,54114,1264,-1329,20940,7463,-6759,6905,-2444,-5181,19795,12323,-13410,7357,easy
109919,32219,22371,14635,11078,6999,-99256,-23831,-14344,2567,-4891,132,-36638,16094,-20106,-11298,-8931,-3344,-96033,-10170,-21925,-11431,-6447,-1696,-109358,-24449,-18191,-4684,-5611,1504,62618,-59395,-13325,39925,-26264,-14279,-5762,-1819,3734,-13865,-133,6747,-4040,2484,836,-3476,1648,3200,difficult
41238,26904,7669,12577,10949,7279,-18135,-15269,7975,-11526,-4678,-750,63740,-4277,-5310,-9857,-7746,-4948,-9710,-12828,-1577,-9691,-7708,-4488,131842,32077,9178,4944,-4461,11973,81875,-73450,141552,10992,-8551,44905,-13285,3733,10755,1669,166,14635,-3068,38,3247,-4198,460,16461,easy
7243,11789,13877,9046,11138,7538,-69,-424,-11349,-3078,-6327,-3184,23973,3164,-10918,1834,-6173,-442,1738,-4835,-8846,-1567,-3003,-2531,46623,70986,-8584,-5200,-7688,-3742,24042,-22235,44885,3588,-7999,75821,431,2072,262,4912,-3401,-3633,154,3170,-4685,2742,-2089,-1211,difficult
106116,76451,5442,3833,4467,3071,-100054,-52214,949,4126,-1924,9724,175960,339950,17811,6225,17486,30798,288073,-23327,583,-449,3740,-330,169356,-31419,13700,5379,1928,8473,276014,112113,-118717,392164,-363277,-8092,16862,-17228,13117,2099,-6674,5828,19410,-13746,-1812,21074,-31128,8803,easy
19203,9844,6489,6198,6740,8332,-16181,-3999,2907,-1522,-2046,7668,-10963,-1790,4270,-4061,-2639,2894,299230,5337,-4751,8476,-239,17881,320681,79769,50209,13861,9749,5398,5218,310193,21451,2209,7127,74432,1363,-9021,54960,-2539,12537,5385,-593,2400,9988,-4774,14987,-12483,difficult
12338,22632,17725,6818,8393,5865,1873,-13406,3234,2617,-1348,-3358,22068,13109,-12000,3990,-3715,1817,-7864,-16008,-13830,1415,-6226,3202,5740,-21197,-14995,-4705,-3705,-2745,20195,-29932,13604,26515,-29117,-5189,-15234,-1830,-1165,1373,-2575,-6120,-2367,-2511,2521,5175,1385,-5947,easy
320807,48167,23695,8047,7240,11497,-314137,-26753,-2014,10023,-3786,2886,-319058,-28569,-19742,-3585,-4073,6489,-274095,-28618,-19007,-4034,1593,-3161,-311578,-17820,-23364,-3378,361,-487,-4921,44963,-37483,-1816,-49,10798,-17728,735,-4357,-13608,-449,656,-287,5666,-1232,3603,-9650,2674,difficult
449327,69757,47604,35651,7614,8267,-224857,-35099,-44042,-31460,-6205,-6073,268754,-42162,383,4072,5121,-1282,175135,-7631,-19667,-30887,-4662,-4304,2405,-35361,-23839,-19290,-2848,-5865,493611,-93619,-172730,-7063,34531,-27730,44425,-20050,-4172,35532,-34959,11597,11326,-9783,1814,4791,-3022,-1561,easy
277178,26237,7897,9890,6431,5492,-272194,-18298,-156,-2889,962,4785,-266981,-24093,-5770,1704,5589,4573,-266903,-20597,-3782,-2910,-3775,-2203,2316240,208461,40038,17088,10530,7254,5213,78,2583143,-5795,3496,229058,-5614,1988,43820,4593,-4614,19998,4627,-9364,14305,-212,-6776,9457,difficult
1436373,167532,91871,59582,37500,17042,108127,923115,249012,30378,62211,9991,-934662,-91761,-78513,-22428,12831,-6092,-1357206,-79114,-75215,-50181,-35489,-15243,-383351,-148853,-83543,-55624,-28959,-12711,-1042789,-422544,973855,-1014876,12647,-69739,-327525,3298,-8328,-52806,-27753,-5443,-49380,-48320,6530,-16083,-9151,2532,easy
333129,205228,23318,16220,10587,12488,-329602,-201786,-13740,-14005,-4477,-7423,-320820,-201268,-21879,-4664,-7908,-5395,-322360,-201144,-21424,-4382,-6749,-3091,253027,-154212,91773,26174,90404,39221,8782,-1540,575387,518,124,46932,-8139,455,113197,9341,282,30556,-3431,1159,97153,2028,2304,42312,difficult
39556,20743,5754,5135,5587,6428,-35631,-9010,-2072,9583,-361,866,-35596,-13791,240,-2591,2812,2645,16459,-5016,5389,7089,-3151,-4104,42588,9363,25945,16124,-922,-3095,35,52055,26129,-4781,8775,14379,2312,5149,20556,-12174,9680,9035,3173,-5963,2229,1779,-6749,1009,easy
210732,40354,12275,17491,6393,12713,1484300,205410,895,-7492,47688,10607,495221,126044,24194,-11344,987,-632,-191340,-36943,-1243,-12290,1844,-5341,-182331,-27311,1236,16865,2907,-7889,-989079,-686561,9009,-79366,-162987,9632,23299,-25437,2479,-3852,-946,29155,-46701,857,1063,-11239,-4709,-2548,difficult
540724,82178,25600,16440,17191,11491,-467446,-50952,-22486,-11258,-15750,-9430,-192969,98601,-2221,-8361,-7497,-1189,-522733,-76065,-23479,-16135,-17000,-11230,-269956,196397,-15785,-2791,-9844,-6643,274477,-329764,252777,149553,-174666,272462,20265,-21258,7694,2897,-7774,13344,8253,-9503,7156,8241,-10041,4587,easy
68180,51216,13284,13437,5912,6502,-46652,-19230,-6178,-4580,3375,-1532,38627,68180,175183,339173,113455,139286,1063919,-5236,-7582,285,436,-3049,2061750,188366,23746,8765,31614,3002,85279,1025292,997831,87410,-73416,193602,181361,-182765,31328,343753,-338888,8480,110080,-113019,31178,140818,-142335,6051,difficult
39794,8717,11026,6845,6945,9089,-17947,-7160,-8168,3281,-3150,-2696,-26886,9525,-6731,3884,-5225,-2494,-33654,17601,-2264,-3883,-1127,-2715,-29396,-1140,-5008,-2849,-2180,-361,-8939,-6768,4258,16685,8076,-18741,1437,4467,-2744,603,-7767,1034,-2075,4098,-1053,202,-221,2354,easy
975013,92424,15235,6819,6776,7266,-426782,-39223,-9306,-2028,9514,10123,-972761,-85381,-8476,-2818,1305,-1997,-775351,-78436,-595,-999,329,3543,-954061,-70050,-9253,6129,-1234,434,-545979,197410,-178710,-46158,6945,8386,830,7881,-8658,-790,1819,7128,-8209,-976,-1563,-12120,5540,-3109,difficult
859691,210912,39587,15680,14159,14594,-32861,-59501,-24470,3233,21339,-1176,-848857,-196691,-36091,-4671,43,4480,-849324,-198893,-29622,-13547,-7434,7632,-855502,-201502,-36434,-11787,8761,18054,-815996,-467,-6178,-137190,-2202,-2609,-11621,6469,-6812,-7904,-8876,1760,-21296,-7477,16195,5656,3152,10422,easy
136153,15466,6254,5058,2330,3976,657536,123327,13313,-2424,9327,26227,290458,13455,4567,-967,5337,-456,-67153,21075,7567,3664,2885,7045,-34296,-3843,4129,3168,7264,-1500,-367078,-357611,32857,-109872,7620,-24918,-8746,3000,-3438,1457,4631,-496,-3990,-2452,4379,-26683,7501,-8545,difficult
