delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
1751478,124138,78870,33733,16820,24162,7709,5435,-982450,186762,-56068,8352,6413,-2629,-2048,25,-1532435,-81366,-56066,-29897,-14192,-20839,-6443,-4941,-904379,13878,-50322,-12883,8676,-3357,391,-3259,easy
1050374,218156,44171,25235,23018,14646,14043,8587,-850253,-190016,-32549,-15372,-20281,-10342,-12543,-7341,-775320,-197929,-12633,-20484,-17884,-11981,-12964,-8030,-491145,-137698,-22523,17182,-7339,-6287,-9621,-5499,difficult
1313458,128005,84918,60610,14294,16810,9248,5770,-667128,-104848,-77406,-32413,-7895,-12782,-5846,-3980,-245536,46561,-21520,-44688,29506,-6820,-6383,-143,365862,418002,98294,165941,158242,49309,3633,15830,easy
557328,269660,24352,30423,17633,34839,17714,11332,541055,22923,35463,-11963,18084,-25570,-14289,-8515,-452197,-265940,-23670,-28278,-16330,-29838,-16711,-10499,-548323,-261053,-21433,-26293,-10785,-28131,-16132,-7577,difficult
671271,137521,13419,11523,11196,7983,5102,4513,-601971,-118224,2815,-8171,-6981,-5883,-2504,-2168,-659647,-135174,-8549,-11322,-10617,-4846,-1063,-2920,-655076,-131479,-9945,-3428,-3393,4068,10871,1389,easy
933659,132386,84733,47751,23545,15388,10070,5459,-186106,71134,-26470,17502,15900,8604,5102,-2929,-697563,-52976,-66953,-21799,-7378,-6779,-7271,-4657,-55315,96517,-47200,34575,28456,21263,6606,-888,difficult
737959,100401,27903,31022,14445,10947,11371,6680,656360,-12254,33440,11702,18717,17213,22674,-2345,-384441,32437,-12548,46624,-7656,71651,-4561,-4601,-572554,-86806,-23100,-26514,-8853,-4287,-7142,-5907,easy
615667,226477,57726,54031,17917,32017,9260,8019,947028,132287,88145,-15178,22605,-2307,7784,-944,1232545,88690,41803,-37682,15287,-2191,-3401,-3590,-332915,-43058,152458,-12383,9328,-17746,4356,-4132,difficult
355941,215839,13647,13534,9742,10128,4800,2631,-129847,-169658,10007,6170,-4876,-7254,-3529,-1868,-342888,-213433,-12792,-13096,-9170,-7557,-4110,-2131,-354328,-205396,-10339,-6797,-5015,4730,3758,-138,easy
209223,30179,16645,11782,23693,7809,3305,7346,-108558,20373,-15133,-7397,-13397,-610,4611,-5120,-194434,-9032,-10102,-1241,-15577,-1421,-1384,-3270,-206052,-26778,5236,-8767,-17971,956,1504,-3446,difficult
1046464,359224,36949,36798,24548,36125,22596,18213,999740,-55445,356269,17469,119324,12573,483,-4688,-821452,-334270,-33080,-25485,-19876,-30248,-21363,-16081,-129139,-92626,-11112,-2594,-4458,-21041,-11687,-12084,easy
292915,53081,3765,9991,2919,3460,2965,905,-281235,-43577,551,-4814,-9,1655,1565,691,-288519,-35489,-1637,-6017,2032,-87,591,1652,-285867,-44758,2856,-1150,5164,-222,-147,1335,difficult
947869,165032,81303,85952,32523,14104,8057,5150,-294118,-85977,-73120,-59694,-28876,-1111,-1430,-2067,1634988,1079949,853848,381526,400141,281616,211961,71025,377785,1002068,59179,-25661,-10864,35565,20536,30021,easy
1540560,545372,125311,60948,52670,35942,9571,13769,-915944,-511564,-111466,-52737,-47493,-31982,-8118,-12909,-1292421,42603,-84398,-9601,-19246,-24353,-481,-6014,-649958,-413437,-106133,-4907,-21969,-19955,2530,-11414,difficult
1315583,441537,82842,37105,29896,18460,7065,7339,-1084549,-419736,-68454,-32600,-25074,-16437,-6745,-7025,-518111,-331746,-48200,-19184,-25091,-14792,-5877,-3249,-585861,360941,-61921,-6215,-3931,5524,446,1310,easy
593874,136182,6277,20031,7684,5097,4490,2812,-397826,-95452,2610,-17789,-6598,-3888,-4200,-2470,-483545,-123829,-4556,-19138,-3860,-3210,-4102,-2454,-581751,-107201,7708,-12875,-3866,4107,833,537,difficult
287364,53904,10071,4163,4085,5322,2079,1650,1181153,66858,3498,3958,3973,1896,-414,-268,-270559,-33354,-3696,2147,-1673,1536,1669,-414,-285039,-40346,-7741,15403,1567,295,1731,-669,easy
768501,114928,21711,14527,15214,19774,21693,8533,157127,50015,15308,16233,-6234,-1799,-12178,4240,927795,76981,-17267,15393,-3362,6289,-2252,2754,382509,-58769,63232,1195,-6047,-8395,-8867,1445,difficult
505452,80553,24144,12583,6608,6370,4092,2398,456694,-36535,3133,-7136,11370,903,-3038,-1298,1152027,77261,34750,24041,29776,21830,10302,1910,353784,200680,75988,21201,52712,21067,11870,1507,easy
896451,477084,46679,55870,22755,33893,74796,19861,817230,-344920,-26526,-42958,-11935,-25801,-66358,-11953,341379,-419727,-34209,-48514,-16139,-27483,-67944,-11730,-748575,-462961,-42827,-51806,-21126,-31054,-67746,-18799,difficult
512876,178398,107119,17145,23667,18108,5586,6016,1708651,107650,-77639,71641,30898,26343,12759,2792,961922,-74207,-35191,47642,112243,13146,3580,1991,182480,55138,15012,-10274,-111,10416,984,-595,easy
1056747,168006,118967,78192,48728,46052,37120,19331,-1044733,-164211,-115661,-70735,-45021,-43191,-34691,-15916,-1025421,-148871,-116181,-72877,-38169,-28138,-29807,-13428,-1051251,-143202,-115911,-66770,-44869,-28498,-23813,-9693,difficult
355780,378219,95669,64619,36009,17207,10588,6442,375961,-341233,-90572,-41003,-25575,-7703,-2189,-430,820321,-184011,-77443,-1249,9790,-2418,2768,5774,1137260,-179032,14421,7669,21786,-4231,-2705,-2682,easy
954782,144962,75758,89092,30961,35697,14899,15540,894613,64210,-14931,20407,-1689,-18023,6115,-4564,-367997,-24052,82944,21182,-7883,7564,6242,-1200,756947,932436,-38915,-55663,31780,28489,6440,14620,difficult
