delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
753908,102896,39466,25392,18374,27982,11105,9291,-672240,-82772,-654,5778,-2538,16107,10954,61,-751449,-99440,-31468,-19493,-7314,14660,17613,1314,easy
250083,87512,25881,44519,13705,47155,19945,31178,-130805,-78420,-23043,-39182,-4793,-37686,-12645,-25195,-169687,-42632,-4784,-21928,37851,-8704,24076,-7728,difficult
23711,28676,13077,5993,5791,19462,17859,5426,-20519,-17504,-5288,1838,-1818,-1814,-10884,15664,460815,201132,40925,124242,17277,14275,36612,83056,easy
1213497,104339,23329,35689,34816,34002,16717,8101,-1164010,-55066,-14828,-31927,-30633,-15285,-3116,-3822,-843761,13628,1646,-20222,-30312,-11952,-10982,441,difficult
481894,92578,14971,27931,20698,22584,18209,9973,89695,-42154,-6586,-16275,296,17670,1598,24623,-162890,76744,-7865,-14608,1465,47304,1762,14083,easy
403684,295708,65556,27953,40067,47246,19837,24750,379113,-130403,134442,65580,23377,-11809,41713,23684,326070,-242749,-58627,-23274,-31102,-44306,-15715,-19708,difficult
908858,86229,31659,25099,17649,17850,7134,13542,99297,-69996,-27727,-23528,-7327,-11144,-3702,-10672,-819414,-36416,-26258,-19141,-12268,-11949,-1920,-8533,easy
65239,23467,5305,2858,9640,8969,5734,4646,-42947,9874,1685,14934,8905,7605,13230,21844,-22671,-17060,-355,3466,-501,22058,32390,1196,difficult
398931,175928,15591,24473,22962,21361,9176,8438,-371079,-150407,-12954,-21969,-11292,16050,-1841,3631,-99606,-156433,-10301,-23090,-19976,-13811,-5278,-5021,easy
91103,30893,6240,3693,6742,12879,10506,6056,-52769,-16950,2230,-2825,-386,-4306,-2446,-2681,394984,285358,117855,117436,23668,63651,43684,20529,difficult
236699,118494,16819,13601,8627,29375,38514,9208,360936,72739,24229,-1229,28953,18980,25000,5524,1012487,-71631,-2708,-12369,-5464,-20007,-33743,-3424,easy
370207,157101,9986,18065,9461,16883,14254,10282,-351377,-150622,4250,-7591,-371,12823,44637,1099,-74947,237591,-8179,3320,16774,59870,4082,1305,difficult
103079,22931,4557,7511,8710,4902,11840,3786,259790,18499,8034,-560,731,568,-7829,-1401,1450844,169097,31362,51211,31504,40029,3057,7459,easy
674247,38864,2644,9574,7869,29419,8646,9475,-478032,88357,42975,3203,8797,8784,26492,25750,1977134,18788,72658,10597,14424,30031,7946,12498,difficult
43430,32623,3164,7262,9359,19008,7674,10080,213334,33504,6196,26565,21973,3024,571,5472,965478,-8245,12463,-6225,836,-14674,-4595,-6792,easy
318629,72377,6353,8011,6799,36714,20576,17670,598506,315270,50795,17109,16000,-13721,7990,-1247,12082,98381,21485,16683,16308,17326,-5091,16285,difficult
1357272,192118,23346,53416,20045,28715,30633,13660,-933720,-100114,-6806,-25954,6336,14001,-2617,-6261,-1116228,48247,-7519,-21421,-8186,37356,-12515,5711,easy
