delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
152278,64438,26870,15484,11291,14167,10578,10478,-109551,-45179,-26101,-7720,-93,-7366,-3811,-7960,1940224,72915,-4644,264,26282,8791,10308,-5103,-19438,-56398,-17140,-7582,-7479,-9038,-6696,-8886,192783,-41134,-13741,3242,4577,-6971,-7857,-7410,636535,-32368,-26160,-12045,-6650,-4291,-7453,-8192,2049775,-1959662,212221,443752,118094,-129313,15264,8766,21457,-12496,3399,-12419,7984,-7846,10824,-15287,26375,-33761,12056,-11227,16157,-17829,2067,2680,14119,-17004,-1161,404,2857,-3783,1476,-782,easy
176915,88344,25234,13772,7665,14211,12604,10903,508473,-43223,-20275,-9986,-6672,-12120,-11362,-10096,1336361,5505,6330,24728,25135,4211,-2923,2980,-147605,-82960,-23425,-11827,-4012,-8491,-8618,-7928,395444,-22738,-22022,-6672,-3308,-12773,-11287,-10074,116209,467661,47617,50820,8545,9391,9528,-6100,827888,-1483966,543049,-279235,48728,-88465,60222,490399,26605,-29755,1403,69639,34714,-36555,5155,57492,31807,-29147,704,11853,16331,-12702,-4282,22164,8439,-5695,-2669,20815,13076,-10908,-2146,3974,difficult
685732,374393,119911,34910,25269,50308,42388,32073,-360953,-306940,-105117,-30526,-22180,-48347,-40792,-30764,-647637,-371417,-116880,-33952,-24772,-50029,-42106,-31991,-553924,-252789,-88220,-15865,12461,4403,1121,-18534,726228,-235522,-11620,-29993,-22503,-26973,-4416,-18504,-627456,-333392,-107690,-31997,-20007,-43020,-35732,-29572,-286684,93713,1280152,-1353684,-64477,118628,17267,-97870,-11763,28660,76600,-96070,-3426,18087,-14128,-2004,-2592,37233,-34964,2496,-1682,54432,-31376,-16047,-1314,43227,-5537,-31316,-1227,13457,30,-11068,easy
109582,95413,43893,14939,10176,12613,5300,4729,-47986,132520,-11753,-5601,-4890,-5950,-1388,-1545,-84445,-86755,-42537,-11913,-9514,-11703,-3861,-4322,147670,-19464,-40123,-10920,-468,-7740,-4411,-2973,155296,-40131,10183,-1962,-3038,-598,7594,-13,42020,-84499,-37820,-13898,-8893,-10926,-4946,-3696,-36459,232115,7626,-113276,-219275,67291,-20667,-44368,-30784,2414,50306,-48003,-6312,993,8958,-11936,-4624,9046,-2570,-5855,-5753,3963,7142,-10328,-2473,-550,12005,-12540,-2777,1349,2960,-3683,difficult
338539,316078,18027,12289,15957,14004,17989,14572,-278573,-286665,-8939,-8532,-12680,-12918,-17091,-13881,-329967,-312375,-15887,-9408,-14025,-8829,-14290,-12641,-283988,-283350,1222,-10439,-11886,-8416,-12303,-12760,2359,-273157,-3402,-7187,-724,-8896,-13875,-10055,-331530,-306253,-12292,-9956,-11079,2693,-11476,-8881,-51394,45979,286347,-333889,-25710,29025,10193,-33096,-6948,17109,-4624,-8890,-876,-1031,3252,-2769,-1345,2139,11162,-10355,4089,413,-480,11589,2801,1987,-1572,2399,1240,-119,2705,1174,easy
147259,26426,12273,10894,3523,5414,4087,3089,-46758,-21378,-10824,-10437,-986,-2797,-3191,-2535,607719,134459,10851,-2099,1276,13387,5186,6854,98464,31627,-72,-4012,2052,-2306,806,404,1463108,76020,15616,-3550,11455,8184,1370,1393,-118390,48132,-488,5539,6706,2582,7184,1326,654477,-509255,1364644,-1581498,155837,-102832,44393,-27888,21675,-10923,15688,-16104,8338,-1913,462,9089,2262,776,9403,-4749,16184,-15693,10490,-5602,8377,-4380,564,5814,9389,-6450,989,-67,difficult
717742,378609,18534,26697,11757,17660,10843,9518,-632987,-373542,-15833,-25433,-10276,-16875,-9206,-9251,1294646,-278724,7062,-11483,21445,382,1002,7408,-602839,-345450,-17783,-21750,-7803,-10310,-3972,-7588,-616228,-365667,-15748,-23879,-5464,-10570,-6155,-5525,-709941,-367319,-13601,-20054,-1117,2543,517,10169,1927633,-1897485,-13389,-93713,94818,-66726,-20217,-1652,22895,-24845,2035,2147,13950,-10267,-2129,3825,31721,-29248,2339,4347,17257,-10692,-260,13113,10208,-4974,-2183,6672,16659,-14996,2063,15694,easy
515541,141300,28084,17197,40450,22440,7594,9829,-368072,-136648,-26402,-14120,-38124,-18589,-4794,-8969,850218,293791,107323,120864,32038,65020,18511,-691,325961,108290,44191,9322,30050,6096,21203,14263,-375085,-122004,-19317,-5621,-32881,-15839,-4050,-6296,-459679,-131304,-22562,-15670,-37982,-20372,-6758,-8355,1218290,-524257,-701046,-84594,430439,-185501,-230294,-9300,133725,-63132,-63508,-3245,134984,-111542,-14943,-10049,70162,-1988,-62931,-5101,83609,-58924,-21935,-4533,23305,2692,-25253,-2708,8278,14954,-20559,-2059,difficult
587352,169467,58928,11407,35959,28557,29251,15471,-370113,-146743,-42667,-3774,-33651,-17597,-22037,-10303,-541864,-119534,-55265,-1891,-31335,-27332,-28137,-14701,2255430,-10975,-42958,21762,237,-8048,-6612,14373,-541177,-128451,-35339,-6770,-22034,-13374,-6059,-6622,-579198,-167877,-57227,-10976,-33668,-21968,-27274,-12464,-171751,2797294,-2796607,-38021,27209,108559,-117476,-39426,-12598,12307,7619,-21888,1883,23653,-28532,-4206,2316,31572,-22271,-11634,-9735,19284,-5326,-8594,-6100,21525,553,-21215,-4398,29074,-20995,-5842,easy
180916,97478,12111,6042,12559,15762,17934,9715,1334661,17007,25240,8086,-7699,-2618,-10273,-6441,1682124,69708,14586,17749,13514,30914,5033,-2631,-170504,-83372,-3027,-2609,-10977,-11572,-14013,-7145,389397,238813,94,40819,16104,-1662,-1550,-3375,-108642,-56702,-3307,4867,-8877,-10685,-14055,-8071,347463,-1852628,559901,-498039,52701,-153080,322185,-295515,-10654,-17613,3121,-3401,9663,-20358,43428,-35952,21213,-24491,27081,-24981,33532,-42486,9910,-9023,15306,-19046,12463,-12505,3810,-4514,3770,-4696,difficult
918119,211454,53595,39976,20856,34201,15796,19157,491648,141832,170187,7637,146079,50007,15520,-8737,-795227,-201327,-49492,-39218,-17337,-32867,-14038,-18459,-897228,-209742,-50748,-37325,-20320,-31090,-13211,-16304,-837971,-164085,-31603,-36512,-16825,-26466,-12810,-15941,-892312,-200074,-37919,-26835,-15285,-19358,-6124,-10749,-1286875,-102001,59257,-54341,-343159,-8415,45657,-35989,-219679,-1256,19145,-6316,-46855,1893,813,9677,-163416,-2983,3495,1540,-82874,1777,4624,7108,-29558,827,401,6686,-9722,2155,363,5192,easy
1080179,152842,37804,33788,26241,24697,83476,10879,-742239,77146,-29588,-2658,-14511,-2584,-69093,-3974,829756,432642,74053,-17208,6684,33321,-25005,1105,-1058341,-146902,-35241,-32302,-25372,-18207,-80944,-7138,-943873,-128000,-35153,-32087,-24868,-21352,-82910,-9837,110634,58364,49843,-21068,24983,-10712,-76945,-5445,1571995,-1888097,114468,1054507,355496,-579544,18902,186364,103641,-109294,88,84996,-14550,-15094,215,11019,21195,-32056,504,49851,35905,-51528,-3145,10640,44088,-55939,-1966,5965,5079,-8243,-2699,4392,difficult
621853,298870,119820,18674,10988,38834,12607,7066,-271666,-258783,-111787,279,-6889,-32929,-5218,-2548,606217,-267274,-104984,-3317,5932,-28348,-8722,-4461,-483348,-291480,-111604,-10447,-7071,-33826,-9132,-5329,-527976,-271118,-108041,-11901,-4810,-21604,-1308,836,-235154,-201570,-48601,-10712,1991,-9645,13450,1974,877883,-1089565,-44628,292822,-8491,-24206,20362,69548,6803,-6620,3563,59440,-3596,-7130,-1454,1189,12821,-13003,2261,6801,4581,-5478,12222,11959,-3504,-410,7824,14758,-1913,-868,6165,1138,easy
366548,67211,8966,14090,11546,13321,9087,7433,657305,104542,7875,-3941,-5068,-7667,-5966,-6288,-262920,-60159,-8380,-12807,-9686,-12428,-8835,-7293,-292774,-23634,11058,-4892,-4458,-11343,-7652,-5196,980234,-21970,73621,-6920,-352,2498,-5029,-2385,-202888,-8441,-1415,-13062,-10718,-11728,-8097,-7018,-920225,-29854,1273008,-1183122,-164701,36525,1664,13529,-16255,19438,62563,-75036,-8866,7915,-2028,-6142,-4618,5228,4106,-10366,-4761,1085,13841,-14226,-2869,1183,2623,-3068,-1005,2097,2811,-4633,difficult
283943,74224,7882,9692,12976,10512,6574,6762,615184,-29313,20828,33897,11843,26893,6583,3906,-237501,-43257,16847,-108,-11144,-6544,-1261,-5183,2020551,241610,2043,16983,10560,10336,9953,4118,-187426,10121,1516,-4165,-7466,-8503,-3941,-3755,-275869,-48785,-3450,-3556,-10768,-4187,-4125,-3770,-852685,2258052,-2207977,-88443,-13944,284867,-231489,-58906,-3981,-14804,-527,-4966,-34005,17091,-21148,609,-22987,21704,-18026,-3302,-33437,16880,-18839,4316,-7844,11214,-13894,-184,-9089,9301,-7873,-15,easy
150382,38951,20296,9621,5895,8590,2466,2340,548071,78533,2696,9081,5984,393,2661,659,-132872,-25726,-17392,-8733,-4974,-7144,-511,-1142,-83032,-29045,-17539,-8614,-4261,-7642,-1618,-1697,-104761,-20795,-15458,-7649,-4558,-7284,-1892,-1609,-81600,4862,16471,166,4733,-158,4586,-42,-680943,49840,-21729,23161,-104259,-3319,8250,25657,-20088,-147,2081,31929,-17814,119,965,7815,-10958,713,-297,9291,-7537,-498,358,7126,-3172,-1107,-274,6478,-1801,-555,88,1567,difficult
138464,23847,6638,12850,9958,5346,2359,2349,-111081,618,-665,-7818,-802,30026,9159,6294,750784,145880,34969,20122,4596,19187,1749,105,-124107,4620,10520,-1976,-5560,36311,12501,5254,252042,28211,61318,16323,11630,40661,16847,11867,633914,75785,9545,19162,9546,12165,12120,7534,861865,-874891,376149,381872,145262,-141260,23591,47574,35634,-24449,50798,-51773,27940,-22098,18299,2839,5398,-10156,17190,-2084,-10839,17124,4350,-28496,-7410,10752,4346,-4727,-6189,5149,6613,-4333,easy
113680,41459,15009,2045,5723,4675,1886,2161,1329,-24883,-7128,-1184,-3766,-2836,-814,-1738,-82497,-23179,-10607,8230,4404,439,-169,-490,32332,-22906,-11717,945,-1543,-1519,-1473,-1940,173828,98173,77257,3827,-2280,-647,1754,742,650461,163860,39486,21779,6690,8700,5778,3586,-83826,114829,141496,476633,1704,273,121079,65687,-3479,-1110,88974,-37771,9414,-7285,2882,17952,8170,-5947,-737,8970,3275,-1958,872,9347,645,-1304,3227,4024,1248,-1450,2682,2844,difficult
62334,17471,5699,5669,4900,12805,8891,5553,173160,104326,11152,68,-231,1524,-2926,-4053,57388,11928,2083,-2650,573,-7877,-6623,-3135,220672,92953,-2368,-2215,1143,-1683,-6587,-3531,1059607,840694,138281,99166,39022,37561,9486,10390,-60307,-15664,-2496,-2936,-2707,-9905,-3393,-4095,-115772,163284,838935,-1119914,-92398,81025,747741,-856358,-9069,-4451,140649,-140777,-2718,435,101381,-102102,804,570,37879,-41729,-9401,6194,39244,-47466,-3697,36,16073,-12879,918,-396,13921,-14485,easy
855211,119287,23162,22316,15196,18437,15344,4019,397407,-15068,-357,4396,17025,-6417,-7208,10003,-675238,-56582,-17933,-12911,-5184,-13354,-11062,-1967,-833337,-101171,-10329,-12414,10253,-2080,5938,12912,-813311,-101343,-19210,-21894,-13557,-17093,-14823,-3625,-706663,-52978,12029,23566,-3704,-8032,-13375,-1201,-1072645,-158099,20026,106648,-41514,-44589,-172,48365,-17576,7604,-8881,31239,-17307,497,-9480,45460,-22209,15437,-23810,9853,-6937,11274,-15013,9061,-3854,17000,-20761,1448,-11970,14879,-16537,2424,difficult
529266,454953,24749,15829,15155,9936,8914,4572,-478096,-439503,-17665,-13697,-14291,-9231,-8437,-4278,619529,-352350,-6044,-3921,-10153,-2916,-6182,-3316,244046,-294770,5299,-3420,-12227,3484,-4400,-2459,-259505,-446819,-22410,-14494,-14252,-9015,-8195,-4122,-30146,-424970,-7467,-9887,-2849,-4302,-3515,-3139,1097625,-375483,-503551,229359,87153,57580,-152049,21849,11621,11343,-27709,14943,9776,501,-11074,4607,4138,-2074,-2025,11403,6315,6400,-12499,4713,2255,1782,-3795,4680,962,857,-1663,983,easy
524306,222371,98716,29984,34543,24381,17448,7756,-125683,358536,-35754,83127,176,25087,17033,15990,1579475,681963,67178,10967,-24045,3169,34773,93225,145322,8914,8376,-15652,-9903,6111,4378,3019,-394242,-182976,-94844,-26683,-27990,-16752,-14903,-5567,-238959,-211408,-95478,-25311,-31604,-20960,-15206,-3933,1705158,-1434153,-539564,155283,323427,-673049,-191890,-28432,102932,-58802,-103220,-634,-72160,-26619,-11031,1372,-24221,14142,-18087,-3614,-21918,2942,-22863,-4208,17740,-30395,-19281,-303,77235,-90206,-8586,1634,difficult
895375,117331,29600,13299,19389,12951,12765,8932,-615400,-96772,-24707,-12160,-17474,-11658,-10998,-7919,-240662,387684,124808,17668,641,6234,-1376,769,-626697,104457,-25631,868,-11709,2523,-8106,-146,-822631,-102091,-20825,-11353,-16673,-7428,-10473,-7671,-803254,-37155,-20732,-3487,-12513,-8169,-7293,-6782,374738,-386035,-195934,19377,484456,-283227,-206548,64936,149515,-150439,4806,93,29828,-16800,-12221,7866,18115,-12350,-4964,4160,17892,-3711,-9951,-741,9622,-6730,-2367,3180,8688,-915,-7525,889,easy
1250190,335652,22342,23574,44261,24321,9528,6810,561680,115050,10646,11817,-35081,-12720,-1140,-3924,-744996,217831,146996,15977,-24683,5537,-2579,11827,-722206,-124401,49467,15348,-29649,-9937,812,3000,-1225901,-330770,-18752,-18555,-38974,-19379,-7455,-3181,-946803,-151307,8718,-18669,-42274,-19340,-6628,-3925,-1306676,22790,-503695,279098,102781,-342232,-206369,179463,136350,-97529,-68219,27470,4160,-629,-33903,-114,10398,-4966,-9325,-3300,18257,-15474,-9442,39,-1439,3391,-8267,827,15751,-8827,-6181,-744,difficult
1077775,109741,37063,11848,13863,25176,8435,9719,-964601,-98854,-33905,-9194,-11203,-23884,-7436,-9037,-1065463,-108122,-36135,-7656,-9360,-21248,-6322,-6923,690081,32157,73434,10739,3748,31614,1067,11193,-878733,125781,-25109,7584,-6981,-19586,-3796,-7683,-983655,-90957,-22493,9506,-7043,461,1375,-611,-100862,1755544,-1568814,-104922,-9268,140279,93624,-216738,-2230,109569,-98543,2616,1538,18395,-3155,1922,1843,13108,-10729,-62,2636,52862,-51200,20047,1114,7389,-4863,5171,2114,18116,-18876,7072,easy
320546,48638,11541,18895,13822,20386,12808,6652,-243336,2192,1602,-12466,-8500,-15245,-11221,-1852,593130,820583,6483,-316,16873,3322,-4240,3015,-37531,49326,-6374,115,-2852,-10311,-8662,-2723,-185415,39531,53339,-3879,-11336,-15058,-10829,-3828,28135,29273,-6666,14686,6936,89,-5663,-529,836466,-630661,-147884,213550,818391,-771257,-9795,-10258,4881,-12857,59713,-60005,12150,431,-3994,18565,25373,-19725,-8484,18272,18567,-13633,-4747,15147,6981,-4422,-2167,5166,4867,-5738,-1105,3299,difficult
292900,141749,56756,34075,19706,15106,10797,7918,203576,-86568,-36264,-17700,-12811,-9143,-6029,881,942423,81103,-35891,25541,-2971,22915,5921,32747,90888,419112,-15714,-8285,51171,40699,41973,23217,-252755,-98478,-42451,-16751,-351,-6105,-2957,-2885,-278644,-135027,-53102,-19593,-14870,-7861,2167,-2279,738847,-851535,-343643,-25889,167671,338009,-517590,-36549,373,20177,-26737,-10651,43241,-33826,-8466,-2842,9840,54142,-51522,-14519,32058,17784,-46804,-1756,11950,36052,-44930,5124,31866,-9530,-26102,606,easy
588228,230612,12235,13049,12009,10261,13965,5003,-565411,-180354,-8035,-8327,-6331,-3850,-12057,-3766,-409877,-181681,-1148,75,-9149,-6791,-11203,-2466,-108858,81112,-4125,-3535,-1885,1281,-728,2866,-523184,-199070,6232,-637,8176,9586,-1324,422,-425083,-215795,569,-9953,-7209,-5025,-12796,-3632,155534,301019,-414326,98101,-1327,262793,-280182,-16725,6887,-2977,10357,-5663,8402,-3610,2898,-9316,-2818,7264,10061,-15385,-2941,8072,8305,-14611,854,10475,-596,-11472,1300,5332,-2444,-4054,difficult
267125,83498,10875,28658,13293,19802,11002,12570,-187611,-60399,-6502,-25030,-9791,-15500,-8751,-11107,2178795,393807,29356,7137,17122,-2406,4612,-3664,1058566,464014,38894,34459,22710,2362,19033,1311,-155309,-47583,-2995,-26343,-10188,-18408,-10714,-12141,-181233,-34243,-5675,-5930,-9938,-8959,-1509,-5187,2366406,-1120229,-1213875,-25924,454206,70207,-511597,13340,35858,9538,-41889,-2680,32167,27322,-60802,20413,26913,5588,-32898,250,13094,4768,-20770,9449,13363,14421,-29747,9205,7443,4975,-13452,6954,easy
503592,113942,24565,24931,10273,22719,26200,11224,749418,125250,-16873,-5515,46881,-13516,-23032,-4825,-478392,-74306,-15231,-22939,-7851,-18414,-22208,-8312,670378,357880,28272,-16859,9013,14585,-9463,2027,-473850,-90920,5929,-9174,-1587,-12013,-15036,-2748,-461299,-93239,-16726,-23036,-3820,-17260,-23802,-9471,-1227810,1148770,-1144228,12551,-199556,432186,-448800,-2319,1642,43503,-22343,-22655,-17424,6080,7685,-13862,-54732,16864,-10600,-2233,-4898,32999,-26598,-5247,824,12745,-5573,-8766,-3487,10339,-4775,-6723,difficult
150226,46307,1588,2641,3831,2180,1199,1199,72419,28861,10134,7796,4319,2405,333,501,920980,118063,23276,10498,17226,10195,3776,6606,-66919,-32640,4630,-2242,-2386,-1496,-622,-296,106635,72527,36590,15531,14065,8753,8998,10084,-124101,-6748,8275,9770,1613,10527,9089,4800,848561,-987899,173554,-230736,89202,-150703,105167,-79275,13142,-18646,31960,-28315,2702,-12740,17773,-5761,12907,-19612,16451,-12452,7790,-11691,10249,1774,3443,-4398,9620,91,6105,-6902,10380,-5284,easy
179069,38124,9242,7989,7133,4086,3763,3684,-152412,55381,22718,1244,561,-1942,-1265,248,2268986,305382,157915,61325,44617,20742,7804,3703,-152007,-12783,14796,6941,-5492,-1184,1145,-2131,1583936,489990,18074,1947,20603,35002,9386,16146,-75726,-30723,-7425,-4939,-3500,-579,1255,-1006,2421398,-2420993,1735943,-1659662,250001,-318165,502773,-520713,135197,-143119,3278,-25499,60081,-54384,-4994,-6886,44056,-50109,26095,-24103,22684,-21926,36186,-35581,9069,-6659,8241,-8131,3455,-5834,18277,-17152,difficult
429424,181923,26841,17884,20959,18803,10650,18360,-254338,-166546,-24563,-14771,-15919,-17423,-9674,-17422,-228912,-128242,-10979,-10728,-17497,-15292,-7155,-15881,-27526,-159209,-17079,-10173,-16724,-12685,-6139,-15927,-299630,-165627,-24916,-13806,-18418,-14635,-8880,-17069,1922394,610901,104517,35341,3979,5633,2952,-10671,25426,201386,-272104,2222024,38304,-30967,-6418,776528,13584,-6100,-7837,129433,4043,555,-3633,49147,-1578,773,-1694,22397,2131,2607,-1950,20268,2519,1016,-2741,11832,1541,-46,-1142,6398,easy
958110,379404,44743,19475,24002,21798,13679,12105,-761252,-144146,-12339,3888,48694,6799,7539,-273,1385809,113992,41434,14263,9727,14550,30617,10949,136898,-99075,-16046,936,17857,661,-3094,-774,-879589,-362622,-43575,-18676,-22863,-21237,-13023,-11805,731459,-351994,-32142,-16556,-11905,-13863,-9671,-3685,2147061,-1248911,-1016487,1611048,258138,-213067,-263547,10628,53773,-57480,-27529,11433,10375,-13327,-19612,2120,-38967,8130,-40720,10958,7751,-13889,-21898,7374,23078,-33711,-9929,3352,11222,-11723,-11031,8120,difficult
