delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
726843,65446,5453,15353,11072,6862,3150,3408,-388057,25694,13327,-7746,-9112,-4772,-740,-1891,-433652,-33279,23335,9890,-6628,-2340,-1172,-1957,-294763,31024,16741,-5067,-4226,-1642,-1955,-653,-717821,-62790,-839,-10736,-9979,-1575,-89,-1625,-45595,138889,-423058,-58973,64303,-93814,10008,-6594,-17580,17636,-14957,-5669,2484,2402,-5753,2432,698,67,-432,-783,1866,-66,1304,-972,easy
1053756,137609,193493,72428,64750,39281,15412,8456,-947936,-88545,-132445,-63834,-58406,-33570,-11911,-7336,96231,-116836,-181114,-67921,-57356,-37017,-12723,-6586,-526082,298953,-136240,-51090,-12296,-19659,-12028,-2197,-1021467,-87842,-172688,-68680,-61438,-34786,-11347,-7232,1044167,-622313,-495385,-28291,415789,-386795,-48669,44874,-36448,-4087,16831,-17590,1050,45060,-49142,-3447,17358,-15127,-812,695,681,750,4389,-5035,difficult
569862,145379,25990,19672,15963,12632,7880,5559,-494460,-119778,-25256,-16209,-12387,-8977,-4277,-4999,-508996,-121638,-22406,-10884,-12315,-6746,-4884,-4300,127313,259088,89068,10170,406,17446,-2474,3825,-511602,-117372,-24918,-10246,-10375,-5759,-5612,-4066,-14536,636309,-638915,-1860,380726,-376460,2850,111474,-113986,5325,21054,-20416,72,12721,-10781,2231,24192,-23205,-607,2410,-3138,699,8125,-7891,easy
1050996,223135,117977,130581,45403,21364,11219,19976,311869,-1500,-86742,-108920,-34302,-13778,-7374,-13483,-829054,-142473,-102782,-113713,-42130,-16172,-5822,-16934,230877,-144592,-34929,-104655,-19842,-14969,-5618,-18179,-775174,-169679,-116826,-124718,-41874,-14719,-6073,-16119,-1140923,1059931,-1006051,-140973,-2119,-25087,-16040,67853,-81897,-4793,9058,-20063,-7828,22288,-22032,-2394,1203,250,1552,204,-455,-3451,-1245,2060,difficult
694714,167714,7335,24494,13199,18519,9230,10981,-491533,-38469,11565,-9834,3394,-15339,-4582,-4211,-541904,-146195,-2932,-22623,-10737,-10765,-4314,-4222,482713,-78153,11880,-21834,-7890,-4115,-1559,-4977,-25759,-137345,3106,-17488,-10160,-16037,-8385,-9381,-50371,1024617,-508472,-107726,68042,-59192,-14497,14812,-8774,-12789,789,4346,-14131,2847,-2270,4574,6650,-11922,268,2755,-6826,-11,-755,-4404,easy
596897,43626,17490,14664,9333,13875,6545,3132,884233,53465,-4802,-4524,-4336,-7766,-4233,1658,-407376,-16045,-14967,-11416,-8157,-12897,-5631,-2671,300289,18424,-15592,-4970,-3384,-9160,-3156,-1130,1171076,48486,9744,691,-3574,-2879,-3707,-1772,-1291609,707665,870787,-69510,34469,30062,-10165,-625,25336,-6892,6446,5661,-3821,4773,-190,-5131,3737,6281,-1398,2475,-551,-4329,1541,-642,difficult
840679,58200,48484,10577,4113,4364,2879,2764,-700807,70293,-41423,47,1311,13484,638,1629,-206610,11578,-47036,-4556,-903,4616,2808,-484,-718975,41016,-36558,3410,6226,37558,10849,16684,-104290,94488,-12469,13959,8181,12074,22493,13290,494197,-512365,614685,-58715,29438,53472,-5613,10478,24089,-4603,7966,10549,-2214,7129,1955,-8868,32942,-25484,2170,8041,11644,-2113,17168,-3394,easy
796919,166793,37670,9747,7602,9302,4170,7315,2267660,721,21093,10730,13180,3345,3342,1759,-774455,-105924,-32076,-1725,-2191,-3570,-2515,-3663,-209010,71953,-3085,7188,9114,13951,4271,-2674,-764731,-152461,-35640,-5825,-5244,-7803,-3542,-6843,-3042115,565445,-555721,-106645,177877,-224414,-53169,28991,-32555,-12455,8913,-13013,-15371,11305,-14358,-6915,17521,-21754,-5857,6786,-7813,-5422,989,-4169,difficult
294770,151461,38772,21464,10247,15902,6126,6075,-211433,-148752,-38649,-21228,-9279,-13199,-4861,-5496,-280770,-135141,-36922,-13529,1776,-7244,1184,30088,-206083,-135743,-38135,-20780,-7080,-11408,-4460,-3604,-288537,-146511,-35671,-17580,-3196,-3066,7889,714,-69337,74687,-82454,13611,-602,-10768,1727,-1213,2464,7699,-7251,3200,11055,-8856,3884,5955,-4164,8342,6045,-5644,12349,35584,-33692,4318,easy
569293,267849,30774,28516,17548,14677,9201,7564,879495,-54901,-11972,-9988,-10830,-6033,-6130,-4674,-273218,-209066,-18867,-21563,-13779,-9565,-5426,-5096,-478968,-207374,-14924,-21544,-13295,-7896,-6996,-5302,-480252,-259705,-25209,-25206,-15790,-12953,-8452,-6798,-1152713,-205750,-1284,-154165,1692,-52331,-6895,3943,-10285,-11575,19,-3662,-2949,484,-2495,-3532,1669,-5057,704,-1570,-1456,-422,-206,-1496,difficult
743188,242577,123113,48240,19556,23496,12305,10214,29012,-34974,-103401,-39107,-7531,-18213,-8461,-7970,308577,58517,-50368,-28702,11475,510,4605,3844,-719653,-216202,-105650,-32332,3712,-9586,-2346,-5358,154082,-45212,10682,-7579,41230,-768,5281,-1198,279565,-1028230,873735,93491,-274719,170990,53033,-55282,116332,10405,-3630,24753,19006,-7763,37518,18723,-10096,8818,13066,-6951,7627,11814,-9202,4160,easy
1006823,155642,17698,21127,17978,19320,30407,11107,-295180,-37906,22464,-3821,-3109,-4275,-19643,-8569,83465,64409,-7253,-5057,-8810,-10354,-24909,-3902,-1488,160735,20636,-12764,-829,-6673,-25908,-8226,1568692,-73996,142318,-1580,23568,20598,-18817,6894,378645,-84953,1570180,102315,96326,-234731,-29717,27889,121682,-1236,-7707,11184,-5701,7981,24397,-6079,3681,27271,-5266,-999,7091,4667,-4324,15120,difficult
851104,40627,10026,7453,13861,11021,7054,6791,-798171,-370,-5076,-5762,-13306,-9968,-6210,-6365,779615,8952,21029,53195,-1448,36314,11434,3646,-724209,-16833,-2182,-4644,-9512,-8705,-5885,-6146,183200,12214,-4023,-4452,-9375,-8212,-5698,-5843,1577786,-1503824,907409,9322,-25785,29047,26105,-23211,-1841,58957,-57839,192,11858,-8064,137,46282,-45019,493,17644,-17319,187,10011,-9792,303,easy
549511,124551,34428,40636,17034,19179,14790,12621,-358049,-86181,-24028,-39847,-13140,-17707,-13645,-11752,-454164,-105434,-32204,-38839,-13980,-15071,-9076,-11078,-449035,-115960,-34161,-39705,-15817,-16954,-13156,-12217,3534,297801,51438,-21191,17637,-1271,-1703,4381,-96115,5129,452569,-19253,-10526,413761,-8176,-1957,85599,1008,-866,18514,-840,-1837,33454,2636,-1883,15683,4569,-4080,11453,674,-1139,16598,difficult
611580,121925,11674,20165,9760,4378,2906,1932,-419189,-32565,-4541,-14584,-6212,-760,716,151,-600493,-114174,-7583,-17510,-9103,-3806,-2450,-1672,-402630,-81608,3604,-13893,-7152,-37,-1875,-1043,-522336,-113355,-9107,-18072,-8226,-3444,-2246,-1250,-181304,197863,-119706,-81609,32566,-31747,-3042,11187,-12711,-2926,3617,-4179,-2891,1951,-1074,-3046,3769,-3407,-3166,575,-371,-1823,629,-207,easy
859480,50328,18084,18964,16156,20695,17074,4822,-538867,-6476,-6236,-14962,-11762,-16478,-15327,-3451,-850917,-41582,-13111,-11673,-8925,-3906,-9069,9283,-395930,36287,35564,-6293,-9887,-13718,-12281,-2564,-839236,-38814,-14341,-14306,-14697,-16856,-15715,-3191,-312050,454987,-443306,-35106,77869,-75101,-6875,48675,-49905,3289,5380,-8013,2837,-962,-4810,12572,-9812,-3138,6258,-3212,-3434,12734,-11847,-627,difficult
201673,51092,6748,3651,6635,6981,2429,1534,-186166,-45730,-632,-1097,-2905,-3024,-839,9,-30929,26003,-3345,-509,-6176,-5975,-1657,-960,-175760,-33724,-4464,-644,-4057,-3473,200,576,114578,-924,3831,2675,-1665,1119,77,2498,155237,-144831,290338,71733,-59727,32800,-2713,-1119,8295,588,-135,3319,-3271,2119,2392,-2951,2502,4592,-818,1857,-123,-969,1536,1922,easy
136679,91170,11093,5166,5225,6254,2675,1767,-50279,69727,24205,456,2529,718,504,321,138814,-45908,-3245,-1486,-1983,-3059,-1331,-1319,215010,-73011,-8478,-3647,-3547,-2731,-2010,-1307,46832,57240,13372,6253,12035,18282,8768,2274,189093,76196,-168178,-115635,-27103,130251,-27450,-5233,21850,-1942,-2161,9900,-4512,-1564,15582,-3777,328,21013,-1835,-679,10778,-1640,12,3581,difficult
