delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
374519,97945,17876,11173,8338,9478,6447,4310,305005,38904,-3970,6551,-3933,-2150,-2173,-1710,-343623,-89286,-16057,-10729,-6521,-4671,-4006,-1444,-307802,-28020,-6292,-3551,4606,-1389,1755,2086,-648628,35821,-128190,61266,-12087,9765,-17280,7178,-2588,11127,-2521,3282,-1833,5761,266,3530,easy
482185,136942,9155,3602,6483,6315,2387,2408,2592903,14562,111163,50821,5251,22680,6783,1734,-479260,-133021,1669,1888,-4194,6680,270,130,-478728,-132701,-4493,49,-2776,3394,1434,640,-3072163,532,-147583,320,-109494,-6162,-48933,-1839,-9445,1418,-16000,-3286,-6513,1164,-1604,510,difficult
514999,193334,39123,15020,10061,18112,7193,8631,-508101,-173618,55249,43846,98742,-2754,7571,-2060,1223036,-15586,-20489,120230,28184,11670,10460,6814,-499651,-191960,-35471,-13159,-3768,-15604,-4786,-6522,1731137,-1722687,158032,-176374,-75738,-14982,76384,-133389,-70558,-31952,14424,-27274,2889,-15246,8874,-13336,easy
234944,168059,33504,14432,7833,8705,4355,4835,-157552,-156010,-20580,-13731,-1211,-5553,-3248,-3424,196189,-150423,-30434,-4686,-4568,-4719,-1898,-2309,-78946,-107636,-27003,-13507,-2167,-4098,-2363,-2399,353741,-275135,5587,42787,-9854,3431,9045,-8821,-3357,2401,834,621,1350,-465,1115,-90,difficult
145964,71279,27792,7531,7645,11612,6846,5562,-76789,-28935,-24970,-2335,-947,-3144,-4735,-4898,94336,-33963,-23057,16415,3693,808,529,7065,195537,95131,-4315,20996,5668,4952,4519,7466,171125,101201,-5028,129094,1913,18742,18750,4581,4640,1975,3952,4144,5264,3990,11963,401,easy
718370,172279,42744,27532,20661,11585,6837,5809,-588588,-43258,-21301,-21356,-14989,-9604,-5030,-4090,-687333,-150637,-39497,-24210,-17522,-8338,-5170,-5017,-648277,-158147,-39589,-26017,-18212,-10862,-6446,-5171,-98745,39056,-107379,-7510,-18196,-92,-2854,-1807,-2533,-690,1266,-2524,-140,-1276,-927,-154,difficult
438175,222518,40967,31383,25092,12763,9129,5680,725129,-144723,12872,1542,-14514,-4591,-5280,-3703,341207,329180,59298,50875,11871,6616,6819,2049,67710,-160017,-34474,-22464,-23454,-8350,-5678,-2238,-383922,-273497,473903,-489197,46426,-93772,49333,-73339,26385,-35325,11207,-14966,12099,-12497,5752,-4287,easy
255343,198359,17838,6122,6657,11546,4240,3496,-225358,-166985,-16203,-4365,-3840,-10663,-3474,-3223,-141533,-131907,-3193,5317,10727,6675,4672,3152,386843,150003,-14172,2254,706,11949,8247,2126,83825,528376,35078,281910,13010,-10979,9682,-3063,14567,-10021,17338,5274,8146,3575,6375,-1026,difficult
79717,45553,5934,3381,8249,4164,2714,1866,140137,-34123,-3882,-896,-4917,-1386,-1801,-1155,-47501,-35499,-1673,2618,-7261,1195,-55,-786,48916,20236,16761,3081,-685,13966,4815,2507,-187638,96417,-1376,55735,2209,18434,3514,463,-2344,6576,2581,12771,1746,4870,369,3293,easy
193547,39628,4471,6939,4218,3756,1518,1036,-133821,-21013,-210,-4394,-2193,-3148,-895,-525,-176536,-30116,9828,4565,9714,3522,4200,2455,-140916,8703,12815,-4674,-2614,362,-69,-336,-42715,35620,-9103,38819,10038,2987,8959,-9239,11907,-12328,6670,-3160,5095,-4269,2980,-2791,difficult
194180,70913,31394,9156,6904,10366,5362,6311,239061,-2788,-15257,-4965,-3436,1261,-3820,-3778,-7999,-64346,-27883,-7966,-6055,-8991,-2888,-5708,-58550,-63535,-30525,-6807,-5408,-9574,-3535,-5592,-247060,-50551,-61558,811,-12626,-2642,-3001,1159,-2619,647,-10252,-583,932,-647,-1930,116,easy
119370,56491,15793,11647,4559,5287,5451,1969,909766,84275,35481,36631,54455,6125,4957,17048,390142,-48280,-7252,-9212,-1818,-4207,-2863,-754,791825,270082,16653,-6554,42583,30229,28723,16220,-519624,401683,-132555,318362,-42733,23905,-45843,2658,-56273,44401,-10332,34436,-7820,31586,-17802,16974,difficult
208396,74310,36314,4251,10984,15406,5719,4623,-130955,-61005,-35517,-1963,-9972,-14294,-5332,-4136,997885,18009,-26036,5528,-6429,-3287,2695,-1961,-185937,-60332,-26787,-835,-7983,-12045,-4530,-3152,1128840,-1183822,79014,-78341,9481,-751,7491,-6363,3543,-1554,11007,-8758,8027,-7225,2175,-1191,easy
716909,431412,101135,11414,46757,14547,14771,8726,1012444,-366340,-61622,21240,-10108,3472,-9347,-3690,-611886,-378657,-86633,-3354,-38666,-5489,-12879,-7792,301084,-276167,-38673,4847,-26736,4141,-6989,-1823,-1624330,912970,-12317,102490,-25011,47960,-24594,8201,-28558,11930,-8961,9630,-3532,5890,-4102,5969,difficult
800048,185483,16397,38099,23194,16311,6695,6764,-364713,-41216,18459,-11053,-2738,-8389,-2575,-2302,147075,-69154,-8894,-2631,-8617,4730,1848,-1829,-790138,-181094,-10536,-24238,-16585,-768,6210,13745,511788,-937213,-27938,-111940,-27353,-1642,8422,-21607,-5879,-7968,13119,-5498,4423,4362,473,15574,easy
266584,37747,4422,4521,2363,3446,1056,1117,535721,273795,22477,104221,5842,1846,609,149,-55623,-18022,822,1077,4244,-781,435,-361,-217446,-3805,3026,-3350,1569,3199,772,-421,-591344,-161823,-291817,14217,-21655,2204,-103144,-4427,-1598,-2675,-2627,3980,-174,337,-510,-60,difficult
808685,88034,17421,11969,15239,4032,3595,6177,-733729,-23217,6426,-6872,-9945,5287,-1554,-3405,1111214,-36578,-8892,-9503,-12051,-262,-2134,-4197,827075,140807,73782,8223,10800,18183,14768,14861,1844943,-284139,-13361,177385,-15318,82674,-2631,17726,-2106,22851,-5549,18445,-580,16902,-792,19058,easy
471630,293254,32690,17901,26045,10548,4906,4199,884395,-146977,-17069,-10536,-14815,-4970,-1133,-1917,-94836,-262837,-25552,-11221,-22678,-8148,-3522,-2620,-437760,-273473,-29947,-16056,-25138,-9576,-4502,-2795,-979231,-342924,-115860,-10636,-8483,-4395,-685,-4835,-7863,-2460,-3178,-1428,-2389,-980,-703,-175,difficult
155298,53553,5930,3217,3100,3181,2006,1420,-54123,-39157,599,793,1056,935,-818,137,68648,87199,29343,17357,1610,9021,7922,3871,532410,28549,78737,77711,622,5513,5221,8050,122771,463762,126356,-58650,28744,49394,16564,60354,554,-988,8086,-3508,8740,-2701,3734,4179,easy
217754,98530,16200,28074,9493,7368,5428,6509,-193159,-85177,-11634,-27252,-4710,296,6106,-1806,-82806,201506,10824,-22823,-1299,441,5883,-1544,93416,124524,10237,-12981,-1080,5807,21508,8200,110353,176222,286683,-76982,22458,-587,4429,9842,3411,219,145,5366,-223,15625,262,9744,difficult
336192,296734,65143,14073,21321,19755,8952,9793,338763,-272649,-54124,-3200,-15062,-14755,-5559,-5875,24566,37060,-50510,-11041,-11491,22847,7118,6510,-186745,-280829,-61234,-10941,-19123,-11967,-3291,-1875,-314197,-211311,309709,-317889,3614,-10724,-7841,100,3571,-7632,37602,-34814,12677,-10409,12385,-8385,easy
796012,93649,21796,29912,11462,13322,6989,7452,-783853,-86047,-14944,-17485,-8173,-10857,-2174,-2835,-710776,-32981,-16564,-23862,-9676,-5765,-3734,-6462,-285561,192855,14060,-11370,3020,6658,4148,-1981,73077,425215,53066,225836,-1620,30624,-6377,12492,-1503,12696,5092,12423,-1560,7882,-3627,4481,difficult
974443,52432,6890,6662,3806,7804,8190,5737,-136740,227475,40743,4836,8980,5370,9878,6561,366110,427054,29966,40148,47699,44358,113183,53018,104916,550704,75629,65588,14354,20647,31567,21717,502850,-261194,199579,123650,-10777,45663,35312,25440,38719,-33345,38988,-23711,103305,-81616,46457,-31301,easy
524765,279885,18872,18351,23915,27203,9177,8640,55789,-244714,2507,-631,-11758,-15032,-4426,352,-462567,-262263,-14541,-17333,-23217,-25668,-8528,-7735,-517450,-245245,3657,-16993,-20575,-3039,880,-3631,-518356,-54883,-17549,17018,-17048,18198,-16702,340,-11459,2642,-10636,22629,-4102,9408,-8087,4104,difficult
664430,349976,18849,31350,12836,21342,20890,13580,-194756,93891,23555,-1323,11308,15950,47383,13442,-582571,-326545,-1170,-21712,-4411,30753,33031,13925,-662349,-342919,-14756,-26916,-828,1542,6212,2269,-387815,-79778,-420436,-16374,-24725,-13586,-20389,-5204,-15719,3583,14803,-29211,-14352,-26819,483,-11656,easy
978725,260342,59818,29811,90625,18189,5860,3409,-890243,-254038,-50700,-26014,-88503,-14563,-4144,5,-924722,-237029,-54399,-27005,-88885,-17463,-4596,-2919,-877313,-199650,-58372,-28060,-86903,-15245,-3900,-1501,-34479,47409,17009,37379,-3699,-3973,-991,-1055,-382,1982,-2900,2218,-452,696,-2924,1418,difficult
844249,352014,29722,20131,22832,16501,15516,11501,2281096,-138487,9402,12426,59923,137,-9544,2469,1236938,74780,21582,-6914,9888,10543,-4554,13353,-754177,-290779,-21308,-17534,-21500,-12793,-11465,-6800,-1044158,-1991115,213267,-365559,12180,-42890,-19340,-10620,-50035,-31388,10406,-23336,4990,-6911,10884,-20153,easy
166009,67854,14150,11280,4734,3618,1780,2601,-157118,-65290,-12641,-9617,-3716,-739,297,-447,53038,22385,-4500,-4255,11384,1147,24419,4321,-155958,-58537,-11427,-6427,-2345,4137,-1067,-1135,210156,-208996,87675,-80922,8141,-6927,5362,-2172,15100,-13729,1886,2990,24122,-25486,4768,-5456,difficult
297395,160071,6194,5324,5809,4027,1989,2053,1704759,-88820,11477,49087,24994,32866,22815,4300,708692,-80935,-4253,2158,2411,84,1355,-112,-111853,-147889,-716,-3362,-4480,-2308,-295,-455,-996067,-820545,7885,-66954,-15730,3537,-46929,-5520,-22583,-6891,-32782,-2392,-21460,-1650,-4412,-343,easy
100261,10658,6182,7129,4137,7705,4648,4907,17960,-4468,-399,-5981,-2236,-6457,-3290,-3984,-82235,-5512,-3553,-6909,169,-1813,4903,-3317,-20880,14883,-589,-985,-2074,-5983,-3627,-4146,-100195,61355,-1044,20395,-3154,2964,-928,5924,2405,-2243,4644,-4170,8193,-8530,667,-829,difficult
1137147,537907,65717,29532,35970,13192,17383,15620,401435,-106456,-32633,9731,-14012,-5143,-6367,-9274,-157149,-261173,-1806,19686,28706,35020,64740,752,-567644,-485993,-28619,-13885,-25341,-1284,-11771,-9822,-558584,-410495,-154717,-224820,30827,-26813,9955,-33571,42718,-54047,40163,-36304,71107,-76511,10026,-10574,easy
159061,38743,7990,10624,4821,7124,2659,1926,-98299,80632,-4792,-8277,-2309,-4536,-1221,-423,60974,19283,13880,-5901,1048,-5281,-1358,-158,-32548,-19213,-304,-5893,-3262,-4755,-1595,-1046,159273,-93522,-61349,-38496,18672,-14184,2376,8,3357,-4310,-745,526,-137,-237,265,-888,difficult
276187,64628,6396,11278,13884,15298,6454,3665,-192346,-45132,-3955,-10766,-12612,-14302,-5992,-3509,751909,75884,3212,10701,-3354,6325,-2658,6585,622545,-36217,9719,34074,-5882,4034,19489,5083,944255,-129364,121016,-112101,7167,6507,21467,23373,9258,-2528,20627,-2291,3334,22147,10094,-1502,easy
138175,37429,4018,3814,4361,2787,1842,1313,-128538,-28576,-2306,-1972,-3239,370,2119,2457,-118636,-17803,170,-2627,-729,1066,2720,3201,-93736,-14847,4026,3411,3655,14952,5922,4800,9902,24900,10773,2956,2476,3856,-655,6038,2510,4384,696,13886,601,3202,744,1599,difficult
469745,75666,2230,5081,4309,2536,1426,809,1033389,-23284,35577,43100,6436,7210,5602,2734,-198453,-46316,1656,-3911,-1250,3248,7333,5420,-369469,-54305,6909,1167,-547,501,481,835,-1231842,-171016,-23032,-7989,-33921,5253,-47011,5078,-7686,703,-3962,-2747,1731,-6852,2686,-4585,easy
173382,229202,44383,10036,7986,7336,5118,3728,-43142,-156825,-302,-6768,-5581,-3164,-2872,-2087,166750,-164385,-33058,-8281,-3335,-3722,-3438,-2103,-73191,-214926,-35329,-6540,-6755,-4509,-2198,-2923,209892,-239941,-7560,-50541,-32756,-2271,-1513,1741,2246,-3420,-558,-787,-566,1240,-16,-820,difficult
1554823,490714,84422,33736,47687,18940,15581,12016,-741911,-409197,-50381,-26466,-37092,-14470,-11829,-7952,-1513118,-488757,-82852,-32027,-47202,-17555,-14328,-11233,-1550531,-461209,-65905,-10675,-26906,-5843,6270,3861,-771207,-37413,-79560,27548,-32471,16947,-5561,21352,-10110,20296,-3085,11712,-2499,20598,-3281,15094,easy
274205,66987,5465,6666,10159,2381,1293,698,2591486,149090,26644,4880,19643,5100,14403,8157,210053,162529,11705,7577,24676,43217,19915,19408,81941,169422,72171,29422,20309,35410,26365,16335,-2381433,-128112,13439,6893,-14939,60466,2697,21845,5033,-4367,38117,-7807,5512,6450,11251,-3073,difficult
253296,66030,30029,16602,13266,8940,3725,2485,-118675,5105,-18313,-13059,-9963,-6247,-1179,-2052,-169585,-53962,-28220,-12079,-11281,-6217,-2282,-1268,-232414,-60499,-23797,-12306,-5670,-5151,-2041,-1356,-50910,-62829,-59067,-6537,-9907,4423,980,-227,-1318,5611,30,1066,-1103,241,784,-88,easy
316733,89097,18007,12314,6674,9264,3668,3156,49642,-63339,-8680,-9467,-3707,2493,-1441,-1717,-209979,43065,-9473,-8523,1243,-6079,-2112,-160,229219,-27580,-12121,-4108,-3486,-4293,151,1951,-259621,439198,106404,-70645,-793,-2648,944,4415,4950,-4729,-8572,1786,-671,2263,1557,2111,difficult
247874,43630,28739,15802,13022,10641,5771,5672,232125,39297,2548,-10650,-4216,-637,665,-2235,-46597,43301,-905,-6501,-10752,-4220,-2439,-3505,-238499,-23966,-27435,-13358,-11254,-7277,-3430,-2245,-278722,-191902,4004,-67267,-3453,-26530,4149,-6857,-6536,-502,-3583,-3057,-3104,-991,-1270,1260,easy
469488,95255,10589,14403,7345,7467,3714,2526,-143968,-56960,-2607,-11147,-5117,-1835,-1804,154,-427612,-73354,-7174,-7949,12283,10508,5641,4095,-399860,-88521,-7902,-12450,-6528,-5568,-2952,-2298,-283644,27752,-16394,-15167,-4567,-728,3198,-4501,17400,-18811,12343,-16076,7445,-8593,3941,-6393,difficult
712025,105008,21842,27208,12822,12877,2494,1366,174568,-88504,-15621,-24350,-2655,-7129,-840,-933,-613516,-88599,-16929,-26258,-11054,-11817,-2111,-941,292815,126535,419,-21320,-4826,-3065,1060,3215,-788084,906331,-95,215134,-1308,17348,-1908,4938,-8399,6228,-4688,8752,-1271,3171,-8,4156,easy
203791,81323,19342,8700,4929,8476,3927,3107,32910,-34266,-8815,5627,-1979,-3978,-2883,-2318,809749,338355,26106,57332,9620,9949,51,943,-71698,7617,-3669,-4891,-3587,-6222,-2608,-2470,776839,-881447,372621,-330738,34921,-29775,51705,-62223,11599,-13207,13927,-16171,2934,-2659,3261,-3413,difficult
86872,21063,6613,5169,3060,2941,1034,1170,-26592,13185,-2768,-2332,-1353,-2032,-613,-1039,-75686,-17685,-3500,-2568,-2531,-2032,-660,-269,-29048,-17245,-3928,-857,6390,4153,2044,456,-49094,46638,-30870,440,-732,-428,-236,1711,-1178,8921,0,6185,-47,2704,770,725,easy
84777,57156,9681,8260,7400,2838,1207,853,149443,-37191,555,-5083,-2858,-846,683,-186,-75591,-46857,-9014,689,-400,374,3881,1136,58626,-11683,17963,2231,8840,4674,6075,2095,-225034,134217,-9666,35174,-9569,26977,5772,1542,2458,9240,1220,4300,3198,2194,1322,959,difficult
118421,26923,8013,7307,5996,6626,4546,3219,-78778,26230,-5036,625,-3182,-5008,-986,-1689,639640,19408,26872,2177,-2866,-3212,-2544,-2331,-93046,-19226,-4066,-4563,-4299,42,-2453,-941,718418,-732686,-6822,-38634,31908,-30938,1552,-6740,316,-1433,1796,3254,-1558,91,-642,1390,easy
150861,87355,16753,13880,13834,10151,2846,3754,70743,-62062,-8571,-5899,-12716,-6760,456,-97,-142143,-82080,-11367,-6673,-7324,6409,12265,8175,210203,-67096,-11792,-3149,-6210,8912,16373,6403,-212886,352346,-20018,14984,-2796,-425,-774,3524,5392,1114,13169,2503,11809,4108,8272,-1772,difficult
540914,305157,18823,16879,12979,21483,10260,4039,-440982,-64310,89347,20191,12366,1584,-7732,3125,-408358,-277541,-16760,-8224,-10938,-17341,-7834,-2537,-415275,-265051,6456,-12836,-10899,-17228,-7526,309,32624,-6917,-213231,12490,-106107,23216,-28415,-4612,-23304,39,-18925,113,-102,308,-5662,2846,easy
128126,77902,2522,6069,7109,3553,2655,1902,-10968,-43104,9963,-4195,-4364,-2408,-1708,-1506,134628,118476,20331,1803,1870,17508,9687,2544,-28373,-15568,3215,-1489,-2845,-1714,-1352,-1055,145596,-163001,161580,-134044,10368,-17116,5998,-3292,6234,-4715,19916,-19222,11395,-11039,4050,-3599,difficult
203225,103671,23195,17576,8829,12700,4871,3607,-67625,-55811,-2204,-6910,-6694,-9789,-419,-225,-135630,-98831,-19314,-15824,-8223,-11480,-3940,-3123,1448894,50924,89945,4230,21635,-534,23327,12441,-68005,1584524,-43020,149755,-17110,109259,-8914,20054,-1529,29858,-1691,10946,-3521,27267,-2898,15564,easy
606626,91585,25284,10897,9960,8191,6458,3463,129414,-28869,-12183,522,1393,-3640,5895,4019,-531570,-35292,-10908,-4895,-8662,6645,-3111,4307,-528389,-44591,-23380,-8339,8459,5896,59571,22013,-660984,3181,-6423,-9299,1275,-12472,-5417,-3444,-10055,17121,10285,-749,-9006,62682,288,17706,difficult
197693,57761,13953,5738,6273,4123,1484,2250,620446,80058,16743,-2318,15139,13607,9291,4247,20334,29440,-1864,-3464,-1288,-1025,2191,-655,-111010,-29580,-2276,-1646,214,272,125,-868,-600112,-131344,-50618,-59020,-18607,-412,-1146,1818,-16427,1502,-14632,1297,-7100,-2066,-4902,-213,easy
790508,180350,34611,21819,21810,13635,10019,9966,-767403,-177972,-24742,-4880,-12251,-9078,-7609,-8820,59366,46613,-18337,2773,-10633,1945,-1653,-5753,-638092,-129286,-21845,-11958,-14594,-9470,-6515,-7616,826769,-697458,224585,-175899,6405,-3508,7653,-14731,1618,-3961,11023,-11415,5956,-4862,3067,-1863,difficult
365860,43744,13091,13151,18349,5139,3855,1544,-204386,-39677,-12049,-12245,-17427,-4374,-3292,-1219,-248743,18290,2995,-10295,-13301,-3379,-1929,-621,-217589,49759,-5992,-10387,-12871,-3163,-2357,-703,-44357,31154,57967,31469,15044,-8987,1950,-92,4126,430,995,216,1363,-428,598,-82,easy
632782,79235,11826,23787,12795,6567,2061,2009,-583358,-60412,-6261,-19497,-10923,-2678,-959,-777,-627776,-62233,-11661,-22282,-8721,-1769,-691,-785,-541761,46394,93267,17639,25307,13299,4375,-424,-44418,86015,-1821,108627,-5400,104928,-2785,39921,2202,34028,909,15068,268,5066,-8,361,difficult
114427,17448,7309,9801,4274,3560,880,482,173297,17890,5806,-7113,293,-625,-202,225,-98591,-14006,-7039,-8976,-3517,-2413,-107,-161,-85270,4133,-4724,-9360,-2659,-1264,-257,-93,-271888,13321,-31896,18139,-12845,2315,-1863,-384,-3810,858,-1788,1149,95,-150,-386,68,easy
108590,31912,6012,6931,4402,2147,1207,687,28768,55705,10294,2193,4212,475,146,245,1599319,58225,37337,-3027,-350,17649,4850,3090,-7353,43600,4436,-4993,-1922,-377,399,36,1570551,-1606672,2520,-14625,27043,-32901,-5220,-1966,-4562,-1572,17174,-18026,4704,-4451,2845,-3054,difficult
473798,23283,9399,5795,5422,4971,3417,1083,-232558,41602,9653,8786,-2894,-2454,-1288,2597,626645,478922,23849,8158,23973,9246,4745,4602,-349158,27005,-7714,-4480,-3521,-4313,-3318,-756,859203,-975803,437320,-451917,14196,-31563,-628,-12638,26867,-27494,11700,-13559,6033,-8063,2005,-5358,easy
282117,143622,11752,5276,5960,8071,4718,4579,242946,-34438,-5304,3913,8606,-1784,1574,-2148,-106036,-89685,404,-2592,-2428,-6133,-3134,-1269,331347,32693,-6952,-4106,6619,21222,11474,148,-348982,437383,-55247,122378,5708,-7356,-6505,-1514,-11034,9047,-4349,27355,-4708,14608,879,1417,difficult
359844,39526,8065,10359,7593,7095,3298,2521,-182537,-20317,-3686,-336,-6494,-3736,-1808,-1187,-167597,7538,4575,13949,-4586,-1353,-1712,-1381,562744,127524,31276,14216,5772,-1720,375,5626,14940,730341,27855,119986,8261,26701,14285,267,1908,10358,2383,-367,96,2087,-194,7007,easy
570523,109732,21336,46028,19058,17288,6189,19277,196279,168113,47,-38760,-10361,14822,14025,-2872,-423437,-51317,-15723,-43509,-14225,-11283,-4115,-13072,-104699,-22626,11570,-30772,894,-10019,-1781,-14620,-619716,318738,-219430,28691,-15770,27293,-4749,12737,-3864,15119,-26105,1264,-18140,2334,-10200,-1548,difficult
129364,11246,2710,2383,3643,1799,1241,910,134684,155885,650,1489,4430,902,-304,-226,-77004,43285,220,1925,-409,-542,-706,-403,-96457,12207,16209,-859,-577,744,-866,-358,-211688,-19453,-112600,-31078,-430,15989,436,-2784,-4839,-168,-1444,1286,-402,-160,-177,45,easy
304991,236456,49720,19631,49649,26221,18264,7553,2971586,-201092,-20742,-12422,-41823,-23800,-17116,-7084,-131272,-204600,-44928,-18756,-45942,-25033,-17935,-7340,-193586,-218171,-49431,-17644,-48614,-25224,-18053,-7320,-3102858,-62314,-3508,-13571,-24186,-4503,-6334,1112,-4119,-2672,-1233,-191,-819,-118,-256,20,difficult
32186,11624,5366,1520,2980,1531,1145,916,-1127,1223,-1391,4258,-1270,2887,303,-445,1152358,32900,20009,13987,1919,12818,4411,2367,249902,75032,915,1048,426,1201,-282,-346,1153485,-902456,31677,42132,21400,-19094,9729,-12939,3189,-1493,9931,-11617,4108,-4693,2812,-2713,easy
633735,161643,30323,39133,23637,20147,20958,11853,1066947,-97691,-27520,-25028,-17109,-15868,-17739,-1104,-618401,-147610,-26719,-37259,-20889,-18337,-20210,-11281,-613517,-39588,-27674,-34394,-14320,-18746,-20459,-10751,-1685348,4884,-49919,108022,801,-955,-12231,2865,-3780,6569,-2469,-409,-2471,-249,-10177,530,difficult
97551,52203,9351,4294,4213,3158,1724,1571,2091522,100430,3309,6086,4765,7809,8507,1620,-4035,-36455,-6185,-1340,99,573,64,627,-19869,-6749,8404,270,-1932,-2214,-445,212,-2095557,-15834,-136885,29706,-9494,14589,-7426,1610,-4666,-2031,-7236,-2787,-8443,-509,-993,-415,easy
790579,178922,28086,19701,36997,16169,5474,2159,-643699,-23648,16872,-7351,-30174,-12694,-2383,261,380685,-142624,-17589,-16380,-34532,-13945,-3303,-1461,-693061,-114114,-18071,-14974,-33072,-3606,1013,8807,1024384,-1073746,-118976,28510,-34461,-482,-9029,1406,-4358,1460,-1251,10339,-920,4316,-1722,10268,difficult
160693,16521,11138,5362,5142,3301,1157,1213,-153177,-13673,-9767,-5169,-3915,-2315,1205,-512,-158252,-14168,-9012,159,-3431,902,1464,-246,287984,43684,-6123,2495,2979,-1391,1935,2216,-5075,446236,-495,57852,755,2889,5328,2336,484,6410,3217,-2293,259,471,266,2462,easy
