delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
65050,74782,14369,8083,6263,3128,-62548,-67527,-13639,-5426,-4410,-1398,96714,-48868,-7866,-5664,-2132,-1635,305655,30358,13134,10326,3499,9686,1914,-19911,-3605,-1178,1889,10380,159262,208941,-303741,18659,79226,-50269,5773,21000,-16739,-238,15990,-11504,2278,5631,-1610,-237,11321,694,easy
82305,19466,5350,9771,8587,4422,197338,47694,8368,-6542,-4102,2469,61623,35916,12561,-4193,1570,-590,76448,-13548,-2551,-8991,-6620,-2049,44039,143100,29396,24042,-166,2044,-135715,14825,-32409,-11778,-49464,156648,4193,-15112,31947,2349,-4798,33033,5672,-8190,6454,-3059,-1459,4093,difficult
117926,36933,12470,9299,9400,7889,-98347,-24004,9035,15475,-1291,-2653,83662,4836,-1090,3073,-6216,-4663,-75452,-17044,-5902,-7019,-8194,-5287,-114676,-24737,-5178,-7502,-2574,424,182009,-159114,-39224,28840,-21880,-7693,-10125,-4812,724,-12402,-10092,-483,-4925,-1978,5620,-2010,-624,5711,easy
81059,12511,15638,4035,7273,2912,303616,14391,-14143,237,-5761,430,-68505,-6910,-9890,-311,-455,9768,-71793,-4081,4424,-518,-3219,15111,-45481,17845,-4134,-2605,-6411,287,-372121,-3288,26312,-21301,2829,21926,4253,14314,-8558,-548,-207,-2087,5306,-2764,-3192,9338,5343,-14824,difficult
7893,12037,6680,6149,6914,7713,28663,24191,2210,-2483,-5321,-6319,2884,-2978,-5228,-939,8995,-5093,14556,-4599,-3828,-3908,-3076,-3636,-5166,-11138,-6077,-3801,-5650,-6526,-25779,11672,-19722,-27169,-1621,-6539,-7438,1400,-2249,1544,-2969,107,14316,-12071,-2574,1226,1457,-2890,easy
283707,45877,11773,17249,8407,6136,-60765,-26231,-9561,-11849,-5554,-4010,-278672,-32797,6024,-8180,12549,1267,-267637,-39454,-8916,-12747,2555,2507,19656,-34750,-8868,-11901,-6927,-3761,-217907,11035,287293,-6566,-6657,4704,15585,-14940,48,3669,-4567,846,18103,-9994,-9482,5277,1240,-6268,difficult
49583,17212,8401,10126,5593,6887,51077,21144,453,-2886,153,-5389,-46078,-6369,118,-7518,21734,238,-5025,-300,21451,-184,13190,9423,82881,19644,-8033,-6219,-3559,-5226,-97155,41053,87906,-27513,6069,19944,-335,21333,-29484,-4632,7334,-6035,21581,-8544,-16749,5627,9185,-14649,easy
27458,21207,4912,5930,6676,4990,6884,-9828,12808,14406,-1837,4523,137043,6578,-1194,2604,-3204,-1131,21638,6091,6309,12950,2583,616,154966,-8676,-2103,-1984,-4289,-319,130159,-115405,133328,16406,-487,-14767,-14002,7503,-8412,-11802,10346,-14934,-1367,5787,-6872,-5654,1747,-935,difficult
49329,5310,2447,2727,5667,3199,86462,61721,-516,1189,-2357,-991,-31431,14896,640,1605,-3717,-2123,-41119,3525,7674,10834,11191,3319,20629,61114,3872,1085,9033,2501,-117893,-9688,61748,-46825,-11371,57589,1156,7034,-3802,416,9229,-9749,-1360,14908,-2158,-1132,5442,-818,easy
333174,217375,26401,20871,14234,9599,-247953,-216278,-22866,-20341,-11918,-7925,-315305,-215179,-26137,-15608,-12498,-8339,-327902,-213551,-17845,-17753,-8551,4678,-291236,-184387,-19975,-15341,-11012,-6380,-67352,-12597,36666,1099,1628,29164,-3271,8292,-2130,4733,-2145,2412,-580,3947,-2461,-414,13017,-11058,difficult
213358,10729,11239,10594,7534,12287,-149962,21369,29031,-4433,-5347,-7786,-208873,-833,-6871,-7364,6577,-2475,-196265,11659,-8127,-2233,43865,-5498,-173474,-6712,-6138,-3632,-2785,-1374,-58911,12608,22791,-22202,12492,-18371,-35902,-1256,1989,-2931,5131,-1399,11924,37288,-46650,5311,-3023,4124,easy
28056,44279,16065,7553,9024,6837,12480,-36807,-14830,-4066,-7321,-4907,-21285,-29427,-10799,540,12650,5755,-15126,-25638,-3046,6343,-3262,-1015,-10877,-36160,-15905,-5661,-945,-4370,-33765,6159,4249,7380,3789,-10522,4031,7753,-12859,4606,5803,-12004,19971,-15912,2317,10662,-6770,-3355,difficult
99005,38668,11111,6644,6262,3382,-24651,-3199,-7983,-4629,-5309,-1737,-93481,-38014,-8353,-4953,-4448,-1557,-95619,-34754,-9149,-2052,-1654,-209,-39574,-27703,-6781,-4078,-4486,-2309,-68830,-2138,56045,-34815,3260,7051,-370,-796,2368,-324,2901,-2026,861,2794,-2832,180,1348,-2100,easy
19952,38759,16637,9336,11962,6508,-10674,-38146,-7844,613,-7608,-5562,18472,129,1469,6741,-10059,-3020,-17630,-29763,-11033,-6666,-847,10432,72207,-17078,-13926,-4072,-9391,-5043,29146,-36102,89837,38275,-29892,12685,9313,-12502,-2893,6128,-13407,2594,-2451,9212,-8544,2542,13452,-15475,difficult
148747,60446,3984,6761,6758,5264,-117685,-49890,-2996,-4753,-4118,-2254,-139100,-53758,7996,1259,-4264,-80,-137595,-47229,5409,6552,-2821,1272,-126635,-52368,2818,1558,13297,765,-21415,1505,10960,-3868,6529,-5139,10992,-2587,-2591,6012,5293,-4994,-146,1443,16118,2174,1352,-507,easy
97797,24502,8877,9011,12167,3515,-46328,1801,-1196,-6986,-9921,-2008,-68450,8169,8372,12919,-753,455,-70036,-858,8999,-1630,-4412,319,-82725,-9121,6674,-6009,-5500,763,-22122,-1586,-12689,6368,-9027,-8263,9568,627,-2325,19905,-14549,-4379,9168,-3659,-1088,2463,-136,444,difficult
145205,77640,19269,9292,7744,9278,-25926,-24685,187,-5995,-6641,-4913,-132065,-73570,-15879,-3392,-5559,-4553,-130966,-73746,-17509,-3040,-2888,-1658,-135241,-73921,-18004,-171,556,-4601,-106139,1099,-4275,-48885,-176,-175,-16066,-1630,-495,2603,352,2869,1082,2671,3444,360,2895,-2943,easy
28129,10291,14437,28574,9075,7732,-4951,9219,-11394,-14141,-5464,-1841,-10185,8366,-2536,34915,-4748,8546,-25729,31484,52622,45072,-4728,6674,72431,11670,65348,3527,17379,10486,-5234,-15544,98160,-853,23118,-19814,8858,55158,12726,49056,10157,-41545,716,20,22107,10387,-1872,3812,difficult
90265,57173,22767,11996,10915,13852,-83438,-44429,-19983,-9671,-139,-4925,-76546,-48877,-21577,2599,-3074,-5554,-54129,-48086,5492,-3901,-7597,-8204,-88913,-55117,-22201,-10926,-9331,-11660,6892,22417,-34784,-4448,791,-7031,-1594,27069,-27693,12270,-6500,-7025,-2935,-4523,-1734,-629,-2650,-3456,easy
86749,28897,4857,4131,6219,6156,63811,-21701,1869,6245,130,-4847,-80800,-23609,-368,-2298,-2386,1807,-80637,-14156,1083,222,-1380,-2253,-66281,18550,4651,29247,580,-416,-144611,163,14356,-1908,9453,32706,-2237,1451,3568,-8543,2520,29025,-2516,1006,1960,6654,-4060,1837,difficult
14109,16733,6901,7306,10648,3903,80418,13716,5201,-4539,-9416,-2203,-11982,-14973,-6312,-5220,-6163,-2979,-6339,-11316,-6283,10140,-5752,3648,-955,-7314,159,10244,-7566,3127,-92400,5643,5384,-28689,3657,4002,-11513,29,6442,-681,15360,104,3253,411,-1814,-776,6627,-521,easy
60612,28292,7161,12283,13792,6871,31928,-12044,-4790,-10938,-11452,-5628,-54375,-27221,-5929,-9875,-12960,-4883,-57622,-19188,-1983,-4492,-7975,-2873,-54694,-20740,8558,-64,-2475,-2686,-86303,-3247,2928,-15177,8033,-1552,-1139,3946,10541,1063,5383,4428,-1508,4985,5500,745,2010,187,difficult
338061,81145,26267,15279,8953,10988,333431,82372,-17687,34563,10331,1440,-181333,-69084,-24041,-11396,-7051,-10122,177406,-28056,-23592,-5332,1403,-7922,-267089,-61030,-12310,-11901,-7962,-4565,-514764,358739,-444495,-151456,41028,-32974,-6354,449,11282,-45959,6064,-6569,-17382,8454,-9365,-11562,2200,3357,easy
32185,14342,5138,2460,5561,4650,83706,56204,19947,10254,-668,665,-9587,20079,4194,12349,-87,3837,-17794,-9384,8330,-699,9839,807,88554,17324,-1285,1143,6407,-2752,-93293,-8207,106348,-36125,-29463,26708,-15753,4136,-9615,2095,-13048,1842,581,9926,-3432,3172,-3030,-3559,difficult
33196,17243,4638,2165,2733,2051,42855,47254,1964,1756,2431,267,-24807,-7845,4051,19437,23259,8336,-7317,15796,-1434,5748,1930,558,-27725,-10773,-2991,7035,2143,4344,-67662,17490,-20408,-55099,23641,-26569,2087,-5485,-1557,17681,-13689,1287,20828,-21329,213,8069,-7778,3786,easy
21565,21197,2247,5909,4926,2777,140689,-9628,300,7426,-971,-299,323237,57297,26211,15964,2870,7891,-13078,-518,-243,-4058,-2828,-1053,12353,567,14587,4053,7996,10638,182548,-336315,25431,66925,-57815,1085,25911,-26454,14830,8538,-20022,8111,3841,-5698,10824,8190,-8944,11691,difficult
14209,8022,4964,5435,3904,5728,1547914,1251775,85220,155671,72408,64487,1560603,176802,47492,26125,53297,43359,1743252,150824,58340,31724,46228,14021,1152538,13424,20270,-3132,12725,1297,12689,182649,-590714,-1074973,-25978,-137400,-37728,10848,-38070,-129546,5599,-34856,-19111,-7069,-33503,-21128,-29338,-12724,easy
30450,24514,2760,7839,2844,3183,76782,96261,23253,9185,14530,1132,662450,26840,3802,6855,7405,19936,23024,1826,13015,9621,20288,41586,-9642,-18065,-884,-5029,1955,3186,585668,-639426,-32666,-69421,-25014,-19891,-19451,9213,-13899,-2330,2766,-14650,-7125,12883,-18333,18804,21650,-38400,difficult
50377,22699,5881,3883,4656,4488,-23491,-14552,1512,6734,3469,8069,-40396,-14817,-5594,1288,2624,4265,617,-17646,-1363,-2303,166,-2564,83027,29412,-1485,3635,-2684,-2731,-16905,41013,82410,-265,-2829,47058,-7106,4231,-122,-5446,-3591,5938,-845,-2458,-2850,-3804,-6829,-167,easy
84452,36686,4610,5341,2918,2561,-80071,-32719,4293,5141,1862,10626,-78602,-35916,-4295,-4608,-2134,-1444,-35810,-8303,8707,1529,772,-749,953177,17791,15473,7567,23119,16500,1469,42792,988987,-3197,27613,26094,-8588,13002,6766,-9749,6137,6038,-3996,2906,22347,-12070,695,17249,difficult
562549,93089,9526,11480,6151,5436,-519815,-79152,-5506,-7836,-1214,-3873,-556492,-86799,-8679,-9810,-4242,-3150,-529728,-77152,950,-8544,12988,-262,-547157,-91397,-9320,823,724,-972,-36677,26764,-17429,-7647,9647,-14245,-3173,9629,-10270,-1974,1266,9367,-3028,17230,-12264,723,2888,-710,easy
125870,57460,11078,10217,18175,9536,20534,-7171,-9199,-363,-12489,-8377,-124453,-57027,-9935,-6322,-13492,-7635,-103688,-12874,-8317,-4076,-8603,-19,-80523,-15358,2534,-2162,-5382,-3641,-144987,20765,23165,-49856,44153,-2484,-736,1618,10851,-5959,2246,1914,-1003,4889,3221,742,7616,-3622,difficult
8945,9367,8764,14063,9690,13058,138890,18639,-6614,-8083,-2165,-10780,201562,7800,-3035,-12508,-5437,-8342,-1748,-8054,-7062,-12998,-7970,-9048,84457,19238,1688,-6855,-6089,-10134,62672,-203310,86205,-10839,-15854,27292,3579,-4027,8750,-4425,-490,6143,-3272,-2533,1881,2438,-706,-1086,easy
114745,31999,8789,17664,8303,7296,-54662,-2106,-3615,-15986,-5140,-3083,-93774,-29576,-87,-7425,-2656,1131,128267,-23136,-7158,-15568,-6300,-3565,-24934,-6497,-6618,-14637,-7134,-6258,-39112,222041,-153201,-27470,6440,16639,3528,-7071,540,8561,-8143,931,2484,-3644,-834,4214,-4696,-2693,difficult
34098,38785,7115,5325,7191,7766,-5002,-26517,1973,3729,-1815,-5069,344523,-19295,14902,7258,-1906,-2912,-21906,-30334,20207,1645,2156,1305,509976,5168,30427,21629,14357,21314,349525,-366429,531882,7222,-11039,35502,12929,5305,10220,3529,-5613,19984,-91,4062,12201,2157,4217,20009,easy
148149,26524,3893,10489,3510,4684,98458,-23349,-1940,-8271,-2572,-3018,33415,100311,688,243,-1236,-1019,104354,79132,29551,35839,15473,17414,-120291,-128,-2976,-9315,366,-1704,-65043,70939,-224645,123660,-21179,-79260,2628,28863,-32527,8514,35596,-45154,1336,16709,-15107,1999,18433,-19118,difficult
17188,22702,11856,10299,6375,4308,204637,1609,-8645,9542,-1540,-1067,-9493,-17420,-10706,-4597,-2013,-3236,-11636,-15189,-9054,-3696,765,-38,-12370,-17799,-125,-6670,-483,5254,-214130,-2143,-734,-19029,2231,-2610,-2061,1652,8929,-14139,901,-2974,-473,2778,-1248,-2169,3198,5292,easy
130565,57569,12415,9490,8600,3860,-108079,-38496,-9874,7890,-5592,1650,-111184,-48794,-8645,-8795,-6475,-92,-119695,-56120,-10832,-8707,-8049,-2506,-69594,-52155,16798,2592,3729,5338,-3105,-8511,50101,-10298,-7326,3965,1229,-2187,27630,-16685,88,11299,-883,-1574,11778,-1742,-2414,7844,difficult
27617,24628,11378,5411,6773,6328,233332,-14405,-6139,1070,-3784,-3785,-19453,-19174,-9080,-2267,-2247,-4223,-19589,-19769,-10006,-810,25014,-3041,-14597,-18575,-7641,-2270,-4301,-88,-252785,-136,4992,-4769,-595,1194,-2941,-926,2365,-3337,1457,-1460,1537,27261,-29315,-438,1182,2953,easy
315453,293317,97727,66102,50051,22207,-186471,-70261,-64851,-28010,-41975,-13353,-299880,-276276,-89802,-62796,-44442,-19510,-312046,-287661,-94165,-57408,-30049,-11932,-144836,-268139,-94706,-60959,-47658,-20019,-113409,-12166,167210,-206015,-11385,19522,-24951,-4363,-541,-34786,5388,-3551,-2467,14393,-17609,-6157,7578,-8087,difficult
454056,107664,20272,9393,16040,5987,-446148,-101694,-15125,-7496,-7858,-2296,-452320,-103021,-16483,-6652,-7178,1160,-420568,-67162,-10898,-7335,-13068,-4193,-427435,-98636,-17260,1085,-6356,-575,-6172,31752,-6867,-1327,35859,-31474,-1358,5585,-6362,844,-683,8420,680,-5890,6712,3456,-5353,3618,easy
294094,459161,113380,66131,50151,38027,55838,-403412,-109618,-56901,-37026,-36131,-284254,-457327,-107842,-61469,-48223,-36521,-285871,-451474,-112662,-61381,-48370,-34018,-257675,-453467,-105983,-60804,-46165,-34729,-340092,-1617,28196,-53915,5853,-1993,1776,-4820,6679,-4568,88,577,-11197,-147,2205,-390,2503,-711,difficult
63840,32026,2764,4119,5602,7433,132418,167,2475,4176,-622,-5092,-47710,-29356,-1122,-2836,-4018,-5551,-61872,-24572,3403,852,2350,-4337,-32304,-25721,27230,32251,1247,856,-180128,-14162,29568,-29523,4784,-1149,-3597,4525,23827,-7012,3688,31399,-3396,6368,-1103,-459,1214,5193,easy
106565,54754,2423,8723,3920,4235,-90001,-24303,2956,2797,2688,-2685,-102278,-50365,2205,-6496,-1979,3524,-102746,-49994,605,-3246,4187,-1687,-82259,-30488,15641,19038,1750,605,-12277,-468,20487,-26062,371,19506,-751,-1600,15036,-9293,3250,22284,-4667,6166,-2437,6209,-5211,2292,difficult
