delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
363637,71536,9003,9334,13966,14072,22752,7986,1957610,-17744,13138,7962,-7409,558,-13850,-1771,2158238,68497,39946,112109,36740,116157,15198,16866,422043,61277,-794,18449,4123,-2025,-13218,-4820,easy
984710,166554,67998,22724,50668,56172,56027,17556,-833624,-136725,-9867,-9199,-37675,-7417,-35815,-4863,330713,-63016,-32897,13520,-4400,-35191,-32648,-2499,-979661,-142284,-58559,-19248,-33976,-17408,-39925,-6665,difficult
280522,187590,15252,16585,16528,45540,12805,10297,-157403,-181128,-13825,-7623,-12079,-29685,-8453,-7877,-203859,-162262,-13560,-15759,-13971,-16359,-6842,-6347,395045,-16393,-7718,12567,-5554,30321,32639,25727,easy
554056,180472,42463,37685,31500,57004,30947,8111,-502573,-146591,-36268,-21406,-11336,35348,2397,5620,-436158,-155707,-36045,-36588,-27765,-44046,-17747,-3614,-271395,-118100,-19879,-12048,-17647,-2791,-11553,625,difficult
569709,304551,36002,31087,23301,47522,21013,13715,-500814,-282935,-31912,-28864,-22303,-45733,-19545,-11726,-424417,-288390,-34362,-29185,-21774,-37012,-15123,-10106,-532368,-278757,-29034,-23080,-14769,-13594,-10199,22389,easy
493053,84683,12641,16497,12706,47234,12090,17425,-412531,36536,-10739,34217,5451,-14147,649,-3932,-390785,-42904,19425,1109,37573,-13906,-4434,-2396,-461331,-75355,-2986,-12570,-9516,-25885,-6260,-4770,difficult
248061,47923,12550,19422,13550,45860,11675,14882,-159602,1126,-9310,-15708,-8603,-30344,-9264,-13277,-139636,-10104,-3855,-13692,-11068,-19555,-3348,-11874,-242325,-32137,2539,-9993,-10109,-4117,-2244,11852,easy
192765,28031,9027,12145,20678,14485,9168,6364,258543,40256,-2515,14749,1608,5383,8150,7850,-187251,-14461,11370,-3904,8292,5420,6952,15549,1468527,49211,6034,6503,1443,6017,19758,22842,difficult
596882,61824,16673,17749,14866,23181,16827,13577,1499702,515247,71778,3288,30838,22385,-3815,-3414,-528443,13352,-5629,-7200,28998,8,24547,8837,-541195,-26354,-10992,8775,22783,28048,2246,-6555,easy
388816,50851,23953,15850,11843,15011,13016,13073,120313,-36382,-21179,-13530,-10524,-11633,-9451,-11619,-125287,-32651,-18920,-10433,-10833,-11508,-11563,-10946,-292458,45578,-5729,-5393,19185,24953,489,-1474,difficult
282866,86024,18068,9114,6233,19534,16093,9190,-155987,-61299,-15903,-8108,-4985,-16864,-15303,-8776,-181328,-69350,-8854,-7768,-3326,-9149,-6386,-7790,-280039,-77757,-6613,-1589,802,16809,-7410,1321,easy
513663,89783,14304,7872,10651,19264,19871,10148,-481817,-70142,-2396,11988,-3135,24925,-10736,8537,-463556,-64970,-9574,6192,-809,31994,-3447,13437,-426336,-2969,3776,11580,-2515,25151,-2373,8273,difficult
307671,43924,5987,3536,7964,36488,12326,6946,-84929,-35853,-3028,1675,271,-26352,-856,-147,-269113,-37840,239,-1109,-3577,17065,3768,2557,-236345,-26489,-4397,-2751,-6160,-31929,-9881,-6118,easy
168437,49472,7254,11828,11150,30104,9924,12256,477754,180561,29700,19608,50198,10459,30465,7331,152788,75031,-887,-1444,-2941,-24262,-3115,-6560,324451,189572,74895,28369,6687,-1154,8110,1390,difficult
1237384,191474,30035,19699,17493,34307,11172,11358,350510,10684,359215,76650,42007,58353,49172,20422,-489845,-93251,6812,22031,71269,3201,15576,1161,-692746,-132585,-11983,-16235,-5473,-3712,2163,-8403,easy
200491,57709,13574,7603,6877,28616,10993,7780,762757,41,52676,-998,9871,-6299,9169,2995,-163781,1295,305,8600,4101,-13314,1889,3910,-184365,-37047,1315,6567,-2907,-3668,-6780,-1679,difficult
822106,32193,8694,5644,7279,4798,7714,2783,-767420,-22732,-6753,-3505,-5930,14808,-5809,1810,-741979,-17853,-6087,-3687,-2038,11361,-4316,3957,-663698,16107,-6045,3678,-3754,8549,-5743,5782,easy
157863,21277,4882,6752,7053,23850,10832,7364,-129522,-7879,-4159,-3723,-1846,28508,5971,-2160,248976,259732,57940,47667,4870,21687,23104,11469,-127332,-10108,-1952,3706,1947,767,5230,7300,difficult
464291,93998,8603,32468,50540,26757,21819,11665,-181442,-78700,-6850,-31118,-47942,-25161,-20849,-11044,-421998,-65451,9549,-13292,-26510,9140,-5341,256,-351367,3155,19690,699,22934,45350,-11560,6710,easy
397717,94765,20915,27296,22048,12119,16541,11363,83907,160107,38956,2861,1384,19417,-3045,9643,-84060,-44988,-12930,-17259,-10097,11302,13075,-3005,-290991,64542,-4575,-18311,-3142,48395,3648,14129,difficult
68163,23512,3206,1415,3247,5248,4836,4653,334519,132989,40604,54894,18679,43161,15343,12086,505709,91129,5503,11471,26412,26670,23625,9656,495646,-14369,2123,480,878,-782,5713,-774,easy
340664,179003,31932,23404,7621,34701,20266,15523,-98042,-170847,-25746,-11207,-2924,-28730,-3458,-11089,-303038,-168399,947,-5276,3257,24330,-2006,15714,577279,-109863,3526,-19229,10421,-5157,-7107,2821,difficult
922450,183077,60424,32407,19961,31909,21012,9984,-639334,-124199,-41913,-27812,-8113,-23094,-15041,-4267,-728587,20380,-56369,-4763,25932,3872,8441,20123,1361512,248603,26046,2773,37262,5490,-946,16616,easy
280424,165740,26500,15749,23820,26548,12474,13695,2419570,-145381,-24090,-9670,-19509,29210,21542,18898,817720,220100,74179,35058,-1928,28752,6053,2090,-18133,-11342,32397,34806,-9584,31963,4332,428,difficult
198594,127333,18172,21005,13521,48252,26690,14998,407915,113562,37012,12514,3805,-23514,35806,20768,899222,282621,35213,35715,3972,-1443,-14287,8055,-112842,-111264,-14408,-16369,-8392,-38890,-25504,-11021,easy
123738,15838,3185,4147,3072,5844,4121,2798,986982,77960,1377,2926,4885,8087,233,3334,438510,13711,8423,4522,3939,124703,13422,27403,-84015,43656,5108,6749,15457,37897,13889,15968,difficult
530151,49304,9483,18877,17873,17041,15676,11208,-502095,-40443,-6093,-9227,-13109,9855,-5021,35556,-378563,-26682,-4679,-14235,-12036,-10808,-12531,-7911,-424241,-33634,-6618,-17652,-13993,-15535,-13966,-8357,easy
642735,442350,46910,25255,53117,32478,27840,19499,1273843,-386187,-7704,-14370,-37360,-23511,-7520,-1684,-74170,-152688,20493,-10525,-10130,11896,-13037,2067,-436276,-375029,-42911,-6870,-6671,-6592,-200,4488,difficult
583677,107816,6233,10153,6430,9618,7828,8303,-559238,-102250,8703,18735,19713,72849,39177,5680,-537225,-66618,19439,2996,8463,71349,16008,767,393897,-85306,-1121,-4856,-3859,12932,3620,-6340,easy
226026,70403,15786,8165,11873,54930,17750,13657,-147168,-55898,-14659,-5150,-9816,-41836,-12124,-10607,62910,10654,-11082,25620,23125,-33883,55568,6946,515241,-29149,12548,1873,-6586,-47617,-10145,-7708,difficult
864363,143951,13916,38413,19975,34772,17266,12148,-723064,-78063,6980,-31139,-11226,-10918,-11327,-7696,-784381,-130331,-12837,-35830,-18368,-32516,-10224,-11237,498014,-120966,-9725,-32480,-16543,-24597,-9846,-8286,easy
851765,252429,25896,40499,34118,59519,11721,24525,-731154,-220784,-18169,-33617,-29949,-53734,-7372,-19939,-786015,-39811,-15916,-9074,7490,66322,45420,-4512,-583386,-221579,-25187,-36671,-25108,-45961,-3246,-20864,difficult
497067,31425,15350,7226,4855,22190,8650,11580,-488861,-29189,-1262,-4217,7429,-4298,12273,232,-463125,-23740,-3670,10543,29720,14828,8806,-1613,-485760,-23140,-8872,-1039,-1207,-308,25247,-4082,easy
518747,43638,10486,6121,14085,9867,7685,3106,-439750,-37975,-9948,-4516,-12932,616,-5807,-156,-436980,8415,-5827,-3610,-12149,-1836,-3260,-1160,-447271,-19107,-1568,16878,204,53629,9705,9288,difficult
674921,168678,17275,17792,16089,17499,25986,9316,-154072,198676,-15631,72484,-29,136338,31425,17184,978285,-91952,102396,-426,4856,17316,38268,7524,-483407,-5294,8719,-11211,-7383,856,-20785,-3336,easy
406377,297940,15943,14025,26477,31959,7613,9685,-363683,-146032,7182,25689,-18265,-4105,15568,736,-269681,-289360,-8520,-7995,-25464,-27632,-1769,-6430,327426,-12453,18147,-11073,-11875,7660,15260,3536,difficult
352595,51439,9680,9018,5497,11839,4600,4331,-83875,-25855,44859,5127,33220,14438,5879,3639,21527,-10268,-899,-3607,506,-1775,7161,-2596,461774,-22692,9593,17503,7298,18975,26550,7070,easy
808160,146104,25025,17694,17237,16127,15326,14011,861407,13829,88635,53117,36657,5016,14960,28719,-631447,-87559,-6699,21607,-13855,255,-8643,-8738,-787315,-120508,-16190,3735,2236,-1584,-5483,-2889,difficult
196582,66281,15068,2283,7584,9695,3993,4026,-64437,-37112,-7715,1490,-5356,-4786,-2196,-485,574255,435923,83274,12359,103965,40367,25763,22780,1128796,244180,43654,35267,1797,28387,11042,20869,easy
103559,37401,7783,15518,11845,8729,9465,7160,-34672,-3947,2526,-8978,-6837,4014,1419,697,943353,-1619,70215,53900,39625,28559,18874,18558,-48372,-15303,3574,-12445,-10092,-2857,-6862,-6091,difficult
841187,221661,36526,40419,22107,48191,31263,16828,-742244,-81836,-29364,-34063,-12086,-14949,-11165,1373,2200859,212598,17522,-17359,-10658,-7008,-13180,4480,-832331,-212187,-33058,-36625,-12469,-16466,-11960,-1296,easy
168494,28862,12774,12440,8333,6650,7304,2716,172259,55630,-397,31119,10728,15304,16439,10909,-45870,1899,24837,-5206,519,6917,9365,7057,-148261,-1354,-10164,-1680,1559,13854,-3771,-1109,difficult
392681,47206,15560,7147,6003,8490,4057,6555,1335163,153721,26416,63473,18820,25014,40857,3522,-237383,124898,6418,20674,1202,20619,49529,3633,855242,55408,-1533,1212,14055,56819,17554,863,easy
48790,19692,11933,6351,14644,9586,12014,10419,-32556,-6627,-10024,-1239,-5450,30356,-2743,-3241,-28468,-13699,-9831,11791,-8404,56872,1057,-696,-37787,-2922,3540,5667,-11624,17232,1299,-2788,difficult
253259,46292,19902,15053,14545,17616,23441,7414,-195404,-7676,-13890,-13551,-11860,-5183,-16898,-3093,-203928,-35439,-17035,-7038,-5533,23085,-6180,4070,1215134,364705,123536,6374,31740,12508,67165,37586,easy
202046,34954,9420,5812,7163,24427,8105,4992,-18140,15466,-8044,-145,-2796,-15046,11874,1182,-186065,-12018,1967,832,7670,6571,7857,18828,-147558,-25545,13597,7058,4209,17616,6437,11697,difficult
