delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
471630,293254,32690,17901,26045,10548,4906,4199,-94836,-262837,-25552,-11221,-22678,-8148,-3522,-2620,-437760,-273473,-29947,-16056,-25138,-9576,-4502,-2795,difficult
155298,53553,5930,3217,3100,3181,2006,1420,68648,87199,29343,17357,1610,9021,7922,3871,532410,28549,78737,77711,622,5513,5221,8050,easy
217754,98530,16200,28074,9493,7368,5428,6509,-82806,201506,10824,-22823,-1299,441,5883,-1544,93416,124524,10237,-12981,-1080,5807,21508,8200,difficult
336192,296734,65143,14073,21321,19755,8952,9793,24566,37060,-50510,-11041,-11491,22847,7118,6510,-186745,-280829,-61234,-10941,-19123,-11967,-3291,-1875,easy
796012,93649,21796,29912,11462,13322,6989,7452,-710776,-32981,-16564,-23862,-9676,-5765,-3734,-6462,-285561,192855,14060,-11370,3020,6658,4148,-1981,difficult
974443,52432,6890,6662,3806,7804,8190,5737,366110,427054,29966,40148,47699,44358,113183,53018,104916,550704,75629,65588,14354,20647,31567,21717,easy
524765,279885,18872,18351,23915,27203,9177,8640,-462567,-262263,-14541,-17333,-23217,-25668,-8528,-7735,-517450,-245245,3657,-16993,-20575,-3039,880,-3631,difficult
664430,349976,18849,31350,12836,21342,20890,13580,-582571,-326545,-1170,-21712,-4411,30753,33031,13925,-662349,-342919,-14756,-26916,-828,1542,6212,2269,easy
978725,260342,59818,29811,90625,18189,5860,3409,-924722,-237029,-54399,-27005,-88885,-17463,-4596,-2919,-877313,-199650,-58372,-28060,-86903,-15245,-3900,-1501,difficult
844249,352014,29722,20131,22832,16501,15516,11501,1236938,74780,21582,-6914,9888,10543,-4554,13353,-754177,-290779,-21308,-17534,-21500,-12793,-11465,-6800,easy
166009,67854,14150,11280,4734,3618,1780,2601,53038,22385,-4500,-4255,11384,1147,24419,4321,-155958,-58537,-11427,-6427,-2345,4137,-1067,-1135,difficult
297395,160071,6194,5324,5809,4027,1989,2053,708692,-80935,-4253,2158,2411,84,1355,-112,-111853,-147889,-716,-3362,-4480,-2308,-295,-455,easy
100261,10658,6182,7129,4137,7705,4648,4907,-82235,-5512,-3553,-6909,169,-1813,4903,-3317,-20880,14883,-589,-985,-2074,-5983,-3627,-4146,difficult
1137147,537907,65717,29532,35970,13192,17383,15620,-157149,-261173,-1806,19686,28706,35020,64740,752,-567644,-485993,-28619,-13885,-25341,-1284,-11771,-9822,easy
159061,38743,7990,10624,4821,7124,2659,1926,60974,19283,13880,-5901,1048,-5281,-1358,-158,-32548,-19213,-304,-5893,-3262,-4755,-1595,-1046,difficult
276187,64628,6396,11278,13884,15298,6454,3665,751909,75884,3212,10701,-3354,6325,-2658,6585,622545,-36217,9719,34074,-5882,4034,19489,5083,easy
138175,37429,4018,3814,4361,2787,1842,1313,-118636,-17803,170,-2627,-729,1066,2720,3201,-93736,-14847,4026,3411,3655,14952,5922,4800,difficult
469745,75666,2230,5081,4309,2536,1426,809,-198453,-46316,1656,-3911,-1250,3248,7333,5420,-369469,-54305,6909,1167,-547,501,481,835,easy
173382,229202,44383,10036,7986,7336,5118,3728,166750,-164385,-33058,-8281,-3335,-3722,-3438,-2103,-73191,-214926,-35329,-6540,-6755,-4509,-2198,-2923,difficult
1554823,490714,84422,33736,47687,18940,15581,12016,-1513118,-488757,-82852,-32027,-47202,-17555,-14328,-11233,-1550531,-461209,-65905,-10675,-26906,-5843,6270,3861,easy
274205,66987,5465,6666,10159,2381,1293,698,210053,162529,11705,7577,24676,43217,19915,19408,81941,169422,72171,29422,20309,35410,26365,16335,difficult
253296,66030,30029,16602,13266,8940,3725,2485,-169585,-53962,-28220,-12079,-11281,-6217,-2282,-1268,-232414,-60499,-23797,-12306,-5670,-5151,-2041,-1356,easy
316733,89097,18007,12314,6674,9264,3668,3156,-209979,43065,-9473,-8523,1243,-6079,-2112,-160,229219,-27580,-12121,-4108,-3486,-4293,151,1951,difficult
247874,43630,28739,15802,13022,10641,5771,5672,-46597,43301,-905,-6501,-10752,-4220,-2439,-3505,-238499,-23966,-27435,-13358,-11254,-7277,-3430,-2245,easy
469488,95255,10589,14403,7345,7467,3714,2526,-427612,-73354,-7174,-7949,12283,10508,5641,4095,-399860,-88521,-7902,-12450,-6528,-5568,-2952,-2298,difficult
712025,105008,21842,27208,12822,12877,2494,1366,-613516,-88599,-16929,-26258,-11054,-11817,-2111,-941,292815,126535,419,-21320,-4826,-3065,1060,3215,easy
203791,81323,19342,8700,4929,8476,3927,3107,809749,338355,26106,57332,9620,9949,51,943,-71698,7617,-3669,-4891,-3587,-6222,-2608,-2470,difficult
86872,21063,6613,5169,3060,2941,1034,1170,-75686,-17685,-3500,-2568,-2531,-2032,-660,-269,-29048,-17245,-3928,-857,6390,4153,2044,456,easy
84777,57156,9681,8260,7400,2838,1207,853,-75591,-46857,-9014,689,-400,374,3881,1136,58626,-11683,17963,2231,8840,4674,6075,2095,difficult
118421,26923,8013,7307,5996,6626,4546,3219,639640,19408,26872,2177,-2866,-3212,-2544,-2331,-93046,-19226,-4066,-4563,-4299,42,-2453,-941,easy
150861,87355,16753,13880,13834,10151,2846,3754,-142143,-82080,-11367,-6673,-7324,6409,12265,8175,210203,-67096,-11792,-3149,-6210,8912,16373,6403,difficult
540914,305157,18823,16879,12979,21483,10260,4039,-408358,-277541,-16760,-8224,-10938,-17341,-7834,-2537,-415275,-265051,6456,-12836,-10899,-17228,-7526,309,easy
128126,77902,2522,6069,7109,3553,2655,1902,134628,118476,20331,1803,1870,17508,9687,2544,-28373,-15568,3215,-1489,-2845,-1714,-1352,-1055,difficult
203225,103671,23195,17576,8829,12700,4871,3607,-135630,-98831,-19314,-15824,-8223,-11480,-3940,-3123,1448894,50924,89945,4230,21635,-534,23327,12441,easy
606626,91585,25284,10897,9960,8191,6458,3463,-531570,-35292,-10908,-4895,-8662,6645,-3111,4307,-528389,-44591,-23380,-8339,8459,5896,59571,22013,difficult
197693,57761,13953,5738,6273,4123,1484,2250,20334,29440,-1864,-3464,-1288,-1025,2191,-655,-111010,-29580,-2276,-1646,214,272,125,-868,easy
790508,180350,34611,21819,21810,13635,10019,9966,59366,46613,-18337,2773,-10633,1945,-1653,-5753,-638092,-129286,-21845,-11958,-14594,-9470,-6515,-7616,difficult
365860,43744,13091,13151,18349,5139,3855,1544,-248743,18290,2995,-10295,-13301,-3379,-1929,-621,-217589,49759,-5992,-10387,-12871,-3163,-2357,-703,easy
632782,79235,11826,23787,12795,6567,2061,2009,-627776,-62233,-11661,-22282,-8721,-1769,-691,-785,-541761,46394,93267,17639,25307,13299,4375,-424,difficult
114427,17448,7309,9801,4274,3560,880,482,-98591,-14006,-7039,-8976,-3517,-2413,-107,-161,-85270,4133,-4724,-9360,-2659,-1264,-257,-93,easy
108590,31912,6012,6931,4402,2147,1207,687,1599319,58225,37337,-3027,-350,17649,4850,3090,-7353,43600,4436,-4993,-1922,-377,399,36,difficult
473798,23283,9399,5795,5422,4971,3417,1083,626645,478922,23849,8158,23973,9246,4745,4602,-349158,27005,-7714,-4480,-3521,-4313,-3318,-756,easy
282117,143622,11752,5276,5960,8071,4718,4579,-106036,-89685,404,-2592,-2428,-6133,-3134,-1269,331347,32693,-6952,-4106,6619,21222,11474,148,difficult
359844,39526,8065,10359,7593,7095,3298,2521,-167597,7538,4575,13949,-4586,-1353,-1712,-1381,562744,127524,31276,14216,5772,-1720,375,5626,easy
570523,109732,21336,46028,19058,17288,6189,19277,-423437,-51317,-15723,-43509,-14225,-11283,-4115,-13072,-104699,-22626,11570,-30772,894,-10019,-1781,-14620,difficult
129364,11246,2710,2383,3643,1799,1241,910,-77004,43285,220,1925,-409,-542,-706,-403,-96457,12207,16209,-859,-577,744,-866,-358,easy
304991,236456,49720,19631,49649,26221,18264,7553,-131272,-204600,-44928,-18756,-45942,-25033,-17935,-7340,-193586,-218171,-49431,-17644,-48614,-25224,-18053,-7320,difficult
32186,11624,5366,1520,2980,1531,1145,916,1152358,32900,20009,13987,1919,12818,4411,2367,249902,75032,915,1048,426,1201,-282,-346,easy
633735,161643,30323,39133,23637,20147,20958,11853,-618401,-147610,-26719,-37259,-20889,-18337,-20210,-11281,-613517,-39588,-27674,-34394,-14320,-18746,-20459,-10751,difficult
97551,52203,9351,4294,4213,3158,1724,1571,-4035,-36455,-6185,-1340,99,573,64,627,-19869,-6749,8404,270,-1932,-2214,-445,212,easy
790579,178922,28086,19701,36997,16169,5474,2159,380685,-142624,-17589,-16380,-34532,-13945,-3303,-1461,-693061,-114114,-18071,-14974,-33072,-3606,1013,8807,difficult
160693,16521,11138,5362,5142,3301,1157,1213,-158252,-14168,-9012,159,-3431,902,1464,-246,287984,43684,-6123,2495,2979,-1391,1935,2216,easy
1124712,231351,55481,46145,43688,28645,11753,10044,1184159,14566,30403,56801,30752,-2850,1643,-2352,-701479,-218203,-47602,-43483,-40093,-26664,-10396,-9149,difficult
58808,32862,10063,3632,3036,3712,1728,1122,138646,-28153,-5262,-464,-1618,-2969,-894,-970,117349,113370,62375,17547,28219,14365,17939,7349,easy
168347,71799,6605,10127,7352,4871,1058,2020,236449,120008,7187,21430,-2495,-1970,-70,-288,-118396,-42885,-768,-7031,-5376,400,2466,-1136,difficult
496651,103965,27629,7966,6769,5376,2714,1751,-489332,-90687,-24074,-5547,-5735,-4186,1815,-583,-458685,-74124,-24453,-5164,-4379,-3045,-1774,-1063,easy
615394,196163,20381,24708,19942,15356,4520,1941,-597001,-182216,-12513,-20018,-15665,-12121,-4156,-974,-509796,-179272,-17496,-20301,-13861,-11288,-2503,-911,difficult
701787,212078,25657,19990,13817,10827,6453,4796,-427961,-182696,-19605,-7389,-9784,-7020,-4939,-2496,-583042,-105044,-13167,-9232,-8764,-4179,-4576,-3847,easy
1506708,174393,105744,40690,28567,16013,8650,2328,-1352936,-166096,-94258,-34185,-21389,-11087,6192,5762,-1376102,-163809,-98751,-39607,-27263,-14765,-8227,-1873,difficult
561043,162382,29132,17553,8371,8224,4677,2749,-554286,-155227,-20180,-13460,-4216,-2049,3243,3232,-427284,-106960,-18401,-14770,-5937,-2644,-2694,-2192,easy
191237,38793,5896,6590,6164,3806,2386,2877,-154329,-21249,-4046,-2761,-2539,744,2409,-1234,-118837,68290,18687,830,17443,18039,13794,4531,difficult
799141,105000,38473,32522,11235,5181,4589,883,-664835,-41208,-23885,-27857,-5030,-2938,-3397,731,-618643,4832,-20653,-24376,-8139,-4068,-2557,-229,easy
141125,52696,7889,8033,8201,5683,3023,2464,-60733,-44680,-3739,-6414,-4804,2288,8951,4093,82965,15521,17270,-1045,7152,32925,49132,16478,difficult
777291,145780,25792,19138,9092,5729,7727,4274,-298712,-136583,-23713,-15877,-8485,-4420,-7418,-3755,-65716,-124616,-24243,-16010,-3257,-3979,-4868,-3140,easy
73414,41902,9205,10583,5369,8026,4748,4895,584921,134224,10550,7269,12833,38598,46174,15542,-61839,-33017,-3553,-5658,11603,20854,19169,9496,difficult
391152,134843,24048,29439,16673,8052,5503,5142,-342170,-111716,-21275,-24818,-13467,-3253,-4352,-4430,-295087,-122337,-20126,-24320,-11787,-6632,-3392,-4674,easy
1032363,76953,34312,20117,8349,16011,6999,4734,-878534,-66927,-32099,-17826,-1063,-13102,-4093,-2245,-1022330,-72708,-32424,-11642,-4383,-8892,-3069,-2266,difficult
77998,27303,10556,3431,3471,4507,1404,1546,31775,11945,-3737,6518,951,-786,515,780,-27798,-21645,-2286,1444,-900,-1415,2503,-1115,easy
1296140,49404,10795,19590,11829,7177,3143,3393,-1105038,-20926,7370,-17382,-9096,-6098,-2791,-2972,-1222612,-14068,-2585,-5727,-6819,-4579,-2160,-1035,difficult
274734,65747,31312,9717,9652,13138,13587,7889,-216409,-60395,-29252,-3568,-8297,-3502,-10413,-5177,-244233,-46844,-26448,-8339,-8757,-12165,-12776,-7449,easy
519790,195549,14575,37017,25260,18584,21039,7802,160792,81497,59180,-21672,-11190,4942,3850,11731,-415754,-118891,6263,-29192,-8533,-8099,-6233,-1698,difficult
101798,15783,8671,2405,4619,3944,2388,1252,887986,64772,17,713,-2678,-3066,-1634,-1015,842981,86933,21166,10521,3060,1331,-411,377,easy
929855,70598,43980,6886,11026,10682,3065,3545,263103,177189,-34144,19512,2695,7004,1678,1292,263103,177189,-34144,19512,2695,7004,1678,1292,difficult
