delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
515541,141300,28084,17197,40450,22440,7594,9829,-368072,-136648,-26402,-14120,-38124,-18589,-4794,-8969,850218,293791,107323,120864,32038,65020,18511,-691,325961,108290,44191,9322,30050,6096,21203,14263,-375085,-122004,-19317,-5621,-32881,-15839,-4050,-6296,1218290,-524257,-701046,430439,-185501,-230294,133725,-63132,-63508,134984,-111542,-14943,70162,-1988,-62931,83609,-58924,-21935,23305,2692,-25253,8278,14954,-20559,difficult
587352,169467,58928,11407,35959,28557,29251,15471,-370113,-146743,-42667,-3774,-33651,-17597,-22037,-10303,-541864,-119534,-55265,-1891,-31335,-27332,-28137,-14701,2255430,-10975,-42958,21762,237,-8048,-6612,14373,-541177,-128451,-35339,-6770,-22034,-13374,-6059,-6622,-171751,2797294,-2796607,27209,108559,-117476,-12598,12307,7619,1883,23653,-28532,2316,31572,-22271,-9735,19284,-5326,-6100,21525,553,-4398,29074,-20995,easy
180916,97478,12111,6042,12559,15762,17934,9715,1334661,17007,25240,8086,-7699,-2618,-10273,-6441,1682124,69708,14586,17749,13514,30914,5033,-2631,-170504,-83372,-3027,-2609,-10977,-11572,-14013,-7145,389397,238813,94,40819,16104,-1662,-1550,-3375,347463,-1852628,559901,52701,-153080,322185,-10654,-17613,3121,9663,-20358,43428,21213,-24491,27081,33532,-42486,9910,15306,-19046,12463,3810,-4514,3770,difficult
918119,211454,53595,39976,20856,34201,15796,19157,491648,141832,170187,7637,146079,50007,15520,-8737,-795227,-201327,-49492,-39218,-17337,-32867,-14038,-18459,-897228,-209742,-50748,-37325,-20320,-31090,-13211,-16304,-837971,-164085,-31603,-36512,-16825,-26466,-12810,-15941,-1286875,-102001,59257,-343159,-8415,45657,-219679,-1256,19145,-46855,1893,813,-163416,-2983,3495,-82874,1777,4624,-29558,827,401,-9722,2155,363,easy
1080179,152842,37804,33788,26241,24697,83476,10879,-742239,77146,-29588,-2658,-14511,-2584,-69093,-3974,829756,432642,74053,-17208,6684,33321,-25005,1105,-1058341,-146902,-35241,-32302,-25372,-18207,-80944,-7138,-943873,-128000,-35153,-32087,-24868,-21352,-82910,-9837,1571995,-1888097,114468,355496,-579544,18902,103641,-109294,88,-14550,-15094,215,21195,-32056,504,35905,-51528,-3145,44088,-55939,-1966,5079,-8243,-2699,difficult
621853,298870,119820,18674,10988,38834,12607,7066,-271666,-258783,-111787,279,-6889,-32929,-5218,-2548,606217,-267274,-104984,-3317,5932,-28348,-8722,-4461,-483348,-291480,-111604,-10447,-7071,-33826,-9132,-5329,-527976,-271118,-108041,-11901,-4810,-21604,-1308,836,877883,-1089565,-44628,-8491,-24206,20362,6803,-6620,3563,-3596,-7130,-1454,12821,-13003,2261,4581,-5478,12222,-3504,-410,7824,-1913,-868,6165,easy
366548,67211,8966,14090,11546,13321,9087,7433,657305,104542,7875,-3941,-5068,-7667,-5966,-6288,-262920,-60159,-8380,-12807,-9686,-12428,-8835,-7293,-292774,-23634,11058,-4892,-4458,-11343,-7652,-5196,980234,-21970,73621,-6920,-352,2498,-5029,-2385,-920225,-29854,1273008,-164701,36525,1664,-16255,19438,62563,-8866,7915,-2028,-4618,5228,4106,-4761,1085,13841,-2869,1183,2623,-1005,2097,2811,difficult
283943,74224,7882,9692,12976,10512,6574,6762,615184,-29313,20828,33897,11843,26893,6583,3906,-237501,-43257,16847,-108,-11144,-6544,-1261,-5183,2020551,241610,2043,16983,10560,10336,9953,4118,-187426,10121,1516,-4165,-7466,-8503,-3941,-3755,-852685,2258052,-2207977,-13944,284867,-231489,-3981,-14804,-527,-34005,17091,-21148,-22987,21704,-18026,-33437,16880,-18839,-7844,11214,-13894,-9089,9301,-7873,easy
150382,38951,20296,9621,5895,8590,2466,2340,548071,78533,2696,9081,5984,393,2661,659,-132872,-25726,-17392,-8733,-4974,-7144,-511,-1142,-83032,-29045,-17539,-8614,-4261,-7642,-1618,-1697,-104761,-20795,-15458,-7649,-4558,-7284,-1892,-1609,-680943,49840,-21729,-104259,-3319,8250,-20088,-147,2081,-17814,119,965,-10958,713,-297,-7537,-498,358,-3172,-1107,-274,-1801,-555,88,difficult
138464,23847,6638,12850,9958,5346,2359,2349,-111081,618,-665,-7818,-802,30026,9159,6294,750784,145880,34969,20122,4596,19187,1749,105,-124107,4620,10520,-1976,-5560,36311,12501,5254,252042,28211,61318,16323,11630,40661,16847,11867,861865,-874891,376149,145262,-141260,23591,35634,-24449,50798,27940,-22098,18299,5398,-10156,17190,-10839,17124,4350,-7410,10752,4346,-6189,5149,6613,easy
113680,41459,15009,2045,5723,4675,1886,2161,1329,-24883,-7128,-1184,-3766,-2836,-814,-1738,-82497,-23179,-10607,8230,4404,439,-169,-490,32332,-22906,-11717,945,-1543,-1519,-1473,-1940,173828,98173,77257,3827,-2280,-647,1754,742,-83826,114829,141496,1704,273,121079,-3479,-1110,88974,9414,-7285,2882,8170,-5947,-737,3275,-1958,872,645,-1304,3227,1248,-1450,2682,difficult
62334,17471,5699,5669,4900,12805,8891,5553,173160,104326,11152,68,-231,1524,-2926,-4053,57388,11928,2083,-2650,573,-7877,-6623,-3135,220672,92953,-2368,-2215,1143,-1683,-6587,-3531,1059607,840694,138281,99166,39022,37561,9486,10390,-115772,163284,838935,-92398,81025,747741,-9069,-4451,140649,-2718,435,101381,804,570,37879,-9401,6194,39244,-3697,36,16073,918,-396,13921,easy
855211,119287,23162,22316,15196,18437,15344,4019,397407,-15068,-357,4396,17025,-6417,-7208,10003,-675238,-56582,-17933,-12911,-5184,-13354,-11062,-1967,-833337,-101171,-10329,-12414,10253,-2080,5938,12912,-813311,-101343,-19210,-21894,-13557,-17093,-14823,-3625,-1072645,-158099,20026,-41514,-44589,-172,-17576,7604,-8881,-17307,497,-9480,-22209,15437,-23810,-6937,11274,-15013,-3854,17000,-20761,-11970,14879,-16537,difficult
529266,454953,24749,15829,15155,9936,8914,4572,-478096,-439503,-17665,-13697,-14291,-9231,-8437,-4278,619529,-352350,-6044,-3921,-10153,-2916,-6182,-3316,244046,-294770,5299,-3420,-12227,3484,-4400,-2459,-259505,-446819,-22410,-14494,-14252,-9015,-8195,-4122,1097625,-375483,-503551,87153,57580,-152049,11621,11343,-27709,9776,501,-11074,4138,-2074,-2025,6315,6400,-12499,2255,1782,-3795,962,857,-1663,easy
524306,222371,98716,29984,34543,24381,17448,7756,-125683,358536,-35754,83127,176,25087,17033,15990,1579475,681963,67178,10967,-24045,3169,34773,93225,145322,8914,8376,-15652,-9903,6111,4378,3019,-394242,-182976,-94844,-26683,-27990,-16752,-14903,-5567,1705158,-1434153,-539564,323427,-673049,-191890,102932,-58802,-103220,-72160,-26619,-11031,-24221,14142,-18087,-21918,2942,-22863,17740,-30395,-19281,77235,-90206,-8586,difficult
895375,117331,29600,13299,19389,12951,12765,8932,-615400,-96772,-24707,-12160,-17474,-11658,-10998,-7919,-240662,387684,124808,17668,641,6234,-1376,769,-626697,104457,-25631,868,-11709,2523,-8106,-146,-822631,-102091,-20825,-11353,-16673,-7428,-10473,-7671,374738,-386035,-195934,484456,-283227,-206548,149515,-150439,4806,29828,-16800,-12221,18115,-12350,-4964,17892,-3711,-9951,9622,-6730,-2367,8688,-915,-7525,easy
1250190,335652,22342,23574,44261,24321,9528,6810,561680,115050,10646,11817,-35081,-12720,-1140,-3924,-744996,217831,146996,15977,-24683,5537,-2579,11827,-722206,-124401,49467,15348,-29649,-9937,812,3000,-1225901,-330770,-18752,-18555,-38974,-19379,-7455,-3181,-1306676,22790,-503695,102781,-342232,-206369,136350,-97529,-68219,4160,-629,-33903,10398,-4966,-9325,18257,-15474,-9442,-1439,3391,-8267,15751,-8827,-6181,difficult
1077775,109741,37063,11848,13863,25176,8435,9719,-964601,-98854,-33905,-9194,-11203,-23884,-7436,-9037,-1065463,-108122,-36135,-7656,-9360,-21248,-6322,-6923,690081,32157,73434,10739,3748,31614,1067,11193,-878733,125781,-25109,7584,-6981,-19586,-3796,-7683,-100862,1755544,-1568814,-9268,140279,93624,-2230,109569,-98543,1538,18395,-3155,1843,13108,-10729,2636,52862,-51200,1114,7389,-4863,2114,18116,-18876,easy
320546,48638,11541,18895,13822,20386,12808,6652,-243336,2192,1602,-12466,-8500,-15245,-11221,-1852,593130,820583,6483,-316,16873,3322,-4240,3015,-37531,49326,-6374,115,-2852,-10311,-8662,-2723,-185415,39531,53339,-3879,-11336,-15058,-10829,-3828,836466,-630661,-147884,818391,-771257,-9795,4881,-12857,59713,12150,431,-3994,25373,-19725,-8484,18567,-13633,-4747,6981,-4422,-2167,4867,-5738,-1105,difficult
292900,141749,56756,34075,19706,15106,10797,7918,203576,-86568,-36264,-17700,-12811,-9143,-6029,881,942423,81103,-35891,25541,-2971,22915,5921,32747,90888,419112,-15714,-8285,51171,40699,41973,23217,-252755,-98478,-42451,-16751,-351,-6105,-2957,-2885,738847,-851535,-343643,167671,338009,-517590,373,20177,-26737,43241,-33826,-8466,9840,54142,-51522,32058,17784,-46804,11950,36052,-44930,31866,-9530,-26102,easy
588228,230612,12235,13049,12009,10261,13965,5003,-565411,-180354,-8035,-8327,-6331,-3850,-12057,-3766,-409877,-181681,-1148,75,-9149,-6791,-11203,-2466,-108858,81112,-4125,-3535,-1885,1281,-728,2866,-523184,-199070,6232,-637,8176,9586,-1324,422,155534,301019,-414326,-1327,262793,-280182,6887,-2977,10357,8402,-3610,2898,-2818,7264,10061,-2941,8072,8305,854,10475,-596,1300,5332,-2444,difficult
267125,83498,10875,28658,13293,19802,11002,12570,-187611,-60399,-6502,-25030,-9791,-15500,-8751,-11107,2178795,393807,29356,7137,17122,-2406,4612,-3664,1058566,464014,38894,34459,22710,2362,19033,1311,-155309,-47583,-2995,-26343,-10188,-18408,-10714,-12141,2366406,-1120229,-1213875,454206,70207,-511597,35858,9538,-41889,32167,27322,-60802,26913,5588,-32898,13094,4768,-20770,13363,14421,-29747,7443,4975,-13452,easy
503592,113942,24565,24931,10273,22719,26200,11224,749418,125250,-16873,-5515,46881,-13516,-23032,-4825,-478392,-74306,-15231,-22939,-7851,-18414,-22208,-8312,670378,357880,28272,-16859,9013,14585,-9463,2027,-473850,-90920,5929,-9174,-1587,-12013,-15036,-2748,-1227810,1148770,-1144228,-199556,432186,-448800,1642,43503,-22343,-17424,6080,7685,-54732,16864,-10600,-4898,32999,-26598,824,12745,-5573,-3487,10339,-4775,difficult
150226,46307,1588,2641,3831,2180,1199,1199,72419,28861,10134,7796,4319,2405,333,501,920980,118063,23276,10498,17226,10195,3776,6606,-66919,-32640,4630,-2242,-2386,-1496,-622,-296,106635,72527,36590,15531,14065,8753,8998,10084,848561,-987899,173554,89202,-150703,105167,13142,-18646,31960,2702,-12740,17773,12907,-19612,16451,7790,-11691,10249,3443,-4398,9620,6105,-6902,10380,easy
179069,38124,9242,7989,7133,4086,3763,3684,-152412,55381,22718,1244,561,-1942,-1265,248,2268986,305382,157915,61325,44617,20742,7804,3703,-152007,-12783,14796,6941,-5492,-1184,1145,-2131,1583936,489990,18074,1947,20603,35002,9386,16146,2421398,-2420993,1735943,250001,-318165,502773,135197,-143119,3278,60081,-54384,-4994,44056,-50109,26095,22684,-21926,36186,9069,-6659,8241,3455,-5834,18277,difficult
429424,181923,26841,17884,20959,18803,10650,18360,-254338,-166546,-24563,-14771,-15919,-17423,-9674,-17422,-228912,-128242,-10979,-10728,-17497,-15292,-7155,-15881,-27526,-159209,-17079,-10173,-16724,-12685,-6139,-15927,-299630,-165627,-24916,-13806,-18418,-14635,-8880,-17069,25426,201386,-272104,38304,-30967,-6418,13584,-6100,-7837,4043,555,-3633,-1578,773,-1694,2131,2607,-1950,2519,1016,-2741,1541,-46,-1142,easy
958110,379404,44743,19475,24002,21798,13679,12105,-761252,-144146,-12339,3888,48694,6799,7539,-273,1385809,113992,41434,14263,9727,14550,30617,10949,136898,-99075,-16046,936,17857,661,-3094,-774,-879589,-362622,-43575,-18676,-22863,-21237,-13023,-11805,2147061,-1248911,-1016487,258138,-213067,-263547,53773,-57480,-27529,10375,-13327,-19612,-38967,8130,-40720,7751,-13889,-21898,23078,-33711,-9929,11222,-11723,-11031,difficult
96749,44401,12146,7416,5364,3992,4679,1606,-25864,4683,6980,7485,7934,1707,-3182,-687,555033,76691,5189,5496,10789,5802,1601,4195,131483,-25349,3700,3546,1232,-1706,-2027,-212,-72999,1780,3363,5054,11007,1843,2046,2509,580897,-423550,-204482,72008,-102040,27129,-1791,-1489,-337,-1989,-1950,1508,2855,-9557,9775,4095,-7508,3549,4783,-3628,4073,4882,-4407,2721,easy
1005568,358896,11971,34382,13652,26444,8902,8294,30639,-224381,145198,74237,8129,3971,20174,14284,-328300,-249773,1002,-31706,-10939,-21301,-6250,-6603,-839292,-324090,-7855,-29861,-9523,-20065,-5410,-4935,-979658,-354684,-10449,-32503,-4740,-17846,-5906,-5720,-358939,-510992,-140366,-25392,-74317,-30594,-144196,-8857,-2594,-105943,1845,-2642,-19068,1416,4783,-25272,1236,2219,-26424,840,-496,-20887,1668,-785,difficult
410218,264970,39177,33902,14086,21946,13787,19747,137809,422873,86506,3519,32866,26762,27632,11545,1387913,-108703,92161,45733,23537,29034,4909,4787,-134415,-235661,-26637,-24360,-3282,-10578,-7229,-15287,-47157,-236064,-21993,-19127,-9202,-6744,-2289,-6460,1250104,-1522328,87258,-531576,-126958,-403,5655,-118798,4644,42214,-70093,5233,-9329,-26819,-5920,2272,-39612,3834,-22723,-12138,4940,-6758,-20074,8827,easy
661674,68764,23868,14896,17106,21725,15272,7920,1326338,32227,-18939,44990,10113,-9714,5047,4403,103717,-31918,-5360,5797,-10930,-11327,-7462,6085,-429185,-779,-20412,-2625,-11570,-17010,-10838,-5502,-589880,-18887,-17497,-13020,-13295,-17853,-12990,-4302,-1222621,-532902,-160695,-64145,31139,-18108,13579,-15052,2915,-39193,-8422,-10395,-21043,-640,-1725,-1613,-5683,-843,-12509,-3376,-2152,1682,-11587,1200,difficult
458313,211884,103941,21151,26836,13881,10032,6400,-275264,-157601,-97850,-17029,-11010,-7723,-1381,-3277,80828,-147598,-53473,10366,11339,10368,-3481,-352,777358,-150140,-86157,-11173,-19723,-9437,-7083,-226,-117616,-154607,-102391,-13789,-21051,-10331,-6874,-5225,356092,696530,-894974,10003,-2542,-4467,44377,-32684,-16234,27395,-21539,-2616,22349,-31062,-1328,18091,-19805,-894,-2100,-3602,209,2925,126,-4999,easy
72059,36735,4719,3477,3743,7828,8779,4404,1755806,178892,18016,19934,13969,8247,-3899,362,110055,52668,12498,9984,1595,-6010,-6685,-2568,-68815,-25378,-889,-555,-1312,-3991,-7456,-2567,674110,160391,4035,-247,2278,461,-5436,-2335,-1645751,-178870,742925,-126224,-78046,185769,-5518,-13387,4924,-9950,-10539,308,-12374,-2907,3590,-14257,2019,4452,-2786,-771,2020,-2930,1,232,difficult
956909,334666,12460,7948,7503,7376,8243,5980,71247,-265417,61288,53910,12610,23828,15191,6105,-648862,-321866,-9010,-6228,-4892,-6255,-7864,-5543,-617446,-52019,23478,-4126,4460,-2961,-7416,-4611,-936587,-330760,-8217,-7373,-5745,-4977,-7367,-3830,-720109,31416,-319141,-56449,269847,-278741,-70298,32488,-31695,-60138,2102,-3247,-17502,9352,-10205,-30083,3294,-2016,-23055,448,49,-11648,932,781,easy
333157,58761,23560,13951,3644,6540,5988,2936,-159087,8871,-19222,-8320,3530,2048,-3306,2343,-114906,-38700,-15964,-10538,-253,-3334,-4684,-1886,-118490,-4229,-9201,-7502,19330,14452,5383,12090,-238651,-54277,-18267,-11677,-2884,-4294,-5550,-2624,44181,-3584,-120161,-47571,34471,-50048,3258,6763,-9066,-2218,3036,-4175,-3783,19583,-22214,-5382,17786,-18746,-1378,10067,-10933,-4229,13976,-14714,difficult
35594,18440,4101,5133,1644,3711,1200,720,539260,177029,23645,7717,23777,3212,8270,1038,256651,10644,14,-2568,712,-1710,446,-322,1184173,599809,46325,11178,18571,28279,12289,6717,468405,136610,6378,16503,12000,32080,4506,5437,-282609,927522,-715768,-166385,589165,-463199,-23631,46311,-39947,-10285,13746,5325,-23065,17859,-6571,-4922,29989,3801,-7824,11843,-7783,-1360,7039,-1280,easy
688437,58311,19258,19308,13238,10926,3930,2849,-532475,38881,-17759,-9284,-3412,-1763,291,1984,-650168,-43067,-19025,-18705,-11020,-9604,-2595,-1567,-601778,111243,-2288,-14317,-6659,-3260,146,-1149,-652347,-52034,-18450,-17264,-11452,-9139,-211,443,-117693,48390,-50569,-81948,154310,-163277,-1266,16737,-16162,-9421,4388,-2947,-7608,4361,-4793,-7841,6344,-5879,-2886,2741,-357,-3551,418,1592,difficult
346644,195821,18293,21918,19116,14985,29744,10748,340647,111282,132501,44240,57498,117653,158423,45074,-252522,-151092,-1478,-14826,-9385,-10114,-25987,-7884,-90197,138617,-9274,-18271,20523,3122,-5088,-2560,-267293,-186475,-11514,-19543,-16079,-10429,-27816,-9884,-593169,162325,-177096,-262374,289709,-325092,-133979,-7796,-2240,-59066,-3445,-1272,-66883,29908,-36602,-127767,13236,-13551,-184410,20899,-22728,-52958,5324,-7324,easy
387330,126518,37606,13150,15291,12437,9405,10286,-194579,318956,-24276,19553,-4926,-6485,-6118,-6344,-36242,13611,-20383,-9601,-10516,-9502,-2507,-4451,-279716,90258,-34363,-2819,-4798,-7228,-3743,-5217,-194232,-109888,-35131,-10710,-13941,-11643,-8982,-10121,158337,-243474,85484,-305345,76647,-200146,3893,-13980,-768,-29154,6782,-7891,-5590,5718,-9143,-3017,2274,-4415,3611,-1236,-5239,1893,-766,-4904,difficult
