delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
88590,18799,5420,2807,4840,4244,2497,2507,21917,-3061,5523,1532,-928,-2654,-786,-1079,723221,24645,22875,9330,-556,-518,-1481,-1886,easy
113496,48849,12546,6795,10495,14973,9724,8332,-101676,-39080,-10819,2131,-4349,3032,-2151,-2023,-58846,-545,-6621,3714,-3257,-9580,-7736,-6765,difficult
144867,41773,11493,10179,4499,3287,1896,1134,-107295,-32027,-9153,-6284,-2666,-1552,-1052,-95,-105303,-26980,-4910,-2923,1058,2503,902,112,easy
114914,24976,8848,7061,8856,11606,2300,3532,327510,-16202,-2621,-3065,-3498,-6441,-506,603,-80599,12087,13591,2685,-4087,11109,6724,4472,difficult
270762,54909,5624,7019,4351,3886,3836,1741,297209,27153,-2651,25,-2513,-2119,-2658,-1132,1526398,106832,16045,3094,2423,2482,-935,-280,easy
184713,57199,10962,8680,8585,10209,5094,4507,-84242,-17545,-10896,-4307,-3740,2441,166,1258,830939,73885,14904,5642,4612,5799,8481,7132,difficult
255310,60871,14602,8893,18843,11557,11591,8391,-196302,-44875,-13972,-8172,-17961,-10068,-10979,-7378,-173797,-48112,-13090,-7507,-18432,-10680,-11240,-7957,easy
260087,106526,10921,9943,9690,7599,6936,5075,-227955,-83342,-9056,-8722,-5546,713,-3622,-1570,356746,-100852,-5934,-4684,-6812,1306,-2551,-4335,difficult
595713,42138,11775,12407,7098,11186,6181,2857,-592455,-40578,-65,-8080,3854,-1382,172,-270,-421543,-16595,-7551,-2673,-720,-7938,-4484,-1613,easy
1022756,130825,35480,9602,12288,24918,11912,9626,-924802,-79025,-34078,-8196,-7828,-12482,-8720,-5610,-1000951,-127308,-34655,-7498,-10802,-23971,-11565,-9400,difficult
144707,50376,13157,21663,12313,19191,8903,4210,-122818,-39251,-6594,-17356,-7954,2828,-4330,980,-91517,-22595,-5309,-19930,-11651,-18402,-7963,-3618,easy
85288,22912,4556,4781,4968,6947,3418,3244,-68498,-6853,432,-3336,-3332,-5623,-2780,-2532,-54124,-2273,-2790,-3790,-3888,-5908,-2888,-2378,difficult
56802,30636,3343,3999,3627,6993,4073,2541,-35810,-27960,1157,-1430,7917,6455,256,10184,-17660,-17643,-285,-3219,-2937,-5306,-3671,-2085,easy
88418,25096,4118,3372,7485,12534,2539,4447,-84568,-22222,-3777,-1305,-6585,-5225,-1329,-3914,772241,45478,29011,17002,24804,10223,5375,-1553,difficult
155026,58226,6110,17806,4887,12083,7133,5315,72461,-39344,-4128,-16449,-1579,-9669,-5512,-3867,-138849,-35868,-5206,3752,2671,9535,4322,2373,easy
273619,40523,6060,7145,9129,5839,5396,2448,1161988,576692,57316,51365,22228,17218,1987,3642,-119655,-6595,8555,-1810,-4397,2660,-1367,-1302,difficult
460314,66034,35572,15829,10509,7426,3658,1225,-458707,-59041,-31109,-9803,-5919,-4814,-1126,2371,202321,-12073,-32494,-12765,-7358,-6562,-2989,-1053,easy
819749,128431,9758,9030,10844,8798,5574,4861,-795561,-102729,4207,1881,-5840,-2006,-884,-1738,-792993,-78232,-5200,4424,-8190,-5035,-2973,-2388,difficult
107534,38601,5620,3961,3304,3219,1354,1212,36605,-8481,12069,787,817,156,-219,50,-97211,-18770,12378,3587,3621,3922,3630,1679,easy
110853,10848,6238,2948,6786,3691,3351,2390,-105743,-1654,-4464,1490,-4691,13713,725,9000,-67735,1487,-950,-521,-4553,-1400,-690,-1567,difficult
