delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
47921,32703,8985,13609,17943,11334,3673,7013,-9147,-24520,2149,-11790,-14712,-7524,-3080,-5984,-46696,-6378,2264,19163,-6517,-6537,3452,-2674,easy
768215,156797,46863,52875,41664,21761,14599,10376,-377464,-51945,4816,-43219,-33770,-14310,623,-3508,-731461,-101868,-36692,-36190,-30109,-18959,-12769,-8150,difficult
212538,31068,12361,7202,9221,5119,4032,1203,-201457,-19438,42708,5251,-4801,2174,201,3965,-99330,3948,-6461,-5106,-6734,-3282,-2966,-546,easy
1473940,272975,12148,26313,18018,19345,9250,9703,-1471916,-260988,28,-17745,-15547,-9324,-5750,-3930,-1257684,-248355,19238,-18768,-9545,-7090,-5276,-3708,difficult
458011,62976,24551,13792,7493,12716,7437,4544,-229183,25285,-23226,-4004,-2328,-6694,-6541,-2004,-326051,-13314,-16262,-3619,-1335,-9216,-6488,-724,easy
95448,21282,7531,4523,2638,4737,1523,1985,-73335,-806,972,9429,2210,-373,5701,182,-45933,-6606,-4919,-1564,-882,-2072,-609,-1607,difficult
161040,48753,7924,10117,18736,7104,2509,2903,-158905,-44289,-4944,-6120,-16723,-6120,-1877,-2397,-138677,-32875,1844,-7207,-16128,-5264,-387,-1279,easy
47151,39444,8063,8353,11055,6215,3385,2822,84518,-22645,-3957,-6690,-9435,-4114,-2335,-1886,-30235,-37652,-6613,-7171,-9225,-4063,-1314,-2041,difficult
688321,90189,17412,21698,8972,9028,8333,6901,-562861,-74216,-12762,-17222,-7775,-4969,-5235,-5937,-655915,-60467,-12968,-11099,-7770,-7211,-5376,-3637,easy
164383,69252,12436,7991,3905,4529,1622,1303,-144060,-53352,-5489,-5063,884,-655,-404,-187,-81577,-7630,-5723,-7040,5223,-1970,-622,-238,difficult
272695,109689,60589,8354,15456,13088,13034,7313,-121407,-97419,-53602,-3046,-13264,-6655,-12215,-6474,20842,-51208,-55301,89,-13539,-9457,-11414,-6033,easy
64361,18026,6969,8422,4516,6943,1883,2084,143565,-3101,-930,4199,-3540,-5102,-1320,-1017,-57231,1555,19393,4542,1976,1446,795,2188,difficult
184684,30433,8376,8925,4085,3792,1741,2014,235747,1069,-4881,-5713,-1765,-1917,-1476,-1697,-143618,8119,24491,500,-776,8067,3125,3487,easy
413843,87946,20574,8568,12526,7426,2981,4090,-193602,-72987,-12884,-3707,-7096,-4644,374,-1903,-408548,-81787,-17833,-7248,-9891,-3694,-2255,-3365,difficult
273425,54215,10700,19653,11611,6831,1786,3948,-257284,-44666,2827,-15936,-9681,-5623,-1166,-2751,-150766,12254,80,-12614,-5957,-5222,-870,-2939,easy
371212,56556,21357,6997,7041,12405,3514,3106,-207641,-32370,-11011,1579,-5547,-6191,-2624,-1879,-227096,-14879,-13101,-3130,-2788,-6681,-1172,-2728,difficult
50259,19195,7876,4982,5333,6729,3134,3458,-48044,-10801,19431,6665,-249,1071,-828,-1893,-41565,-5087,11761,6788,-2429,-1965,-1636,-872,easy
