delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
310703,26306,8535,9268,4051,5767,183366,77389,12293,32480,15204,33756,-260009,759,6301,-5873,1544,1467,2086445,60952,11785,5459,12850,19071,-161056,-11728,974,-7284,-1263,2481,-271921,8213,-2457,-5546,1728,13213,-443375,2346454,-2247501,-110865,-76630,60193,-72680,19941,-5992,5484,-10811,-3431,-38353,11332,-12743,1738,-13660,11306,-14113,2991,-32289,17604,-16590,10732,easy
1103641,300494,44847,56389,31479,25579,-1034569,-233167,-42205,-51389,-31173,-19257,-299234,240880,10167,1674,-3153,53130,-603646,-230194,-39581,-48207,-23686,-21699,808623,242375,29061,-46555,38578,33469,-224465,45443,32141,-37349,-5662,68982,735335,-304412,1412269,-1033088,474047,-471074,472569,-196932,52372,-49748,68642,3080,53063,-49881,1652,9206,28020,-20533,62264,-44240,72387,-74829,55168,35513,difficult
556077,169010,37628,19980,13587,35486,-175267,-95990,10750,-14813,-7411,5925,170386,-88807,-13296,12743,-5886,15842,-293867,-135844,-29743,-530,36896,-6563,-470437,-154519,-35386,-12888,-11865,-20031,-553478,-167176,-34239,-17791,-10492,-25238,345653,-464253,-176570,-83041,7183,-47037,-18675,-12657,-24046,-16447,-5643,1147,27556,-13273,-12358,-4903,1525,42782,-48761,1373,9917,-22405,-13468,-5207,easy
1160949,59893,30909,12775,18425,23174,-994898,-10320,-13386,-10536,-11498,-11853,27819,32998,-24931,493,-13817,19985,-1147900,-56819,-30133,13084,-10860,2055,-966514,-54392,-27689,-9905,-12301,29405,-754830,249,-28651,-173,-8945,41514,1022717,-1175719,181386,211684,43318,-89817,2427,54641,-11545,-5202,2444,-962,11029,12591,-22989,9732,-2319,2957,-1441,3356,31838,-17930,27350,12109,difficult
96630,19153,4402,1371,2972,2793,66177,-6525,-1352,944,-2105,553,62256,4609,12967,2821,-1208,822,-51014,-677,-296,1279,884,839,-26020,42247,4023,9282,1171,242,124223,53760,8944,2609,841,2710,-3921,-113270,24994,150243,11134,-5286,42924,11513,14319,-13263,4319,4921,1877,-1542,8003,-6673,897,2092,287,-330,269,17,-597,2468,easy
892466,251208,35445,42587,25498,34957,-787475,-225447,-32942,-35542,-22722,-18962,-873159,-237411,-33963,-36574,-18777,-18654,-699113,-217191,-32403,-34531,-22993,-32557,-836889,-248429,-30890,-36707,-20517,-20587,-119897,-219309,-8527,-11306,-16158,55754,-85684,174046,-137776,716992,-11964,20220,-31238,29120,-1021,1560,1513,22363,-1032,2043,-2176,25401,3945,-4216,2476,4359,308,-13903,11970,76341,difficult
1128732,95126,12109,21314,15931,18550,-433618,112067,4502,-12196,405,-3574,-1115638,-61961,-7247,-17898,-13444,-15542,-425800,121863,43430,2232,-4713,-8540,-839087,-47170,-8393,-15601,-10904,-14620,-1100811,-76925,2153,-16864,-12452,797,-682020,689838,-413287,-261724,-174028,183824,-169033,-29755,-11749,50677,-51823,10546,-5702,20130,-17833,-1263,-13849,8731,-6191,-1548,-11968,7002,-6080,15417,easy
748315,152929,30816,29961,8454,22985,-235545,-26137,-19460,-24339,10387,-638,1249870,104766,17637,-23030,6646,86609,-494842,-147996,-28098,-28841,-7414,-19323,-643245,-136908,-21478,-28863,-6852,-21518,-695522,-107577,-16817,-25838,-5269,-15022,1485415,-1744712,-148403,-52277,130903,-252762,11088,29331,37097,-45735,6620,4661,1309,-5811,-22,3025,-3741,-14060,562,1583,87247,-105932,-2195,6496,difficult
289621,94497,31035,17733,5959,30538,-287655,-88820,-30699,-14034,-1736,-14568,-85988,-81169,-30106,-16321,-3080,-27202,2041646,208285,-328,6582,9201,18154,-258037,-60230,-21811,-7264,257,-2018,-285798,-90122,-30389,-15556,-3850,-22001,201667,2127634,-2299683,-27761,7651,289454,-268515,-29892,593,29778,-21483,-8578,-2287,22903,-13846,-8292,-1344,12281,-8944,-4107,-12634,45356,-20172,-19983,easy
106678,18579,7301,7123,8256,20991,758501,116188,-2639,-264,26001,9602,-61280,-11071,-6542,-3412,-6961,-16833,-84448,-10780,-6482,-4213,-5932,-12929,847402,670156,28695,54307,3685,57782,-99886,-13478,-4985,-2879,-6050,-12123,-819781,-23168,931850,-947288,-127259,291,680936,-683634,-3903,60,35177,-33680,-3148,-801,58520,-57186,-32962,1029,9617,-9735,-26435,3904,70711,-69905,difficult
