delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
284039,96773,12188,18856,4816,6043,229040,-11896,24666,11392,11217,4249,-52101,-51760,-5723,-17308,-2682,-348,1075212,103958,15177,10322,44897,57375,1459196,84149,4195,-4733,5146,11420,-281141,1127313,383984,-39864,155718,-19809,-30389,20900,-10982,-28700,27630,-15055,-13899,47579,-39751,-4597,57723,-45955,easy
964441,85690,53690,64764,22582,29540,1010697,170844,-42153,-24656,-14764,38956,-872738,-69537,-50910,-63411,-20734,-25714,-943549,-51904,-39559,-61461,-6438,17656,-943549,-51904,-39559,-61461,-6438,17656,-1883435,-70811,0,-240381,17633,0,-8757,11351,0,-38755,1950,0,-5970,14296,0,-64670,43370,0,difficult
414190,42821,20815,6560,9983,6889,459909,-21223,-8919,2361,7366,7313,3335177,405818,60580,15082,51105,20073,3335177,405818,60580,15082,51105,20073,295195,649041,20881,18400,-295,2925,2875268,0,-3039982,427041,0,243223,69499,0,-39699,12721,0,3318,43739,0,-51400,12760,0,-17148,easy
678701,415145,31449,53765,29122,24331,50499,-341459,-16961,-47835,-18660,-7723,-544294,-318492,-19007,-49233,-26234,-22295,-602956,-394332,-15677,-52542,-26026,-23454,-292392,-391430,-24155,-50076,-25920,-21739,-594793,-58662,310564,22967,-75840,2902,-2046,3330,-8478,-1398,-3309,2466,-7574,208,106,-14572,-1159,1715,difficult
778004,122346,28882,40255,19872,17083,-457162,-115453,-23985,-36943,-13253,-16363,91830,-49414,-2572,-32276,-2824,-5064,278190,-71594,-8909,-26344,-12736,-8010,1276906,-1780,57397,-27923,-7049,2518,548992,186360,998716,66039,-22180,69814,21413,-6337,66306,4667,5932,-1579,10429,-9912,5687,11299,-2946,10528,easy
592245,92759,8442,16669,15497,25320,-365721,112203,25018,-2912,24720,4477,-404708,-71908,13296,-7024,-3627,-10471,-458324,-74594,2427,-13497,-13992,-17442,-341626,-85938,-5912,-11212,-11041,-19939,-38987,-53616,116698,-184111,-2686,-11344,-11722,-10869,-8339,-4112,-6473,2285,-28347,-10365,2951,-14948,-6971,-2497,difficult
151714,24143,27553,12202,13815,10125,66076,-1772,-20420,-8380,-11485,-7565,1328204,71021,-7529,18833,29003,47637,571295,151193,3196,-6903,6480,6055,-65623,13192,-16308,-9744,-8111,-6037,1262128,-756909,-636918,72793,80172,-138001,12891,10725,-19504,27213,-25736,-2841,40488,-22523,-14591,55202,-41582,-12092,easy
1133282,437279,28535,20864,17520,25315,70697,-254424,-10872,-10468,-12546,-19238,-941235,-422955,-19942,-18626,-16680,-23549,-460589,-374802,-11844,-17978,-13509,-19144,842675,-263931,6547,32651,-583,17886,-1011932,480646,1303264,-168531,48153,110871,-9070,8098,18391,-8158,648,50629,-4134,3171,12926,-4311,4405,37030,difficult
725318,99170,8319,11447,12725,16444,-672873,-53407,-4095,-10612,-6306,-9425,-499087,140092,117309,20292,30767,8114,-541405,-64026,-7232,-3043,-5827,-3244,-633973,-86987,-4703,-8935,-11602,-10087,173786,-42318,-92568,193499,-204118,-22961,121404,-124541,2529,30904,-23335,-5892,37073,-36594,-5775,17539,-11358,-6843,easy
629675,536646,29841,28304,18915,43099,272696,-330342,460,-13112,-8549,-36991,-64972,-494751,-10396,-751,-5541,-586,-152291,-488652,-22514,-15085,-3856,7595,297713,-388043,-2615,-14403,5099,5214,-337668,-87319,450004,-164409,6099,100609,-10856,-12118,19899,12361,-14334,682,3008,1685,8955,36405,8181,-2381,difficult
555580,133253,23817,19242,18791,14203,-427137,-114343,-20374,-15684,-15859,-10356,-427137,-114343,-20374,-15684,-15859,-10356,-470805,-123226,-16753,-13235,-13080,-6043,-322722,-84356,-14783,-8705,-16042,3158,0,-43668,148083,0,-8883,38870,0,3621,1970,0,2449,4530,0,2779,-2962,0,4313,9201,easy
1102761,157583,29915,40000,18675,39212,-656961,-90280,-4229,-34888,-16034,-7987,-793736,-111640,-22827,-30454,-5569,-32239,-837581,-149847,-29689,-38753,-16415,-36710,-886403,-92867,-18812,-30957,-15197,-33512,-136775,-43845,-48822,-21360,-38207,56980,-18598,-6862,10877,4434,-8299,7796,10465,-10846,1218,-24252,-4471,3198,difficult
226311,48316,13465,8086,12255,10729,-198506,-39014,-991,9128,12026,16622,-19290,-22864,45030,-3420,3601,124,-201073,-41790,-12855,-6104,-7241,-8060,102886,-32744,-6954,-749,-836,2392,179216,-181783,303959,16150,-18926,9046,46021,-57885,5901,-12548,-2684,5355,-8425,-10842,6405,-16498,-8184,10452,easy
65256,50596,8599,5626,8746,25547,142969,-29287,7244,1537,-7368,-23487,142969,-29287,7244,1537,-7368,-23487,177989,-3236,3726,1118,-6179,-23689,2276882,317913,18558,-2479,12728,6473,0,35020,2098893,0,26051,321149,0,-3518,14832,0,-419,-3597,0,1189,18907,0,-202,30162,difficult
187169,32646,14320,7470,9174,5986,1204476,110575,5479,9764,8835,3635,167321,46017,-4510,8449,-259,11175,-108591,21768,-6154,382,-1510,9688,272769,66791,7178,1587,-3609,10333,-1037155,-275912,381360,-64558,-24249,45023,-9989,-1644,13332,-1315,-8067,1205,-9094,-1251,-2099,7540,-1487,645,easy
