delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
828106,54153,56123,52174,11354,20347,1901250,97046,-43397,-9861,915,-5196,-804480,25346,-42803,-49884,-7748,-14788,-687046,-872,-46861,-45766,-7231,-17023,661973,110300,2323,-40817,3077,-10205,412223,185654,218969,-21203,-2982,-8367,-2705730,117434,1349019,-249750,-71700,-26218,111172,75354,594,-4058,49184,216646,-40023,4118,4949,19614,-8663,517,10308,-6059,-9592,-2235,6818,1838,easy
1128974,242873,50331,45091,32084,32088,-527392,-156175,-42947,-34040,-13281,-12663,-876698,-158997,-12605,-40403,-16960,-23876,-764254,-144799,-30784,-27411,-21390,-21617,-633150,-79920,21374,61020,73799,-17588,-40410,-16531,103509,28062,50245,-2168,-349306,112444,131104,592740,-2822,14198,64879,63389,30342,-18179,52158,82135,-6363,12992,88431,-32958,-3679,-4430,95189,-23554,-11213,2259,4029,15420,difficult
526449,92660,17713,12591,8616,7865,-334252,-9048,-12694,9535,-3917,5417,-339023,-41445,21865,26425,-5522,-190,-386653,-86988,-10455,-9501,-4139,-6242,-69228,-35694,19574,14430,5691,733,-237378,37590,-9023,10725,6942,5717,-4771,-47630,317425,-168150,-32397,-45543,51294,73284,34559,-32320,30029,-28597,16890,-35926,23931,-3705,-1605,1383,9830,1251,-5607,-6052,6975,4984,easy
1253461,175604,22905,35122,19008,10567,-803797,-123954,-13958,-17183,-14588,-6888,-1057360,-135951,-11153,-33313,-17520,-8761,-947914,43181,-4121,46613,-8713,-5969,554613,436539,66000,15815,12395,7943,-1183510,-111189,-12463,-31832,-15680,-9609,-253563,109446,1502527,-1738123,-11997,179132,393358,-547728,2805,7032,70121,-78463,-16130,79926,-30798,-47647,-2932,8807,21108,-28075,-1873,2792,13912,-17552,difficult
1333844,98407,56969,22225,22617,19719,547548,273695,-36082,49253,-1780,3673,-797598,-8468,44202,-3836,51095,188,-966292,-47647,-44908,-14874,-17370,-9975,-634246,36831,-24658,-16527,-9214,-8775,-1301198,39845,-32380,15806,2204,-14099,-1345146,-168694,332046,-666952,-282163,-39179,84478,3014,80284,-89110,20250,-7722,-53089,-11038,-1653,32333,52875,-68465,8156,11418,-3485,-10163,1200,-5324,easy
734617,373117,113975,34810,23133,15313,2348253,254255,32362,367676,309522,215549,-698272,-355639,-113091,-26420,13651,43573,-723464,-355674,-110191,-33411,-12754,-2565,860228,-154621,-92006,125539,5084,294364,-710512,-345101,-106537,-24151,-20386,8690,-3046525,-25192,1583692,-1570740,-609894,-35,201053,-190480,-145453,2900,18185,-14531,-394096,-6991,158950,-149690,-295871,-26405,17838,-25470,-171976,-46138,296929,-285674,difficult
1274456,301585,88890,62846,48434,21213,-201573,-228478,-86002,19250,-45272,6843,-870596,-246281,-82532,-30346,-38174,27401,330856,-136370,-32287,19183,-14679,53979,-986413,-252495,-72311,-23725,-31746,4603,-677929,-213545,-76401,-36296,-34683,47608,-669023,1201452,-1317269,308484,-17803,109911,-116125,38950,3470,50245,-40024,-4090,-49596,49529,-42908,-12571,7098,23495,-17067,-2937,20558,26578,-49376,43005,easy
663644,72055,18599,10407,13864,10733,-340553,-55355,-6135,-8858,-11408,-7208,-341762,-46038,-14337,-2892,-11235,23578,100181,-48102,-9138,3008,-11458,-6756,-657553,-66854,-12283,-6890,-9441,5935,-650634,-65379,-11526,-7281,-950,-652,-1209,441943,-757734,6919,9317,-2064,-18752,1475,-8202,5199,-3145,757,5966,5900,-9898,-391,173,-223,2017,8491,30786,-30334,12691,-6587,difficult
390717,102005,21947,10513,8173,13770,-189186,-93656,-20568,-9280,-5523,-10368,-388630,-98720,-18458,-1664,277,-4481,-296366,-17403,-19001,-4332,-5463,-9096,-234167,13202,-10106,-7523,-2805,-11839,-332626,-89222,-19502,-6038,-2018,-8856,-199444,92264,62199,-98459,-5064,81317,30605,-102424,2110,-543,8895,-9396,7616,-2668,-3191,1485,5800,-5740,2658,787,5887,-4615,-2743,2983,easy
471704,56683,19855,11363,5608,5527,578835,99572,71677,13875,16089,17542,-437470,-46252,-17294,-7003,-4797,-810,-432601,-43247,-14714,-4669,1907,664,-463774,-53592,-15571,-1741,2026,2195,-145123,100759,6934,-7860,-3901,2458,-1016305,4869,-31173,318651,-145824,3005,-10345,154351,-88971,2580,-857,22505,-20878,2334,2928,-6119,-20886,6704,119,-5927,-18352,1474,1531,263,difficult
1179014,62223,14897,8585,11423,13726,-513198,35180,-6301,-4939,-767,-5609,-1043735,-49614,-10450,-6515,-10862,-4372,-854163,-21341,1400,-1673,-6618,-1496,-1072802,-46091,-11792,-6904,-10392,-10069,355726,103863,29799,3235,-7415,993,-530537,189572,-218639,1428528,-84794,28273,-24750,149954,-4149,11850,-13192,41591,-1576,4842,-5231,10139,-10095,4244,-3774,2977,1237,2876,-8573,11062,easy
655792,106942,17417,23296,13827,11630,-650172,-88023,-10144,-16305,-8028,-1313,-651257,-98749,-14076,-11223,-10069,-5637,-641943,-94224,-2710,8073,-9320,-3258,-644172,-98636,-15737,-19917,-8461,1389,-651396,-100174,-13342,-19910,-6356,-434,-1085,9314,-2229,-7224,-10726,4525,-4412,-1538,-3932,11366,-13027,2395,5082,19296,-27990,7,-2041,749,859,2105,-4324,2379,4647,-1823,difficult
1224866,173694,68255,89099,37362,23722,229490,7563,-40926,-80972,-7877,-14666,-597200,-130784,-46762,-70942,-28472,-13324,-569073,208364,260417,-62249,-8739,-3037,873859,-6334,14093,-74451,51113,34698,-415820,36822,38135,47344,11168,9998,-826690,28127,1442932,-1289679,-138347,339148,-214698,43156,-5836,307179,-246324,24042,10030,8693,-12202,121795,-20595,19733,59852,-39945,1342,10287,37735,-24700,easy
523046,94602,36876,16162,17236,13968,1075325,167830,130244,79982,60269,22178,345314,-44522,7592,13195,-5993,-1876,272886,247380,33623,147625,57392,33911,781812,-42492,-28935,2643,3987,-1691,821901,352173,71484,50199,130603,14868,-730011,-72428,508926,40089,-212352,291902,-289872,394665,-122652,26031,-62558,100419,-66787,134430,-144982,47556,-66262,63385,-53405,126616,-24054,35787,-35602,16559,difficult
897268,167418,26146,58891,24901,61043,-743292,-162829,-24435,-56476,-23304,-59736,-867119,-166328,-24243,-57791,-20163,-53024,-882831,-141124,-18124,-48624,-16527,-45604,-838156,-109232,-19319,-47652,-13945,-35930,-798690,-153649,-24314,-57254,-22798,-54919,-123827,-15712,44675,39466,-3499,25204,31892,-44417,192,6119,-1195,-4995,-1315,9167,972,-9602,3141,3636,2582,-8853,6712,7420,9674,-18989,easy
561727,80868,13492,14526,8839,5527,171870,939664,9257,66161,42851,16562,7082,-25327,397,-6655,19273,8631,83581,55747,2862,-7941,8038,1774,-119283,550724,48191,9762,60256,24198,1072832,178081,46352,118441,85401,43163,-164788,76499,-202864,1192115,-964991,81074,494977,-372643,-8860,2465,45329,-1839,-72816,-1286,17703,108679,-23578,-11235,52218,25145,-7931,-6857,22424,18965,difficult
783054,57505,34968,19849,7299,6423,-398226,25569,-27124,-1700,-1933,-1690,-677296,-54363,-32884,-18202,-4577,-4258,-754827,-35963,-22742,-6925,4731,-3027,-582835,419,35812,51773,6788,7691,-499774,-20431,-19844,-556,-4141,2297,-279070,-77531,171992,83061,-79932,18400,36382,-20850,-5760,10142,58554,-55656,-16502,11277,58698,-52329,-2644,9308,2057,-10929,-2568,1231,10718,-5394,easy
1599038,178671,72264,47491,34530,20921,1043041,-103742,-62129,-25033,-21957,-14925,1043041,-103742,-62129,-25033,-21957,-14925,1032751,148750,14083,38184,249,21041,-1455396,-131364,-63530,-39195,-27919,-14755,-1576777,-161706,-71389,-46825,-33698,-20224,0,-10290,-2488147,-121381,0,252492,-280114,-30342,0,76212,-77613,-7859,0,63217,-77379,-7630,0,22206,-28168,-5779,0,35966,-35796,-5469,difficult
424930,521512,58910,32498,24527,18062,348446,-411900,-47268,-22265,-6481,-4235,278454,-498863,-38674,-14585,-21628,-14470,-292780,-274142,36664,-18245,-9797,-4511,117300,-202629,33674,-26582,-16040,-4835,-330856,-470622,-50130,-20424,-23109,-12675,-69992,-571234,410080,-448156,-86963,224721,71513,-267993,8594,75338,-2990,-83804,7680,-3660,-8337,6158,-15147,11831,-6243,-7069,-10235,9959,-324,-7840,easy
305400,80683,1643,8007,5288,9081,837095,-60265,922,4917,9640,17800,-224904,-75364,115,-7075,-3031,-5967,-298289,-74118,16231,-3784,2547,8738,-189567,-66556,8030,725,-3677,-4383,-236172,-33608,15212,-3911,8483,3614,-1061999,-73385,108722,-46605,-15099,1246,7562,32948,-807,16116,-8201,7182,-11992,3291,4509,-4636,-12671,5578,-6224,12160,-23767,14705,-13121,7997,difficult
425664,67943,18316,15641,9673,7147,1779581,209061,14993,14259,10085,8050,783440,120989,-6335,31808,19285,4271,-33287,-18130,-16229,-10002,7103,-2716,-97953,-48511,-12956,-11488,-6441,-3859,2084688,406228,215831,725152,125963,79712,-996141,-816727,-64666,2182641,-88072,-139119,-30381,454739,-21328,-9894,3273,228787,17549,-41810,-1486,736640,9200,-12182,-13544,132404,-3779,-6987,-1143,83571,easy
564903,102561,47473,46808,12642,37661,-210832,-59667,-44594,-45567,-10169,-35642,-466542,-96842,-38363,-42683,-11118,-34550,-560721,-98311,-45397,-38031,-3172,-22665,-555878,-85432,-46906,-44878,-9372,-26755,-563691,-95646,-45439,-41973,-3505,-27770,-255710,-94179,4843,-7813,-37175,-1469,12879,-10214,6231,-7034,-1509,1467,2884,4652,-6847,2905,-949,7946,-6200,5867,1092,11885,-4090,-1015,difficult
1181418,166602,87755,32512,24161,18062,494598,86113,-24220,48995,76561,14098,-1082851,-141721,-77566,-10019,-11529,-10184,-505647,-105179,-78649,-11027,-12131,-11261,-285579,109259,-53036,-11431,69828,4892,-299907,37670,113726,20544,24710,9201,-1577449,577204,220068,-14328,-227834,36542,214438,-71589,-53346,-1083,25613,166762,-59014,-1008,-404,31975,-88090,-602,81959,-45118,-24282,-1077,16153,4309,easy
369785,24788,10873,9244,6944,13286,1411413,260973,57526,22655,3318,597,-337277,-16232,-1587,-5262,907,2859,-309095,-13680,-9792,-7122,-6191,-6913,-96112,-6554,44840,3298,-759,-922,-368144,-15943,-8924,-5853,-163,7859,-1748690,28182,212983,-272032,-277205,2552,7126,-9389,-59113,-8205,54632,-53764,-27917,-1860,10420,-9151,-2411,-7098,5432,596,2262,-9772,5991,8781,difficult
1330922,356997,213707,272250,100861,57541,-253510,-309369,-206530,-242664,-78034,-45634,860983,-271641,-182629,-246575,-93453,-45573,95043,-227338,-157820,-168974,-41969,-19833,-1018288,-264960,-158581,-253678,-94478,-49693,-1176222,-346186,-203849,-259404,-92245,-55179,1114493,-765940,-1113331,-157934,37728,44303,-37622,-81226,23901,24809,-761,-45268,-3911,77601,-84704,-5726,-15419,51484,-52509,2233,61,25740,-29860,-5486,easy
751096,59327,17992,21639,8801,24292,-745381,-35872,-4150,-19917,-3555,-17648,-739903,-51387,-13980,-12959,-1284,-17876,-744702,-52990,-1408,-16596,254,-15425,-747245,-53961,-16984,-15838,-1156,-17477,-746326,-9198,-5316,-7327,987,-15642,5478,-4799,-2543,919,-15515,-1603,-971,44763,-9830,12572,-15576,11668,6958,-3637,758,8511,2271,1538,-1410,2143,-228,2451,-2052,1835,difficult
753796,102813,116588,29889,14239,14265,-315537,87760,-93591,-10039,4637,32677,1171942,73982,48064,277217,13124,447438,920860,155771,-87907,333832,-10912,393748,418616,-67695,-110782,10076,59962,15983,88342,50210,-87634,365053,-1234,212627,1487479,-251082,-502244,-330274,-13778,81789,-223466,117905,141655,-135971,-22875,23148,287256,56615,-323756,354977,8487,-24036,70874,-61196,414761,-53690,-377765,196644,easy
834387,63847,29288,32225,11068,11145,-612382,-40348,858,-16438,-6408,-7216,-609573,-8064,-5608,-27796,-1025,-8159,-579583,-30131,-25504,-28552,-8106,-8258,652173,81723,112171,5961,18931,18808,1757070,574098,34561,21035,33462,24804,2809,29990,1231756,1104897,32284,-22067,111854,492375,-6466,-19896,137675,-77610,-11358,-756,34513,15074,5383,-7081,27037,14531,-943,-99,27066,5996,difficult
615076,219237,28786,39307,8876,14725,-263608,-196714,-28020,-30827,-3977,-12753,-370894,-134766,-24076,-29331,-2103,-8203,-609627,-204286,-16610,-31511,-2357,-9719,-610917,-209327,-27980,-36414,-4976,-7375,656376,663093,-24411,-8803,7926,2241,-107286,-238733,-1290,1267293,61948,-69520,-5041,872420,3944,7466,-11370,3569,1496,-2180,-4903,27611,1874,-254,-2619,12902,4550,-1516,2344,9616,easy
341516,87824,22544,12320,5375,6627,565116,-69557,-3173,10951,5837,-4076,-72281,170659,37812,42686,35140,6604,57453,63901,18874,119382,43534,8924,284516,-26867,-13670,11270,-687,-1070,323312,1204513,113730,603180,141344,57703,-637397,129734,227063,38796,240216,-106758,-90768,1231380,40985,-18938,-32544,127400,31735,76696,-108112,591910,29303,8394,-44221,142031,10680,2320,-9994,58773,difficult
560712,52866,13100,6547,8386,5171,-393540,39067,-3736,1475,-4630,-3059,840642,74055,79821,8079,8227,6751,1275696,140878,-7157,10709,1002,7961,212284,1205204,304286,165590,44571,60456,-30706,-6020,-1409,11020,747,1280,1234182,435054,-1063412,-242990,34988,66823,1064326,-1211224,83557,-86978,311443,-305695,6604,2630,154881,-154570,12857,-7225,43569,-43824,9810,1210,52495,-59176,easy
1623093,177975,116818,117332,40421,33869,-1012740,-43874,-26943,-65627,-16688,-21146,-942312,-172030,-98848,-93575,-35392,-28150,-370345,119540,-236,-83036,24912,-13281,-1378051,-120152,-78917,-107481,-31347,-28590,-1171061,32930,-86847,-87559,14303,-11737,70428,571967,-1007706,206990,-128156,291570,-239692,153082,-71905,98612,-78681,-7930,-27948,10539,-24445,19922,-18704,60304,-56259,45650,-7004,14869,-15309,16853,difficult
993335,165530,12396,16725,9828,11452,-851649,-153710,-11484,-15451,-8976,-10436,-973446,-120014,721,-6253,-5952,-5581,-810665,-93266,-3961,-10816,-1358,-8634,-961368,-145623,-10576,-15655,-9111,-7965,-507885,220310,18996,18982,19236,24648,-121797,162781,-150703,453483,33696,26748,-52357,365933,12205,-4682,-6615,29572,9198,-4563,-4839,34637,3024,4594,-7753,28347,4855,-3053,669,32613,easy
609803,670696,266992,89791,43613,44990,517249,-625524,-253854,-69604,-18870,-36461,229363,-573237,-253357,-82062,-33091,-39015,-185013,-248980,-5021,-23592,44790,-29866,-462830,-617889,-235244,-73546,-33897,-36428,106912,-500045,-48634,39490,-14746,-3743,-287886,-414376,-277817,569742,52287,324257,-368909,117844,497,248336,-230223,186610,-12458,58470,-49954,113036,-14221,77881,-78687,19151,-2554,9149,-6562,32685,difficult
1549416,187833,38892,42903,32432,21282,-985897,-92686,-11136,-34750,1096,-14860,-394077,347383,69490,24680,21873,-3087,-427328,94783,13767,-12885,43600,-355,-1274146,31180,144486,-28915,19556,38681,-1359883,-87595,-26138,-21024,-26700,-12922,591820,-33251,-846818,-85737,440069,-252600,-63603,-118775,80626,-55723,130719,-170624,59430,-37565,-16030,7891,20777,21727,-24044,-46256,11773,2732,39036,-51603,easy
827270,68813,9216,15168,11437,5895,-714273,-52059,-6078,-13635,-8978,-4519,-666589,5488,13197,64787,6123,675,-818729,-60908,4642,-5707,2054,5798,-819712,-63328,1578,-9510,-7497,5349,1998138,1111799,101663,107256,7264,44362,47684,-152140,-983,2817850,57547,-66396,-2420,1175127,19275,-8555,-3064,100085,78422,-70494,-3803,116766,15101,-4069,-9551,14761,5194,5123,-449,39013,difficult
675870,560376,87117,77832,35848,22859,228966,-491974,-68755,-42976,-21849,-16180,242959,-293561,60670,-51582,8983,74057,-666980,-553390,-83228,-75527,-25265,-14247,-669851,-544260,-77202,-73023,-29052,-6943,-670870,-550563,-78645,-74654,-32011,-3918,13993,-909939,-2871,-1019,198413,-259829,9130,-6303,129425,-143898,6026,-1443,-8606,-23945,2504,-1631,30832,-34248,-3787,-2959,90237,-88304,7304,3025,easy
472905,121678,16575,10847,14735,5878,-411490,-114812,-11420,-4128,-13384,-3671,814746,-2592,-12760,8941,9839,9438,-469077,-117665,-7899,-5213,-8498,2517,-467685,-114064,-2623,-7370,-8647,6006,148581,9350,899,-2872,-12489,1218,1226236,-1283823,1392,616266,112220,-115073,3601,123414,-1340,4861,5276,3522,13069,-14154,-2157,4498,23223,-18337,-149,-3842,13109,-6921,3489,-4788,difficult
903131,61718,15301,11359,6841,3795,-798878,28151,-2927,2522,-2113,-2835,1345170,365507,130190,82069,10864,13732,-876435,-51350,-14367,-10855,-5736,-3361,345703,8184,16122,18840,-283,618,665265,-12736,13924,-281,-3958,361,2144048,-2221605,1222138,319562,337356,-416857,59534,-20920,133117,-144557,30489,-2198,79547,-92924,29695,-19121,12977,-16600,5453,-3675,16567,-17093,3979,-257,easy
784715,71600,18162,38255,22845,20596,-676183,-60954,-14290,-34079,-19718,-18796,397601,211931,7836,14055,-10368,-520,-573505,-24531,-8082,-26879,-16958,-17892,250947,220911,67153,-7629,-4279,2285,-378343,77732,15030,-18924,-5166,14661,1073784,-971106,824452,-629290,272885,-236462,245442,-143179,22126,-15918,75235,-52123,48134,-40934,19250,-11295,9350,-6590,12679,-887,18276,-17372,20177,12376,difficult
789373,129874,13365,18413,8251,18568,1049282,-79576,-6174,2615,-5418,-6807,-180628,-115901,-6499,-13545,-4865,-14889,505795,39100,79088,36697,36418,-8492,534334,-75245,8459,-12458,-5106,-14031,-314156,-34700,4633,6175,1083,-12812,-1229910,686423,28539,-848490,-36325,155001,-114345,40545,-325,85587,-70629,-3826,-16160,50242,-49155,18633,553,41283,-41524,6189,-8082,6397,-5539,1219,easy
