delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
1032709,109639,14103,26462,30818,32029,-1003981,-81185,-732,-22740,-23023,-13974,-521212,-20168,-7501,-12782,-25712,-20500,-1025540,-105100,-12003,-26018,-29052,-19097,482769,-504328,61017,-84932,-6769,-4502,9958,-13236,-2689,-3340,-6526,1403,easy
335886,210349,17986,19614,27683,21184,1403746,338232,171575,7919,638,25002,706716,-77757,1044,3231,4691,13639,274285,-125952,-7253,18658,-12227,-2112,-697030,-432431,-415989,-48195,-170531,-8297,-4688,15427,4053,-16918,-11363,-15751,difficult
471101,89524,36473,11040,17280,18621,-409185,-68256,-35063,-5219,-13586,-12299,1585804,343191,-15677,5788,-10204,4344,262878,-35444,-28321,24020,-12721,37733,1994989,-1322926,411447,-378635,19386,-12644,11007,18232,3382,-2517,16643,33389,easy
529579,91751,39978,32048,21156,22997,931806,-41495,82672,-397,171,42953,2430831,1726995,199527,115879,49086,64599,-463230,16004,-24374,-24135,-16621,-13119,1499025,-2894061,1768490,-1710991,116855,-223901,116276,-140014,48915,-65707,21646,-77718,difficult
1643497,220671,202467,74042,35987,47497,-1490977,-205384,-190812,-72394,-33375,-45755,-1398866,-148258,-171174,-70434,-28572,-36660,-810266,-186962,-190051,-67292,-30901,-41780,92111,588600,57126,-38704,19638,-18877,1960,3142,4803,-2329,9095,-5120,easy
1105091,145224,18272,22977,11287,22808,255976,-42870,-4514,7408,-609,-14132,-121466,46095,-5552,-17294,-3190,-7491,-473940,-112368,-6950,-16004,-10425,-20445,-377442,-352474,88965,-158463,-1038,-1398,-24702,1290,-2581,-7235,6641,-12954,difficult
530386,22811,3493,11461,2120,9854,-528132,-19010,1073,-5691,1741,499,-292133,4990,15446,3256,4463,-2114,-434880,20462,2563,-10146,164,5076,235999,-142747,24000,15472,14373,-12883,8947,-13402,2722,-4299,-2613,7190,easy
781839,56236,24263,9809,14618,12597,-582219,153246,-4646,2693,4099,3130,-661525,90765,-12426,4984,-9787,-3046,521028,45901,-11180,50245,23763,4783,-79306,1182553,-62481,-44864,-7780,1246,2291,45261,-13886,33550,-6176,7829,difficult
148447,45372,20228,4975,5943,6178,36043,58989,4889,18718,4925,13591,-51403,-24545,-18753,-4018,-4971,-1756,-84327,-6779,-12447,-1503,-4337,7372,-87446,-32924,-83534,17766,-23642,6306,-22736,2515,-9896,634,-15347,9128,easy
1715396,148472,91825,141148,16412,68724,-1595519,-112252,-84711,-134770,-11218,-64569,-1300632,-49336,-86824,-137904,-11003,-66194,-1629336,131270,-81855,-117160,-5488,-32334,294887,-328704,62916,180606,-2113,4969,-3134,20744,215,5515,-1625,33860,difficult
