delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
264560,80759,16676,20736,12225,15412,5970,3990,-212274,-61109,-7012,-18477,-7760,-13056,-4577,-3369,-249116,-52878,845,-18987,-5773,-11300,-2215,-2944,easy
173116,25309,15568,8100,7020,3315,829,819,-172858,1466,-12322,-3085,-2965,1278,603,-224,68736,-12947,-9174,-2919,-3715,-1339,204,-488,difficult
92877,66270,13279,8361,6267,4566,1636,1484,-55671,-54545,-4946,-7574,-2976,-321,-401,-439,-89239,-55446,-3470,-5797,-4548,-1678,-515,-392,easy
101312,48698,6197,23224,9133,19005,1959,2262,-61124,-30978,-5385,-21485,-7197,-16515,-1168,-1758,175382,-36901,-4607,-20140,-8157,-15850,-1355,-1615,difficult
94526,38219,10313,12899,6782,4649,1820,438,-74705,5547,3556,-7883,-2260,554,-1050,274,-74763,-23744,-8813,-10830,-5056,-1912,-700,27,easy
48104,18195,4658,5443,14810,4499,4265,1845,472353,130294,20144,3616,-10085,-2262,-2282,-853,356270,38780,25851,11330,-3311,-1444,-2739,-1028,difficult
64685,54716,14869,5606,3523,4019,1544,712,3736,-22068,-2333,-3493,2237,-738,589,1558,-19536,-47542,7496,5968,8336,12914,5178,4042,easy
64845,22249,3370,6797,4288,7143,5304,2436,106152,154345,4635,6124,7087,927,-108,-9,111673,18775,2967,155,5700,-2632,-3815,-845,difficult
299053,31016,18583,6559,5550,3773,2125,861,301184,432396,43461,46027,17058,5984,2645,4619,-65746,1374,-12890,-4071,2746,-1080,-1032,642,easy
94256,14253,3578,7158,5056,5875,2680,867,-42263,9734,11005,-5485,-4145,-3605,-2119,-106,32518,-6368,-436,-5150,-497,-4120,-690,-4,difficult
224378,37705,14734,8135,9927,9903,6013,2575,-166375,-6189,-12081,-6785,-6948,-6836,-4408,-2189,-193402,7853,-1222,-4080,-5564,-6660,-4278,-1785,easy
533321,189599,33371,32230,23201,19633,12042,6717,1174051,115552,55352,80094,40067,22873,4376,10905,-506806,-123297,64742,-11256,26128,-3584,9817,-1213,difficult
175623,46469,6853,4333,3928,3493,2260,626,-92171,-22720,382,2620,5181,6256,3472,2884,-105526,-37455,-5050,-3632,-2664,-3082,-2101,-203,easy
84573,28210,13588,20070,6008,9092,2896,2687,691060,94916,-8948,-13690,15215,951,3612,1323,782872,43596,5776,-12714,12004,-5535,3406,2329,difficult
599878,86709,13436,8435,9379,6766,2876,2606,-544949,-73130,-10390,-6688,-7513,-3701,-2076,-1849,-597344,-84364,-12050,-3545,-2184,-3296,-2218,-2209,easy
101022,23535,5409,9121,6170,11877,4795,4990,123412,120322,2873,377,3062,-5516,533,6642,-94440,-14594,-2358,-4155,-3469,1348,-1422,-2091,difficult
50530,23635,4674,1954,1809,3415,529,517,55216,102039,2137,19028,18070,10825,2434,3272,209900,15695,-990,-7,-516,-242,602,-51,easy
67262,55511,6007,5980,3657,4797,3491,3448,23691,-32759,-3765,-2898,-2750,-2729,-2450,-1944,51500,-8630,-3517,-1083,-1737,-1922,-1517,-2643,difficult
177330,22708,1215,4441,5431,6639,2335,892,-6949,2655,576,-2119,-2113,-4972,-1751,-191,-151399,-15145,1478,-39,-2349,3052,-378,534,easy
65932,11712,5597,3315,10909,5453,1747,816,72892,58454,6210,3211,5107,6760,296,2139,191188,14920,-2068,-287,-9224,-3700,-1184,-498,difficult
536406,75373,11437,5672,7919,4887,2151,1453,-506969,-58200,-9325,-4833,-6792,-3904,-1154,-1075,-422116,-71120,-11374,-5302,-7461,-4119,-2047,-1343,easy
109895,47168,13319,3124,4610,2645,1349,945,12011,15919,-2971,-288,-542,532,-57,656,-85855,-43349,-12423,-2767,-3929,-2030,-809,-480,difficult
80373,16559,3250,4128,2427,2100,1008,318,-6353,-14570,-2455,-3710,-1117,-1240,-857,-74,-57517,8106,3541,445,1593,794,-102,142,easy
17062,12747,6305,5489,19422,14920,16771,6757,52058,383,-5832,-4205,-15635,-11629,-15358,-5295,6478,-3401,-3654,2146,-12624,296,-8981,63,difficult
117296,21589,1612,3897,4316,2454,916,651,141912,39646,9472,11496,5845,14286,6177,1252,-109745,-12563,3196,19717,6794,14003,2960,512,easy
618590,100171,17524,17007,9213,7738,3661,4786,-229494,-84613,-14043,-15677,-4753,-3949,-2267,-3412,-397360,-51650,-14921,-8300,-5506,-2450,615,-932,difficult
258406,115670,5603,15710,15109,18813,18145,12645,-233249,-88579,-2785,-13070,-11561,-14478,-15456,-11302,-175341,-104841,-292,-5424,-6930,-13000,-16756,-9678,easy
76882,41222,11249,5471,4022,2827,2946,1209,2505528,296646,26187,45394,27794,6337,2642,3151,193624,44526,-2788,2517,4597,-141,-1214,-474,difficult
529782,81038,24985,24791,7131,16384,12016,5696,-264290,-10821,-9306,-17110,-1323,-12604,-10129,-4078,-425199,-59076,-18628,-20837,-5283,-13081,-10952,-4415,easy
442863,266128,68608,24885,35247,28007,30774,25132,342480,-165064,-54868,-12903,-12743,-21289,-20653,-9886,84633,411064,-10731,45971,47841,74303,62243,4669,difficult
98820,23050,639,4258,1479,1702,1047,520,467432,-986,8414,1525,2057,875,-422,695,-7962,15430,7636,644,-287,2140,79,548,easy
119255,18278,4635,5172,4105,3009,1788,869,-96051,-9740,-2955,-4740,-3759,-1986,-1308,-751,-90942,50506,28832,3870,9530,8300,944,2115,difficult
117290,27496,4176,3155,9021,7957,8134,5194,-29174,27205,442,-2335,-5318,-5290,-5304,-2926,205649,1367,2947,1805,4196,-3722,-6106,-279,easy
55327,17724,5224,13260,7809,10561,8444,3760,-42662,16455,11567,-10726,-4779,-8352,-6367,-1756,135316,-2966,-1119,-8147,-5124,-4852,-3881,-1003,difficult
22141,19703,4975,9698,8951,4831,2750,1381,36582,-14321,-3815,-9096,-8448,-3924,-2532,-1256,-71,9349,35370,9732,-1303,1607,112,856,easy
112235,54937,13554,12769,13434,13334,13697,4710,4942,-23647,-10773,-7442,-6314,-3728,-8230,-2302,324017,-1567,-6283,-417,-5004,-8136,-9974,-3048,difficult
330072,83611,31153,10105,4738,6824,4505,1924,-266410,-29939,-29736,-8783,-1767,-2329,-2692,-1525,-269629,-50913,-30135,-8487,116,-4299,-2240,-1306,easy
604656,45428,8879,7018,6540,12576,7990,3143,-559647,-10188,-5594,-1603,-923,-8866,-5357,-604,-565493,-34682,-1633,-5161,-1441,-10828,-6610,-2277,difficult
68705,38527,15199,7850,13589,9079,4479,2848,490327,75039,17091,21182,43361,18691,19328,3023,795287,4142,-11862,49,-2674,-2453,714,337,easy
213271,9740,7239,7629,8287,8594,3000,1974,732967,55951,35710,86067,12200,13985,6846,2515,-64754,44848,9901,-703,9075,-1474,1530,-891,difficult
130279,17898,9030,5301,4989,6174,1745,756,-103963,16585,-4128,-3869,-3976,-3077,-985,365,-110360,-12,-2464,-2595,-3285,-2828,-769,-98,easy
39367,23972,14012,6754,5720,5885,2609,1650,116198,-1787,-11450,-2214,-3282,-2336,80,-218,51706,21962,-12547,3744,1323,-2651,1725,-1035,difficult
30375,27652,5643,15235,16574,12918,5060,3191,80478,1074,-4532,-13826,-12549,-9478,-4099,-2631,1190676,178079,30041,535,-7134,6928,281,-824,easy
