delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
726843,65446,5453,15353,11072,6862,-388057,25694,13327,-7746,-9112,-4772,-433652,-33279,23335,9890,-6628,-2340,-294763,31024,16741,-5067,-4226,-1642,-717821,-62790,-839,-10736,-9979,-1575,-45595,138889,-423058,-58973,64303,-93814,10008,-6594,-17580,17636,-14957,-5669,2484,2402,-5753,2432,698,67,easy
1053756,137609,193493,72428,64750,39281,-947936,-88545,-132445,-63834,-58406,-33570,96231,-116836,-181114,-67921,-57356,-37017,-526082,298953,-136240,-51090,-12296,-19659,-1021467,-87842,-172688,-68680,-61438,-34786,1044167,-622313,-495385,-28291,415789,-386795,-48669,44874,-36448,-4087,16831,-17590,1050,45060,-49142,-3447,17358,-15127,difficult
569862,145379,25990,19672,15963,12632,-494460,-119778,-25256,-16209,-12387,-8977,-508996,-121638,-22406,-10884,-12315,-6746,127313,259088,89068,10170,406,17446,-511602,-117372,-24918,-10246,-10375,-5759,-14536,636309,-638915,-1860,380726,-376460,2850,111474,-113986,5325,21054,-20416,72,12721,-10781,2231,24192,-23205,easy
1050996,223135,117977,130581,45403,21364,311869,-1500,-86742,-108920,-34302,-13778,-829054,-142473,-102782,-113713,-42130,-16172,230877,-144592,-34929,-104655,-19842,-14969,-775174,-169679,-116826,-124718,-41874,-14719,-1140923,1059931,-1006051,-140973,-2119,-25087,-16040,67853,-81897,-4793,9058,-20063,-7828,22288,-22032,-2394,1203,250,difficult
694714,167714,7335,24494,13199,18519,-491533,-38469,11565,-9834,3394,-15339,-541904,-146195,-2932,-22623,-10737,-10765,482713,-78153,11880,-21834,-7890,-4115,-25759,-137345,3106,-17488,-10160,-16037,-50371,1024617,-508472,-107726,68042,-59192,-14497,14812,-8774,-12789,789,4346,-14131,2847,-2270,4574,6650,-11922,easy
596897,43626,17490,14664,9333,13875,884233,53465,-4802,-4524,-4336,-7766,-407376,-16045,-14967,-11416,-8157,-12897,300289,18424,-15592,-4970,-3384,-9160,1171076,48486,9744,691,-3574,-2879,-1291609,707665,870787,-69510,34469,30062,-10165,-625,25336,-6892,6446,5661,-3821,4773,-190,-5131,3737,6281,difficult
840679,58200,48484,10577,4113,4364,-700807,70293,-41423,47,1311,13484,-206610,11578,-47036,-4556,-903,4616,-718975,41016,-36558,3410,6226,37558,-104290,94488,-12469,13959,8181,12074,494197,-512365,614685,-58715,29438,53472,-5613,10478,24089,-4603,7966,10549,-2214,7129,1955,-8868,32942,-25484,easy
796919,166793,37670,9747,7602,9302,2267660,721,21093,10730,13180,3345,-774455,-105924,-32076,-1725,-2191,-3570,-209010,71953,-3085,7188,9114,13951,-764731,-152461,-35640,-5825,-5244,-7803,-3042115,565445,-555721,-106645,177877,-224414,-53169,28991,-32555,-12455,8913,-13013,-15371,11305,-14358,-6915,17521,-21754,difficult
294770,151461,38772,21464,10247,15902,-211433,-148752,-38649,-21228,-9279,-13199,-280770,-135141,-36922,-13529,1776,-7244,-206083,-135743,-38135,-20780,-7080,-11408,-288537,-146511,-35671,-17580,-3196,-3066,-69337,74687,-82454,13611,-602,-10768,1727,-1213,2464,7699,-7251,3200,11055,-8856,3884,5955,-4164,8342,easy
569293,267849,30774,28516,17548,14677,879495,-54901,-11972,-9988,-10830,-6033,-273218,-209066,-18867,-21563,-13779,-9565,-478968,-207374,-14924,-21544,-13295,-7896,-480252,-259705,-25209,-25206,-15790,-12953,-1152713,-205750,-1284,-154165,1692,-52331,-6895,3943,-10285,-11575,19,-3662,-2949,484,-2495,-3532,1669,-5057,difficult
