delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
726843,65446,5453,15353,11072,6862,3150,3408,-388057,25694,13327,-7746,-9112,-4772,-740,-1891,-433652,-33279,23335,9890,-6628,-2340,-1172,-1957,-294763,31024,16741,-5067,-4226,-1642,-1955,-653,-45595,138889,-58973,64303,10008,-6594,17636,-14957,2484,2402,2432,698,-432,-783,-66,1304,easy
1053756,137609,193493,72428,64750,39281,15412,8456,-947936,-88545,-132445,-63834,-58406,-33570,-11911,-7336,96231,-116836,-181114,-67921,-57356,-37017,-12723,-6586,-526082,298953,-136240,-51090,-12296,-19659,-12028,-2197,1044167,-622313,-28291,415789,-48669,44874,-4087,16831,1050,45060,-3447,17358,-812,695,750,4389,difficult
569862,145379,25990,19672,15963,12632,7880,5559,-494460,-119778,-25256,-16209,-12387,-8977,-4277,-4999,-508996,-121638,-22406,-10884,-12315,-6746,-4884,-4300,127313,259088,89068,10170,406,17446,-2474,3825,-14536,636309,-1860,380726,2850,111474,5325,21054,72,12721,2231,24192,-607,2410,699,8125,easy
1050996,223135,117977,130581,45403,21364,11219,19976,311869,-1500,-86742,-108920,-34302,-13778,-7374,-13483,-829054,-142473,-102782,-113713,-42130,-16172,-5822,-16934,230877,-144592,-34929,-104655,-19842,-14969,-5618,-18179,-1140923,1059931,-140973,-2119,-16040,67853,-4793,9058,-7828,22288,-2394,1203,1552,204,-3451,-1245,difficult
694714,167714,7335,24494,13199,18519,9230,10981,-491533,-38469,11565,-9834,3394,-15339,-4582,-4211,-541904,-146195,-2932,-22623,-10737,-10765,-4314,-4222,482713,-78153,11880,-21834,-7890,-4115,-1559,-4977,-50371,1024617,-107726,68042,-14497,14812,-12789,789,-14131,2847,4574,6650,268,2755,-11,-755,easy
596897,43626,17490,14664,9333,13875,6545,3132,884233,53465,-4802,-4524,-4336,-7766,-4233,1658,-407376,-16045,-14967,-11416,-8157,-12897,-5631,-2671,300289,18424,-15592,-4970,-3384,-9160,-3156,-1130,-1291609,707665,-69510,34469,-10165,-625,-6892,6446,-3821,4773,-5131,3737,-1398,2475,-4329,1541,difficult
840679,58200,48484,10577,4113,4364,2879,2764,-700807,70293,-41423,47,1311,13484,638,1629,-206610,11578,-47036,-4556,-903,4616,2808,-484,-718975,41016,-36558,3410,6226,37558,10849,16684,494197,-512365,-58715,29438,-5613,10478,-4603,7966,-2214,7129,-8868,32942,2170,8041,-2113,17168,easy
796919,166793,37670,9747,7602,9302,4170,7315,2267660,721,21093,10730,13180,3345,3342,1759,-774455,-105924,-32076,-1725,-2191,-3570,-2515,-3663,-209010,71953,-3085,7188,9114,13951,4271,-2674,-3042115,565445,-106645,177877,-53169,28991,-12455,8913,-15371,11305,-6915,17521,-5857,6786,-5422,989,difficult
294770,151461,38772,21464,10247,15902,6126,6075,-211433,-148752,-38649,-21228,-9279,-13199,-4861,-5496,-280770,-135141,-36922,-13529,1776,-7244,1184,30088,-206083,-135743,-38135,-20780,-7080,-11408,-4460,-3604,-69337,74687,13611,-602,1727,-1213,7699,-7251,11055,-8856,5955,-4164,6045,-5644,35584,-33692,easy
569293,267849,30774,28516,17548,14677,9201,7564,879495,-54901,-11972,-9988,-10830,-6033,-6130,-4674,-273218,-209066,-18867,-21563,-13779,-9565,-5426,-5096,-478968,-207374,-14924,-21544,-13295,-7896,-6996,-5302,-1152713,-205750,-154165,1692,-6895,3943,-11575,19,-2949,484,-3532,1669,704,-1570,-422,-206,difficult
743188,242577,123113,48240,19556,23496,12305,10214,29012,-34974,-103401,-39107,-7531,-18213,-8461,-7970,308577,58517,-50368,-28702,11475,510,4605,3844,-719653,-216202,-105650,-32332,3712,-9586,-2346,-5358,279565,-1028230,93491,-274719,53033,-55282,10405,-3630,19006,-7763,18723,-10096,13066,-6951,11814,-9202,easy
1006823,155642,17698,21127,17978,19320,30407,11107,-295180,-37906,22464,-3821,-3109,-4275,-19643,-8569,83465,64409,-7253,-5057,-8810,-10354,-24909,-3902,-1488,160735,20636,-12764,-829,-6673,-25908,-8226,378645,-84953,102315,96326,-29717,27889,-1236,-7707,-5701,7981,-6079,3681,-5266,-999,4667,-4324,difficult
851104,40627,10026,7453,13861,11021,7054,6791,-798171,-370,-5076,-5762,-13306,-9968,-6210,-6365,779615,8952,21029,53195,-1448,36314,11434,3646,-724209,-16833,-2182,-4644,-9512,-8705,-5885,-6146,1577786,-1503824,9322,-25785,26105,-23211,58957,-57839,11858,-8064,46282,-45019,17644,-17319,10011,-9792,easy
549511,124551,34428,40636,17034,19179,14790,12621,-358049,-86181,-24028,-39847,-13140,-17707,-13645,-11752,-454164,-105434,-32204,-38839,-13980,-15071,-9076,-11078,-449035,-115960,-34161,-39705,-15817,-16954,-13156,-12217,-96115,5129,-19253,-10526,-8176,-1957,1008,-866,-840,-1837,2636,-1883,4569,-4080,674,-1139,difficult
611580,121925,11674,20165,9760,4378,2906,1932,-419189,-32565,-4541,-14584,-6212,-760,716,151,-600493,-114174,-7583,-17510,-9103,-3806,-2450,-1672,-402630,-81608,3604,-13893,-7152,-37,-1875,-1043,-181304,197863,-81609,32566,-3042,11187,-2926,3617,-2891,1951,-3046,3769,-3166,575,-1823,629,easy
859480,50328,18084,18964,16156,20695,17074,4822,-538867,-6476,-6236,-14962,-11762,-16478,-15327,-3451,-850917,-41582,-13111,-11673,-8925,-3906,-9069,9283,-395930,36287,35564,-6293,-9887,-13718,-12281,-2564,-312050,454987,-35106,77869,-6875,48675,3289,5380,2837,-962,12572,-9812,6258,-3212,12734,-11847,difficult
201673,51092,6748,3651,6635,6981,2429,1534,-186166,-45730,-632,-1097,-2905,-3024,-839,9,-30929,26003,-3345,-509,-6176,-5975,-1657,-960,-175760,-33724,-4464,-644,-4057,-3473,200,576,155237,-144831,71733,-59727,-2713,-1119,588,-135,-3271,2119,-2951,2502,-818,1857,-969,1536,easy
136679,91170,11093,5166,5225,6254,2675,1767,-50279,69727,24205,456,2529,718,504,321,138814,-45908,-3245,-1486,-1983,-3059,-1331,-1319,215010,-73011,-8478,-3647,-3547,-2731,-2010,-1307,189093,76196,-115635,-27103,-27450,-5233,-1942,-2161,-4512,-1564,-3777,328,-1835,-679,-1640,12,difficult
1192779,199257,22770,27452,17303,22180,17076,15407,2115240,390304,31566,9819,-11570,14241,-7007,17085,264131,234587,-7825,33794,19971,46376,8720,4039,-221763,194842,116806,1450,1878,53556,15974,9167,-1851109,-485894,-155717,-39745,-39391,124631,23975,-32344,31541,-18093,32135,7180,15727,7254,-13046,5128,easy
369887,49058,31250,7175,5796,12923,5481,2211,-310594,-27902,-29359,-4317,-2123,-10016,-4384,-821,-353053,-44257,-30105,-2331,3091,-3808,7019,-103,-329799,-34594,-15034,-4830,-1171,-8111,-2231,872,-42459,23254,-16355,9663,-746,15071,1986,-2499,5214,-4262,6208,-4303,11403,-9250,718,975,difficult
1023591,58060,19145,24818,8392,15048,4850,3736,-125508,36849,-2511,-17102,-2642,-10665,-2763,-1648,-811275,-23668,-14801,-21294,-2732,-12084,-4309,-3079,-920490,37633,-15419,-14318,5506,-11272,-966,-1959,-685767,-109215,-60517,61301,-12290,-618,-4192,6976,-90,8238,-1419,812,-1546,3343,-1431,1120,easy
337337,148771,22185,17435,7497,14521,20415,7082,396215,-53630,-5859,-8255,-1947,-5754,-17593,-3064,-241639,-137567,-20342,-7668,-5401,-10369,-15296,-1954,-15123,-56467,-11964,-10070,7190,-8918,-17961,-4550,-637854,226516,-83937,81100,-14483,8378,587,-2402,-3454,12591,-4615,1451,2297,-2665,1110,-2596,difficult
993228,104324,48814,21162,14317,13561,8245,5130,-947833,-92890,-46484,-18416,-13811,-12569,-7599,-4801,-881035,-90806,-41783,-19701,-11997,-11346,-7728,-4633,-505562,114713,-25612,5615,5168,19745,-2188,851,66798,375473,2084,205519,4701,16171,-1285,25316,1814,17165,1223,31091,-129,5540,168,5484,easy
458581,74310,19571,8340,6260,6611,4173,4210,729618,85973,-8788,31172,6328,2449,128,1092,-404447,-28465,20,586,-3248,2989,1938,1141,985421,18995,8636,-2443,5754,3265,2309,-903,-1134065,1389868,-114438,47460,8808,8616,-30586,-3029,-9576,9002,540,276,1810,371,49,-2044,difficult
863852,101951,14074,7045,12086,7640,6291,2610,907264,16211,1930,18609,10379,10296,2248,2586,-7218,5871,13936,456,-3969,-4419,-2085,387,140065,122412,41442,34823,5689,15781,564,1168,-914482,147283,-10340,116541,12006,27506,-18153,34367,-14348,9658,-14715,20200,-4333,2649,-2199,781,easy
1023793,78005,51624,19872,11148,21359,19917,6682,-764816,-36280,-48118,-18980,-10080,-18546,-17281,-5252,-305258,200012,-21631,-8846,-1938,-12587,-3180,3372,-602496,-45831,-40750,-15079,-6474,-17684,-13852,-5444,459558,-297238,236292,-245843,26487,-19119,10134,-6233,8142,-4536,5959,-5097,14101,-10672,8624,-8816,difficult
204987,29546,4368,9194,4419,5574,2644,2030,373032,54999,2968,-3281,1993,-2300,-1335,-1551,-160008,-19646,7068,-85,422,-1243,-844,-29,-49001,88995,5934,-6325,-25,115,-522,-420,-533040,111007,-74645,108641,4100,-1134,3196,-6240,-1571,-447,1057,1358,491,322,1522,-391,easy
1729568,178292,144635,184017,102731,85857,67374,34348,-233214,-42795,-30648,-158672,-87371,-60119,-27554,-21728,-1118091,95612,-90667,-168214,-83507,-58267,-41873,-27471,-1407573,-23160,-108549,-164062,-89460,-70823,-47903,-28735,-884877,-289482,138407,-118772,-60019,-17882,-9542,4152,3864,-5953,1852,-12556,-14319,-6030,-5743,-1264,difficult
1148436,163435,68851,31514,38553,23851,23508,12668,-849416,-96948,-50638,-24340,-24234,-20530,-21986,-11577,-1102547,-156104,-62480,-28217,-33927,-18920,-20323,-10070,-1058549,-60497,-56004,-27993,-35336,-19603,-20305,-9920,-253131,43998,-59156,95607,-11842,6476,-3877,224,-9693,-1409,1610,-683,1663,18,1507,150,easy
1305285,89693,16952,25270,8503,6607,4203,2268,-1221245,-76449,-1284,-23105,-4759,-3810,-3229,-690,-1172879,-77910,-12839,-20753,-6576,-4410,-848,-149,-1219471,-74072,-15010,-23156,-7185,-4498,-1445,-601,48366,-46592,-1461,3838,-11555,-2171,2352,-2403,-1817,-609,-600,-88,2381,-597,541,-452,difficult
321112,25431,11241,9544,9117,9623,4455,2799,451286,202742,40167,50502,5977,1065,8287,5013,-238579,9955,-8178,-7107,221,-3701,-3412,-807,-303616,-8448,-6197,-4396,-6587,-8167,-2917,-1264,-689865,-65037,-192787,-18403,-48345,1981,-57609,2711,-5756,-6808,-4766,-4466,-11699,495,-5820,-457,easy
