delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
276336,39587,7200,3578,4835,6267,5713,1951,-261402,-3862,23729,50392,27048,18849,5489,8331,-265855,-35046,49197,34249,34668,14811,2331,3727,easy
463840,60321,19100,10494,10357,25964,29774,13223,327158,74257,-7701,-18,7886,-8481,-4316,-6180,-457309,-55554,-16912,-8387,-5159,-19050,-25398,-9041,difficult
157644,14748,9337,8915,8149,16259,12578,9924,-152536,-19,-6571,-4900,-4799,-7271,-5610,-4851,-65044,29411,-3889,-3764,-1174,-13112,-9621,-8371,easy
374372,70071,17764,12198,16825,31576,14793,11694,-372233,-66607,-12237,-11406,-11628,-24080,-11245,-9353,-371420,-56023,-13575,1150,-5604,-20693,-8301,-6652,difficult
245916,33349,5607,2999,10335,34501,16606,9821,-150721,60549,9472,5331,29617,-15227,-1926,-5051,398349,-28215,860,1228,424,-25298,-13020,-8379,easy
752925,98545,14212,5000,7349,45281,28050,14172,-741117,-96243,-12765,-3137,-5103,-39612,-25919,-12465,-531611,-79619,-7960,3360,-1034,-22960,-20350,-9168,difficult
424838,61634,8947,5627,4833,4240,4729,1896,-414104,-3597,1952,5316,695,6550,3763,4969,-321722,517275,365737,78897,52926,41710,43233,54207,easy
52433,14891,7865,6761,10083,13618,18587,10279,-43904,7925,-3022,6742,6652,2550,-479,2816,-23319,398,19,-1414,-3387,-2340,-7350,-936,difficult
20281,19045,12213,6725,7399,27759,19615,10385,-14947,-12655,-11303,-4194,-3044,-15766,-10710,-6737,-3966,-13014,2707,448,9641,-19113,-8972,-1598,easy
49795,17578,25462,23583,21603,39867,12232,8797,-47225,-14054,-23963,-17684,-17986,-34317,-9809,-7247,445432,18905,-12272,16496,-834,-25126,-9534,-821,difficult
758075,90107,38837,16541,15594,44144,14402,8046,-683884,-69180,-30143,36125,10339,-2651,-333,-375,-601903,-45939,-35581,10195,-2100,-6738,1634,-2063,easy
35908,10483,18782,7527,11365,23232,8634,6080,-31844,-3429,-9286,8155,802,-6163,-1552,3540,-19476,24401,29127,52848,3129,-2799,-3128,563,difficult
142189,64763,10841,13962,10639,28888,19386,8858,-118058,-35175,-4724,-8461,-4619,-17145,-11386,-232,-135021,-33799,-4814,-4145,-734,-19653,-7116,-3969,easy
322290,165188,29712,24871,16787,35514,12886,11589,-240537,-144977,-26094,-21939,-10969,-31063,-7045,-7081,-313680,-149455,-20660,-14290,-5972,-11676,4111,-3565,difficult
865391,133702,15575,8147,22124,30122,28279,13462,-827010,-72600,65743,4685,-12862,14641,-23691,-10400,-802061,-113788,-13247,3234,-19605,-24967,-25563,-10579,easy
355402,130461,29480,10874,16494,36605,16706,9503,111708,-91321,-5902,25719,-1021,-24243,-4142,-2464,-263252,-121475,-23292,-9650,3574,-19658,-6810,-1650,difficult
534046,41832,30434,8459,9453,36525,28993,11085,-513801,9359,-21287,17513,503,-3953,-17369,-1768,-505163,-18747,-25306,-7414,-6086,-28862,-25992,-8244,easy
357564,94135,34819,15370,15544,39931,14950,17130,-352512,-59480,-25119,-1330,24356,-7712,-1047,-5492,-279636,-81191,-31560,-5591,-9800,-34175,-11050,-14740,difficult
81448,106075,13963,10986,10048,19135,11566,6192,39093,-82939,-1776,-3192,-5779,-14820,-8186,-4703,-80100,-64484,-8762,3864,11061,2614,-3810,1975,easy
252206,22624,9723,12391,11163,23437,15285,9234,-240518,-5213,-6930,6002,716,1730,-4698,-519,142569,9795,-4464,9408,8360,5228,-10124,-5545,difficult
837196,49063,14687,17039,30202,44120,17866,10299,-819229,-28334,6515,-9808,-9649,-25270,-13014,-5336,-344371,203,-10288,-6987,-24834,-34768,-10797,-3932,easy
425090,80524,20394,3312,14955,32934,32424,7581,-415972,-75218,-8867,1087,-4771,-706,-21787,4300,-408740,-71997,-12261,29563,1612,-14751,-19800,-102,difficult
276965,43349,9461,12683,7315,19885,26455,6776,-272363,-27834,-7874,-4759,4692,20711,-14070,-3387,-245200,-22545,-8841,-7022,-2739,-14579,-21847,-4881,easy
232888,38222,8882,13647,7045,21250,16329,9410,39504,-17906,2273,-5550,-5587,-12002,-12208,-4969,25112,11918,4709,-2556,4084,-17364,-8017,-6563,difficult
101348,31280,14922,4517,7069,12204,13210,10369,-85858,-7957,-8910,9445,-2641,-1090,-3988,-1107,-39639,-12869,-9642,11770,-5035,1610,211,-2059,easy
153613,51684,20317,8478,29447,29765,21329,11845,-143505,-37654,-13331,6475,-19908,-14408,-9334,-7336,-150405,-45234,-11011,768,-17087,6569,-16701,-6978,difficult
165343,26805,4565,11414,8576,26212,19401,9221,-155522,-16046,-3831,-8092,-578,-10060,-7705,-1864,-97866,36802,-55,-6147,-1255,-18721,-14931,-5478,easy
216497,58113,8173,10714,12118,16693,6936,4495,-193785,-14913,-6570,-3573,5010,463,6878,1116,161136,-7278,15625,-5317,-602,14178,-627,157,difficult
512583,65810,34450,20233,17917,22130,12065,6241,-501949,-37824,-5316,-976,8900,11272,-3424,-2825,-501742,-55032,-6820,5658,2960,16738,-463,-1548,easy
170102,10729,11116,45759,14221,32711,5488,5553,159712,-2935,-1548,-40251,-6870,-27156,-1580,-1213,73120,26098,-7716,-41866,-10887,-21426,2661,-2646,difficult
7836,28325,14353,37665,11599,14670,4872,1873,-4379,7348,16541,10559,-704,4403,4986,2464,97953,15934,-8263,-33049,50402,-3178,-1453,587,easy
60574,21931,12088,17602,15933,27017,8195,7559,494706,429,-8322,17300,-6055,-14765,-125,-3415,-54633,-9788,-3768,-11182,-8426,-11853,-2078,-1545,difficult
66965,31260,11152,15461,8280,20299,22361,11360,-64613,-29771,-5312,-12307,-6101,-15955,-18129,-10229,-56104,-15295,-8232,-4482,6835,-3420,-11871,-1720,easy
299819,102387,7351,15537,15312,38178,25278,9524,-296732,-99766,-3921,-15020,-10599,-35490,-23552,-8060,-249077,-51414,9056,919,6104,-17008,-14515,7662,difficult
189081,60652,16436,8126,19469,21177,14738,9848,-174980,-18190,-2538,-3602,-3486,39409,-6290,-1568,-173525,-45259,-8771,-1521,-9381,6069,-7764,-4678,easy
15445,21317,3222,2748,7831,27383,8769,4043,-4366,-15999,-1026,1731,-2418,-23119,-7355,-3464,-10871,24324,5850,12985,9442,-1223,-937,2214,difficult
258957,147772,86381,35621,14565,32016,26557,30649,-202813,-132840,-72287,-28134,-7559,-12254,-12011,-14233,-235759,-108569,-69215,-1559,10355,-11079,-8555,-23899,easy
72256,20935,5145,4679,5306,14693,4311,4217,-53532,-6304,30839,-521,27382,17584,2019,1637,-59883,-13201,8146,35765,6936,10249,15720,-833,difficult
560268,92417,71827,33016,22356,35058,34319,13416,-470455,-80658,-64450,-31679,-19455,-29445,-32356,-11902,-515385,-62335,-69629,-30039,-13401,-30779,-32661,-12048,easy
12219,22287,9914,9104,13343,48369,26007,9521,-11046,-1973,23381,22924,185,-16789,-19432,-4095,-8704,13627,11105,13479,1351,-12566,-15811,-5638,difficult
