delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
1068797,107251,27953,15858,14488,49697,-946362,-93474,-20273,-12794,-10610,-49177,522918,240191,-9472,-5421,19117,-34928,189873,-64660,-7977,9973,-756,-33893,-1042661,-90289,-25088,-11584,-11920,-47750,-986796,-88055,-27455,-14845,-13071,-49094,1469280,-333045,-1232534,55865,333665,-304851,-25629,2234,10801,1495,-17111,-2367,7373,15394,-21557,-3261,29727,-19873,-11164,-1151,14249,1035,-13857,-1344,easy
332684,157723,47219,19667,13569,19918,393285,-134081,-42180,-16558,-9384,-15811,-48369,35472,-40925,-4557,7937,-11513,-145764,-125388,-45283,-14249,-9977,-12834,946631,-145011,-42197,-32,1862,8635,-259158,-152236,-44539,-18024,-12411,-18295,-441654,-97395,1092395,-1205789,169553,-160860,-19623,-7225,1255,-4358,3086,-2342,12001,-9692,14217,-17992,17321,-17914,11839,-14273,4298,-1321,21469,-26930,difficult
121635,53567,16112,6800,5956,10181,-7314,-15356,-10085,647,-872,-5773,229716,67405,-964,3023,-1659,1427,-1974,4223,1397,-3066,-4201,-4988,33950,-37764,-9452,-1492,4171,-3882,262684,21770,-837,-4233,-3591,-8346,237030,-231690,35924,228734,82761,-63182,-41987,59534,9121,2361,-10849,8615,2376,-6089,1574,-2741,-787,-2542,8372,-7762,7200,-6415,1106,-4464,easy
1314787,263330,52454,27072,19902,67472,-620329,-173838,-51871,-17373,-13233,-28133,-1262970,-234175,-46012,-22939,-13250,-59248,-1174271,-229647,-42918,-24894,-13898,-48013,-1183299,-203226,-42170,-16378,-12867,-50000,-1107063,-236277,-44040,-25092,-16551,-66512,-642641,88699,-9028,76236,-60337,4528,26421,-33051,5859,3094,748,-1870,-5566,-1955,8516,-8714,-17,-648,1031,-3684,-31115,11235,-1987,-16512,difficult
848503,306387,54283,40822,40379,53469,-577883,-300789,-46660,-35963,-39085,-48573,-562756,-224470,-36706,-29930,-36062,-35726,-225749,-278874,-48105,-35808,-37045,-38895,-226279,-218922,-31037,6529,-15605,27122,-772158,-206352,-47623,-37229,-30722,-46481,15127,337007,-530,-545879,76319,-54404,59952,12570,9954,-11399,17068,-16586,6033,-5878,42337,-43758,3023,-983,21440,-15117,12847,-3169,66017,-73603,easy
1375797,148442,43127,39444,14500,38638,-549967,-54951,-34383,-19993,-10071,-22976,-1234391,-138047,-41677,-33647,-8453,-25702,-1360339,-138846,-39394,-38222,-11717,-26053,-1342135,-123767,-40073,-27388,-12705,-27319,-1279500,-140239,-20092,-35855,-2409,-19559,-684424,-125948,18204,62635,-83096,-799,15079,-16472,-7294,2283,-679,19981,-13654,-4575,10834,-8467,1618,-3264,-988,10296,-2726,-351,-1266,7760,difficult
606203,101964,10339,42873,18866,15227,37737,18095,-7950,-40828,-16153,-7342,-571756,-96349,-6320,-40059,-15077,-10701,-376694,-90138,1710,-39243,-12968,-8618,-529791,-87369,-7177,-40192,-12872,-10768,-591265,-99382,-6639,-41835,-14334,-10389,-609493,195062,-153097,-61474,-114444,6211,2769,-12013,1630,8030,-8887,538,769,816,-949,-1643,1076,2109,96,-1462,-3359,2083,-2150,379,easy
640518,108136,7842,19143,6115,27622,-607674,-101957,-6182,-16783,-4109,-26773,429475,-12552,5741,-5137,-1801,-22373,58898,3191,7992,948,991,-19151,-331466,-105879,-7266,-18245,-5564,-26844,-103135,-397,24871,-14404,976,-9665,1037149,-370577,-390364,228331,89405,15743,-109070,105482,11923,2251,-15258,32137,11646,6085,-19193,3841,2308,2792,-6555,6540,4400,3222,-7693,17179,difficult
459705,86931,8829,11821,7804,19292,-317481,-66757,3167,-1701,-1370,-14330,113697,-4640,-4021,-6916,-2823,-13376,-430821,-81348,-5406,-10543,-6120,-18158,715736,30670,9272,2691,7174,31643,1117463,30719,2478,52381,14241,42961,431178,-544518,1146557,401727,62117,-76708,112018,49,-7188,-1385,14678,-6794,-5215,-3627,13234,49690,-1453,-3297,13294,7067,954,-4782,49801,11318,easy
128449,74000,13287,15057,5130,16430,155397,-11734,27833,-7272,10668,2547,79424,-16785,-9660,-12123,-1908,-1352,-95517,-25815,-6674,-10111,30,17121,-12207,-42507,2349,-7950,1706,-7626,-55481,-12613,-11438,-11116,-1464,28400,-75973,-174941,83310,-43274,-5051,-9030,-16692,29894,-37493,2986,9023,-13787,-4851,2012,2161,-3166,-12576,1938,1676,-3170,-3899,18473,-24747,36026,difficult
315343,19143,7889,4785,4267,5758,-230785,-14538,-7357,-3707,-3664,-4762,-311339,-11577,-513,3049,2710,16639,-289369,21430,-1209,8399,5825,11881,-291569,-5524,-6435,-2280,-1425,-554,501132,24439,2512,29308,13371,6258,-80554,21970,-2200,792701,2961,33007,-26954,29963,6844,-696,-5226,8947,6756,5350,-10679,31588,6374,3115,-7250,14796,21401,-4758,-12435,6812,easy
1344705,199129,54490,78028,31914,26887,-1199107,-167393,-54296,-77229,-30913,-24869,199691,14927,34029,-64987,-5163,-3365,1924362,-166839,-26092,-47552,-12465,45368,-82078,-166712,-12775,-71492,-14630,1326,-310276,-181686,-44247,-75780,-28132,-17642,1398798,1724671,-2006440,-228198,182320,-181766,127,-14974,88325,-60121,13317,-31472,12242,17435,-23940,-4288,25750,-7302,-2165,-13502,21504,48733,-44042,-18968,difficult
622761,69560,19757,18358,14019,31655,-449015,3688,851,-1830,10095,-7214,-615981,-61792,-18398,-2459,-11877,-28102,-580422,-53126,-6549,48011,-9536,-17355,-171352,-46087,1745,-7959,6723,-20382,2770905,-6589,17663,5047,-4276,8592,-166966,35559,409070,2942257,-65480,8666,7039,39498,-19249,11849,8294,15918,-629,50470,-55970,13006,-21972,2341,16259,-10999,-20888,10747,-3027,28974,easy
1288677,224843,28860,20378,12597,42112,-644376,-183421,-23233,-15320,-8463,-16623,-1144777,-215162,-22953,-19050,-11111,-37877,-1174453,-170382,-14438,18313,10879,-10618,376650,95045,9208,19064,-3103,-1304,409101,183302,18736,25560,21037,27624,-500401,-29676,1551103,32451,-31741,44780,265427,88257,280,8515,23646,9528,-3730,37363,751,6496,-2648,21990,-13982,24140,-21254,27259,9314,28928,difficult
435830,198877,17850,7632,8239,10529,1223514,-69278,-68,2015,21931,11553,-413762,-185379,-2619,-1615,338,-5034,-172098,-179470,-8194,2574,-4106,-7386,284435,32516,13540,26041,32443,7932,-292061,-148845,-16022,951,-6357,13107,-1637276,241664,456533,-576496,-116101,5909,211986,-181361,-2551,-5575,21734,-29562,-3630,4189,23467,-25090,-21593,-4444,36549,-38800,-16587,-2352,15318,5175,easy
606754,119297,16203,7519,6200,8792,-134074,101879,-4003,15341,234,10624,-560081,-102717,-15324,-5987,-5276,-7473,1752397,27844,84240,68579,58536,104175,-545477,-10949,1240,7614,1510,359,-5118,-15012,64481,2378,4231,26278,-426007,2312478,-2297874,540359,-204596,130561,-38793,-4063,-11321,99564,-83000,63241,-21328,74566,-60965,-5236,-5510,63812,-57026,2721,-18097,111648,-103816,25919,difficult
