delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
276336,39587,7200,3578,4835,6267,-220114,-18504,40634,68499,14513,40880,-253323,-29279,15898,18656,30976,10266,-261402,-3862,23729,50392,27048,18849,-265855,-35046,49197,34249,34668,14811,-33209,-8079,-4453,-10775,25417,-31184,-24736,7831,25468,-49843,31736,-16143,16463,-3928,7620,-30614,8583,-4038,easy
463840,60321,19100,10494,10357,25964,-434244,-52084,9938,-1286,4782,15538,-462394,-55015,-17514,-8030,-7912,-16697,327158,74257,-7701,-18,7886,-8481,-457309,-55554,-16912,-8387,-5159,-19050,-28150,789552,-784467,-2931,129272,-129811,-27452,9813,-9211,-6744,8012,-8369,-12694,15798,-13045,-32235,8216,-10569,difficult
157644,14748,9337,8915,8149,16259,59887,10975,9258,7579,4275,10719,-146869,15888,21439,4606,6490,-6168,-152536,-19,-6571,-4900,-4799,-7271,-65044,29411,-3889,-3764,-1174,-13112,-206756,-5667,87492,4913,-15907,29430,12181,-28010,2682,-2973,-9506,1136,2215,-11289,3625,-16887,-1103,-5841,easy
374372,70071,17764,12198,16825,31576,48790,-36029,-11384,-10306,-12695,1579,-262568,-44539,-10387,773,17163,1977,-372233,-66607,-12237,-11406,-11628,-24080,-371420,-56023,-13575,1150,-5604,-20693,-311358,-109665,813,-8510,-22068,10584,997,-1850,-1338,11079,-12179,12556,29858,-28791,6024,398,-26057,3387,difficult
245916,33349,5607,2999,10335,34501,239146,-22605,10811,1552,-8178,-25431,-103807,-27990,-4215,2419,-10099,-33429,-150721,60549,9472,5331,29617,-15227,398349,-28215,860,1228,424,-25298,-342953,-46914,549070,-5385,88539,-88764,-15026,13687,-8612,867,2912,-4103,-1921,39716,-29193,-7998,18202,-10071,easy
752925,98545,14212,5000,7349,45281,-723471,-72667,-9604,-234,7908,-10462,-696065,-21396,17210,-93,3892,-15923,-741117,-96243,-12765,-3137,-5103,-39612,-531611,-79619,-7960,3360,-1034,-22960,27406,-45052,209506,51271,-74847,16624,26814,-29975,4805,141,-3044,6497,-4016,-8995,4069,-5461,-23689,16652,difficult
424838,61634,8947,5627,4833,4240,-409458,-53825,-4987,-2770,8501,13425,-408285,-53374,-1389,1293,2318,12240,-414104,-3597,1952,5316,695,6550,-321722,517275,365737,78897,52926,41710,1173,-5819,92382,451,49777,520872,3598,3341,363785,4063,4023,73581,-6183,-1623,52231,-1185,-5690,35160,easy
52433,14891,7865,6761,10083,13618,425358,40261,-4941,6834,-2387,15126,4275,127705,20210,-1992,-4289,5027,-43904,7925,-3022,6742,6652,2550,-23319,398,19,-1414,-3387,-2340,-421083,-48179,20585,87444,-119780,-7527,25151,-23232,3041,-8826,8734,-8156,-1902,10941,-10039,-10099,-2477,-4890,difficult
20281,19045,12213,6725,7399,27759,308206,47788,31537,14723,21109,11977,6701,31856,-8247,-3322,-612,-24851,-14947,-12655,-11303,-4194,-3044,-15766,-3966,-13014,2707,448,9641,-19113,-301505,-21648,10981,-15932,-44511,-359,-39784,-3056,14010,-18045,-872,4642,-21721,-2432,12685,-36828,9085,-3347,easy
49795,17578,25462,23583,21603,39867,15330,5336,-9779,29021,-16555,8038,-32439,-3851,-14874,28814,4544,-13400,-47225,-14054,-23963,-17684,-17986,-34317,445432,18905,-12272,16496,-834,-25126,-47769,-14786,492657,-9187,-10203,32959,-5095,-9089,11691,-207,-46498,34180,21099,-22530,17152,-21438,-20917,9191,difficult
758075,90107,38837,16541,15594,44144,-685571,-74602,-22944,52081,4206,-30101,-749862,-83240,-32552,-6950,-9353,-38437,-683884,-69180,-30143,36125,10339,-2651,-601903,-45939,-35581,10195,-2100,-6738,-64291,65978,81981,-8638,14060,23241,-9608,2409,-5438,-59031,43075,-25930,-13559,19692,-12439,-8336,35786,-4087,easy
35908,10483,18782,7527,11365,23232,-30281,-3352,-3504,12576,6908,-6040,-32931,27833,-11520,124091,7921,13008,-31844,-3429,-9286,8155,802,-6163,-19476,24401,29127,52848,3129,-2799,-2650,1087,12368,31185,-31262,27830,-8016,2234,38413,111515,-115936,44693,1013,-7119,2327,19048,-19171,3364,difficult
142189,64763,10841,13962,10639,28888,316361,-43364,-3127,-89,-6541,-20660,-139719,-58448,-6026,10167,-2310,-3055,-118058,-35175,-4724,-8461,-4619,-17145,-135021,-33799,-4814,-4145,-734,-19653,-456080,21661,-16963,-15084,23273,1376,-2899,1302,-90,10256,-18628,4316,4231,-2309,3885,17605,-14090,-2508,easy
322290,165188,29712,24871,16787,35514,-316399,-142285,-20506,-131,-5700,47790,-185867,-107261,-25600,-15851,9237,-9572,-240537,-144977,-26094,-21939,-10969,-31063,-313680,-149455,-20660,-14290,-5972,-11676,130532,-54670,-73143,35024,-37716,-4478,-5094,-494,5434,-15720,-6088,7649,14937,-20206,4997,-57362,-21491,19387,difficult
865391,133702,15575,8147,22124,30122,-802871,-110417,14901,-1763,-10324,-25316,-796127,-130440,-12563,-6479,-19995,-28671,-827010,-72600,65743,4685,-12862,14641,-802061,-113788,-13247,3234,-19605,-24967,6744,-30883,24949,-20023,57840,-41188,-27464,78306,-78990,-4716,11164,-1451,-9671,7133,-6743,-3355,43312,-39608,easy
355402,130461,29480,10874,16494,36605,680350,43484,4657,-6055,-9791,13528,-160028,-106531,-6300,11952,2166,-10589,111708,-91321,-5902,25719,-1021,-24243,-263252,-121475,-23292,-9650,3574,-19658,-840378,271736,-374960,-150015,15210,-30154,-10957,398,-17390,18007,13767,-35369,11957,-3187,4595,-24117,-13654,4585,difficult
534046,41832,30434,8459,9453,36525,-517831,7410,-15514,-6794,-646,27608,-50491,2844,-13508,-152,2827,-1805,-513801,9359,-21287,17513,503,-3953,-505163,-18747,-25306,-7414,-6086,-28862,467340,-463310,8638,-4566,6515,-28106,2006,-7779,-4019,6642,17665,-24927,3473,-2324,-6589,-29413,-2148,-24909,easy
357564,94135,34819,15370,15544,39931,1448438,-80633,-25286,-10516,11257,26881,-338901,-82768,-30509,2923,-7926,4672,-352512,-59480,-25119,-1330,24356,-7712,-279636,-81191,-31560,-5591,-9800,-34175,-1787339,-13611,72876,-2135,23288,-21711,-5223,5390,-6441,13439,-4253,-4261,-19183,32282,-34156,-22209,-12384,-26463,difficult
81448,106075,13963,10986,10048,19135,-33837,-88905,-11441,-4679,-6869,-7053,187485,-13692,19506,47585,17783,-480,39093,-82939,-1776,-3192,-5779,-14820,-80100,-64484,-8762,3864,11061,2614,221322,-148392,-119193,75213,-69247,18455,30947,-21282,-6986,52264,-50777,7056,24652,-23562,16840,6573,-14340,17434,easy
252206,22624,9723,12391,11163,23437,-237270,-7312,-4209,10268,-2642,15651,-174210,2573,-389,10654,1817,-7733,-240518,-5213,-6930,6002,716,1730,142569,9795,-4464,9408,8360,5228,63060,-66308,383087,9885,-7786,15008,3820,-6541,2466,386,-4652,3406,4459,-1101,7644,-23384,9463,3498,difficult
837196,49063,14687,17039,30202,44120,-747824,-40035,-13544,-15667,-27713,-40638,-697384,-38136,425,-880,-22653,-34380,-819229,-28334,6515,-9808,-9649,-25270,-344371,203,-10288,-6987,-24834,-34768,50440,-121845,474858,1899,9802,28537,13969,6090,-16803,14787,-8928,2821,5060,13004,-15185,6258,9110,-9498,easy
425090,80524,20394,3312,14955,32934,-410313,-63444,-5581,10596,-691,16601,-402266,-1562,-84,11930,-3775,-11940,-415972,-75218,-8867,1087,-4771,-706,-408740,-71997,-12261,29563,1612,-14751,8047,-13706,7232,61882,-73656,3221,5497,-8783,-3394,1334,-10843,28476,-3084,-996,6383,-28541,11234,-14045,difficult
276965,43349,9461,12683,7315,19885,-230984,-31395,-623,-10567,-2096,-10557,-251221,-21743,-6729,-1838,22545,6801,-272363,-27834,-7874,-4759,4692,20711,-245200,-22545,-8841,-7022,-2739,-14579,-20237,-21142,27163,9652,-6091,5289,-6106,-1145,-967,8729,-2921,-2263,24641,-17853,-7431,17358,13910,-35290,easy
232888,38222,8882,13647,7045,21250,-149286,95829,-664,-1075,2271,-407,76145,-22479,-7245,-3192,2686,-13526,39504,-17906,2273,-5550,-5587,-12002,25112,11918,4709,-2556,4084,-17364,225431,-36641,-14392,-118308,4573,29824,-6581,9518,2436,-2117,-2358,2994,415,-8273,9671,-13119,1524,-5362,difficult
101348,31280,14922,4517,7069,12204,-93242,-9681,-994,29189,4259,21853,43879,53459,-9280,179,25115,13487,-85858,-7957,-8910,9445,-2641,-1090,-39639,-12869,-9642,11770,-5035,1610,137121,-129737,46219,63140,-61416,-4912,-8286,370,-732,-29010,9266,2325,20856,-27756,-2394,-8366,-14577,2700,easy
153613,51684,20317,8478,29447,29765,-148143,-40592,14000,-5517,-11644,-13440,-130697,-35072,-16766,-947,-20844,-12620,-143505,-37654,-13331,6475,-19908,-14408,-150405,-45234,-11011,768,-17087,6569,17446,-12808,-6900,5520,-2582,-7580,-30766,3435,2320,4570,7422,-5707,-9200,936,2821,820,-1788,20977,difficult
165343,26805,4565,11414,8576,26212,-161468,-21587,4227,-2200,-2505,636,-112437,73438,4812,-3341,3451,-10109,-155522,-16046,-3831,-8092,-578,-10060,-97866,36802,-55,-6147,-1255,-18721,49031,-43085,57656,95025,-89484,52848,585,-8643,3776,-1141,-4751,1945,5956,-4029,-677,-10745,49,-8661,easy
216497,58113,8173,10714,12118,16693,-144481,-41283,-4609,-3923,-6277,-11922,-134472,-22494,-5967,371,-8616,-7188,-193785,-14913,-6570,-3573,5010,463,161136,-7278,15625,-5317,-602,14178,10009,-59313,354921,18789,7581,7635,-1358,-603,22195,4294,-3944,-1744,-2339,13626,-5612,4734,7651,13715,difficult
512583,65810,34450,20233,17917,22130,-311727,-44291,-33261,-11715,-12682,-17932,-418790,-20450,33073,56854,-6644,2176,-501949,-37824,-5316,-976,8900,11272,-501742,-55032,-6820,5658,2960,16738,-107063,-83159,207,23841,-17374,-17208,66334,-38389,-1504,68569,-57830,6634,6038,15544,-5940,20108,9096,5466,easy
170102,10729,11116,45759,14221,32711,-37747,25046,-564,-38948,-10660,-25753,1283769,22726,17942,-34885,1536,-17969,159712,-2935,-1548,-40251,-6870,-27156,73120,26098,-7716,-41866,-10887,-21426,1321516,-1124057,-86592,-2320,-25661,29033,18506,-19490,-6168,4063,-5366,-1615,12196,-8406,-4017,7784,-9187,5730,difficult
7836,28325,14353,37665,11599,14670,417324,1032,6704,-19678,-1653,34515,72341,4643,-4389,-4382,3178,16858,-4379,7348,16541,10559,-704,4403,97953,15934,-8263,-33049,50402,-3178,-344983,-76720,102332,3611,2705,8586,-11093,20930,-24804,15296,14941,-43608,4831,-3882,51106,-17657,-12455,-7581,easy
60574,21931,12088,17602,15933,27017,-30625,12968,-8248,-13174,797,-5169,-46864,8591,-4349,690,-13669,-19024,494706,429,-8322,17300,-6055,-14765,-54633,-9788,-3768,-11182,-8426,-11853,-16239,541570,-549339,-4377,-8162,-10217,3899,-3973,4554,13864,16610,-28482,-14466,7614,-2371,-13855,4259,2912,difficult
66965,31260,11152,15461,8280,20299,-57401,-20833,-7815,1108,-4484,5191,-34843,10607,2900,-7504,29053,40289,-64613,-29771,-5312,-12307,-6101,-15955,-56104,-15295,-8232,-4482,6835,-3420,22558,-29770,8509,31440,-40378,14476,10715,-8212,-2920,-8612,-4803,7825,33537,-35154,12936,35098,-56244,12535,easy
299819,102387,7351,15537,15312,38178,-16465,-84269,-1356,-10883,-13270,-31709,-160549,-70085,-4098,-14722,-12635,-33419,-296732,-99766,-3921,-15020,-10599,-35490,-249077,-51414,9056,919,6104,-17008,-144084,-136183,47655,14184,-29681,48352,-2742,177,12977,-3839,-298,15939,635,2036,16703,-1710,-2071,18482,difficult
189081,60652,16436,8126,19469,21177,-177261,-51084,-14627,-1339,-7607,13765,-151929,-9840,13038,5083,-9414,12239,-174980,-18190,-2538,-3602,-3486,39409,-173525,-45259,-8771,-1521,-9381,6069,25332,-23051,1455,41244,-8350,-27069,27665,-15576,-6233,6422,-8685,2081,-1807,5928,-5895,-1526,27170,-33340,easy
15445,21317,3222,2748,7831,27383,473400,62093,6974,7901,11444,27527,-9198,2951,59931,27696,10124,2002,-4366,-15999,-1026,1731,-2418,-23119,-10871,24324,5850,12985,9442,-1223,-482598,4832,-6505,-59142,-18950,40323,52957,-60957,6876,19795,-25965,11254,-1320,-12542,11860,-25525,-25121,21896,difficult
258957,147772,86381,35621,14565,32016,1389101,-127917,-75533,-7466,15859,-23,-166703,-2992,-45510,-13337,-4549,-7121,-202813,-132840,-72287,-28134,-7559,-12254,-235759,-108569,-69215,-1559,10355,-11079,-1555804,-36110,-32946,124925,-129848,24271,30023,-26777,3072,-5871,-14797,26575,-20408,-3010,17914,-7098,-5133,1175,easy
72256,20935,5145,4679,5306,14693,50673,-2436,9764,848,8939,712,-62881,-16263,15317,23668,7068,11659,-53532,-6304,30839,-521,27382,17584,-59883,-13201,8146,35765,6936,10249,-113554,9349,-6351,-13827,9959,-6897,5553,15522,-22693,22820,-24189,36286,-1871,20314,-20446,10947,5925,-7335,difficult
560268,92417,71827,33016,22356,35058,-553917,-73622,-65613,3596,-12161,-999,-446207,-60917,-64305,-12775,-10561,-16294,-470455,-80658,-64450,-31679,-19455,-29445,-515385,-62335,-69629,-30039,-13401,-30779,107710,-24248,-44930,12705,-19741,18323,1308,-145,-5179,-16371,-18904,1640,1600,-8894,6054,-15295,-13151,-1334,easy
12219,22287,9914,9104,13343,48369,83697,20077,-6145,-8199,-12163,-42682,2664,-13776,4553,22661,-483,-25347,-11046,-1973,23381,22924,185,-16789,-8704,13627,11105,13479,1351,-12566,-81033,-13710,2342,-33853,11803,15600,10698,18828,-12276,30860,263,-9445,11680,668,1166,17335,8558,4223,difficult
169884,26649,12985,15268,17619,24077,-119848,16713,-9767,-4238,-14067,-14185,-167620,-1174,6817,24590,-3981,-8081,744621,84494,43521,28195,-8164,2914,-79067,39562,2055,-2579,-13055,-16425,-47772,912241,-823688,-17887,85668,-44932,16584,36704,-41466,28828,3605,-30774,10086,-4183,-4891,6104,10995,-19339,easy
78948,27426,4293,2292,3789,6145,-30485,-5815,16104,30702,4842,12994,-70546,-2481,11203,141757,1237,8671,-77029,-12941,55647,20858,3733,12847,-70520,-15499,11763,15491,22476,40327,-40061,-6483,6509,3334,-10460,-2558,-4901,44444,-43884,111055,-120899,-5367,-3605,2496,18743,-4323,4176,27480,difficult
139879,32209,4203,1498,2532,27121,-68036,25663,7901,18042,3189,-4143,-136228,-30353,-3500,-138,1662,-24146,-123205,-17958,-359,3200,2408,-20021,-131236,-11883,2561,1421,2520,11223,-68192,13023,-8031,-56016,12395,6075,-11401,3141,2920,-18180,3338,-1779,-1527,746,112,-20003,4125,31244,easy
255565,55953,17839,8937,19872,28658,-248604,-42897,-13676,5583,-7592,10051,-88529,-2456,-12740,-6428,-16667,-6138,137774,11728,18210,8518,-665,40224,-250133,-52851,-15705,-6581,-15603,-22557,160075,226303,-387907,40441,14184,-64579,936,30950,-33915,-12011,14946,-15099,-9075,16002,-14938,-16189,46362,-62781,difficult
88786,34415,17428,23451,13587,20569,42158,3651,-11149,-22123,-3563,-17230,38793,-2644,-12234,1395,39754,13384,-72558,-21359,-10779,-21611,-5107,-8295,-17967,-29168,-17086,-23236,-12459,-19741,-3365,-111351,54591,-6295,-18715,-7809,-1085,1455,-6307,23518,-23006,-1625,43317,-44861,-7352,30614,-21679,-11446,easy
8497,18433,87506,64562,32053,17839,371278,45855,-48430,-55355,-19110,8745,43566,-978,-77992,-60217,-26736,-13113,-5339,-8429,-66784,-44679,-13806,10499,-4306,-6175,-76084,-53460,-16158,13258,-327712,-48905,1033,-46833,-7451,2254,-29562,11208,-9300,-4862,15538,-8781,-7626,12930,-2352,-21858,23612,2759,difficult
714440,30495,6605,2659,6745,10675,684741,470313,46119,16193,12677,25138,-618653,-4919,4568,7307,22926,23707,-692467,-1088,-3252,2075,-241,15961,-361236,-17553,264,934,3334,-1126,-1303394,-73814,331231,-475232,3831,-16465,-41551,-7820,3516,-8886,-5232,-1141,10249,-23167,3575,-1431,-7746,-17087,easy
205021,19276,8828,14918,6901,29844,-97811,53227,26899,5609,24167,-11146,15735,-1950,-2712,6324,6209,-7061,-197424,-12048,25027,28739,5051,-3468,-132661,26811,6055,13095,4618,-16589,113546,-213159,64763,-55177,-10098,38859,-29611,27739,-18972,715,22415,-15644,-17958,-1158,-433,4085,3593,-13121,difficult
73820,18740,5424,6193,3683,13536,46610,6947,-4205,125,952,-9153,125924,65945,5657,27422,15233,27856,-57035,-15757,-4013,-3753,-1844,-9302,6864,14930,433,2656,3440,-4549,79314,-182959,63899,58998,-81702,30687,9862,-9670,4446,27297,-31175,6409,14281,-17077,5284,37009,-37158,4753,easy
25011,15030,18599,6993,11441,26207,650020,100241,-2026,2688,2486,-21,50560,15586,-771,3528,-4074,-12997,121841,-4658,-6450,6763,-1642,1858,60607,2872,-17711,-3343,-8279,-22138,-599460,71281,-61234,-84655,-20244,7530,1255,-5679,-11261,840,3235,-10106,-6560,2432,-6637,-12976,14855,-23996,difficult
313101,61638,12281,6676,8272,16498,-302756,-57739,-6080,-486,-3758,-14157,-307061,-25105,-3937,1166,15096,1189,-265473,-36132,-2472,-4307,-5561,-11209,-252554,-38809,-4521,-3138,-4763,-12143,-4305,41588,12919,32634,-11027,-2677,2143,1465,-2049,1652,-5473,1169,18854,-20657,798,15346,-12398,-934,easy
15572,19991,12175,15694,5966,46150,-11126,-8526,-3268,-8396,2161,-15273,5780,3109,-8537,-10575,-3993,-41135,42362,-1454,-2256,-7448,378,-31589,7228,-4227,13869,20068,22953,-28252,16906,36582,-35134,11635,-4563,-2773,-5269,6281,16125,-2179,3127,27516,-6154,4371,22575,-25862,9546,3337,difficult
