delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
47921,32703,8985,13609,17943,11334,3673,7013,3301,68054,-5497,3308,-13130,-7857,-1078,-5565,-9147,-24520,2149,-11790,-14712,-7524,-3080,-5984,easy
768215,156797,46863,52875,41664,21761,14599,10376,449077,-34296,-29004,-18662,-32219,-14420,-11155,-5322,-377464,-51945,4816,-43219,-33770,-14310,623,-3508,difficult
212538,31068,12361,7202,9221,5119,4032,1203,-129017,-20139,7311,357,-8649,-1851,-3349,-39,-201457,-19438,42708,5251,-4801,2174,201,3965,easy
1473940,272975,12148,26313,18018,19345,9250,9703,-1444221,-253583,-10831,-24938,-16943,-17432,-8960,-9017,-1471916,-260988,28,-17745,-15547,-9324,-5750,-3930,difficult
458011,62976,24551,13792,7493,12716,7437,4544,-429463,-26671,-16997,-3361,328,-4406,-2817,974,-229183,25285,-23226,-4004,-2328,-6694,-6541,-2004,easy
95448,21282,7531,4523,2638,4737,1523,1985,89352,-4484,-5165,-1792,2342,-1048,4276,1003,-73335,-806,972,9429,2210,-373,5701,182,difficult
161040,48753,7924,10117,18736,7104,2509,2903,-132665,-35895,-5797,-5940,-12131,-4191,-1367,-1779,-158905,-44289,-4944,-6120,-16723,-6120,-1877,-2397,easy
47151,39444,8063,8353,11055,6215,3385,2822,-37390,-25861,16672,-873,856,4186,-424,2230,84518,-22645,-3957,-6690,-9435,-4114,-2335,-1886,difficult
688321,90189,17412,21698,8972,9028,8333,6901,-625475,-87202,-15932,-20283,-6047,-2461,-6407,-4641,-562861,-74216,-12762,-17222,-7775,-4969,-5235,-5937,easy
164383,69252,12436,7991,3905,4529,1622,1303,-72833,-58285,-11427,-6921,-2650,-4225,-1374,-1197,-144060,-53352,-5489,-5063,884,-655,-404,-187,difficult
272695,109689,60589,8354,15456,13088,13034,7313,-83771,-99410,-58141,-8005,-14557,-12056,-12516,-6833,-121407,-97419,-53602,-3046,-13264,-6655,-12215,-6474,easy
64361,18026,6969,8422,4516,6943,1883,2084,5383,-2438,-5267,-6011,-3639,-5915,-1672,-1941,143565,-3101,-930,4199,-3540,-5102,-1320,-1017,difficult
184684,30433,8376,8925,4085,3792,1741,2014,-177630,-22095,-5085,-4377,-693,-1589,-579,-625,235747,1069,-4881,-5713,-1765,-1917,-1476,-1697,easy
413843,87946,20574,8568,12526,7426,2981,4090,-402313,-77595,38132,3436,-1988,4991,-70,3355,-193602,-72987,-12884,-3707,-7096,-4644,374,-1903,difficult
273425,54215,10700,19653,11611,6831,1786,3948,-18597,-14754,-215,-15935,-8919,-4449,-915,-3042,-257284,-44666,2827,-15936,-9681,-5623,-1166,-2751,easy
371212,56556,21357,6997,7041,12405,3514,3106,-215670,-41303,-916,-790,-3725,-3581,-1269,-283,-207641,-32370,-11011,1579,-5547,-6191,-2624,-1879,difficult
50259,19195,7876,4982,5333,6729,3134,3458,-44324,-13992,-380,25626,-1177,1792,-458,-1927,-48044,-10801,19431,6665,-249,1071,-828,-1893,easy
1008739,179129,11242,24648,22898,11747,9372,4859,-1003695,-172800,-9782,-21468,-21523,-9451,-8465,-2897,-762915,-168962,-7917,-20949,-19571,-5821,-8207,-2798,difficult
364467,36714,9784,12582,3269,6844,6232,5494,-266212,10930,6373,4749,4248,3980,-845,1699,-259128,-17904,-1375,-7999,-1522,-4194,-3584,-2279,easy
62294,39626,20494,7485,9200,7458,3816,3039,11159,40806,-15272,-4463,-4311,-4506,-2566,-2344,1091321,54458,-11453,1528,648,-4050,-1387,-1831,difficult
924984,261817,39452,30841,25806,19456,12159,9791,-661918,-260090,-36832,-29549,-24255,-18550,-11625,-9137,-908385,-62587,-9212,-26889,-20416,-17388,-10774,-8811,easy
575790,257662,17946,19666,11977,13774,9374,6168,383958,-122654,19993,-11521,-3589,8898,4042,1561,640432,-188706,11870,-11268,994,-4409,12883,8648,difficult
177356,17733,4205,3435,6191,2123,1026,966,-168280,-2190,9466,7938,-132,2392,2924,2837,601805,8827,22969,6899,2731,14042,1436,3598,easy
297732,113548,21211,10426,3337,5482,6902,3239,-185155,-97489,-13798,-7655,-1719,1099,-5234,-1587,-156823,-47491,-18303,-2349,-676,-3287,-4179,-1874,difficult
188218,44855,10673,8027,3379,5735,2295,2401,-125034,-33810,-9016,-4451,-1496,-2198,-1402,-1746,-72478,-18849,21273,-2566,2938,354,2547,720,easy
387369,20649,12536,12616,6095,13674,17353,8996,-383398,-12667,-9872,-10888,-2819,-10381,-14190,-5863,45959,68024,10732,-6362,1732,-4212,-10011,-6307,difficult
115372,52227,11074,7170,4935,4789,2855,3008,-89192,-43726,27995,7513,327,5511,5763,4851,21244,-47114,4855,-5276,2430,-2970,655,-1064,easy
58387,16178,9438,6691,4773,4508,3697,2211,29750,186564,28842,33419,776,4031,694,2889,-56109,-8529,-6075,-6012,-3598,-1270,-2703,-1463,difficult
813916,84323,14192,8951,8038,4531,2933,3898,-557142,-67805,-12341,-3866,-5274,-3146,-2062,-3375,-793252,-79818,24040,35984,14994,15714,7913,312,easy
774035,156214,25478,48161,26869,18301,16389,11064,-759401,-151738,-25012,-46168,-25681,-12148,-13789,-7479,-624965,-101561,-14651,-44372,-22624,-14977,-12633,-9590,difficult
94985,36950,7849,4532,3908,6033,3754,3235,-93405,-25185,-2821,4219,5709,2436,339,10439,-92887,-24037,12367,532,33,10453,4101,7798,easy
236467,62600,12474,37332,8127,8652,5464,6547,-226992,-55723,11851,-30634,-3166,2542,8863,6602,-43050,15822,20116,-18550,20647,6390,10475,5365,difficult
373894,37481,13478,4424,6168,3180,1043,769,-364563,-34711,-7286,-1415,-3844,-1847,511,-319,-315184,-24014,9511,30038,35761,18668,7769,3514,easy
76031,29665,22113,5064,9533,4805,5662,2967,53407,-15074,-5536,2321,-6568,-3481,-2967,-2141,-73037,-17814,-12206,2955,-2230,5383,-2944,-120,difficult
255434,105148,38780,18821,12353,16650,9329,7385,-143998,-83519,-36735,-16044,-9597,-14301,-7856,-6529,-246988,-85076,-28474,-13826,-3762,1386,-4055,-3633,easy
704464,133683,30275,11777,18015,13226,12348,12200,-689641,-109276,-10747,-4782,-11325,1674,977,657,-394979,-122044,-22403,-3716,-10751,-4272,-8058,-10669,difficult
155729,64409,18626,14044,6921,10285,3482,4114,-148609,-55420,27893,-1294,-977,-1643,3766,-1554,-114680,-47191,-10508,-12084,-3928,-8938,-1877,-3080,easy
330835,26528,14279,15310,8240,8087,6959,5318,-256153,5009,-7563,-11409,-6331,-5922,-4432,-3849,-227646,16334,8010,-12312,-5166,-5022,-4420,-4299,difficult
174323,20474,7606,4527,3513,2846,792,784,-83632,-17770,-1324,-4096,-3167,-2369,-506,-450,-127799,-6039,-6341,-3067,-2706,-2287,-621,-641,easy
63136,25432,3464,6332,3694,5263,2663,1979,263204,5256,-1236,-5314,-330,342,2275,457,-55870,-17825,-12,6659,-111,3439,11645,3472,difficult
329939,59611,22330,9392,10019,7071,7666,7308,-325674,-51876,-10287,-4125,1786,1708,2680,-1843,-13115,-12346,10351,8095,9444,4201,-1960,-115,easy
194120,108272,14159,13882,8057,8260,3529,2322,-163188,-77792,7435,-10110,-2882,-3330,67,198,63427,-72915,-11382,-11512,4264,3040,-727,-876,difficult
99937,34568,11812,18401,5121,5016,2784,1607,997676,24944,9692,-15355,-161,-1847,-1860,1535,-12409,-29612,-3642,-18157,-1945,-2174,-1520,-710,easy
251156,58143,15549,18398,29898,11848,9063,4052,-56387,748,-7377,-12037,-27717,-6228,-7040,-2201,1609413,310051,23991,18874,-16883,9950,2859,9106,difficult
467964,61380,32078,18149,8800,4896,3059,1459,-352781,-43617,-27329,-13572,56,-2326,-2105,-820,-240926,-12864,-13390,-6969,18324,14403,4234,6062,easy
145850,15788,9131,4135,4312,6963,2226,1562,1614071,307288,26991,137182,10590,23611,9248,37864,40161,131484,32810,3215,4550,4721,4360,3969,difficult
99955,24227,13542,7207,4601,5977,3593,2315,-96306,-16178,33847,7598,7752,6600,6791,2030,-95880,-8207,-10874,35278,5883,19350,5629,829,easy
251027,34308,9800,10480,4645,3416,4913,2640,-122445,40554,-8430,-8596,-2748,-1943,-4256,-2069,-247731,-26595,-8627,-3969,-3394,-2563,-4364,-1962,difficult
1352087,222607,63771,27943,42110,30493,12159,6522,-983967,-140406,-50152,-13698,-33380,-13497,10301,4720,-1077547,-213259,-53927,-2655,-32710,-7396,923,12156,easy
130032,34280,11401,7852,8638,4540,2547,1773,3003338,362629,27599,14805,10319,11854,5742,9293,-42703,-13339,-8029,-4967,-5129,-3683,-1253,-635,difficult
69022,26631,25481,5276,6569,5905,4832,1732,-66762,-10246,8099,6451,-1012,796,5890,391,-1208,-4588,-3677,-2632,-3796,-2118,-3551,-1293,easy
62739,28865,5452,3674,6356,8048,4833,3318,-53485,19119,36395,10863,8335,18463,26242,7066,34357,-14474,-1531,4655,-3853,-1735,-2654,-1034,difficult
255306,125160,15455,13272,10172,9150,7298,6493,-239458,-120274,-14830,-10996,-4670,-3875,-2564,-2792,63506,55446,69313,-6734,-3592,4525,25027,15102,easy
168398,72045,14118,9171,10966,13664,13872,5545,-51614,-22036,-10311,-3556,-8155,-8104,-11432,-3718,-156574,-42722,15918,45024,-7003,-7880,-7756,526,difficult
44358,15439,22647,5327,3260,3395,1800,1364,13553,19579,-11470,-3911,1941,-691,-136,-190,-20786,15607,-13570,-1425,2664,-1299,865,-530,easy
632347,45081,20810,11686,11506,5489,2564,3874,-526006,-16354,-8093,-8186,-7792,-3464,-1515,-3290,-533899,34034,-15312,-8370,-6729,-2913,-372,-2940,difficult
727552,46005,16054,20399,38140,15632,6132,3871,-511158,29286,-615,7231,-31839,-11001,-2910,-428,72442,49788,-443,49973,-18820,4992,32002,36134,easy
291090,42711,12682,5667,4407,7265,3119,3426,-286094,-39526,-4486,2997,1956,-5622,-1872,-2778,-280620,-34932,4300,3750,5814,7386,2732,403,difficult
323738,46366,8098,4846,7741,4840,3429,1698,-183507,-28271,-1827,-3237,-4980,1005,-1541,341,-236439,-28161,-764,2430,-4095,2363,1299,5780,easy
1466131,149992,93502,17003,22557,23281,21989,17357,-1392729,-69876,-86483,-5117,-16422,-16083,-17833,-13003,-1073764,133161,-40485,9709,-15492,-17104,-19947,-13106,difficult
76031,20761,28476,15769,10512,8341,4232,4283,12313,-6462,-24014,-13632,-6087,-3470,-3060,-2674,-74326,-19284,-19614,-3532,-4902,-228,1354,-114,easy
219207,35778,12828,14597,15690,5736,4213,3637,-217589,-33171,-11853,-12923,-13769,-1787,-1965,-2346,-217126,-23746,23697,-7443,-8904,9312,7756,2888,difficult
363895,75940,9932,6008,5721,3167,4183,1512,164161,-37280,-4440,-3114,-3095,-2062,-3890,-661,-217903,-54367,-6276,-743,-2985,-1609,-3056,-502,easy
114066,33597,9890,7926,5763,5671,3048,2288,396436,-13105,-998,-4190,-1960,-3630,-2180,-1784,-22553,-23573,7651,-6544,-3435,-4406,-2269,-1108,difficult
270860,64439,74343,19459,12917,7984,5190,1408,-111976,90028,-68846,-13305,-7985,-4100,-3100,91,-245284,-34823,-65947,-11833,-10469,-4700,-4164,-627,easy
1010683,87432,46802,24014,24155,15837,22244,11636,-929928,-78752,-45473,-21727,-23279,-13314,-21596,-9827,-991389,-50368,-37890,-18846,-15720,5875,-5860,-1757,difficult
148502,23977,4693,5296,4437,8187,3222,940,983412,241904,18358,25072,12799,4652,1125,4143,6123,10025,6897,1445,408,-4895,-2140,18,easy
279954,72088,6828,11467,4231,5503,1689,2253,-275218,-52307,35314,-8870,-305,368,1928,575,-32497,-48151,1183,-7511,-604,-4025,-1079,-1870,difficult
790071,65598,14648,8109,7655,6730,5771,3407,-650094,-41806,3371,-5021,-5990,-3897,-4305,-2062,-777738,-55584,-7925,-1462,-6647,-4295,-2745,-2172,easy
