delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
153704,89930,25256,34338,18653,10353,7461,8815,-120246,-26524,-10036,-23850,-12187,-7841,-3748,-7046,-143572,-83496,-23656,-30000,-18073,-9033,-6519,-7531,-130649,-75990,-20121,-25917,-10497,1591,1462,-7320,-9927,-74176,-19505,-28739,-17115,-9265,-6874,-8422,-99772,24618,-13915,-24819,-1480,47,-5866,-6276,easy
143040,32354,22571,4089,4124,5312,4354,2674,-140893,-30941,-22210,-3718,-3027,-4658,-3861,-2393,-130988,-26268,-18266,1113,5811,-1425,-3383,-1395,-139761,-27406,-20026,-760,6711,8871,-2953,-1022,-125827,-18699,-13822,908,8705,1288,151,-413,-128829,-21197,-15593,2057,-2719,-1633,-1647,1021,difficult
418082,84174,29122,33737,23859,10746,4323,2907,1673497,518872,65795,41367,13777,35084,4472,3286,-402062,-67863,-27687,-30263,-21874,-6150,-2813,-2031,-409802,-70480,-22243,-29154,-20160,-6593,-2970,-1083,-389768,-45331,-6849,1500,-7968,19278,1825,2439,917988,-42508,-14877,5574,19975,2910,3224,5817,easy
26181,18683,6632,3405,4202,2834,1705,1531,-21518,539,-1969,3462,-451,827,-524,-192,-17936,-10768,-3530,1970,363,2879,-685,-61,-16510,-8565,448,4166,3654,-284,-216,-386,-13570,-7510,-2138,429,-2752,3210,571,1395,-6399,3519,-2296,4551,723,298,1070,61,difficult
199908,163278,29583,14801,7182,13485,5855,4564,-94095,-136175,-19789,-13655,1256,-10309,-3983,-3004,-182982,-136718,-25678,3209,434,-47,-56,706,-149410,-124965,2827,19973,8485,-3218,3178,-2017,-37743,-154518,-26080,-13720,-5699,-13200,-5503,-4381,-176991,-122114,-22534,-5537,693,-10505,-3443,-3714,easy
80805,15635,4161,3153,2919,1698,565,555,81704,5088,-3323,-2028,-451,-832,108,40,-69183,2607,-1000,9229,2086,2603,1521,2901,-69183,2607,-1000,9229,2086,2603,1521,2901,-74870,-7914,-513,823,1351,803,3017,1781,-66739,-624,9520,476,4148,3760,1823,1385,difficult
331360,110121,8515,7390,6255,6744,3629,5236,-326142,-97728,-7296,-5380,-3707,-1733,-2158,-4391,-325502,-103494,-3516,-1176,-3494,-2047,-924,-4614,81143,8543,57808,19227,19354,13663,6396,3065,-184757,-80794,-6849,-5329,-5389,-5866,-3132,-5110,-319627,-100112,-7154,-6513,-4590,-3497,-1576,-1954,easy
37156,38616,16098,9360,8532,8190,5333,3489,69884,-7319,-9960,-8135,-6282,-4189,-3942,-2786,-34809,-35149,-4919,-7064,-5519,-103,226,870,-1037,-16739,-9558,-7437,-7883,-6657,-4852,-3039,-24782,-29321,-9374,-6222,-6115,-2337,-4218,-1730,-24274,-30347,-14720,-4676,-2085,-1470,-2854,-554,difficult
26741,11581,5208,11673,2712,6416,2640,1105,-16658,4653,-2612,-5657,3208,2256,230,-242,14576,6250,9637,3573,2614,3616,3938,1456,164059,35625,1247,11941,4726,191,-346,-222,93669,1339,2150,-277,20247,-1633,1502,101,114522,-1095,26598,252142,3974,873,-1303,-290,easy
96340,28647,9236,5447,7177,4426,3038,1356,-54606,-15006,-7035,-4487,-6599,-3696,-2841,-1053,-25111,-9816,-6579,-3297,-6422,-982,-2476,-220,-71594,-20055,-6064,-3909,-3946,-3143,-2406,-534,261506,29449,30116,27546,19918,5861,7758,2499,-81322,-17373,-5059,1675,5148,1707,2630,1982,difficult
