delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
80616,17798,7469,30427,3360,3214,-76624,-3648,2855,17160,1138,2096,-75193,-6814,263,29810,5159,8950,-67306,2481,10092,5651,18822,12233,-36078,-4987,1220,-17074,3209,4993,182004,59588,-2120,-23245,-1906,-1613,1431,7887,31228,218082,-3166,9295,-7468,64575,-2592,9829,-8872,-3340,12650,-24159,-22725,-6171,4021,13663,-15613,-5115,6854,3283,-7240,-6606,easy
114096,21209,7010,40176,6259,10186,-109349,-12873,37667,37079,-2451,-1609,-105570,-15387,-5482,-1545,3306,-4044,-110556,-9286,-560,3853,4159,-2578,-82552,-2066,-2307,33469,-1131,-4108,-88276,-4801,-6190,-7698,937,1582,3779,-4986,28004,-5724,-2514,6101,7220,-2735,-43149,4922,-1747,-3883,-38624,5398,29616,-41167,5757,853,-5290,2068,-2435,1466,-1530,5690,difficult
11851,10205,14017,46068,4889,8342,4735,5510,-12576,16629,-2086,-2318,-5173,3941,35144,72880,-1175,4656,-8488,-5980,-11103,-27970,8860,441,10138,-438,-11936,-15012,64,3942,164939,-5870,-7353,-6039,-2121,3794,-9908,-3315,18626,154801,-1569,-9921,5542,-5432,47720,-46247,-833,4583,56251,-100850,12958,8973,911,10035,-8796,-2185,6974,-4215,3501,-148,easy
50659,20278,7253,19820,11245,7115,-42144,-17507,2188,-7213,-6412,3743,-44543,-8368,4767,60099,-8384,2453,-44769,-8549,-3989,6154,-2508,9105,-46267,-14356,-2257,21590,-6262,-552,292091,-5843,-2772,-11970,-2392,-3676,-2399,-226,-1498,338358,9139,-181,-5807,8513,2579,-8756,1732,-515,67312,-53945,15436,-33560,-1972,5876,-3754,3870,-1290,6652,-9657,-3124,difficult
335576,51530,8003,9483,4430,6618,-327715,-45697,-6710,-8027,-3897,-5287,-328884,-45977,-4669,-6672,-2623,3488,-220112,-34269,-6112,-7358,-3886,-6088,-215977,-20905,-2461,-4558,-1924,-5355,-209493,-49008,-7590,-8245,-3983,-6327,-1169,108772,4135,6484,-280,11708,13364,-28103,2041,-1443,3651,-5129,1355,-686,2800,-3687,1274,-1263,1962,-2059,8775,-9576,733,-972,easy
266908,54014,9839,7352,6155,6438,-103325,89603,1783,1491,-4513,1276,-262282,-51586,12455,9153,4602,-526,-176871,-38250,-9099,7054,-3899,-4440,-248360,-40502,-3630,-4512,-1959,-1141,-208162,-28958,-7638,-771,-2457,-1868,-158957,85411,-71489,40198,-141189,13336,-2252,11544,10672,-21554,5469,-4008,7662,-2099,-11566,3741,9115,-8501,1940,-498,-1802,-3914,3299,-727,difficult
540517,69867,16505,8063,12526,9973,-483132,-48194,-15111,-6259,-10988,-8201,341813,-16061,5333,5517,3573,-4476,-521559,-26716,-10080,-6262,-7784,5551,-212730,73744,7983,7022,-4106,-4372,-41247,-24090,-8563,-2346,-9586,-7863,824945,-863372,308829,171483,32133,-10655,100460,-97834,20444,-15413,18063,-16546,11776,-11779,13284,-9368,14561,-11357,3678,-5480,3725,10027,-9923,-3491,easy
627855,78586,8949,4408,2914,4289,-576867,-25260,-6877,-2318,-1492,-1665,-624336,-77952,-8845,-3382,-2165,-1279,-626014,-70126,-6804,-3067,1737,4498,-557865,-39375,-7775,-2869,2266,-2385,-614708,-45719,-2896,4659,4579,1292,-47469,-1678,68149,-56843,-52692,7826,30751,-6344,-1968,2041,-971,4879,-1064,315,198,7528,-673,3902,529,2313,386,5777,-6883,3677,difficult
539680,39243,3808,13035,9362,7418,-399097,106450,4365,-5767,-5509,-4163,-357673,14684,9099,-10685,-7948,-5037,-476332,34542,32444,-3539,-3121,3602,-514923,-20591,-1400,-1882,-7938,-3839,-505018,-29882,2149,-9561,-3763,-5147,41424,-118659,-38591,9905,-91766,19858,-55133,-9291,4734,23345,-33844,3549,-4918,7146,1657,-7679,-2439,4827,-4817,4175,-874,8639,-7441,-1308,easy
946397,52636,9435,43714,17543,14338,-943250,-45313,-6783,-16439,-11928,-7293,-940283,-43405,-6039,-25736,-14170,-151,-945156,-46962,-3524,17722,-12971,-3876,-372390,102422,-3391,-34238,-13538,-6874,-848644,-9556,-3654,-39815,-14363,-12466,2967,-4873,572766,-476254,1908,-3557,149384,-111978,744,2515,133,-263,-9297,43458,-51960,-5577,-2242,1199,-567,-825,7142,-3725,-2998,-5592,difficult
223515,60998,7691,10789,10721,5080,-3043,214314,3748,4936,-2918,1023,-208966,-50184,-5906,-9824,-10058,-3454,-214058,-56251,-6523,-9697,-8179,532,-126893,-25330,-4676,-7015,-7196,-1756,538495,128477,10907,3335,-1614,5334,-205923,-5092,87165,665388,-264498,-6067,30921,153807,-9654,-617,1847,15583,-14760,127,2682,10350,-7140,1879,983,5582,-4477,3986,-2288,7090,easy
101603,15459,9158,15299,8379,5360,-89168,-9906,-221,17145,4904,6155,-95767,-7811,-7243,12622,-687,1995,-92559,-9913,9655,31160,2270,3730,-87316,-6637,1923,37650,1610,9350,494067,350479,-4529,6284,10462,23755,-6599,3208,5243,581383,2095,-2102,3276,357116,-7022,16898,-7732,-6452,-4523,18538,6490,-31366,-5591,2957,-660,8852,-4160,1735,5620,14405,difficult
36629,8925,4375,26931,1771,4995,-28351,4166,-2260,-11314,4509,594,-30955,5843,8073,-877,7189,6485,-32017,10472,11911,15161,3698,4620,75203,17270,11922,5667,3354,1006,24245,26459,-138,-24796,-678,-3569,-2604,-1062,107220,-50958,1677,4629,6798,9189,10333,3838,11,-12060,10437,16038,-9494,-30463,2680,-3491,-344,-4032,5891,-1865,-3614,-4575,easy
570627,40464,27850,12945,8686,9389,-462929,-15485,-14367,-666,-5422,-5442,-454317,38469,-784,59362,-5363,-5710,-544446,-18692,-27637,-10065,-6957,-7398,-558410,-23336,-22115,-3937,-5250,3334,-385720,-30511,-25956,-10495,-3612,-6701,8612,-90129,-13964,172690,53954,-57161,-4644,-7175,13583,-26853,5522,-3841,60028,-69427,6128,-6558,59,-1594,1707,1638,-268,-1688,10732,-10035,difficult
209287,82167,1127,2768,1063,2585,-153162,-76560,-893,-2524,-819,-2225,-120971,-54324,2735,1261,4062,-1049,-197976,-63438,881,519,1703,1072,333760,363974,15125,4613,1123,3856,-51028,-3034,14069,4304,967,4735,32191,-77005,531736,-384788,22236,-9114,427412,-367008,3628,-1854,14244,-1056,3785,-742,4094,-309,4881,-2359,-580,-156,1176,2121,2784,879,easy
104524,34459,14284,17755,9901,9428,-87028,-11384,-2274,127598,25180,26160,-79799,-24111,-2913,99587,14066,8558,-55784,-17958,-5392,37371,-4141,8350,-6007,-500,-6387,-16623,-4169,-7388,47537,-8977,-13255,-14010,-2797,-6308,7229,24015,49777,53544,-12727,6153,17458,-8477,-639,-2479,-995,-6868,-28011,-62216,-53994,2613,-11114,-18207,-28,1372,-17602,-208,-15738,1080,difficult
329402,21470,13083,27758,6282,14229,-325761,6184,40320,32784,23904,1040,-322241,-9296,-5368,12172,5489,-94,-276990,28565,12870,5159,6401,-7528,-265029,38116,-2072,-10178,8477,-11694,-249359,-3454,-11963,-26282,-5637,-12697,3520,45251,11961,15670,-15480,37861,9551,-41570,-45688,18238,-14942,-9891,-20612,-7013,-15337,-16104,-18415,912,2076,-14114,-1134,-7434,-4166,-1003,easy
54916,20822,5629,24332,5701,4083,-36065,-13027,13651,66233,-689,1611,-49099,-10812,6732,9819,7738,1359,665,14814,7917,4527,1073,3028,17023,33125,-5026,-23322,-4588,-2385,32885,621,2957,-18329,-4722,-1727,-13034,49764,16358,15862,2215,25626,18311,-32504,-6919,1185,-12943,7983,-56414,-5292,-27849,4993,8427,-6665,-5661,-134,-252,1669,-5413,658,difficult
65631,8001,4564,8208,2196,1895,-64403,-4185,-2501,26016,11241,9753,-54822,-1160,2234,36136,1125,2680,-61975,2625,-3589,-6349,6806,8103,46312,14879,15217,18618,4129,8516,-28741,15045,37876,94362,8482,7638,9581,-7153,108287,-75053,3025,3785,12254,166,4735,-5823,18806,22659,10120,-42485,24967,75744,-10116,5681,-2677,4353,-7073,5423,413,-878,easy
63782,18607,7592,15219,5182,4133,-55010,18,13458,58434,9811,-110,-54621,-13604,11711,62159,3052,4568,-62621,-14625,-6786,1536,-1480,2597,-43955,8560,1038,7284,4482,-1141,-18060,-77,-862,92158,-1682,2265,389,-8000,18666,25895,-13622,-1021,23185,-8637,-1747,-18497,7824,-1900,3725,-60623,5748,84874,-6759,-4532,5962,-6164,4678,-1971,-3738,3406,difficult
262543,18996,9344,21606,3989,4350,-257232,-11437,-7878,-8574,906,3992,-253246,-11571,-6603,3405,-318,-650,34092,6715,-7675,-11607,-1418,1195,-39182,-3327,-5817,-20282,64,-2384,-221356,-5119,-3125,-20261,-3424,-3956,3986,287338,-73274,-182174,-134,18286,-10042,-1792,1275,-1072,1858,2692,11979,-15012,-8675,21,-1224,-1100,1482,-3488,-4642,1845,-3579,-1572,easy
239344,34680,20040,37486,24014,27824,-236950,-29319,1579,32586,-16859,-21821,-235425,-26444,-5075,36597,-20524,-17296,-233307,-27270,-5680,13495,-19436,-16865,548909,144845,-15537,-29023,-17747,-23801,1121805,261966,28757,-25642,-10631,-15521,1525,2118,782216,572896,2875,-826,172115,117121,-6654,-605,-9857,44294,4011,-23102,-42518,3381,-3665,1088,1689,7116,4525,431,-6936,8280,difficult
14760,6960,12484,30377,7378,9537,-7530,-2646,296,33184,1896,7505,-7903,-1955,-2893,6004,-4646,-1469,100479,19763,-11660,-15142,15067,-2264,93719,50679,-9807,-29478,-6101,-6989,259121,53287,-1648,-21761,-677,1000,-373,108382,-6760,165402,691,21718,30916,2608,-3189,-8767,1853,8159,-27180,-21146,-14336,7717,-6542,19713,-21168,5424,-8974,-795,-4725,7989,easy
803198,47815,25554,13545,9098,12225,1074294,256044,65198,47634,23062,33535,-790520,-24400,-20590,66173,7567,-3503,-744472,-25020,-18531,-7451,-806,-8771,-794437,-39203,-21480,-9214,-4120,-9440,-780244,-32260,-16661,-10751,-5629,-9606,-1864814,46048,-49965,14193,-280444,-620,-14183,6943,-85788,2059,-2949,4819,18539,-73624,-1763,-1537,-15495,-8373,-3314,-1509,-37038,-5268,-669,-166,difficult
105169,20324,6254,15495,7801,5904,-103042,-15143,-5119,58081,4979,3001,-100828,-15297,11828,35811,841,-878,-86513,-9362,3993,9821,-5282,2737,148376,46186,7338,20741,17229,14463,-25529,-10835,-4074,6109,-3767,-3127,2214,14315,234889,-173905,-154,5935,55548,-57021,16947,-7835,3345,-11412,-22270,-25990,10920,-14632,-4138,-6123,22511,-20996,-3879,3615,11726,-17590,easy
35124,25238,6523,17402,8354,10289,-24928,-13435,1939,43719,-1845,2967,-30015,-14750,-3909,-456,-4823,-804,-27514,-15588,-192,33618,-5088,9886,58533,58692,-5179,-14030,-4368,-8193,37346,15781,-166,-16122,-7937,-9027,-5087,2501,86047,-21187,-1315,-838,74280,-42911,-5848,3717,-4987,5013,-44175,34074,-47648,-2092,-2978,-265,720,-3569,-3771,10690,-18079,-834,difficult
71819,38409,6384,20719,3289,7399,-71696,-36842,6781,18033,2501,10675,-53203,-31062,-2544,8517,2759,-3659,-53076,-34557,3068,25155,1378,2534,17947,-27438,-3797,31119,4624,5141,-361,-30343,-4242,-20185,-2744,-7014,18493,127,71023,-18308,5780,-3495,7119,-2905,-9325,5612,-6865,-445,-9516,16638,5964,-51304,258,-1381,3246,-7368,-14334,6193,2607,-12155,easy
52849,21720,23782,28937,6169,5350,-36256,-17141,-9029,-3897,3664,4029,-33305,-17590,-20903,4799,-950,4186,-49455,-8948,-17500,-7616,23622,3596,-6045,-607,-22179,-21610,7703,8260,217257,-6860,-16948,-23491,-4700,-3328,2951,-16150,43410,223302,-449,8642,8341,-6253,-11874,3403,-4679,5231,8696,-12415,-13994,-1881,-4614,24572,-15919,-12403,157,-590,4664,-11588,difficult
50803,14963,16576,44811,21111,14360,-47779,-4217,-4518,80852,-13111,-5375,-48329,-6660,-13061,22197,-14303,-8293,14224,17862,-4768,-37246,-15252,-11041,2325535,247083,79277,-21667,13599,4534,921506,22540,-6297,-30528,-15023,-8937,-550,62553,2311311,-1404029,-2443,24522,229221,-224543,-8543,8293,84045,-85574,-58655,-59443,15579,-8861,-1192,-949,28851,-28622,-2918,-2748,15575,-13471,easy
228746,37210,5142,11918,3849,3653,-226513,-33791,14861,47295,2142,1525,-215919,-31209,3895,16293,727,5084,-221315,-24145,1829,41133,2493,4274,-224349,-30901,4364,8757,4149,10118,103614,169669,25386,6873,-448,8659,10594,-5396,-3034,327963,2582,7064,-6756,200570,-10966,-2066,2535,21022,-31002,24840,-32376,-1884,-1415,1766,1656,-4597,3559,-810,5844,-1459,difficult
51282,13786,7350,29721,5168,5505,-48035,-7759,-1929,19549,-1222,2188,-46941,-6176,929,-6561,3253,3981,-45674,-7497,3129,-16445,-3224,7891,-33641,-1915,1958,-23319,1946,2817,84673,36248,17964,3644,2465,4484,1094,1267,12033,118314,1583,-1321,5582,38163,2858,2200,-1171,16006,-26110,-9884,-6874,26963,4475,-6477,5170,519,1793,3910,-5074,1667,easy
154079,27474,9922,17998,7122,3653,-144817,-18338,1335,24109,-1472,3640,-144169,-17558,-5622,102386,876,7460,-140615,-20816,-7008,9111,-3996,1244,-149476,-23206,-8435,7110,-3750,12023,-116713,-13498,-5404,18962,-3752,6324,648,3554,-8861,32763,780,-3258,-2390,9708,-6957,-1386,-1427,3031,78277,-93275,-2001,11852,2348,-4872,246,-2,3820,-6216,10779,-5699,difficult
480688,40234,11601,6588,7015,6326,419898,64689,-1511,-4237,-5916,-4265,-465742,-33282,-948,-3820,-2521,-1961,-463984,-16318,-9288,2783,-255,-1110,-292810,-27296,-7804,300,-1056,-3975,-216009,-21631,-5141,-4540,-5151,-4568,-885640,1758,171174,76801,-97971,16964,-10978,5665,563,-8340,1484,2663,417,6603,-2483,-4840,3395,2266,-801,-4095,2304,851,-2865,-593,easy
56404,7181,1499,2137,1359,3082,-46190,4508,1738,36747,3040,18664,-49199,-1961,12172,51292,6552,7965,-42564,13507,2354,68700,12536,9094,-54273,5704,6991,34163,4451,5920,-49154,5805,5573,10117,2070,10617,-3009,6635,-11709,5119,-6469,15468,-7803,101,10434,-9818,4637,-1418,14545,17408,-34537,-24046,3512,5984,-8085,-2381,-10699,1129,-3174,4697,difficult
265897,19614,7636,6444,2815,2406,44196,42065,-3271,-5414,-1323,-527,-251212,-13333,-5206,-5747,-274,-754,-264198,-9980,-4612,-3085,189,9621,-168532,41774,2366,-2666,230,684,-120486,24000,-3609,1427,803,1418,-295408,-12986,95666,48046,-55398,3353,51754,-17774,-1935,594,6978,-5975,-333,2662,419,4093,1049,463,41,573,-227,10375,-8937,734,easy
299195,65971,8156,3576,1975,7295,241293,-32960,-2157,7374,-140,1239,-293879,-58512,-4284,-1807,421,7828,-199374,-34168,21221,974,1689,7224,-255601,-60551,-3225,-2344,-1491,-3768,578788,597819,54008,55876,17327,6111,-535172,94505,-56227,834389,-25552,24344,-26383,658370,-2127,25505,-24446,57233,-9181,2781,-3318,58220,561,1268,-3180,18818,6589,-604,-10992,9879,difficult
1144668,220206,17580,19428,15891,7887,-1121214,-202918,-7083,-9374,-6732,-756,-1136801,-216454,-10939,-18038,-13151,-2288,-657749,-163214,6336,-14036,-12470,-4079,-1017389,-212928,-17062,-19183,-15727,-7565,-1103486,-199254,-14938,-16822,-13074,-6974,-15587,479052,-359640,-86097,-13536,53240,-49714,13674,-3856,17275,-23398,2124,-8664,4002,-5147,2361,-6419,681,-3257,2653,-1532,-1791,-3486,591,easy
279842,90250,27946,6181,9489,10104,-214453,-78314,-25577,-5657,-8587,-9473,203092,-28954,-6224,899,-6816,-3226,-262146,-84505,-27140,-4176,-8218,-6649,-38823,-83933,-25381,-5014,-7521,-8646,-252946,-76540,-21437,-4580,-7374,-7557,417545,-465238,223323,-214123,49360,-55551,572,7393,19353,-20916,1759,3944,6556,-5075,-838,434,1771,-1402,697,147,6247,-3423,-1997,1089,difficult
45482,24987,4748,3580,3607,4896,-23340,-16998,418,46328,5346,5425,-37427,-17708,16713,43138,3416,3839,-41746,-11933,16959,57457,3620,1386,-35614,-19157,2764,6985,1182,2102,80729,30695,12667,-2322,798,-3214,-14087,-4319,6132,116343,-710,5775,-7224,49852,16295,246,-14195,9903,-3190,14319,-50472,-9307,-1930,204,-2438,-384,-1586,-2453,716,-5316,easy
32850,23489,6558,22949,5843,5094,-20218,-7824,-3701,7758,-1947,1780,-29929,-18258,6631,57119,-302,3560,-24306,-16963,-3728,45813,2125,4434,18779,-8676,7099,-10345,-1362,6597,210397,-1499,2734,-20743,-4130,-1413,-9711,5623,43085,191618,-10434,1295,8287,7177,10332,-10359,10827,-4365,49361,-11306,-56158,-10398,1645,2427,-3487,-2768,1780,874,2163,-8010,difficult
1151516,78098,17196,22051,26386,15199,-1133212,-63100,-2323,38214,15780,-1554,-1146977,-70430,-13457,-4721,-16978,-8426,-1113711,46855,17056,27411,-16770,-12288,-1130742,-71571,-15542,-21625,-24161,-12162,-992102,-33427,-7400,-17302,-21863,-12043,-13765,33266,-17031,138640,-7330,117285,-118426,38144,-11134,30513,-32598,8142,-42935,32132,-49036,4323,-32758,208,-7391,2298,-6872,-3862,126,119,easy
43192,16967,11623,21243,6808,4043,-35694,-8392,-5882,37863,-3776,9751,-31220,-15009,-6764,70959,-2121,8193,-25871,-5962,-8886,28521,-2766,16962,42304,-2616,-4252,32141,-3085,512,9196,-13450,-10209,-20785,-6074,-3188,4474,5349,68175,-33108,-6617,9047,3346,-10834,-882,-2122,4634,-5957,33096,-42438,3620,-52926,1655,-645,-319,-2989,-1558,8769,-16450,-3700,difficult
42336,49515,7078,3242,1294,1647,889107,384068,29099,13677,8031,3653,-38943,-45615,11129,48915,10622,8314,-32900,-41230,-6301,67607,17008,9933,2814,-32334,-3922,40722,4359,12872,191589,-34706,-2682,-75,1954,-16,-928050,6043,35714,188775,-429683,4385,8896,-2372,-17970,-17430,2379,1240,35238,18692,-26885,-40797,2591,6386,-12649,-2405,4661,1619,2939,-12888,easy
259025,30617,4298,11733,2969,5725,-142028,-11504,-535,-5234,-1003,-3933,-251802,-18448,-2434,1609,1303,12350,-234564,30969,-3481,23506,-1112,826,-96519,23398,26815,-2763,10133,1604,-146891,22160,-2555,-9605,-1877,-3048,-109774,17238,138045,-50372,-6944,49417,-7571,-1238,-1899,-1047,30296,-29370,6843,21897,-26269,-6842,2306,-2415,11245,-12010,16283,-11524,778,-4652,difficult
430795,56127,8223,8883,3891,6017,-425389,-49233,5031,36544,-1351,-780,-421752,-50815,2902,50646,497,-122,-426692,-39343,-4395,13789,-875,-1772,-378721,-45030,-5701,39474,302,3332,-142521,-718,320,40963,404,5527,3637,-4940,47971,236200,-1582,11472,-5687,44312,-2129,-7297,-1306,6021,14102,-36857,25685,1489,1848,-1372,1177,102,658,-1650,5104,2195,easy
580843,14392,14134,16298,13885,5968,3656,296283,-2042,135197,27723,35196,-560183,-10983,-12839,27937,10830,8556,-394774,10370,-9895,-11986,-12179,-2999,-572431,-8294,-11901,-12743,-10417,-4390,-438094,-9706,-13489,-15289,-11346,-5551,-563839,165409,-177657,134337,-307266,21353,-18664,-1412,-10797,2944,-2006,-1588,-107260,-39923,-757,-2546,-16893,-23009,1762,-929,-26640,-11555,-1391,-1161,difficult
115758,65909,8552,9170,6990,4380,-63284,-55836,-6058,-6793,-6484,-4144,72165,-18546,-7853,-6179,-5957,-3049,-88711,-40281,3946,5917,23849,4699,-62132,37767,7544,26,744,-411,49224,3255,-3797,-4678,-2008,473,135449,-160876,26579,111356,37290,-21735,78048,-34512,-1795,11799,3598,-11341,614,12096,-5891,-4704,527,29806,-23105,-2752,1095,7748,-5110,884,easy
55114,43971,11552,44201,4948,5071,-42964,-30014,-6361,15707,-494,-980,-39130,-37987,-8060,-7434,-1308,6833,94728,-3738,-3018,-34105,-3291,-2166,1052308,199805,28406,-20761,1812,88,171105,6575,-9855,-42852,-3981,-3997,3834,133858,957580,-881203,-7973,34249,203543,-193230,-1699,5042,31424,-38261,-23141,-26671,13344,-22091,-814,-1983,5103,-5793,7813,-8999,2254,-4085,difficult
48827,44044,12958,15323,8419,8358,-47352,-39454,-8882,57642,-3890,-1588,-33608,-36061,163,36434,-1870,-3178,-39030,-42039,-12188,12581,-3552,-1921,11638,-26725,-4825,-1353,-2987,4917,25384,-35597,-5893,-12317,-6524,-5602,13744,-5422,50668,13746,3393,-5978,15314,-8872,9045,-12351,7363,-1068,-21208,-23853,-13934,-10964,2020,-1682,565,-3537,-1590,1257,6838,-10519,easy
37155,7724,4215,26620,10532,4902,-34340,3440,-1030,14325,-6954,60,-24768,7259,-163,-3246,-5082,-1117,-30686,2148,54,-2637,-2962,4123,138652,24082,4985,-17897,-7831,-2683,142710,42304,1242,-21051,-7436,-2117,9572,-5918,169338,4058,3819,-5111,21934,18222,867,217,4931,-3743,-17571,609,-15260,-3154,1872,2120,-4869,395,-1177,5240,-6806,566,difficult
222685,48404,27511,6494,4224,5344,-163435,-30072,-26870,-5300,-3441,-3757,-167332,-27534,-20685,-4302,-3507,-4076,-216020,-46563,-25814,-5496,-3342,-4191,-180228,-24559,-21418,-3113,-2587,-4112,389559,-24391,-14849,69,-2461,-1709,-3897,-48688,35792,569787,2538,-19029,22004,168,6185,-5129,4396,6569,998,-1194,2383,3182,-66,165,755,126,-319,-115,79,2403,easy
11480,4087,30873,50019,5551,11123,3076,-1547,-14127,63994,17858,206,-6984,7229,-20777,-12860,5918,-4683,-7180,473,-27798,-33220,5563,3220,-1581,7075,-29257,2996,-2556,-1945,16701,-326,2048,7155,-2901,8795,-10060,-196,5599,18282,8776,-6756,6602,-7401,-6650,-7021,-1459,31305,-76854,-20360,36216,4159,-11940,-355,-8119,-345,-4889,7903,-5165,10740,difficult
