delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
570472,41406,20132,12873,9142,17415,-549589,-3562,-4559,-4918,16813,65810,-478458,-7548,-15275,13298,-2637,31504,-541685,-35537,-18857,-10461,-7952,469,-105370,-6934,-6032,-9382,-3166,-15709,-550591,-18806,-17496,10242,12693,5003,71131,-63227,436315,-445221,-3986,-27989,28603,-11872,-10716,-3582,12825,-11464,18216,-23759,1079,19624,-19450,-5315,4786,15859,-34306,-31035,-16178,20712,easy
709194,207860,57378,33442,15542,22557,-2033,-96309,-53889,-23767,2693,9614,-619764,-194850,-53456,-29490,-12611,-12800,308346,-168443,-47572,-29752,-574,-7187,-640006,-187668,-50297,-28130,-10035,-19500,-702017,-194569,-41106,-28168,-11687,-4099,-617731,928110,-948352,-62011,-98541,26407,-19225,-6901,433,5884,-2725,9191,-5723,-262,1622,-38,-15304,12037,-9461,-1652,-22414,5613,-12313,15401,difficult
858631,155863,48501,35811,18978,27306,-657387,-49178,-21619,-14724,-1775,15886,906423,-110826,-32099,-23915,-8828,-18001,-658365,-143251,31129,34231,44056,21668,927239,75250,25399,-6610,28212,5067,-516745,-129618,-33591,-27110,-6741,-14154,1563810,-1564788,1585604,-1443984,-61648,-32425,218501,-204868,-10480,63228,-5730,-58990,-9191,58146,-40841,-20500,-7053,52884,-15844,-34953,-33887,39669,-16601,-19221,easy
489975,126011,12314,12615,15361,10270,-285317,-101657,-11939,11678,28523,135617,306326,-105647,15684,-6019,-12487,866,-471528,-109935,-8452,-11705,-11232,4340,-420031,-117926,-9198,-11355,-14311,-7810,-422742,-72806,6208,6229,-8956,6250,591643,-777854,51497,-2711,-3990,-4288,-7991,45120,27623,-24136,-746,15406,-17697,-5686,350,17584,-41010,1255,-3079,5355,-134751,3474,-12150,14060,difficult
419886,50040,17604,3433,4258,10050,-410332,-45224,-9411,-1467,-1133,-1642,-328749,-39508,-9833,-862,5793,-3075,190655,-36455,-7184,5477,7561,14830,-401580,-46110,-14130,-1006,-550,-7760,-314857,-34778,-14333,2171,6833,-5357,81583,519404,-592235,86723,5716,3053,-9655,11332,-422,2649,-6946,-203,605,6339,-6483,3177,6926,1768,-8111,7383,-1433,17905,-22590,2403,easy
99544,102063,5759,3849,8499,25705,406206,-78730,3418,13931,5397,11238,69571,-3651,51256,8455,-262,7388,-89663,-79985,9348,25133,12004,712,3483864,175674,165900,67655,54213,38485,-45937,-29454,3131,-1294,-996,-21820,-336635,-159234,3573527,-3529801,75079,-76334,255659,-205128,47838,-41908,156552,-162769,-5476,16678,42522,-68949,-5659,12266,42209,-55209,-3850,-6676,37773,-60305,difficult
1431443,199945,26140,28678,29111,45742,-961456,147666,-4464,1869,7681,29657,-1419035,-196493,-24969,-24002,-20040,-4828,-108009,68660,-7060,8505,5371,-19434,-1421588,-193729,-20948,-27415,-27271,-39988,-1418232,-169826,-14037,-24142,-18778,-19070,-457579,1311026,-1313579,3356,-344159,265153,-262389,23903,-20505,17909,-13888,6911,-25871,32507,-35920,3273,-27721,25411,-32642,8493,-34485,-14606,-20554,20918,easy
771995,98973,34910,28035,2912,12111,-769831,-93887,-31625,-23205,10600,22928,-765150,-72952,-21092,-26078,5514,-6095,-742752,-80601,-33446,-16879,2256,-8041,-767671,-89377,-29392,-23003,-717,-1400,-769489,-91329,-19149,-23989,-345,727,4681,22398,-24919,-1818,20935,-7649,-8776,-1952,10533,-12354,4054,10243,-2873,9199,-6124,-986,-5086,-3258,-2973,372,-29023,-1946,6641,2127,difficult
776186,170358,40380,39093,26905,40835,-480835,-92662,-13622,-32975,-22157,-29977,-767812,-155236,-34144,-20519,-18664,-15917,-675215,-158259,-38286,-35010,-21648,-33262,-80463,77352,76370,17049,8906,-1187,-705713,-161757,-35573,-38256,-25129,-39353,-286977,92597,594752,-625250,-62574,-3023,235611,-239109,-20522,-4142,114656,-111943,12456,-14491,52059,-55305,3493,-2984,30554,-34035,14060,-17345,32075,-38166,easy
143262,141467,20179,17707,20158,21936,178938,75224,8656,11748,-11859,-12311,1912216,85537,-1867,45654,25006,6207,206328,-123810,-18907,-13927,-14641,13520,-109632,-107621,-11769,445,-18239,-14666,-128739,-108011,-7707,-8027,-8756,22597,1733278,-1705888,-315960,-19107,10313,-209347,16189,-390,-10523,-17040,7138,4062,33906,-59581,14372,-8472,36865,-39647,-3598,9483,18518,7313,-28186,37263,difficult
631756,130806,9148,7522,5107,26116,295896,-8076,15488,37752,40391,27827,-173681,-86249,-1777,13832,3033,27792,-513810,-103568,-7405,8779,1204,-19952,-484157,-45608,11865,5790,29402,18713,276541,-41591,28165,-3791,15083,3274,-469577,-340129,29653,760698,-78173,-17319,57960,4017,-17265,-5628,19270,16300,-23920,-5053,-2989,-9581,-37358,-1829,28198,-14319,-35,-47744,38665,-15439,easy
1372136,165489,24563,19486,23221,43787,-1370562,-159240,-21696,-10106,-18139,2071,-1356487,-152356,-20033,-17505,3544,7835,-1350232,-139033,-3967,-14879,-16990,-19773,-1292994,-157159,-22602,-10965,-15273,-38296,-1350148,-146077,-10492,-6937,-17822,-38914,14075,6255,57238,-57154,6884,13323,-18126,11082,1663,16066,-18635,12110,-7399,2626,3914,4028,21683,-20534,1717,-2549,5764,-27608,-18523,-618,difficult
653714,26575,15233,14615,9979,13756,-612910,96441,1473,-10530,9559,51891,-641434,-13366,30421,16884,8246,81686,-540824,11677,-3636,-54,7413,-4872,-647618,-23230,-14638,-13979,-6208,-10286,-569566,30002,14751,-3453,545,1882,-28524,100610,-106794,78052,-109807,25043,-34907,53232,28948,-34057,-11002,29389,27414,-16938,-13925,10526,-1313,-833,-13621,6753,29795,-86558,-5414,12168,easy
314577,41892,14919,7457,7594,13772,-42197,-24510,4920,5366,-5118,-3587,-308499,-19636,-5321,2555,-699,43157,-301460,-32776,-407,59,-1631,33459,-193255,76240,7781,23133,-3851,5719,-26440,187565,8900,17645,26696,55207,-266302,7039,108205,166815,4874,-13140,109016,111325,-10241,4914,8188,1119,-2811,-2496,23074,-5488,4419,-932,-2220,30547,46744,-9698,-27740,49488,difficult
649380,48397,17982,12374,12539,20863,308843,-38827,-12068,-5935,-10708,-12110,-13062,197076,10689,-1489,2630,-6674,-350124,12464,-10730,-4279,-5818,21731,-644906,-41737,-16051,-7681,12328,-282,-616722,3880,3058,-6963,-7763,-12920,-321905,-337062,-294782,28184,235903,-184612,-54201,45617,22757,-21419,-5321,19109,4446,-2790,-3402,718,13338,-8448,18146,-20091,5436,28405,-22013,-12638,easy
90854,14503,4371,11030,7078,12801,222412,88222,-1137,-6493,-3223,-3182,16766,2652,3265,-7318,914,-2792,-64105,-6354,7279,2849,11891,21315,-77178,3553,-1770,4402,7846,8265,-480,391,-884,-7815,-3420,-10710,-205646,-80871,-13073,76698,-85570,-9006,9907,-3162,4402,4014,-9049,886,-825,10167,1553,-12217,4137,10977,-4045,-11266,390,24107,-13050,-18975,difficult
545954,66870,15663,27432,10296,64779,-375115,-49225,11691,-24901,-6352,-57510,-203914,-22652,-2174,-10689,18910,-14180,-472267,-63799,-15204,-26468,-9410,-63757,-509038,32913,11960,1374,15115,-15521,-539419,-66008,-13253,-25909,-9007,-61484,171201,-268353,-36771,-30381,26573,-41147,96712,-98921,-13865,-13030,27164,-25213,14212,-15779,27842,-27283,25262,-28320,24525,-24122,43330,-49577,48236,-45963,easy
262201,63557,11313,8515,6276,5119,-196244,-56327,-7010,-1850,-3134,-2784,-231340,-38836,-1434,1709,9448,12014,-191429,13640,20673,16734,2585,18316,631502,11240,4096,5228,6926,4183,-250640,-52803,-7469,-3390,-918,12859,-35096,39911,822931,-882142,17491,52476,-2400,-64043,5576,22107,-16577,-11565,3559,15025,-11506,-8618,12582,-6863,4341,-7844,14798,6302,-14133,8676,difficult
397776,134453,13982,24462,4896,15194,-218302,-99021,-2290,-18465,3940,-4868,300883,24449,13985,-15207,12546,-10361,-283335,-112186,-7966,-23072,11475,-10871,-255073,-58585,2712,6486,5703,2056,-327030,-240,7171,-17311,-1601,-10125,519185,-584218,28262,-71957,123470,-136635,53601,58345,16275,-21951,10678,4459,3258,-7865,29558,-23797,8606,-1071,-5772,-7304,-5493,-510,12927,-12181,easy
137847,47345,10739,5804,4895,8631,-26223,-23665,-5275,-1172,-4274,-7259,-101347,-29929,-2122,2589,3804,-4828,10846,14968,5590,13850,881,-4211,-124294,-39137,-7763,-3754,-1859,-5005,-133231,-36117,-5767,-2742,-890,-2491,-75124,112193,-135140,-8937,-6264,44897,-54105,3020,3153,7712,-13353,1996,3761,11261,-17604,1012,8078,-2923,-2740,969,2431,617,-794,2514,difficult
75337,17397,3558,5708,7022,30643,174184,149552,44723,24146,2466,-18766,1143292,14892,2707,-1218,-1859,-27221,-53894,-10169,-1896,-3738,-4721,-23640,112391,57185,1080,3031,-1878,-21336,-67582,-13297,-2523,-3626,-4486,-16348,969108,-1197186,166285,-179973,-134660,-25061,67354,-70482,-42016,-4603,2976,-3603,-25364,-2520,6769,-6657,-4325,-2862,2843,-2608,-8455,3581,2304,4988,easy
893101,317210,131470,28201,24178,15735,-880871,-314380,-114356,-11725,-11568,24158,-806059,-309550,-128565,-26086,-16675,-6580,-861449,-304012,-121762,-6536,-15033,23375,-524566,-308714,-121306,-26592,-21404,-10328,-840000,-315170,-128942,-22752,-22106,-14402,74812,-55390,336883,-315434,4830,5538,-4702,-6456,-14209,6803,456,-7636,-14361,19550,-20056,3840,-5107,1642,-6371,-702,-30738,29955,-33703,-4074,difficult
229275,93718,22223,17827,26002,25023,-130401,-90378,-19076,-16579,-24629,-22415,-134885,-73518,-20714,-16719,-23863,-23463,-224524,-87944,-20238,-10901,-23583,-16869,-162397,-82276,-20053,-15720,-25322,-20192,-151681,-86726,-13374,-13546,-24038,-10687,-4484,-89639,62127,10716,16860,-14426,5668,-4450,-1638,476,185,6679,-140,5818,-4819,2174,766,280,-1739,1284,-1048,6594,-3323,9505,easy
66809,24568,25224,17546,11466,35423,22396,20712,-19979,-16189,-3550,-25414,-54532,-17843,-17009,-7450,5750,19364,-60753,-986,4984,-9223,4843,7475,13471,32437,-8192,-893,-1712,-8686,-31193,9335,-11048,-5294,46925,-12686,-76928,-6221,74224,-44664,-38555,16857,33423,-23102,2970,21993,-13176,-2856,8739,-1773,8330,-4401,9300,-907,-6555,48637,44778,-11889,-16161,-4000,difficult
267603,127355,45228,8237,20193,46439,-216830,-91654,-36751,4110,-11742,-36776,-118318,-32622,-12373,7254,-11480,6777,-266112,-121161,-44827,-6839,-14806,-38151,-165281,-96163,-29368,-5730,-11294,-37887,-185352,-93701,-41222,2167,-17182,-38326,98512,-147794,100831,-20071,59032,-88539,24998,2462,24378,-32454,15459,-11854,3144,-14093,1109,7897,262,-3326,3512,-5888,43553,-44928,264,-439,easy
316193,24757,14286,7790,5388,7316,-165776,56815,13142,3722,19195,5009,-227025,-19011,-13930,-4759,-4179,-6693,-170900,28312,-12981,-2961,-264,-3145,457035,51164,-11511,-6020,-3835,-3827,-201872,-4139,-1034,-376,-1354,5000,-61249,56125,627935,-658907,-75826,47323,22852,-55303,-27072,949,1470,10477,-8481,1798,-3059,5644,-23374,3915,-3571,2481,-11702,3548,-682,8827,difficult
