delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
275002,24924,17887,10097,6912,20277,-266997,-11824,-14682,3208,551,-6513,-147228,106144,6945,-764,3445,4600,-265880,-17649,-5358,7846,-3371,18536,119769,-118652,117968,-123793,21627,-12303,-3972,8610,2894,-6816,11113,13936,easy
176522,30642,11905,13046,13268,17172,-157130,2112,-657,620,-6283,-4311,-166254,-27501,-10845,-11049,3322,829,-173065,-26385,-3209,6438,-10260,878,-9124,-6811,-29613,1116,-10188,7636,-11669,17487,9605,-13582,5140,49,difficult
214445,143681,56025,32629,21763,57962,38335,-115774,-55009,-29820,-19947,-54872,200992,166645,-35160,-22053,-15757,-47998,-156172,-122699,-26248,-14831,-12790,1750,162657,-357164,282419,-289344,19849,8912,7767,7222,4190,2967,6874,49748,easy
111224,81557,13844,10459,4922,13712,1334157,252553,1759,3010,7528,11911,-102328,-53976,-7068,-289,9906,6919,-96512,-73391,-6018,-6829,645,-2565,-1436485,5816,-306529,-19415,-8827,1050,-3299,-6540,2378,-9261,-4992,-9484,difficult
18811,20669,18705,14264,8744,30440,97633,-10605,-17424,-13088,-6919,-19874,-11083,-141,-3639,-11589,-7512,7257,-16506,-9799,-9025,-6243,-6406,-14016,-108716,-5423,10464,-9658,13785,-5386,1499,5346,-593,1106,27131,-21273,easy
579237,32516,19951,29635,9484,28787,-551602,-19245,9011,-21261,-2602,19802,-577244,-27216,-19600,-26610,-6848,-21669,-564152,11018,1909,-14611,851,-18406,-25642,13092,-7971,38234,-28611,21509,-5349,11999,-4246,7699,-41471,3263,difficult
93753,38611,5784,2919,4798,6874,269650,-20350,7736,9404,-1217,38519,-58670,-19288,-3491,1458,5938,40766,-92429,-36703,-4331,1840,-3005,-2925,-328320,-33759,1062,-17415,-11227,-840,-7946,382,7155,-8943,2247,-43691,easy
25417,7893,7364,7756,7059,11740,4731,1074,-5262,-6141,-5518,-3818,-24387,1424,-6274,9809,-6026,52026,-18598,-384,2081,-6492,-664,22760,-29118,5789,350,-1808,-1012,8355,15950,-16301,-508,5362,55844,-29266,difficult
445868,79158,13370,4801,10179,13954,-418276,-70987,302,562,-3760,50521,1204834,8124,-10354,7119,-1436,3642,1204834,8124,-10354,7119,-1436,3642,1623110,0,79111,0,-10656,0,6557,0,2324,0,-46879,0,easy
1319637,176868,42296,12193,30219,36156,-1315663,-166939,-40259,-3791,-22061,-10565,-1313088,-169511,-39395,-10852,-24559,48135,-1301887,-153906,-37337,675,-23618,6337,2575,11201,-2572,15605,864,2058,-7061,11527,-2498,941,58700,-41798,difficult
113165,28232,11791,7790,3152,16002,-43394,-17319,-10464,-6596,-1474,-11563,-54770,-8616,-5591,12628,6908,2836,-107228,-13104,1446,1345,-40,-2978,-11376,-52458,8703,-4488,4873,7037,19224,-11283,8382,-6948,14399,-5814,easy
372919,141867,25200,9443,13338,9815,-209678,-113794,-22739,287,-10382,573,-367472,-129841,-4552,24832,-6297,23444,-359576,-132197,-18839,18016,-11978,7500,-157794,7896,-16047,-2356,18187,-14287,24545,-6816,4085,-5681,22871,-15944,difficult
415532,47100,20444,7812,11577,20175,306922,-29409,4557,-3988,-6806,-15312,872092,-20465,-16167,226,-4652,-11733,-379716,-25828,13702,-4291,-2532,18742,565170,-1251808,8944,-5363,-20724,29869,4214,-4517,2154,2120,3579,30475,easy
174740,68539,18538,6347,3097,3664,605709,15249,-3489,4450,507,3469,54528,-36150,-13015,-3170,3614,5919,-156664,-37070,-4244,23751,25493,31973,-551181,-211192,-51399,-920,-9526,8771,-7620,26921,3107,21879,2450,26054,difficult
480796,188878,113899,86046,90723,43026,349703,-95768,-108148,-48737,-75286,14616,-369525,-157435,-112756,-83487,-89075,-39971,-467850,-184435,-111595,-82084,-88812,-38532,-719228,-98325,-61667,-27000,-4608,1161,-34750,1403,-13789,263,-54587,1439,easy
123759,74609,4492,18306,6884,22393,-98133,-66815,425,-11173,-3318,-18391,-63873,-67991,-3029,10630,-3611,4255,-109160,-65712,28605,-7133,-2093,9652,34260,-45287,-1176,2279,-3454,31634,21803,-17763,-293,1518,22646,5397,difficult
244949,74278,19004,20396,16920,20909,-219137,-67979,-18153,-5576,-9937,29081,-242849,-67925,-9649,-18873,827,20685,-235052,-69302,-14007,-12859,-13318,-4772,-23712,7797,54,-1377,8504,-4358,-13297,6014,10764,-14145,-8396,-25457,easy
46893,15100,2885,24263,4552,8350,-43633,-12246,308,-19218,4482,37510,-34865,-9633,4656,-21693,-1259,23615,75444,-3420,-352,-19757,-1789,-2318,8768,110309,2613,6213,4348,-5008,-2475,1936,-5741,-530,-13895,-25933,difficult
61159,21168,4392,2658,1965,4310,105094,181520,16666,21764,2915,2237,-30293,10327,15139,5724,6412,41889,-51880,-5401,4511,3776,3870,5798,-135387,-21587,-171193,-15728,-1527,-10628,-16040,-1948,3497,-2542,39652,-36091,easy
934171,184366,105538,20924,25041,17570,272867,34081,-76550,-1789,-14952,60175,-886345,-176414,-99627,-10092,-17759,1840,-918310,-150843,-101472,-8600,-18408,6847,-1159212,-31965,-210495,25571,-23077,-1845,-8303,1492,-2807,-649,-58335,5007,difficult
413517,40721,28349,13088,6723,9332,-332147,-26556,-14681,4400,5980,25374,-408009,-28251,-372,1811,1720,23137,-383309,-10167,-19380,-9850,-849,11876,-75862,24700,-1695,18084,14309,-19008,-2589,-11661,-4260,-2569,-2237,-11261,easy
859886,113557,13497,8071,9326,21882,-796207,-78224,9764,-118,-3753,25644,-851790,-84153,734,4095,-4234,16607,-855406,-102305,-10598,5540,-2327,500,-55583,-3616,-5929,-18152,-9030,-11332,4213,1445,-481,1907,-9037,-16107,difficult
1144395,94893,60046,20369,21971,19413,-1130396,-88137,-55368,-19093,-13297,32036,-1128889,-82235,-57291,10946,-13764,-6598,-1129198,-67552,-56289,-14788,-20114,2714,1507,-309,5902,14683,-1923,1002,30039,-25734,-467,-6350,-38634,9312,easy
204485,40595,3214,5810,6071,28372,-199757,-37282,-1809,-4958,-5657,-13596,-202002,-33465,1066,-2956,-2988,67552,-199919,-33358,-1669,-458,651,-10790,-2245,2083,3817,107,2875,-2735,2002,2498,2669,3639,81148,-78342,difficult
179802,30972,7213,3182,2570,1631,-169644,-15996,3936,11654,2119,40503,-174901,-20540,7477,21258,6269,11396,-172150,-20922,5133,3192,5947,34081,-5257,2751,-4544,-382,3541,-2344,9604,-18066,4150,-322,-29107,22685,easy
968830,99278,51447,56325,88926,28506,-896275,-84971,-41084,-35054,-85878,-10399,-906598,-77638,-24164,-45835,-84428,-18793,-940225,-79011,-50903,-46838,-81989,2831,-10323,-33627,7333,-1373,16920,-26739,-10781,-1003,1450,2439,-8394,21624,difficult
30620,22860,8456,8104,5632,17150,-26006,-574,-3848,-3149,3779,37139,179486,30881,-4036,6079,-4327,-6677,-24109,-17280,-4849,12749,2852,9841,205492,-203595,31455,-48161,-188,-813,9228,6670,-8106,7179,-43816,16518,easy
247801,74685,12316,4123,4263,9713,-82362,-38149,959,22863,9825,20290,-41031,73586,-5713,32905,7042,21278,-235030,-61335,-1798,4270,2899,6934,41331,-193999,111735,-134921,-6672,3915,10042,-28635,-2783,-4143,988,-14344,difficult
90080,10664,8675,17089,9560,16085,30838,17517,-4162,-9026,-3285,-11081,-68996,1243,-912,-8739,840,15971,-83924,2070,10408,-9432,-2549,13286,-99834,-14928,-16274,827,3250,11320,287,-693,4125,-3389,27052,-2685,easy
95346,78825,7624,15111,7602,15037,-58212,-56883,-1471,-3917,-4416,21698,-71013,-60822,-151,-7451,-4062,-7783,-81051,-24948,18204,-10285,5512,12114,-12801,-10038,-3939,35874,1320,18355,-3534,-2834,354,9574,-29481,19897,difficult
74511,41981,5979,2659,7808,7692,576711,-32435,389,13711,17112,27882,-68529,-33242,36163,14959,-2231,15831,-59375,-26151,-4956,4205,-883,17893,-645240,9154,-807,7091,35774,-41119,1248,-10754,-19343,1348,-12051,2062,easy
129614,37017,10132,8832,4114,8732,-97369,27579,-291,-3627,140,36463,71352,-29779,-9050,-5244,-2874,-2110,-122917,-17241,-7241,7397,-2682,62458,168721,-194269,-57358,12538,-8759,1809,-1617,12641,-3014,192,-38573,64568,difficult
356240,103234,33718,20983,10513,7259,-350900,-99317,-30782,-19932,-7990,-2793,-109126,-95510,-29795,-13504,-8018,-4233,-337197,-96052,-30108,-971,-758,11961,241774,-228071,3807,-542,987,-313,6428,12533,-28,7260,-1440,16194,easy
131861,53569,8120,13201,7651,9496,-112721,-32033,3542,1046,12240,20539,-107336,-33607,5225,-9601,-5008,-802,-120778,-44801,-6690,-12197,-6721,-2624,5385,-13442,-1574,-11194,1683,-11915,-10647,-2596,-17248,-1713,-21341,-1822,difficult
