delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
1472866,338520,22206,50235,75977,90293,-1044311,263501,106744,203522,62849,86095,-1328450,-279050,-6894,-46291,-72770,-81528,-1119203,-277637,-20137,-45431,-73935,-77358,-192871,-326090,-10634,-26626,-74180,-82748,-617629,-52374,84854,-19136,-36553,-62530,-284139,209247,926332,-424758,-542551,1413,-48453,273716,-113638,-13243,9503,95488,-249813,860,18805,7490,-135619,-1165,-245,37627,-167623,4170,-5390,20218,difficult
964408,158962,37987,25690,22909,57111,-697489,-144868,-19499,-17632,-19286,-50804,1071713,548737,84881,140082,164372,24026,641283,-55658,-27884,-14251,-14086,-28903,-596675,4302,-20442,-3358,2476,-29512,-190804,-93708,49080,-19718,-10860,-38484,1769202,-430430,-1237958,405871,693605,-604395,59960,-98010,104380,-112765,7442,69522,157714,-154333,10893,-16360,183658,-178458,16562,-13336,74830,-52929,-609,-8972,easy
1161605,345647,79471,59193,35767,49193,417816,-202512,-66405,-47568,-24434,-35125,133061,25624,29537,-19872,-24954,17256,-848945,-125059,-45192,-48560,-23821,-33663,-432956,-288031,-66464,-17582,-19549,-14713,-18704,-58028,10200,-16900,-26818,2094,-284755,-982006,415989,414252,228136,-150683,-162972,230003,95942,-74729,-21272,76664,27696,-28688,30978,682,-520,1133,4272,-7269,52381,-50919,18950,16807,difficult
1431370,247841,232183,91926,58141,153175,-1133710,-180746,-190311,-84467,-38941,-136866,495274,-178092,-179897,-71392,-20654,-132980,-1051207,-230613,-230332,-89188,-55442,-148954,299534,32933,-143644,-47108,-12361,-74646,-621242,-192860,-219308,-87555,-53840,-143903,1628984,-1546481,1350741,-920776,2654,-52521,263546,-225793,10414,-50435,86688,-75664,13075,-17796,42080,-40447,18287,-34788,43081,-41479,3886,-15974,74308,-69257,easy
331607,105296,7477,23226,44591,21290,207651,-48866,13434,-18383,-29015,-8971,598106,48522,91730,30857,-30683,-5512,1673626,275523,46076,92225,-20051,-548,296278,237260,14842,32234,37932,53850,-206987,-87048,8879,-15750,-38206,-18167,390455,1075520,-1377348,-503265,97388,227001,-38263,-324308,78296,-45654,-31234,-5963,49240,61368,-59991,-47984,-1668,10632,57983,-76138,3459,4964,54398,-72017,difficult
880253,129567,34229,27508,16303,22021,-442456,-107402,-25714,-1588,-14219,-7360,-635770,-110387,-28168,-17205,-9744,-16940,410547,2523215,22815,39190,54758,237271,210809,65351,-29395,31123,-10364,-10224,-706581,-3420,10908,-23197,-5284,-11120,-193314,1046317,-199738,-917390,-2985,2633602,-2457864,-68771,-2454,50983,-52210,40303,-15617,56395,-8067,-54320,4475,64502,-65122,5080,-9580,254211,-247495,-896,easy
560084,63388,41050,12387,7839,11409,-449045,-58076,-39375,-10080,-4981,-7287,-178140,101991,-31770,-5634,2919,3027,1361694,666972,122702,46134,55862,123162,-469127,-25051,-32932,-7845,-3213,-3868,-29350,-17604,-28934,-5588,3607,4293,270905,1539834,-1830821,439777,160067,564981,-692023,7447,7605,154472,-155634,3998,4446,51768,-53979,2257,7900,52943,-59075,6820,10314,120135,-127030,8161,difficult
1361352,246952,64568,88222,67547,77504,-965343,-220797,-54040,-83126,-61331,-68078,-203744,-185002,30521,-77702,-44296,-61252,-979634,-186556,-56813,-80096,-53272,-53291,-1005413,-189004,-58562,-81688,-63456,-69474,-980716,-210871,-58518,-84391,-62534,-67866,761599,-775890,-25779,24697,35795,-1554,-2448,-21867,84561,-87334,-1749,44,5424,-2394,-1592,-2703,17035,-8976,-10184,922,6826,7961,-16183,1608,easy
1295890,321536,40687,30135,24455,52176,-1145169,-294075,-25055,-22948,-21014,-36660,-61973,-105459,29547,-1181,-13943,-23387,332013,63744,-14214,-18975,-14831,61842,-1096736,-284626,-7235,-24645,-22541,-47059,-316983,-134568,-10328,-5786,-14267,-12936,1083196,393986,-1428749,779753,188616,169203,-348370,150058,54602,-43761,6979,-3093,21767,-17794,-5670,18859,7071,-888,-7710,8274,13273,85229,-108901,34123,difficult
912135,506358,87561,114057,52677,66306,-767618,-442080,-81560,-94669,-50595,-60345,-749908,-446695,-83074,-109407,-50917,-55358,-715800,-395880,-41389,-100402,-35744,-36298,-853407,-484543,-77056,-105309,-46681,-52131,-317009,-319230,-75378,-99883,-34775,-48605,17710,34108,-137607,536398,-4615,50815,-88663,165313,-1514,41685,-35667,1678,-14738,9005,-4907,5426,-322,15173,-10937,11906,4987,19060,-15833,3526,easy
408545,45256,8358,7888,6602,7287,774641,152228,61683,195636,172991,52887,791456,373280,32362,17757,6891,38355,-311259,93053,34906,22529,6803,22968,122510,128610,37013,868,17904,30820,851148,188939,26550,39968,38287,45167,16815,-1102715,433769,728638,221052,-280227,35557,60329,-29321,2544,2107,-10463,-177879,4772,-21661,39100,-166100,-88,11101,20383,-14532,-15387,7852,14347,difficult
878384,295541,184756,21244,14502,89658,-730815,-238750,-183103,-8150,-11420,-85843,-443318,-231933,-172634,-10052,22400,-74798,-555264,-215732,-175944,-17823,-10461,-65363,1781540,209666,-159611,135286,135635,64325,-844406,-274633,-182066,-19625,-13739,-88142,287497,-111946,2336804,-2625946,6817,16201,425398,-484299,10469,-3310,16333,-22455,-1902,-7771,153109,-154911,33820,-32861,146096,-149374,11045,9435,129688,-152467,easy
828568,164549,105111,75147,27185,31000,-580396,-55467,-92262,-52345,-2069,-15283,-442537,-65482,-66917,-70119,-24040,-21808,764333,-64875,48336,-39847,1593,22051,698559,-10264,-10538,-64650,-1427,23843,-636909,-120793,-95828,-49407,-19382,-22115,137859,1206870,-65774,-1335468,-10015,607,54611,-110529,25345,115253,-58874,-85290,-17774,30272,-24803,15243,-21971,25633,-3020,-17955,-6525,43859,1792,-45958,difficult
1540203,164599,71627,24213,17140,37484,-509209,-106445,-56684,-12457,-6969,-11251,-436679,-22125,-62019,9293,-4728,-12083,-1460975,-119365,-53171,3619,-9870,20504,-1004945,408481,11034,6548,-5740,-10789,132005,54909,-54717,-13154,-10111,-11372,72530,-1024296,456030,1136950,84320,-97240,527846,-353572,-5335,8848,64205,-65751,21750,-5674,2929,-19702,2241,-5142,4130,-4371,-832,32587,-31293,-583,easy
988852,260759,42931,21125,36310,38134,-655703,-244625,-38915,-11862,-33846,-35035,455112,-56780,248777,2510,7742,44314,-656160,-216388,29253,-10962,-14586,-24517,-242592,-207060,-2423,13538,-22809,-9965,-708395,-94635,-28890,21965,-30695,-28510,1110815,-1111272,413568,-465803,187845,-159608,9328,112425,287692,-219524,-31676,-26467,14372,-13472,24500,8427,41588,-22328,-8223,-7886,79349,-68831,14552,-18545,difficult
929050,325364,142882,55260,30425,51012,131525,-241360,-113084,-47705,-27928,-44205,669917,404501,-72105,55456,117209,89850,-792746,-220046,-134659,-54510,-27377,-40776,1349060,-34742,-98442,-21434,10476,-25076,27335,-252723,-56863,-4043,-5794,2071,538392,-1462663,2141806,-1321725,645861,-624547,185304,-217981,40979,-62554,36217,41579,103161,-109966,33076,17391,145137,-144586,37853,-16270,134055,-130626,15700,27147,easy
657826,52655,21807,9422,6876,9259,-56786,-29230,-16097,275,-1357,-2714,-407011,120885,-12577,28943,-131,1768,-303171,-10949,-19339,-3476,13430,69017,899939,112107,15408,556,-2760,13047,66227,32721,77652,74032,-1893,29579,-350225,103840,1203110,-833712,150115,-131834,123056,-79386,3520,-6762,34747,62244,28668,-32419,4032,73476,1226,13561,-16190,867,4482,67249,-55970,16532,difficult
684764,91640,54008,26784,13282,30180,418907,631100,254912,121496,271532,273313,-675259,-84973,-50917,-26115,-12403,-28963,653012,69996,44713,37294,9636,176766,-430982,-33492,-53538,-18493,-6228,-19654,482247,-91,68769,2009,-8224,25337,-1094166,1328271,-1083994,913229,-716073,154969,-103488,33401,-305829,95630,-98251,122307,-147611,63409,-55787,20502,-283935,22039,-15864,-1996,-302276,205729,-196420,44991,easy
416938,60304,28640,18242,5048,21173,345590,77859,8381,27361,2835,16231,-107511,-11824,-21146,-5096,-3521,-10358,-213605,67050,13658,483,6496,38086,1220864,1020003,-19688,36019,63501,187062,-58283,-5319,-24108,-12715,15020,-3936,-453101,-106094,1434469,-1279147,-89683,78874,952953,-1025322,-29527,34804,-33346,-4420,-32457,5579,35536,-48734,-6356,10017,57005,-48481,-26589,48444,148976,-190998,difficult
963631,130737,12413,15416,6867,33044,687277,77037,34187,3137,19583,8542,-482228,725094,74676,97094,50303,87129,-865834,-94804,383,-9652,-100,-24740,-295091,-88045,-1529,-5521,-4166,-29606,725107,144401,25794,715,31020,12775,-1169505,-383606,570743,1020198,648057,-819898,6759,232446,40489,-74293,-1912,27323,93957,-106746,4131,6236,30720,-50403,-4066,35186,78587,-111869,-4866,42381,easy
657955,274213,30932,19452,15182,17247,-454192,-214457,-26799,-4193,-9871,-6270,1522993,-68636,6528,37114,1954,15645,-591366,-258850,-10290,-14898,-12445,-8508,1041549,-218256,-8408,6019,-3561,-4596,209018,-197508,-24474,-8907,-6747,-4338,1977185,-2114359,1632915,-832531,145821,-190214,40594,20748,33327,-16818,1882,-16066,41307,-52012,20917,-14926,11825,-14399,8884,-3186,21915,-24153,3912,258,difficult
795600,311186,113757,67611,20394,46436,1050904,107490,-61605,-25048,9044,19899,168853,-96171,-98845,-40385,-2736,-12761,-20262,-156965,-22617,-21135,7702,-22645,1061024,121739,-109281,-31041,-10268,-8227,-244648,-299289,-111971,-56935,-11639,-30558,-882051,-189115,1081286,-1305672,-203661,-60794,278704,-421028,-37240,76228,-86664,-2690,-15337,19250,-9906,-25894,-11780,10438,-17970,-1371,-32660,-9884,14418,-22331,easy
851574,91782,17316,14531,9863,11615,-849783,-80989,-160,31877,3187,-5820,-820483,-76291,-14371,29208,-6812,-277,-807474,-63542,-665,8959,6129,-2666,-624582,-43854,-160,22271,-88,1615,917317,268962,47198,44197,22974,61988,29300,13009,182892,1541899,4698,12749,19688,312816,-14211,13706,505,47358,-2669,-20249,13312,21926,-9999,12941,-6217,23062,5543,-2389,4281,60373,difficult
589575,289444,25149,40143,29207,19198,-303423,-203152,-18080,-26749,-14138,-881,459568,154941,38689,-21559,-23901,8250,-258027,314116,23213,-958,8133,99446,909431,-218246,37637,-2211,-8293,18979,-435575,-270249,-22288,-35477,-27777,-17673,762991,-717595,1167458,-1345006,358093,159175,-532362,-52003,56769,-15476,14424,-59925,5190,20601,-1253,-33266,-9763,32034,-16426,-19484,9131,91196,-80467,-36652,easy
904800,139573,28888,41387,20230,24562,-639466,-128002,-15002,-32326,-17802,-19251,-799034,-121613,-20402,-27098,-15529,-15290,244647,182642,222914,3596,48683,129048,-353308,431607,232803,479091,17723,121200,839618,982621,277845,133361,41768,8476,-159568,1043681,-597955,1192926,6389,304255,248965,551014,-5400,243316,9889,45042,5228,30694,475495,-345730,2273,64212,-30960,24045,3961,144338,-7848,-112724,difficult
269326,43864,20407,8549,3915,9185,343544,211772,22321,114417,42250,72513,2345978,1317759,240200,210754,130454,101788,524968,15499,17168,21978,21155,8224,330647,-26920,-3333,-6718,1301,-2594,165857,1144508,76681,48765,71311,248343,2002434,-1821010,-194321,-164790,1105987,-1302260,-42419,1171428,217879,-223032,-20501,80014,96337,-188776,-28696,55483,88204,-109299,-19854,70010,29275,-93564,-10818,250937,easy
759806,81638,31900,20175,12008,10711,-492123,462759,53370,26806,8127,26884,-509416,-51849,-6623,-8021,-8550,-5332,-551666,-41231,-16526,-11555,-6754,-3739,606565,182794,27054,47302,61017,138022,-120471,61020,1213,-10686,2342,29825,-17293,-42250,1158231,-727036,-514608,10618,224025,-121774,-59993,-9903,43580,-25841,-34827,-3534,58857,-57988,-16677,1796,67771,-58675,-32216,1593,141761,-108197,difficult
1505656,503856,48209,55817,85887,110334,-1169008,-415231,-24544,-47164,-80168,-80080,-845499,-350931,33264,-25045,-64547,-89062,-1426711,-370385,-46317,-40147,-80281,-98866,-27132,179418,-17910,17789,-37296,-32106,383365,212937,14184,89017,-17255,-10214,323509,-581212,1399579,410497,64300,-19454,549803,33519,57808,-79581,28407,32094,22119,-15102,57936,71228,15621,-15734,42985,20041,-8982,-9804,66760,21892,easy
1014393,550772,102293,85464,149990,116895,-556084,-469955,-84076,-41869,-138671,-100514,-1008934,-535582,-100678,-70446,-143907,-110383,-777469,-544361,-96895,-83747,-147865,-112928,288943,-453935,-88906,-63851,-141416,-91598,-208195,-526898,-80380,-65558,-146192,-111703,-452850,231465,1066412,-497138,-65627,-8779,90426,-72963,-16602,3783,7989,8526,-28577,-13301,19896,-1707,-5236,-3958,6449,-4776,-9869,-2545,21330,-20105,difficult
632743,105353,30704,36355,29391,34649,-464702,-63833,-14165,-23238,-19680,-26890,55537,251231,14487,12087,-22823,-11934,8012,319743,110586,16174,26487,47700,815521,373846,-23586,10557,6456,-22585,1683874,249580,16045,49254,64968,1514,520239,-47525,807509,868353,315064,68512,54103,-124266,28652,96099,-134172,39631,35325,4087,-5617,38697,-3143,49310,-20031,58512,14956,59634,-70285,24099,easy
938587,176310,43590,13894,31883,39806,-521815,-144682,-35465,-6378,-25774,-29924,-506434,191719,-40875,17986,15511,-18383,-23947,38026,26832,7265,-7744,-15607,-29879,-16356,22687,24221,13497,-12263,277841,-5107,9713,5976,8429,7043,15381,482487,-5932,307720,336401,-153693,-54382,11249,-5410,67707,-4145,-12974,24364,-10721,16956,-18245,41285,-23255,21241,-5068,11541,2776,3344,19306,difficult
791159,388341,64295,38369,23245,28267,640179,-318150,34762,-5300,-4954,11906,652862,448,-2157,12371,-2854,35230,5467,-295281,-53758,-34172,-16590,-5912,-186725,-36000,-33149,-4028,19073,18973,217664,54832,-13844,33324,24668,45902,12683,-647395,-192192,404389,318598,-295729,259281,90832,-36919,-51601,20609,19305,17671,-46543,30144,37352,2100,-13736,35663,5595,23324,-41142,24885,26929,easy
869324,428513,58139,142263,59670,51351,171526,43438,239069,-44027,-27772,-16373,418678,-155792,-4672,-111849,-15579,-14611,-568427,-389637,-51163,-129815,-53653,-44555,-583106,-390426,-33393,-138010,-55173,-39661,-553823,-366491,-36967,-136383,-49465,-41690,247152,-987105,-14679,29283,-199230,-233845,-789,23935,-243741,-46491,17770,-3574,-67822,-17966,-8195,1627,12193,-38074,-1520,5708,1762,-29944,4894,-2029,difficult
1362630,217148,64460,18398,18063,44526,-740360,52117,-28730,37468,-10891,-29456,-1142239,-14846,-39166,1259,-7525,-13047,-1190329,-174628,-57182,-13702,-11494,-26401,-1110925,-68341,-26231,4511,-1707,1286,-1214689,-55242,-58351,-12569,-12910,-37906,-401879,-48090,79404,-103764,-66963,-159782,106287,13099,-10436,-18016,30951,-32120,-36209,-14961,18213,-17080,3366,-3969,9787,-11203,16409,-13354,27687,-39192,easy
1038741,305868,39172,48238,31453,43445,75387,13199,-34337,26572,-2335,11566,258169,232391,10358,77487,129782,112487,-147488,-221736,-35373,-35563,-26963,-20509,15946,-38559,228169,62481,101604,105700,-443551,-19182,40052,-20429,-13302,2505,182782,-405657,163434,-459497,219192,-454127,183177,19377,44695,-45731,263542,-188117,50915,-113050,98044,-82910,132117,-156745,128567,-114906,100921,-132996,126209,-103195,difficult
1722678,218801,33952,49675,19816,51856,-1642948,-161349,-27718,-41002,-18293,-44091,-333361,356747,6449,103742,16246,26767,-1582188,-193616,-31319,-48392,-18422,-47365,-1230673,-191387,-28918,-40893,-17177,-44437,-1133938,-24380,52087,-44698,-14815,-1228,1309587,-1248827,351515,96735,518096,-550363,2229,167007,34167,-37768,2401,81005,144744,-152134,7499,-3805,34539,-34668,1245,2362,70858,-74132,2928,43209,easy
524691,277274,54771,18499,12480,44561,-152812,-215984,-46295,-14453,-10192,-40988,97334,-241354,-29582,-14238,-10075,-33320,759805,-30037,-37155,24290,10419,-15258,852777,-77067,13716,39812,12951,-22580,-261104,44425,-4914,439,50151,-31370,250146,662471,92972,-1113881,-25370,211317,-47030,121492,16713,-7573,50871,-18630,215,38528,15522,-39373,117,20494,2532,37200,7668,18062,-7322,-8790,difficult
621923,120860,43515,46975,27926,72576,44838,-101246,9782,-40678,-21211,-54829,581024,386936,-25060,-20256,13350,-55350,-9119,-66158,-32976,-41717,-27045,-62236,312784,-44989,-30809,-33218,-20815,-66801,62801,-77132,-28170,-44007,-18437,-61038,536186,-590143,321903,-249983,488182,-453094,21169,-32143,-34842,-7916,2167,2639,20422,-21461,8499,-10789,34561,-40395,6230,2378,-521,-6886,-4565,5763,easy
846429,407411,40154,22561,78925,64109,-60823,-345612,-22867,26820,-52663,-49550,-199110,-362452,-4330,-13940,-75300,-53016,-801686,-360875,-38854,-20048,-74944,-57116,1130704,616267,44280,-9354,-58789,159265,-430383,-308381,29003,8415,-22381,64173,-138287,-602576,1932390,-1561087,-16840,1577,977142,-924648,18537,-34524,83134,-15277,-40760,-6108,10694,17769,-22637,356,16155,36408,-3466,-4100,216381,-95092,difficult
1470087,324809,180584,33046,62676,54657,-963346,-242778,-162422,-27605,-57175,-46278,-449894,114127,-122153,82352,-44170,-10610,-1078464,-274529,-163522,-26698,-60332,-47779,691704,-167302,3362,45423,-38532,-19127,328978,153929,4839,64560,19945,1492,513452,-628570,1770168,-362726,356905,-388656,107227,321231,40269,-41369,166884,1477,109957,-109050,72121,19137,13005,-16162,21800,58477,35668,-37169,28652,20619,easy
1429644,41286,17479,29542,12792,24184,254179,31757,5821,15466,45131,16444,-556392,163977,25482,-10961,157,53052,-1179564,-13949,-8066,-21130,-10104,-9401,-1335932,-29058,-14078,-28092,-12247,-20517,-531959,-9188,19862,-14595,-9061,-2558,-810571,-623172,-156368,803973,132220,-177926,-15109,19870,19661,-33548,-6012,33940,-26427,-10169,-6962,13497,-44974,-10261,-2143,3186,36608,-62453,-11116,17959,difficult
792433,125091,50582,19099,19675,30081,-290928,-42354,-49648,-13672,-10117,-15227,1090217,625856,-13080,-11805,19927,87203,-215635,-3365,-22055,-13330,-10790,-13753,-222351,-25005,-6213,10731,-2164,-456,-635678,-90481,-48949,-13379,-13550,-17296,1381145,-1305852,-6716,-413327,668210,-629221,-21640,-65476,36568,-8975,15842,-42736,1867,-1525,24061,-24110,30044,-30717,8626,-11386,102430,-100956,13297,-16840,easy
124329,30419,4338,3535,2804,8729,32882,-21566,-3661,2128,92,-1636,468463,13372,6023,23847,4765,3142,210252,6158,20612,10368,8387,32387,-91239,19419,-2115,-2643,1094,-4078,946570,160632,78001,1073,16509,31484,435581,-258211,-301491,1037809,34938,-7214,13261,141213,9684,14589,-22727,80116,21719,-13479,-13011,3716,4673,3622,-7293,15415,4778,29245,-36465,35562,difficult
913578,364345,49362,36546,44227,62699,809191,-280827,31287,10422,-25329,-45021,-709712,-211566,-2534,-20872,-30789,-33979,-20042,-119102,-17150,-23116,-29126,-40359,-232747,-179926,-29384,60092,32062,-40465,657504,487003,16519,359057,77485,27227,-1518903,689670,-212705,890251,69261,92464,-60824,666929,-33821,-14616,-12234,45903,-31294,-2244,83208,298965,-5460,1663,61188,45423,11042,-6380,-106,67692,easy
448366,95318,60561,43916,37984,41997,-317386,2648,-29744,29068,-31743,-17465,-98142,-47497,-53034,-33583,-34883,-35045,779774,54187,-34390,53818,-12762,20079,1678813,120927,659702,91254,55327,224500,-284054,-78661,-57154,-36612,-32774,-37448,219244,877916,899039,-1962867,-50145,101684,66740,-199588,-23290,18644,694092,-716856,-62651,87401,37436,-127866,-3140,22121,68089,-88101,-17580,55124,204421,-261948,difficult
883495,193829,61925,61973,17688,44697,1505576,-37433,-41961,-3624,-8495,10011,851892,1493547,173954,49738,58950,66821,-14272,-112784,-33620,-26170,14826,-30718,42861,-149599,-59023,-54251,-13985,-18887,-740732,-159723,-53083,-42671,-12135,-36219,-653684,-866164,57133,-783593,1530980,-1606331,-36815,-10124,215915,-207574,-25403,5940,53362,-75908,-28081,11580,67445,-44124,-28811,1850,56810,-97539,11831,-17332,easy
1944409,295913,59221,23100,27951,63552,-1812096,-177626,-52397,-19326,-25215,-57759,-1488891,-262781,-29444,-3068,-19903,-37718,-1736503,-267181,-54628,-20995,-24205,-56022,-1627342,-262759,-47645,1326,-16020,-57911,-473344,-118702,-14123,26749,-10395,-39569,323205,-247612,109161,1153998,-85155,-4400,4422,144057,22953,-25184,6983,33522,16258,-17927,22321,25423,5312,-4302,8185,5625,20041,-18304,-1889,18342,difficult
537918,152095,21480,28174,8168,45481,248206,1228,85226,-8260,3813,-1829,-252707,-125233,1631,-19754,-3974,-35485,1877748,578532,97752,79853,35091,156647,-425669,-52837,347,-20433,5943,-36551,-46599,99170,13300,-13605,23111,-29079,-500913,2130455,-2303417,379070,-126461,703765,-631369,152007,-83595,96121,-97405,12953,-11494,99607,-100286,6828,-7787,39065,-29148,17168,-33656,192132,-193198,7472,easy
1001610,171932,49741,52986,21826,36384,-327107,158735,161273,-35363,43231,17960,-825723,-104912,-40687,-29682,-16200,-22985,-371042,291737,24739,32938,37121,30649,-8433,-95672,-35504,-42175,-17003,-15794,-786033,-51441,-41508,-46306,-11686,-21012,-498616,454681,362609,-777600,-263647,396649,-387409,44231,-201960,65426,-60243,-6004,5681,62620,-75113,-4131,-59431,53321,-54124,5317,-40945,53634,-46443,-5218,difficult
