delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
743188,242577,123113,48240,19556,23496,12305,10214,-719653,-216202,-105650,-32332,3712,-9586,-2346,-5358,154082,-45212,10682,-7579,41230,-768,5281,-1198,-513385,-216355,-112784,-44300,-13595,-17837,-8867,-5927,easy
1006823,155642,17698,21127,17978,19320,30407,11107,-1488,160735,20636,-12764,-829,-6673,-25908,-8226,1568692,-73996,142318,-1580,23568,20598,-18817,6894,-948071,-135962,8448,-15203,-16821,-16653,-26868,-9902,difficult
851104,40627,10026,7453,13861,11021,7054,6791,-724209,-16833,-2182,-4644,-9512,-8705,-5885,-6146,183200,12214,-4023,-4452,-9375,-8212,-5698,-5843,-796766,3385,1190,-6498,-10352,-6684,-4228,-2832,easy
549511,124551,34428,40636,17034,19179,14790,12621,-449035,-115960,-34161,-39705,-15817,-16954,-13156,-12217,3534,297801,51438,-21191,17637,-1271,-1703,4381,418033,44336,14557,-24711,75254,7181,3520,-1361,difficult
611580,121925,11674,20165,9760,4378,2906,1932,-402630,-81608,3604,-13893,-7152,-37,-1875,-1043,-522336,-113355,-9107,-18072,-8226,-3444,-2246,-1250,-564074,-98025,-3173,-17252,-5919,-1727,-1046,1136,easy
859480,50328,18084,18964,16156,20695,17074,4822,-395930,36287,35564,-6293,-9887,-13718,-12281,-2564,-839236,-38814,-14341,-14306,-14697,-16856,-15715,-3191,-432524,20392,-6078,-10632,-9099,1143,-7846,2015,difficult
201673,51092,6748,3651,6635,6981,2429,1534,-175760,-33724,-4464,-644,-4057,-3473,200,576,114578,-924,3831,2675,-1665,1119,77,2498,-187580,-36264,-2667,-1111,-2330,7203,96,469,easy
136679,91170,11093,5166,5225,6254,2675,1767,215010,-73011,-8478,-3647,-3547,-2731,-2010,-1307,46832,57240,13372,6253,12035,18282,8768,2274,242328,-63407,-6213,1924,5709,4259,7985,4867,difficult
1192779,199257,22770,27452,17303,22180,17076,15407,-221763,194842,116806,1450,1878,53556,15974,9167,-1075088,-196617,-21757,-25117,-15876,-19882,-16281,-15162,1213389,796407,241693,211733,20478,95818,45126,28700,easy
369887,49058,31250,7175,5796,12923,5481,2211,-329799,-34594,-15034,-4830,-1171,-8111,-2231,872,105057,10418,-25248,2940,31448,4486,2525,4208,820887,109234,-21489,30690,10720,16873,5108,10052,difficult
1023591,58060,19145,24818,8392,15048,4850,3736,-920490,37633,-15419,-14318,5506,-11272,-966,-1959,-128732,-16888,-17510,-20247,1246,-12911,-2387,-393,-720246,-23684,-18656,-20528,-4490,-13804,-4048,-3190,easy
337337,148771,22185,17435,7497,14521,20415,7082,-15123,-56467,-11964,-10070,7190,-8918,-17961,-4550,335821,-5106,8242,-12267,4810,9073,-12045,6778,-164371,23910,-8393,3784,8879,153,-10806,8964,difficult
993228,104324,48814,21162,14317,13561,8245,5130,-505562,114713,-25612,5615,5168,19745,-2188,851,-930492,-97362,-46481,-17808,-13726,-10927,-7652,-3754,-952184,-97290,-46145,-18246,-8050,-10805,-5866,-2828,easy
458581,74310,19571,8340,6260,6611,4173,4210,985421,18995,8636,-2443,5754,3265,2309,-903,-426095,397,17535,7558,289,2415,-137,-2133,1063271,97436,-15793,-3442,7501,5403,10127,1487,difficult
863852,101951,14074,7045,12086,7640,6291,2610,140065,122412,41442,34823,5689,15781,564,1168,-783031,-74290,-5394,-3180,-6364,-4906,-3930,-2215,129836,86822,7201,1436,-3343,10762,-2997,-1204,easy
1023793,78005,51624,19872,11148,21359,19917,6682,-602496,-45831,-40750,-15079,-6474,-17684,-13852,-5444,227808,106094,20982,10958,-1701,-778,8085,9697,609157,130057,79068,21756,16196,-1425,-314,8571,difficult
204987,29546,4368,9194,4419,5574,2644,2030,-49001,88995,5934,-6325,-25,115,-522,-420,1150147,211070,9960,41552,8566,14933,12169,4664,-122648,43373,26899,19262,22400,40925,12197,7755,easy
1729568,178292,144635,184017,102731,85857,67374,34348,-1407573,-23160,-108549,-164062,-89460,-70823,-47903,-28735,-479395,-141074,-128708,-181572,-97397,-80648,-63655,-30571,-249711,-99848,-134468,-134065,-31346,-65028,-44780,-30038,difficult
1148436,163435,68851,31514,38553,23851,23508,12668,-1058549,-60497,-56004,-27993,-35336,-19603,-20305,-9920,-1092576,-127181,-56529,-28981,-35237,-18742,-21065,-10459,-1051527,-125710,-59853,-27097,-30867,-19975,-20172,-10567,easy
1305285,89693,16952,25270,8503,6607,4203,2268,-1219471,-74072,-15010,-23156,-7185,-4498,-1445,-601,-1128229,-47971,-14217,-22026,-5479,-1564,-2050,148,-1301450,-86816,-14629,-23081,-1907,-899,-2383,-636,difficult
321112,25431,11241,9544,9117,9623,4455,2799,-303616,-8448,-6197,-4396,-6587,-8167,-2917,-1264,-255849,10374,6427,2462,-5774,-3460,-2564,-1112,-200963,-14510,-9029,-7896,-7965,-9015,-4230,-2504,easy
331668,73842,11598,10406,12437,14497,10037,4747,-316714,-48719,-9029,-8676,-10856,-13599,-9562,-4622,-243140,-54321,-10622,-8523,-11399,-13688,-9430,-4499,-281130,-42671,7619,-34,-4434,-11186,-6823,-2841,difficult
748749,66233,10049,23491,8206,11660,11532,6996,-570168,133583,467,-13967,-3180,-6940,-6860,-5128,-651272,-62784,-8592,-23179,-7473,-10682,-11118,-6427,-297222,-13758,-1548,10444,-4586,-7029,-1384,-5796,easy
292005,110508,3702,10347,11760,16804,8499,4307,-41880,-88046,349,-6751,-10262,-14682,-7439,-3981,-176998,-69727,40550,-5078,1799,-11719,-5871,-3441,337871,-75076,7497,-3906,-7448,-13187,-7211,-2719,difficult
1750065,202933,29230,37701,21639,19799,9766,6904,-1629057,-190520,-8157,-32939,-16344,-17769,-6251,-5068,-344973,27830,5166,-28079,-11247,-12896,-6711,-3090,-1686844,-185573,-12343,-34954,-19464,-17219,-8914,-6427,easy
110549,33561,3539,5155,4388,4104,2672,2099,44000,20831,13814,-1744,2231,2299,1526,87,595299,8919,21487,-393,21163,9438,10685,6234,690905,170945,6665,13276,4016,4247,4085,1811,difficult
578542,298960,58853,40870,19806,13358,7296,10380,1268569,-26590,-8399,-10641,2894,25014,10339,-5055,-326286,-176370,-52394,-32137,-14844,-5204,-4675,-7048,195071,-196413,-11048,34773,51743,5146,2280,2717,easy
84299,24870,6926,1871,3690,3639,1973,1967,-52921,37858,-5103,1736,-1592,2938,2924,948,35586,34856,-2663,916,13861,-460,1678,1181,344639,-9255,-2653,6813,4821,6155,2026,6699,difficult
1021421,322166,51751,17609,11547,14704,4328,7086,-249085,-159120,-47231,-13407,7355,11903,9756,4837,-50528,-41644,-20164,554,14293,6343,10899,2738,-699646,-318611,-50642,-16949,-10658,-12985,-3801,-6590,easy
836839,123479,40288,12629,16386,13867,14363,12948,-724544,-34493,-34971,-8367,-13813,-10909,-12554,-11978,-711981,-107241,-38901,-11475,-12690,-8464,-10379,-10809,60033,579,-26802,7295,-7890,10920,-4998,-3789,difficult
1185012,373963,61428,41944,21596,38694,22667,26532,-882819,-240402,-2076,-27391,4892,-32768,-17828,-23725,-876598,-365974,-53475,-40171,-17878,-35566,-22157,-25058,-382903,-114629,3682,-39211,-13856,-28245,-16689,-23036,easy
477885,169790,14872,11817,16740,13119,5338,6768,-207339,-96799,1739,-700,-13675,1188,-754,-4309,-220009,-147544,-4612,-767,-9215,-9996,-4656,-5849,906717,-6621,-6616,-8468,-12393,-3283,-4057,-4790,difficult
740459,36694,31953,7840,6588,5781,2944,1245,-720703,-26175,-30639,-5295,-4690,3277,-1849,451,-563837,59115,-27549,-5876,-2287,1533,687,129,-574831,-1009,-14121,-2006,-2832,-1371,-337,-102,easy
350049,44286,10777,4698,5620,6303,3051,1500,745045,13962,24479,7039,4372,4986,5978,3154,-213750,-33324,-2354,-2051,-1443,-5484,-1897,-502,-264883,-33831,-1487,-3416,2352,1694,-397,1764,difficult
598369,420202,31569,23036,15029,26927,7276,5858,341754,-284769,12990,34054,30334,10845,18974,7663,365872,-262929,25024,46090,-6552,-10657,-812,-2152,-184084,-405651,-31136,-20352,-12641,-24068,-6115,-4293,easy
84375,24372,11613,23311,15750,9631,6256,4087,2240355,847440,172423,3912,83024,42342,12159,20467,366464,1467,-7983,-20664,-13402,-7815,-5097,-3773,648925,55245,11553,-3617,-5030,-3330,-2296,-2589,difficult
1464719,283925,48243,93514,28541,28724,12351,13718,-1170479,-267957,-45077,-89851,-27138,-28036,-11459,-13477,-129611,133927,105510,-85991,-1855,5822,-2262,-8475,-556338,-12091,-11212,-71936,-10930,-19780,-8570,-11677,easy
248946,82196,17949,12636,4175,5864,5274,1940,1080296,298321,76531,56741,53173,9753,-1006,4832,-183713,-69108,-12619,-7997,1284,2002,-3363,69,3788,115360,8288,10338,18829,9553,2139,2408,difficult
154208,41364,7394,6720,9010,7933,3467,4117,908207,247227,66258,12716,371,-2364,280,3020,236651,50598,32500,6536,8481,2978,3741,2475,80028,-24186,44,9301,-3072,1747,-13,1250,easy
299297,97331,16276,9813,4685,4754,3096,1798,-215040,-69094,-4712,-2785,-898,-1072,-452,-900,-182748,-39714,-5307,-7624,-2205,2074,92,-916,-250557,-77791,-4166,-5488,-2367,-1825,-901,-596,difficult
1278372,65893,10724,31744,9759,5633,12178,2923,-275131,11761,-5220,-6169,4069,1177,588,8730,-612954,-40859,4424,14475,-1462,29657,932,4623,-974306,-26168,-5371,-24235,-6167,-2220,-9978,-1364,easy
287172,88833,40138,6324,11772,21772,13980,8571,-248112,-69975,-39458,-5492,-10407,-20318,-12892,-8004,2356664,169247,47138,16746,776,-6941,-1443,976,140716,16456,-33109,6219,-9151,-15581,-12569,-6770,difficult
