delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
275002,24924,17887,10097,6912,20277,7698,4533,-266997,-11824,-14682,3208,551,-6513,23448,2473,-147228,106144,6945,-764,3445,4600,7279,4795,-265880,-17649,-5358,7846,-3371,18536,1739,2319,119769,-118652,117968,-123793,21627,-12303,-3972,8610,2894,-6816,11113,13936,-16169,-5540,2322,-2476,easy
176522,30642,11905,13046,13268,17172,8544,6015,-157130,2112,-657,620,-6283,-4311,-2228,5542,-166254,-27501,-10845,-11049,3322,829,-1498,212,-173065,-26385,-3209,6438,-10260,878,1712,-2672,-9124,-6811,-29613,1116,-10188,7636,-11669,17487,9605,-13582,5140,49,730,3210,-5330,-2884,difficult
214445,143681,56025,32629,21763,57962,13427,18524,38335,-115774,-55009,-29820,-19947,-54872,-12501,-17498,200992,166645,-35160,-22053,-15757,-47998,-6474,-14604,-156172,-122699,-26248,-14831,-12790,1750,-6111,-3638,162657,-357164,282419,-289344,19849,8912,7767,7222,4190,2967,6874,49748,6027,363,2894,10966,easy
111224,81557,13844,10459,4922,13712,1866,1327,1334157,252553,1759,3010,7528,11911,2863,1396,-102328,-53976,-7068,-289,9906,6919,2859,-69,-96512,-73391,-6018,-6829,645,-2565,124,909,-1436485,5816,-306529,-19415,-8827,1050,-3299,-6540,2378,-9261,-4992,-9484,-4,-2735,-1465,978,difficult
18811,20669,18705,14264,8744,30440,16943,5830,97633,-10605,-17424,-13088,-6919,-19874,-15049,-3666,-11083,-141,-3639,-11589,-7512,7257,-11166,1361,-16506,-9799,-9025,-6243,-6406,-14016,-11944,-1575,-108716,-5423,10464,-9658,13785,-5386,1499,5346,-593,1106,27131,-21273,3883,-778,5027,-2936,easy
579237,32516,19951,29635,9484,28787,8260,3437,-551602,-19245,9011,-21261,-2602,19802,2822,-348,-577244,-27216,-19600,-26610,-6848,-21669,-6555,-1651,-564152,11018,1909,-14611,851,-18406,4055,-171,-25642,13092,-7971,38234,-28611,21509,-5349,11999,-4246,7699,-41471,3263,-9377,10610,-1303,1480,difficult
93753,38611,5784,2919,4798,6874,6298,1927,269650,-20350,7736,9404,-1217,38519,2137,3184,-58670,-19288,-3491,1458,5938,40766,4505,9156,-92429,-36703,-4331,1840,-3005,-2925,-4683,-454,-328320,-33759,1062,-17415,-11227,-840,-7946,382,7155,-8943,2247,-43691,2368,-9188,5972,-9610,easy
25417,7893,7364,7756,7059,11740,4470,3588,4731,1074,-5262,-6141,-5518,-3818,-3139,-2197,-24387,1424,-6274,9809,-6026,52026,-290,2187,-18598,-384,2081,-6492,-664,22760,2294,-1575,-29118,5789,350,-1808,-1012,8355,15950,-16301,-508,5362,55844,-29266,2849,2584,4384,-3762,difficult
445868,79158,13370,4801,10179,13954,11560,8108,-418276,-70987,302,562,-3760,50521,3740,4323,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,1623110,0,79111,0,-10656,0,6557,0,2324,0,-46879,0,-8385,0,-5885,0,easy
1319637,176868,42296,12193,30219,36156,15678,10284,-1315663,-166939,-40259,-3791,-22061,-10565,-8619,-4484,-1313088,-169511,-39395,-10852,-24559,48135,-7198,980,-1301887,-153906,-37337,675,-23618,6337,-5984,-2985,2575,11201,-2572,15605,864,2058,-7061,11527,-2498,941,58700,-41798,1421,1214,5464,-3965,difficult
113165,28232,11791,7790,3152,16002,6631,3900,-43394,-17319,-10464,-6596,-1474,-11563,-5065,-955,-54770,-8616,-5591,12628,6908,2836,370,745,-107228,-13104,1446,1345,-40,-2978,-1873,4476,-11376,-52458,8703,-4488,4873,7037,19224,-11283,8382,-6948,14399,-5814,5435,-2243,1700,3731,easy
372919,141867,25200,9443,13338,9815,3119,4016,-209678,-113794,-22739,287,-10382,573,-2262,-3491,-367472,-129841,-4552,24832,-6297,23444,441,-1041,-359576,-132197,-18839,18016,-11978,7500,1139,-1367,-157794,7896,-16047,-2356,18187,-14287,24545,-6816,4085,-5681,22871,-15944,2703,698,2450,-326,difficult
415532,47100,20444,7812,11577,20175,5563,3194,306922,-29409,4557,-3988,-6806,-15312,-2088,-1050,872092,-20465,-16167,226,-4652,-11733,-2273,2430,-379716,-25828,13702,-4291,-2532,18742,2294,4384,565170,-1251808,8944,-5363,-20724,29869,4214,-4517,2154,2120,3579,30475,-185,4567,3480,1954,easy
174740,68539,18538,6347,3097,3664,1886,1497,605709,15249,-3489,4450,507,3469,88,161,54528,-36150,-13015,-3170,3614,5919,2020,-541,-156664,-37070,-4244,23751,25493,31973,13630,10406,-551181,-211192,-51399,-920,-9526,8771,-7620,26921,3107,21879,2450,26054,1932,11610,-702,10947,difficult
480796,188878,113899,86046,90723,43026,35564,36891,349703,-95768,-108148,-48737,-75286,14616,-18719,-18777,-369525,-157435,-112756,-83487,-89075,-39971,-34940,-36238,-467850,-184435,-111595,-82084,-88812,-38532,-30959,-34181,-719228,-98325,-61667,-27000,-4608,1161,-34750,1403,-13789,263,-54587,1439,-16221,3981,-17461,2057,easy
123759,74609,4492,18306,6884,22393,7935,6621,-98133,-66815,425,-11173,-3318,-18391,-6754,-5836,-63873,-67991,-3029,10630,-3611,4255,-811,-477,-109160,-65712,28605,-7133,-2093,9652,3888,-2769,34260,-45287,-1176,2279,-3454,31634,21803,-17763,-293,1518,22646,5397,5943,4699,5359,-2292,difficult
244949,74278,19004,20396,16920,20909,4971,7008,-219137,-67979,-18153,-5576,-9937,29081,7090,-554,-242849,-67925,-9649,-18873,827,20685,-976,3924,-235052,-69302,-14007,-12859,-13318,-4772,5371,-2976,-23712,7797,54,-1377,8504,-4358,-13297,6014,10764,-14145,-8396,-25457,-8066,6347,4478,-6900,easy
