delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
1068797,107251,27953,15858,14488,49697,40472,36708,-946362,-93474,-20273,-12794,-10610,-49177,-39439,-36502,522918,240191,-9472,-5421,19117,-34928,-24195,-34257,easy
332684,157723,47219,19667,13569,19918,19080,10217,393285,-134081,-42180,-16558,-9384,-15811,-14626,-8626,-48369,35472,-40925,-4557,7937,-11513,-9596,-8086,difficult
121635,53567,16112,6800,5956,10181,6398,3553,-7314,-15356,-10085,647,-872,-5773,-4048,-1308,229716,67405,-964,3023,-1659,1427,-1262,1117,easy
1314787,263330,52454,27072,19902,67472,59115,48056,-620329,-173838,-51871,-17373,-13233,-28133,-24070,-5995,-1262970,-234175,-46012,-22939,-13250,-59248,-47131,-43238,difficult
848503,306387,54283,40822,40379,53469,111431,50478,-577883,-300789,-46660,-35963,-39085,-48573,-108405,-49606,-562756,-224470,-36706,-29930,-36062,-35726,-104183,-44373,easy
1375797,148442,43127,39444,14500,38638,34190,22107,-549967,-54951,-34383,-19993,-10071,-22976,-25618,-17302,-1234391,-138047,-41677,-33647,-8453,-25702,-24788,-18030,difficult
606203,101964,10339,42873,18866,15227,12253,20302,37737,18095,-7950,-40828,-16153,-7342,-3239,-18818,-571756,-96349,-6320,-40059,-15077,-10701,-9099,-17836,easy
640518,108136,7842,19143,6115,27622,16702,15632,-607674,-101957,-6182,-16783,-4109,-26773,-15827,-14447,429475,-12552,5741,-5137,-1801,-22373,-13582,-13911,difficult
459705,86931,8829,11821,7804,19292,7047,6591,-317481,-66757,3167,-1701,-1370,-14330,-2960,888,113697,-4640,-4021,-6916,-2823,-13376,-4010,-4389,easy
128449,74000,13287,15057,5130,16430,20108,14164,155397,-11734,27833,-7272,10668,2547,3291,-6313,79424,-16785,-9660,-12123,-1908,-1352,-6078,-9817,difficult
315343,19143,7889,4785,4267,5758,12241,3525,-230785,-14538,-7357,-3707,-3664,-4762,-11485,-3167,-311339,-11577,-513,3049,2710,16639,-91,2175,easy
1344705,199129,54490,78028,31914,26887,40425,37585,-1199107,-167393,-54296,-77229,-30913,-24869,-34090,-36378,199691,14927,34029,-64987,-5163,-3365,16125,-27156,difficult
622761,69560,19757,18358,14019,31655,16185,13058,-449015,3688,851,-1830,10095,-7214,-522,3862,-615981,-61792,-18398,-2459,-11877,-28102,-14586,-12124,easy
1288677,224843,28860,20378,12597,42112,25630,16437,-644376,-183421,-23233,-15320,-8463,-16623,-4599,-13046,-1144777,-215162,-22953,-19050,-11111,-37877,-23661,-14371,difficult
435830,198877,17850,7632,8239,10529,8644,4769,1223514,-69278,-68,2015,21931,11553,11131,34238,-413762,-185379,-2619,-1615,338,-5034,-3957,3442,easy
606754,119297,16203,7519,6200,8792,13908,6567,-134074,101879,-4003,15341,234,10624,-2786,2820,-560081,-102717,-15324,-5987,-5276,-7473,-12553,-5268,difficult
199041,99471,20795,15623,8349,20299,13338,11992,440102,628640,178553,49596,11958,29410,37875,39851,1508776,1036023,130796,4512,12423,47072,30922,48517,easy
392797,44262,14299,23519,3496,12765,16718,6781,31201,47025,-9027,636,3939,12185,22207,8659,318153,-9981,-3637,413,7886,-3067,-3114,683,difficult
336219,50354,17909,7777,8949,41047,9986,4823,-333186,-48927,-17475,-5733,-4736,-30752,-5128,-2913,-178171,-29670,-16318,24364,-4905,-28293,-6275,-1869,easy
786581,71248,9907,5504,7030,11366,11141,5916,-473501,-52223,-3537,9989,3713,247,-4923,-3148,-777702,-65470,-7822,-2774,-3917,-5545,-9062,-4506,difficult
617227,103114,42614,50016,26482,10251,19637,7480,1678898,603917,-7386,-30946,7339,14794,5933,6225,130558,9771,-11355,-31499,20351,77540,-6186,4236,easy
386870,101089,32835,32344,10306,23349,22750,17945,-356329,-93853,-25777,-19277,-3293,-1756,-15495,-5221,-349250,-53106,-29995,-31040,-7922,-20277,-20421,-15231,difficult
694413,92245,13180,10096,7637,13274,8043,5220,-409053,-33755,-9262,-3538,4572,660,-1015,-1295,-502377,-56916,-7655,-599,-3233,14974,4132,3128,easy
398250,134418,6718,16646,11300,17212,10962,7708,20827,-50583,35776,-6622,3080,-1434,6632,7078,188652,-93105,-2907,-15230,-1567,-2782,-641,9114,difficult
150666,184306,24873,20761,11674,27404,9122,12724,-135199,-169558,-24732,-18645,-10160,-25618,-8065,-10554,87081,-170375,-20184,-18569,-6919,-22805,-6557,-10850,easy
837109,260439,62419,32785,15085,23048,51027,21814,-596932,-159980,-23215,-23961,2126,-3907,-40840,-14010,1480682,-194968,-40967,-8964,-11399,-17710,-46104,-20222,difficult
59870,54413,10119,5262,2756,5770,4443,3309,282042,84715,-5785,13296,16895,23356,9117,11713,113280,-43720,-6426,-1455,8861,-2292,-1362,-2800,easy
864965,189524,15979,11553,5498,17330,10069,7226,879197,-20802,-8513,13105,-642,12736,-2381,10605,-233937,-124088,-15222,-5721,4405,-11984,-4459,-216,difficult
742346,80025,14086,26969,7748,23548,10650,7696,-545359,-68295,-12660,-26314,-6107,-21941,-7883,-6429,-249008,58531,33770,-10485,630,-8801,-2542,-2582,easy
159370,55682,10422,5003,4679,12984,6187,4334,496084,-46201,8233,-723,3913,-4719,-2214,-873,743787,333254,21705,43100,14946,23824,1884,8345,difficult
844300,52081,18718,17700,14903,15824,6678,8279,-774062,-41590,-18442,-15999,-13592,-14797,-5859,-7759,-704140,23903,29891,-9304,-4238,12875,1399,-2209,easy
916070,48453,7976,4771,13804,14959,16845,6642,-826983,-24282,-2624,-3093,-13485,-12378,-12222,-4257,-692877,-25652,-4961,-3431,-12066,-8621,-11858,-5580,difficult
156091,26776,12581,9306,6217,10427,4307,3167,233146,97975,-8608,-3671,3995,4409,2480,3198,-106917,38141,11651,-6609,-662,-2269,12,3565,easy
1034323,76778,37925,38936,23350,12842,63041,13879,-183459,-57703,-33916,-35908,-19249,-5094,-57485,-8427,-845500,-3712,-29266,-33165,-20410,-2969,-58743,-11022,difficult
299896,75447,35819,23514,18731,24507,28286,17193,70182,-37664,-26759,-19539,-15528,-11459,-22172,-10487,349244,572192,30556,-7577,21783,18142,11516,10049,easy
547628,279231,56747,32896,14753,33874,64625,23416,1153470,-153546,-14291,-13511,-6838,-25160,-56869,-18309,-340254,-254268,-52918,-23238,-10623,-24481,-47334,-19767,difficult
598423,114620,29018,26555,29427,27950,25450,14485,-339439,-106104,-27344,-23708,-23197,-26794,-20899,-12535,-567231,-77591,-20505,-5983,10210,-15247,-18069,-7749,easy
324881,276455,22441,13661,11571,35268,32135,24369,-54288,-239882,-22153,-11085,-8932,-32998,-30261,-22690,100812,-256866,-13234,-12635,-10021,-32482,-29127,-22985,difficult
68935,32162,8908,9392,9912,17658,12207,13591,-15362,-19119,2148,8243,-5471,-10301,-1839,-1202,2094323,437180,158883,81550,13632,5623,75787,4734,easy
788646,84683,10431,9773,5690,28288,11777,9874,-569907,-38881,-6120,-8452,-3101,-24638,-3174,-6612,-701435,-22836,-7596,-6463,-3223,-24159,-8026,-7147,difficult
554123,267858,20907,5711,24985,22758,11300,8369,121456,-211295,-7960,-754,6517,76,-4038,-1769,260518,16816,-4491,8322,-13726,6031,3243,-1361,easy
423049,222653,14276,18185,47669,26298,52598,27895,285735,-135896,5461,-9392,-44399,-12603,-38907,-9311,75478,-167966,2983,-15055,-36545,-13105,-36632,-16997,difficult
727003,121454,32580,29795,21081,45693,36243,18775,-650390,-86959,-29613,-27019,-18534,-44358,-35612,-18482,-429026,-111771,-24780,-19945,-17851,-41734,-34255,-15684,easy
263161,72363,13494,16617,19389,30500,13219,13419,584090,-16457,6206,-7999,-11490,-10168,-6101,847,121649,12517,17019,734,-8368,-1974,5439,-7988,difficult
443452,74130,14940,5292,5293,15964,24464,4573,24770,-30071,-9096,3269,1883,-4870,-18988,2757,-312172,-48620,1807,3327,7613,1560,-4,10710,easy
448809,36768,4321,3919,2183,3180,5688,2726,-91014,47930,21164,20902,2013,11983,5643,6976,942285,-13460,111050,618,14766,7378,40,3654,difficult
853744,63901,24923,19752,13842,54962,51121,22633,612394,331801,-10250,-240,13283,23535,3685,4043,-548201,6868,-10106,-14946,-10201,-39204,-40596,-8471,easy
477618,156621,33790,12005,13901,34636,29451,13186,-189007,-150667,-32647,-9783,-13353,-31800,-27607,-12407,-372280,-144285,-31893,-10502,-3153,-30353,-24517,-10409,difficult
698518,206339,40332,15195,21468,91102,26644,15160,1375781,-158501,-38009,-696,-18089,-79499,-16380,-8909,-626937,-190470,-24880,-11429,-13651,-79385,-14156,-7607,easy
847070,64909,12686,14605,7747,10458,14290,10803,-829094,2191,-8650,-13630,-6038,-8390,-12236,-8620,-578423,5434,-4444,-7825,-426,-3942,-13373,-9313,difficult
559925,74972,12195,12331,8662,27934,32777,15916,-27736,196834,8606,40644,73187,26276,-6602,23041,-266429,53488,-7238,-10739,-3166,-22843,-26928,-11207,easy
766220,170927,14966,8883,10632,11057,17257,9989,1353930,144767,38882,13654,9364,41195,8011,19405,-202194,-38356,11667,11544,8054,15268,9945,-1763,difficult
206584,71170,10669,10041,7682,8806,5121,2404,2666393,40485,52664,16212,8081,-987,4475,11594,-84276,-69724,-7484,-7257,-6846,-3718,-2663,-524,easy
238703,49220,17559,11680,10370,27091,17802,17737,435398,23173,-16966,-10852,10591,-10560,509,-15717,2628353,681752,6653,5403,35199,18682,27814,-1527,difficult
494574,157805,31834,13078,24352,39505,18146,12323,338610,-88149,-17954,6997,-19695,-23997,-333,-276,1883356,27250,78166,89219,-3429,38537,80706,13054,easy
53924,53933,8935,5338,8821,9892,8288,11739,224134,11924,-6811,-1610,-2529,5218,6381,-3257,226512,-14368,5871,1118,-3734,11711,-704,-3429,difficult
295468,88404,15173,12287,4432,8845,2815,3225,20316,-16986,-62,2719,3708,-5065,-227,-1823,-212918,-35092,2395,16932,11291,4223,10851,1833,easy
115176,23418,14511,12349,11783,23323,5856,8923,-71118,-8612,-13212,-9336,-8398,-16190,-1773,-4114,598582,141779,34906,9566,8219,12228,25009,5710,difficult
517305,58785,6352,7018,5727,16027,21379,6599,678866,22834,59563,21694,33948,19332,6872,24214,535654,127430,38006,44621,26957,82958,1578,6670,easy
103279,20429,8843,1747,4585,6415,3476,4510,12618,-3222,-8220,-770,-2949,-3257,-2411,-4092,1262278,185521,16319,11472,9171,3897,3988,-769,difficult
527117,50024,19065,14330,15485,16463,17257,9801,279894,-36708,-15878,-8855,-6986,-9650,-11946,-4426,447436,-6652,-9686,31753,4779,7367,6536,441,easy
1070148,33564,10319,11187,8724,10837,12583,7536,-1002121,-14709,-7710,-10389,-2588,-8794,-11062,-5939,-1016335,-7051,-1536,-8794,4072,-4357,985,-2791,difficult
127255,26586,6452,11041,5987,6153,6346,3684,18744,63701,37656,-3442,1424,1915,-1722,-1884,-109474,-19613,-5003,-3949,-4603,-3677,-3735,-1958,easy
506170,69779,8581,5695,9129,28194,10730,15113,-387845,-41512,-2861,3852,3234,-21901,-4905,-10083,-95741,-38968,7062,7179,5823,14497,5124,13142,difficult
804731,323913,19742,23656,17181,39809,80577,13308,-158285,-213393,-15738,-21777,-13465,-31132,-69299,-8663,-118416,-303133,-4051,-9797,-10155,-26364,-62772,-9538,easy
743238,476218,98343,28192,29583,52606,46539,28597,-213464,-304703,-92322,-18647,-10449,-22232,-33216,-21915,567518,-378382,-47349,15806,18881,9631,-31163,-8110,difficult
316814,172967,55555,21846,19902,16297,18257,13800,220783,-102419,-50135,-7096,-15956,-12962,-10366,-9721,-115720,-107214,-39587,-3164,-11960,-868,-9830,-5635,easy
