delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
310703,26306,8535,9268,4051,5767,2708,1880,183366,77389,12293,32480,15204,33756,24607,12403,-260009,759,6301,-5873,1544,1467,-238,244,easy
1103641,300494,44847,56389,31479,25579,57328,42279,-1034569,-233167,-42205,-51389,-31173,-19257,-52440,-40413,-299234,240880,10167,1674,-3153,53130,23853,15941,difficult
556077,169010,37628,19980,13587,35486,15434,11126,-175267,-95990,10750,-14813,-7411,5925,-2256,-2106,170386,-88807,-13296,12743,-5886,15842,13268,12004,easy
1160949,59893,30909,12775,18425,23174,11840,10734,-994898,-10320,-13386,-10536,-11498,-11853,-8378,-7132,27819,32998,-24931,493,-13817,19985,23271,12302,difficult
96630,19153,4402,1371,2972,2793,1888,2153,66177,-6525,-1352,944,-2105,553,-838,-1291,62256,4609,12967,2821,-1208,822,670,2084,easy
892466,251208,35445,42587,25498,34957,78980,23258,-787475,-225447,-32942,-35542,-22722,-18962,-72215,-17831,-873159,-237411,-33963,-36574,-18777,-18654,-65383,-16910,difficult
1128732,95126,12109,21314,15931,18550,7690,6974,-433618,112067,4502,-12196,405,-3574,-2270,-2251,-1115638,-61961,-7247,-17898,-13444,-15542,-6003,-3703,easy
748315,152929,30816,29961,8454,22985,61152,8790,-235545,-26137,-19460,-24339,10387,-638,-38109,4488,1249870,104766,17637,-23030,6646,86609,2858,25792,difficult
289621,94497,31035,17733,5959,30538,10291,17581,-287655,-88820,-30699,-14034,-1736,-14568,16858,-13249,-85988,-81169,-30106,-16321,-3080,-27202,-7217,-16398,easy
106678,18579,7301,7123,8256,20991,7805,6205,758501,116188,-2639,-264,26001,9602,766,10706,-61280,-11071,-6542,-3412,-6961,-16833,-5720,-2161,difficult
12498,16979,3673,13246,11082,12952,5624,3811,20769,11468,14531,-3945,-2156,-9799,-611,-2089,-9492,-5612,-1821,-6784,-6963,-7442,-2510,-2490,easy
115389,122032,21749,17821,24903,21821,14198,8780,-90207,-114859,-19584,-13877,-20151,-1797,-8150,-1389,118755,-43165,-17359,16703,-14390,-3696,-7461,-4325,difficult
439202,94052,41420,29597,23850,33537,34391,18234,-308078,-83263,-37979,-25846,-19675,-23669,-29365,-14207,32637,-56963,-37221,-27349,-22904,-29291,-31250,-15301,easy
385727,64687,13754,16302,7945,11265,12311,3649,-183102,-376,-6407,-9647,-2998,-5347,-8765,-1344,968104,-21543,-9659,6719,12292,37491,1175,2797,difficult
262323,30436,8747,7480,12832,15467,7805,4510,-222692,-8344,-3401,-3268,-7099,-10544,-4145,-846,-5685,14444,24216,2298,-11934,-7085,-386,2795,easy
462494,173184,25161,12523,7076,23471,18179,21905,2032865,10824,-5316,-3918,5526,-6090,8825,-13822,2009978,13420,112426,56969,14518,36491,47551,678,difficult
244129,68892,28476,13268,19063,15673,6044,5124,-230874,-64513,-27391,-11061,-18377,-13856,-4897,-3877,-181822,-58986,-25520,-8972,-16266,-11467,-5016,-4063,easy
467353,73977,10990,11732,5185,12138,11249,5111,442239,302290,46405,23165,68116,83514,35747,16391,223791,-3475,4473,-2173,1081,9227,12303,4972,difficult
599942,53265,42545,2747,7487,8206,7842,1892,753892,-17458,-22887,14553,1646,-5135,-4690,-156,-470307,-10889,-20914,161812,1166,14372,9884,5706,easy
317944,95390,10717,13653,10994,12212,8062,4239,-66277,-69659,-1893,-989,524,-1674,3319,1608,215451,765078,-6942,19890,946,60903,54539,15049,difficult
1505399,444444,32128,31144,41543,69282,39752,21264,-1237651,-424278,-25874,-28418,-38028,-66435,-33348,-19635,-898921,-281605,-4468,-1456,-32289,-51571,-31200,-18799,easy
387774,88321,14059,6726,5740,10201,9298,3345,569715,-15471,-2559,5553,453,6371,12467,5047,-177401,336415,39549,33315,30252,22950,41235,41408,difficult
494902,79351,20756,11809,13257,20101,19021,11419,340516,247627,82480,61284,17369,17172,-682,-521,-324123,-60950,-15567,-10422,-9661,-6018,-7556,-9654,easy
723229,47241,26779,21886,15344,16871,10199,5036,-683614,-13655,-25870,-16619,-11467,-15636,-8600,-3343,-612170,-26655,-5868,-1985,1572,-4594,1256,-621,difficult
301997,49149,11865,6168,3373,13732,4734,4586,-68861,47348,12944,4399,13900,5106,41996,44249,-267239,-39485,-4649,1518,3737,5981,29510,33532,easy
110342,31537,28281,40489,20168,20544,9755,6485,-57777,-9301,-15706,-26907,-1391,-16574,-7224,-5159,-68353,-12362,-20197,-36780,-18902,-15161,-7917,-5469,difficult
347138,33022,9300,4885,5343,4508,3817,3025,-95084,3570,-81,6923,-1237,2194,9785,12354,-323001,-19464,5258,9518,-2270,-3201,-293,-852,easy
51012,33274,4138,2271,2488,3914,927,858,-20916,-23509,608,2983,3176,-2102,-322,-498,945366,414828,149618,18286,133015,27443,27329,25473,difficult
181039,49260,10358,13544,4829,10409,6455,3297,-155705,-43413,-1645,-10090,-1356,-7161,-238,-1231,-85100,-38498,-5024,-10209,1309,-7643,-3657,-1144,easy
238816,37765,11239,6782,2300,5185,1520,1085,-183332,-15233,7897,11636,15206,11863,8115,22583,-199811,-13224,-5975,-5691,866,-968,2446,156,difficult
234309,36959,16042,16427,5716,6084,5718,3872,8833,23250,8835,-5657,368,9024,12843,10215,2026886,68333,48477,-12480,1655,17540,1763,256,easy
670285,120497,24776,20344,21988,16803,12121,11431,-603039,30718,24081,18060,-5177,-750,-150,-2665,1412183,173662,15925,92446,-6307,-8936,-5555,-5667,difficult
339078,408566,12228,30311,21601,20406,8936,8382,228092,-365816,-1462,-8225,-20812,-17067,-4876,-6033,65556,-378709,14314,73744,-19529,-8286,-4740,-4833,easy
100651,25247,10897,13400,5344,9407,2140,2756,117560,33351,-1727,-7226,-2439,-3326,1788,-419,-89026,13831,9656,-6916,-3921,-177,5279,3549,difficult
971862,590809,17176,15364,7822,17394,9408,4501,-746847,-539040,-6943,-8133,3164,35801,5468,7434,-930466,-552683,-12131,-2519,-4141,-3060,-1612,-1582,easy
979244,47690,8974,19445,12475,13011,7604,11470,-916958,-18300,3117,-14619,-1286,-3555,-4037,-2460,-912427,-24619,-6289,-15435,-11070,-11517,-6891,-10972,difficult
995013,161372,9793,7798,15735,10936,7245,8059,-614918,-158097,-7684,5697,-14211,-8083,-5339,-5597,-509375,182889,76583,612,2498,10091,18512,-302,easy
272197,89421,16194,21059,22645,18861,7456,4849,-238786,-56441,-12857,-11676,-17008,-14627,-1332,-2424,-211761,-75978,-15672,-19838,-18288,-7297,2379,-695,difficult
1485741,384309,59401,30145,28247,19936,10042,5828,-1296511,-344264,-31632,-25289,-18620,-9810,4414,2448,-1416979,-304188,-42883,10710,-15358,-9096,4820,1383,easy
263659,142720,15502,6773,16461,10924,6732,3901,-146863,-130754,-14414,-3623,-14364,-10210,-5373,-3282,169694,-103813,27,-4858,-13914,-8455,-5197,-2514,difficult
240734,44366,24140,13181,14285,8593,4723,2933,-96154,-37447,-22201,-10563,-10112,-1415,-882,753,-74371,-26312,-22098,-10255,-10582,-4066,-3437,-1538,easy
889053,147033,30096,16506,8002,15991,7965,9295,-529856,-137128,-27877,-13565,-5373,-13884,-5204,-8593,-493091,-107574,-17699,4543,1734,-4677,-635,-4852,difficult
572108,61381,11182,12432,5919,8642,2810,2488,76641,-40844,-4222,29894,1970,6051,1268,13929,-348456,-32934,12551,-7140,3871,-5103,1605,-810,easy
115971,18094,5045,4084,2350,3051,2301,1540,-22563,60067,-1559,-1767,549,108,475,565,1433784,130107,6014,10827,11888,6193,9062,3526,difficult
301401,35587,15357,12836,7216,9961,9394,3960,-52503,1230,3607,3493,28853,7016,-2291,4045,149933,152306,-13925,-2405,28866,11413,9005,6991,easy
467856,76085,24649,10370,17232,19665,13325,9209,-339359,18937,-2168,18109,-9980,-7370,-3633,-4685,2157589,18975,30336,13810,44115,27528,14343,44713,difficult
483405,32356,18792,11049,6089,8271,12003,8715,263342,178599,12058,13801,12746,174,228,4728,58891,89874,-12827,-7086,-3852,-2517,-8088,-6313,easy
213911,23395,14796,3451,12078,12775,4964,3644,2128982,535528,7703,60383,2457,11923,48772,3122,-148434,25976,-9317,34502,-9291,16203,13155,2665,difficult
398604,16962,7959,6401,3648,9155,1500,1802,-319006,-5677,-7089,-5025,780,-638,3627,3334,15925,8970,5041,-1613,9935,-65,2211,10588,easy
104508,58280,31464,12016,6692,4178,12494,16201,163791,100853,-14793,11935,4554,44700,389,4541,396095,241198,-18612,11260,9687,47703,6968,13976,difficult
323019,43033,5768,8881,1741,4831,1605,1157,-120223,-13930,2914,-1174,1428,-2445,305,1077,245861,-34926,-3380,-236,3370,-1358,1357,-271,easy
594584,75595,19343,15384,6463,4592,4433,3718,-360420,97026,8967,-10521,-126,2840,5586,-480,-361402,-64008,-12548,-13495,-4547,2340,3882,-1397,difficult
374720,119447,22033,10494,16893,21351,13126,4547,774919,22725,94710,52880,8020,19344,722,1812,772097,88090,40976,17985,9697,9582,1844,7286,easy
89409,36500,3073,2246,4133,8365,5162,3760,80239,139952,45737,17831,16108,3566,4975,5925,1631678,77970,16183,8507,20585,-1822,-1791,184,difficult
278834,55626,15187,9501,8824,11779,13197,5084,966693,1428,-9815,-3632,349,-6943,-9067,-2716,713001,765749,47526,12404,34348,18765,10099,8859,easy
132264,108862,29777,13489,8223,14974,10936,8955,-99715,-103152,-26368,-373,1330,26358,41088,4215,57855,-77393,-25308,-11857,-4953,-7365,-2756,-7499,difficult
150507,266639,28749,14654,36100,18234,27159,12414,33163,-208098,5073,-2262,-33907,-8256,-15010,-6533,809348,373521,-9470,-5894,-20587,-2965,-5863,-7307,easy
1187177,53881,17528,8214,16560,19847,6374,3091,-1157165,-22198,3280,-1887,-8203,-9641,1120,1247,239107,-21379,-11293,12783,200,-5473,14305,5166,difficult
1253346,73176,13243,8404,7396,16436,8727,3728,-990286,-22601,7963,81994,-660,-10031,-2844,6077,-1114861,-64446,-1104,-4271,-3531,-3478,702,252,easy
495417,64174,12894,9087,13432,9161,6919,3382,-368055,-30453,-4458,-2237,-5830,-1469,1282,-155,-454620,-42017,-8843,-3719,-6001,12866,1578,8641,difficult
154837,50662,8165,5194,7937,7316,7713,6008,-113473,-39710,-7155,-3438,-5739,-5483,-6550,-5469,345945,164909,32912,69407,28006,18630,15190,9367,easy
370864,58124,11688,6500,8550,19047,9382,11313,451139,31483,98175,16359,-5715,2935,6281,6985,-363198,-52327,-10280,-4925,-3622,-13362,-5383,-8382,difficult
506952,102015,25394,9639,9205,38584,56696,15762,-445041,-93038,-19517,-8997,-7889,-36484,-55863,-14690,-408118,-74192,-23308,-4500,-4971,-29234,-49456,-13027,easy
55383,20317,9117,8950,8957,19816,8807,2623,-49101,-4479,-8243,982,330,3191,23320,5359,-41419,-8846,-4818,-5259,6443,146,-358,3366,difficult
211207,86316,10073,9778,8519,5659,12363,4930,-26357,-77279,964,-7547,-7021,-2494,-10136,-3727,-183006,-44144,375,-6401,-6457,-679,-10022,-4283,easy
198161,37896,6330,11773,9180,12431,14389,5461,147102,75530,-1369,-4702,406,2258,-3251,301,-138922,-25087,-3650,-9692,-5492,-238,-11824,-877,difficult
452451,116891,24772,12278,5939,9977,11668,5168,-354466,-104020,-21907,-9489,-3337,-4027,-8727,-3809,-371403,-84828,-16739,-8656,-3967,-7727,-8854,-3332,easy
39639,40002,11844,6341,5587,3412,1152,745,-8872,-31222,-10937,-4271,-5010,-2428,-750,-517,11444,-14585,-4179,-1725,-1664,4890,202,1443,difficult
512328,44314,2186,14685,5451,5336,1448,988,-375540,21339,21039,-12199,-1427,-3970,632,50,-347553,220245,20342,-12218,711,-399,2975,7590,easy
