delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
753908,102896,39466,25392,18374,27982,11105,9291,-699000,-68428,-2046,-15257,-6675,32231,-2982,7769,-745570,-94308,-2521,-1944,-14879,-3006,-2326,27606,easy
250083,87512,25881,44519,13705,47155,19945,31178,671077,-34346,-20801,-42104,-6988,-41316,-8017,-25393,1430959,182109,17453,29690,9321,-868,33216,-17306,difficult
23711,28676,13077,5993,5791,19462,17859,5426,6583,16081,-4861,8548,2989,6766,-1777,11870,-7157,-13843,-9200,-1383,3715,-4736,-4388,7008,easy
1213497,104339,23329,35689,34816,34002,16717,8101,-575879,-16522,-15705,-22970,-18573,-25297,-13457,-1746,-959097,-78004,-11929,-28331,-29383,-27906,-12360,-5535,difficult
481894,92578,14971,27931,20698,22584,18209,9973,76920,-36515,1392,51020,33824,-5554,-5688,1029,1196487,247009,73258,-7681,22656,7822,5688,11879,easy
403684,295708,65556,27953,40067,47246,19837,24750,1024606,-191545,-18536,-10637,-22235,-34684,-6535,-9433,-387766,-288128,-47202,29662,-26761,-19347,13084,-12600,difficult
908858,86229,31659,25099,17649,17850,7134,13542,-718618,-10047,-28829,-14324,-9429,-11281,10334,-10403,-692233,-39540,-13915,10494,-5914,18279,21381,-1387,easy
65239,23467,5305,2858,9640,8969,5734,4646,-40316,-17531,56,5079,46994,3279,9782,5800,-46323,-7470,-150,2970,24273,5313,13108,8925,difficult
398931,175928,15591,24473,22962,21361,9176,8438,-361710,-168778,-3512,-19618,-11307,-510,10361,-1807,-387345,-151107,-4718,910,-6510,5115,19325,-516,easy
91103,30893,6240,3693,6742,12879,10506,6056,1527886,105854,92408,49441,20978,3880,8054,3540,-24346,911,2003,3041,789,-2613,-7443,-3027,difficult
236699,118494,16819,13601,8627,29375,38514,9208,-95637,-51934,-9102,-9469,-4552,-22236,-35500,-2583,-189990,-107372,-13416,-4268,-2995,-4309,-21249,54727,easy
370207,157101,9986,18065,9461,16883,14254,10282,-203275,-63506,-5242,-11283,2164,-7727,-10314,-5986,-9289,-127693,-3192,-15472,-6703,-7820,-2852,-8483,difficult
