delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
114222,28248,3734,11967,4326,8901,3718,1738,-43167,-13551,-3282,-6245,-3148,-6851,-1836,528,-111218,-16678,7753,-6556,20419,6014,2657,542,189584,382875,9238,-4260,4605,4819,647,738,227516,32364,32281,6380,-418,-1799,-713,3296,-108378,-26441,4751,-7343,4084,5855,2846,599,-68051,300802,37932,-335894,-3127,399553,-350511,-58805,11035,1485,23043,-27530,-311,2296,10640,-13723,23567,-15814,-5023,4502,12865,-1195,-6618,7654,4493,-2010,-1360,3559,14,196,2558,-2697,easy
457815,134582,41193,10336,5638,3098,3048,915,-431470,-128915,-38071,-6650,-4634,-2410,-2790,-848,148212,163451,-1324,-3699,7128,2836,326,1010,-133340,-87758,-28960,-6372,-1948,-1353,-2738,-590,-338507,-110132,-34455,10747,-903,102,-2312,-528,-194623,11590,-35024,-2604,-1176,-1816,-2517,-632,579682,-281552,-205167,143884,292366,-251209,-22374,121722,36747,-27636,-5495,-569,2951,-2673,17119,-13351,11762,-9076,1045,-273,5246,-4189,1455,-1918,3116,-3064,426,-205,1858,-1600,62,-104,difficult
175743,37366,1069,9369,15239,12344,6593,10142,-164802,-31875,2735,5569,-8194,-2109,-3516,-1024,-74325,-21391,9180,-6344,-12124,-9770,-5478,-9108,1511156,-20114,19847,-6166,-5984,-634,-4067,-9093,-174955,-33810,-500,-6163,-14425,-10644,-5366,-9687,-169629,-25638,8092,-2693,-12124,-3868,-803,-4441,90477,1585481,-1686111,5326,10484,1277,-13696,8172,6445,10667,-20347,8592,-11913,178,3,3470,-3930,6140,-8441,2301,-7661,9136,-10010,6776,-1962,1411,-1299,4563,-8084,15,-594,5246,easy
190116,156221,15040,19964,4076,7362,3363,1873,1172469,-3285,16365,-3118,6538,-3633,7725,2039,-152550,-110549,-4533,-13632,1838,-5127,-793,-688,190528,-134358,17623,-17104,606,-4752,-1894,-1151,1386005,42995,8995,-11323,8245,-1305,1827,4296,-70880,-118467,-5199,-15432,-1006,-5987,-1964,-1120,-1325019,343078,1195477,-1456885,-107264,-23809,177353,-161462,-20898,22156,-8628,-14194,-10514,-3472,5781,-4109,-4700,-1232,7639,-9251,-1494,375,3447,-4682,-8518,-1101,3721,-3791,-2727,-463,5447,-5416,difficult
1029774,358094,108196,71225,58816,23135,31033,13466,-78052,-206287,-39654,-66061,-54011,-19176,-24738,-11016,-681759,-346153,-103794,-70534,-57714,-22541,-30454,-13183,506108,-259406,-101232,-56268,-57272,-19462,-29713,-11705,-85533,-156657,-89089,-66112,-46255,-7033,-23566,-8963,-901117,-172491,-61151,-63778,-53893,-17063,-27681,-10838,-603707,1187867,-591641,-815584,-139866,86747,102749,-15834,-64140,2562,12143,27938,-4473,14266,-9844,2334,-3703,442,11017,-7638,-3365,3079,12429,-10030,-5716,741,6147,-4115,-2167,1478,2742,-1875,easy
1193469,457881,95164,31014,16786,19201,7872,4245,-435481,-418574,-88159,-18675,-9602,-16654,-4497,-2206,-473517,-342686,-88606,-7644,-11288,-9585,7099,865,-1024136,-432712,-90850,-29448,-13111,-18185,-7248,-2883,-573569,86600,-65402,59100,6064,4426,4798,11065,302616,-253550,-76940,4441,-4688,-8248,1021,2836,-38036,-550619,450567,876185,75888,-90026,519312,-340150,-447,-2244,25448,-11538,11031,-21804,88548,-54659,-1686,-1823,19175,-10752,7069,-8600,22611,-12674,11596,-14347,12046,-3777,3071,-3748,13948,-8229,difficult
22614,20682,12492,21624,12264,7159,3038,3407,315377,53734,8933,-1360,-8353,-4575,-187,-2110,-13139,-5511,-2245,-5361,-1905,-2275,-148,-828,48410,-12863,-10948,-20009,-10453,-4786,-2319,-2430,52044,-4590,3353,-19740,9246,983,-1267,-1899,7096,-11246,-92,-8803,-7594,658,4172,-587,-328516,61549,3634,-44948,-59245,-7352,8273,-6656,-11178,-8703,14301,-3445,-4001,-14648,269,10937,6448,-8548,19699,-16840,2300,-2511,5769,-325,39,-2171,1052,5439,1282,-1602,531,1312,easy
975102,308082,71235,51117,41298,28501,17824,15036,-821109,-300055,-67153,-48334,-37675,-24079,-16395,-13647,-314512,-224709,-54570,-29915,-37368,-23278,-9950,-9624,-837671,-285011,-35630,-43957,-35385,-21451,-14625,-13589,754791,-192881,5418,-26241,-15692,-8618,13774,-7951,-540884,-265761,-63035,-49860,-33197,-24802,-12160,-12071,506597,-523159,1592462,-1295675,75346,-60302,92130,-72880,12583,18940,41048,-68453,18419,-14042,17716,-23619,307,1983,19693,-17505,801,1827,12833,-16184,6445,-4675,28399,-25934,4023,-3965,5638,-4120,difficult
836707,569144,54672,38532,23856,11159,8778,10862,1391677,385530,23901,4779,4383,17383,-2224,-4959,330518,-495633,-17684,-26016,-18578,-4673,-688,-8827,-208201,-532538,-40160,-18452,-12366,-8374,-5834,-9075,-190836,-354716,-23658,-24381,-13824,-6779,-6246,-8311,-585752,-186548,-24286,-33235,-15781,-5635,-4980,-9683,-1061159,-538719,17365,-394916,-881163,-36905,177822,168168,-41585,-22476,16502,-628,-30795,7564,-5929,-8854,-22961,6212,-1458,-1957,-22056,-3701,1595,1144,1536,-5146,-412,1266,-3868,-248,764,-1372,easy
56375,25439,9825,6170,6302,4171,5073,2211,822226,35470,10101,7115,16358,11631,2440,7570,13382,-7430,-6765,-4804,-4437,-333,-4071,-1197,-53010,17301,-8027,6618,-1699,3427,-1977,2560,-47509,28177,-2603,3265,-18,6564,-1152,268,-11433,25382,-4965,1264,2097,5648,4728,3147,-808844,-66392,5501,36076,-42900,24731,10876,-2795,-16866,-1262,5424,-2362,-11919,11422,-3353,-2001,-20795,2738,1681,2115,-11964,3760,3137,-916,-6511,2094,825,5880,-8767,3757,-2292,2879,difficult
