delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
753908,102896,39466,25392,18374,27982,-672240,-82772,-654,5778,-2538,16107,-751449,-99440,-31468,-19493,-7314,14660,-708002,-42961,-7233,6639,-10262,7614,-699000,-68428,-2046,-15257,-6675,32231,-79209,43447,9002,-16668,56479,-25467,-30814,24235,5187,-25271,26132,-21896,-4776,-2948,3587,-1447,-7046,24617,easy
250083,87512,25881,44519,13705,47155,-130805,-78420,-23043,-39182,-4793,-37686,-169687,-42632,-4784,-21928,37851,-8704,252245,12247,-14918,-24957,-4506,-35812,671077,-34346,-20801,-42104,-6988,-41316,-38882,421932,418832,35788,54879,-46593,18259,-10134,-5883,17254,-3029,-17147,42644,-42357,-2482,28982,-27108,-5504,difficult
23711,28676,13077,5993,5791,19462,-20519,-17504,-5288,1838,-1818,-1814,460815,201132,40925,124242,17277,14275,54587,8268,-8828,3311,12823,26443,6583,16081,-4861,8548,2989,6766,481334,-406228,-48004,218636,-192864,7813,46213,-49753,3967,122404,-120931,5237,19095,-4454,-9834,16089,12168,-19677,easy
1213497,104339,23329,35689,34816,34002,-1164010,-55066,-14828,-31927,-30633,-15285,-843761,13628,1646,-20222,-30312,-11952,-1072687,-39838,-11243,-19060,-1172,42300,-575879,-16522,-15705,-22970,-18573,-25297,320249,-228926,496808,68694,-53466,23316,16474,-12889,-4462,11705,1162,-3910,321,29140,-17401,3333,54252,-67597,difficult
481894,92578,14971,27931,20698,22584,89695,-42154,-6586,-16275,296,17670,-162890,76744,-7865,-14608,1465,47304,-387102,37498,-11376,5898,9926,-8300,76920,-36515,1392,51020,33824,-5554,-252585,-224212,464022,118898,-39246,-74013,-1279,-3511,12768,1667,20506,45122,1169,8461,23898,29634,-55604,2746,easy
403684,295708,65556,27953,40067,47246,379113,-130403,134442,65580,23377,-11809,326070,-242749,-58627,-23274,-31102,-44306,161953,-242853,-21060,-18566,-30678,-27875,1024606,-191545,-18536,-10637,-22235,-34684,-53043,-164117,862653,-112346,-104,51308,-193069,37567,2524,-88854,4708,7929,-54479,424,8443,-32497,16431,-6809,difficult
908858,86229,31659,25099,17649,17850,99297,-69996,-27727,-23528,-7327,-11144,-819414,-36416,-26258,-19141,-12268,-11949,-775241,-70475,-30280,-22662,-10515,-12849,-718618,-10047,-28829,-14324,-9429,-11281,-918711,44173,56623,33580,-34059,60428,1469,-4022,1451,4387,-3521,8338,-4941,1753,1086,-805,-900,1568,easy
65239,23467,5305,2858,9640,8969,-42947,9874,1685,14934,8905,7605,-22671,-17060,-355,3466,-501,22058,-49034,-11220,10297,22302,-2495,23468,-40316,-17531,56,5079,46994,3279,20276,-26363,8718,-26934,5840,-6311,-2040,10652,-10241,-11468,18836,-17223,-9406,-1994,49489,14453,1410,-20189,difficult
398931,175928,15591,24473,22962,21361,-371079,-150407,-12954,-21969,-11292,16050,-99606,-156433,-10301,-23090,-19976,-13811,-373028,-161896,8152,-17109,-5007,14284,-361710,-168778,-3512,-19618,-11307,-510,271473,-273422,11318,-6026,-5463,-6882,2653,18453,-11664,-1121,5981,-2509,-8684,14969,-6300,-29861,28095,-14794,easy
91103,30893,6240,3693,6742,12879,-52769,-16950,2230,-2825,-386,-4306,394984,285358,117855,117436,23668,63651,780847,59690,-4377,-2217,-2044,-978,1527886,105854,92408,49441,20978,3880,447753,385863,747039,302308,-225668,46164,115625,-122232,96785,120261,-119653,51658,24054,-25712,23022,67957,-64629,4858,difficult
236699,118494,16819,13601,8627,29375,360936,72739,24229,-1229,28953,18980,1012487,-71631,-2708,-12369,-5464,-20007,401298,-89263,-1439,106,4873,-9364,-95637,-51934,-9102,-9469,-4552,-22236,651551,-611189,-496935,-144370,-17632,37329,-26937,1269,-7663,-11140,12475,-9575,-34417,10337,-9425,-38987,10643,-12872,easy
370207,157101,9986,18065,9461,16883,-351377,-150622,4250,-7591,-371,12823,-74947,237591,-8179,3320,16774,59870,-297240,-141766,-6916,-12889,-6376,2734,-203275,-63506,-5242,-11283,2164,-7727,276430,-222293,93965,388213,-379357,78260,-12429,1263,1674,10911,-16209,1606,17145,-23150,8540,47047,-57136,-10461,difficult
103079,22931,4557,7511,8710,4902,259790,18499,8034,-560,731,568,1450844,169097,31362,51211,31504,40029,443823,22330,9223,3095,1828,15884,-74102,7948,9955,3157,-3296,723,1191054,-1007021,-517925,150598,-146767,-14382,23328,-22139,732,51771,-48116,62,30773,-29676,-5124,39461,-24145,-15161,easy
674247,38864,2644,9574,7869,29419,-478032,88357,42975,3203,8797,8784,1977134,18788,72658,10597,14424,30031,-655882,-20396,7366,1723,2136,13631,-207487,5376,5838,9113,46127,11090,2455166,-2633016,448395,-69569,-39184,25772,29683,-65292,-1528,7394,-8874,7390,5627,-12288,43991,21247,-16400,-2541,difficult
43430,32623,3164,7262,9359,19008,213334,33504,6196,26565,21973,3024,965478,-8245,12463,-6225,836,-14674,1439587,109502,114682,23844,18337,15126,169122,-25449,-1130,-3660,-2401,-13566,752144,474109,-1270465,-41749,117747,-134951,6267,102219,-115812,-32790,30069,-27504,-21137,17501,-20738,-17698,29800,-28692,easy
318629,72377,6353,8011,6799,36714,598506,315270,50795,17109,16000,-13721,12082,98381,21485,16683,16308,17326,233037,-446,13432,37866,35106,15005,508504,-14471,5279,-1815,48686,-6597,-586424,220955,275467,-216889,-98827,-14025,-29310,-8053,-8153,-426,21183,-39681,308,18798,13580,31047,-2321,-21602,difficult
1357272,192118,23346,53416,20045,28715,-933720,-100114,-6806,-25954,6336,14001,-1116228,48247,-7519,-21421,-8186,37356,-1299337,-170591,-18723,-49480,-14745,-19255,-1004054,17230,-19721,-25912,33439,41464,-182508,-183109,295283,148361,-218838,187821,-713,-11204,-998,4533,-28059,23568,-14522,-6559,48184,23355,-56611,60719,easy
99529,78012,9056,17463,13434,32727,580659,-20402,545,-5150,-2057,-17566,68256,-64980,1797,-10910,-8040,-20999,193972,29711,-2295,24964,32796,5445,1364022,10670,3651,23850,2735,-4592,-512403,125716,1170050,-44578,94691,-19041,1252,-4092,5946,-5760,35874,-1114,-5983,40836,-30061,-3433,26444,-10037,difficult
