delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
123146,41115,14483,4041,4322,5464,120202,98284,-8902,-388,1618,1458,-114199,-38298,-14109,-3385,-3298,-4435,-80954,-14400,-2693,5235,-1758,-585,727538,175872,-4176,22534,-937,116,-107348,-32805,-3668,208,3389,4465,-234401,33245,808492,-834886,-136582,23898,190272,-208677,-5207,11416,-1483,508,-2997,8620,17299,-22326,-4916,1540,821,4326,-5893,3850,701,4349,easy
121294,24933,8120,3257,4409,3922,-92660,17371,-6004,466,-1318,-188,-105364,-11350,-6,2047,437,18871,213925,-7763,-3304,-2160,556,-1822,421705,424359,3526,3730,7993,61741,-42940,52689,1951,8587,4061,7563,-12704,319289,207780,-464645,-28721,3587,432122,-371670,5998,-3298,6830,-1575,1581,-4207,5890,4857,1755,119,7437,-3932,19059,-20693,63563,-54178,difficult
998741,137464,69907,28980,25127,16025,-26009,201562,-55990,-2912,17736,1880,-195043,36652,-55276,-4517,-9449,5231,-914619,-105467,-63683,-24981,-22773,-14707,-961110,-93429,-59593,-14451,-17332,-14157,-637921,-50391,-54596,105524,79778,13869,-169034,-719576,-46491,323189,-164910,-142119,12038,43038,714,-8407,4090,4997,-1605,-20464,10530,119975,-27185,-13324,5441,97110,3351,-19938,550,28026,easy
91721,38153,15579,1810,3409,4992,519769,-18764,954,919,574,-1233,-6352,-8924,-1542,1179,-148,404,190485,-10528,-13297,-338,-1441,-2367,-34197,-17806,-8918,-790,334,-2542,-21621,-18685,-5298,1932,-2306,-3117,-526121,196837,-224682,12576,9840,-1604,-7278,-879,-2496,-11755,4379,3620,260,-1517,-452,2722,-722,-1293,1775,-2640,1637,-2771,-175,-575,difficult
540400,120005,47399,16594,11950,10022,-478653,-99171,-41759,-13990,-9174,-5745,-448116,-84624,-30539,-7718,16391,11157,-163786,-125,-16225,-5657,-2190,-7392,-176425,-97295,-35928,-12188,-7881,-4170,-10823,-74967,-47078,-15071,-6111,-7391,30537,284330,-12639,165602,14547,84499,-97170,22328,11220,14314,-19703,-11150,6272,2061,-6531,-2883,25565,-18581,-5691,1770,16902,-18549,3222,-3221,easy
55165,45245,6326,4177,2805,3346,35440,3323,15732,3016,4841,-555,10143,-30231,2789,-861,1085,-1349,-37574,-16966,24395,12001,17488,29790,2307121,146441,31930,27540,19181,28945,33589,17999,13518,-2157,-1020,800,-25297,-47717,2344695,-2273532,-33554,13265,163407,-128442,-12943,21606,7535,-18412,-3877,12862,15539,-29697,-3756,16403,1693,-20201,-794,31139,-845,-28145,difficult
236546,113318,23415,5203,17820,9030,-194181,-57749,-20582,-1793,-15082,-5745,365578,-36548,-18254,-1690,-16160,-8084,-189641,-57712,39,8571,-8948,-5067,-47331,-35272,-10048,4297,-12559,-2887,322271,30647,29175,3621,-2769,3710,559759,-555219,142310,369602,21201,-21164,22440,65919,2328,18293,-10087,39223,103,10261,-4274,-676,-1078,7212,-3611,9790,-2339,3017,2180,6597,easy
1451178,238101,23556,11890,12795,17339,-331720,279256,62735,49093,28060,-3947,-1197709,-219353,-18971,-6003,-10811,-14212,-1430092,-235835,-23255,-11464,-11591,-13884,-1325782,-201907,2351,-8791,-9404,-15758,-1448296,-234724,-21674,-10184,-11311,-14913,-865989,-232383,104310,-122514,-498609,-16482,33928,-32817,-81706,-4284,25606,-24025,-55096,-5461,2673,-1393,-38871,-780,2187,-1907,-10265,328,-1874,845,difficult
400083,666875,39151,36382,28184,13646,-278553,-615142,-33559,-28790,-16873,-9804,-384239,-659539,-35632,-34718,-26376,-11583,-363746,-644616,-29242,-32037,-26134,-9741,-324724,-597462,-24078,-28998,-23879,686,735617,-554661,14812,-27228,5980,669,-105686,20493,39022,1060341,-44397,14923,47154,42801,-2073,6390,5164,38890,-5928,2681,3039,1770,-9503,242,2255,29859,-1779,1842,10427,-17,easy
98453,36892,11146,3188,4316,3716,125889,191827,62922,131340,52352,60810,512344,193301,-8360,1135,44357,18517,283382,-25729,4085,5948,-1381,-671,338929,-8922,-10736,7760,-2614,-368,-41855,67499,26429,22581,3145,2440,386455,-228962,55547,-380784,1474,-219030,16807,76421,-71282,12445,-14821,37165,-130205,4813,1812,14821,-7995,-45738,-1233,5759,-42293,-19188,303,2808,difficult
374519,97945,17876,11173,8338,9478,305005,38904,-3970,6551,-3933,-2150,-343623,-89286,-16057,-10729,-6521,-4671,-307802,-28020,-6292,-3551,4606,-1389,357762,244651,-16343,35928,27955,23593,-219739,2526,-8397,-7025,-2126,-3444,-648628,35821,665564,-577501,-128190,61266,272671,-242125,-12087,9765,-10051,7946,-17280,7178,39479,-42953,-2588,11127,23349,-30081,-2521,3282,24982,-27037,easy
482185,136942,9155,3602,6483,6315,2592903,14562,111163,50821,5251,22680,-479260,-133021,1669,1888,-4194,6680,-478728,-132701,-4493,49,-2776,3394,-442998,-106472,6425,-1559,-2506,2205,365388,-61306,2092,3905,-2201,-3368,-3072163,532,35730,808386,-147583,320,26229,45166,-109494,-6162,10918,-4333,-48933,-1839,-1608,5464,-9445,1418,270,305,-16000,-3286,-1189,-5573,difficult
514999,193334,39123,15020,10061,18112,-508101,-173618,55249,43846,98742,-2754,1223036,-15586,-20489,120230,28184,11670,-499651,-191960,-35471,-13159,-3768,-15604,-145650,-167500,-34944,-5646,4213,-9379,53588,-96704,-21313,-4619,12502,37706,1731137,-1722687,354001,199238,158032,-176374,24460,70796,-75738,-14982,527,13631,76384,-133389,7513,1027,-70558,-31952,7981,8289,14424,-27274,6225,47085,easy
234944,168059,33504,14432,7833,8705,-157552,-156010,-20580,-13731,-1211,-5553,196189,-150423,-30434,-4686,-4568,-4719,-78946,-107636,-27003,-13507,-2167,-4098,-165578,-151176,-30685,-13501,-6329,-7476,251556,11912,30395,-3131,3210,12440,353741,-275135,-86632,417134,5587,42787,-43540,163088,-9854,3431,-3682,61080,9045,-8821,6,10370,-3357,2401,-4162,9539,834,621,-3378,19916,difficult
145964,71279,27792,7531,7645,11612,-76789,-28935,-24970,-2335,-947,-3144,94336,-33963,-23057,16415,3693,808,195537,95131,-4315,20996,5668,4952,20199,3587,4384,4568,19251,3142,20199,3587,4384,4568,19251,3142,171125,101201,-175338,0,-5028,129094,-91544,0,1913,18742,8699,0,18750,4581,-16428,0,4640,1975,13583,0,3952,4144,-1810,0,easy
718370,172279,42744,27532,20661,11585,-588588,-43258,-21301,-21356,-14989,-9604,-687333,-150637,-39497,-24210,-17522,-8338,-648277,-158147,-39589,-26017,-18212,-10862,-646853,-164032,-41419,-26635,-19359,-11063,-506625,-128682,-24349,935,-2536,-6922,-98745,39056,1424,140228,-107379,-7510,-5885,35350,-18196,-92,-1830,17070,-2854,-1807,-618,27570,-2533,-690,-1147,16823,1266,-2524,-201,4141,difficult
