delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
212900,93387,22795,11691,12609,10659,-6742,-30634,4443,3694,-377,1363,-179719,-76329,-18039,-8150,-8069,-9032,-97581,-58197,-19835,-10641,-6073,-8434,579917,23584,-14924,35482,5648,-2103,703490,17102,-19099,-3037,-3402,-4754,-172977,82138,677498,123573,-45695,18132,81781,-6482,-22482,-1796,4911,-4175,-11844,-2491,46123,-38519,-7692,1996,11721,-9050,-10395,598,6331,-2651,easy
858279,240123,41768,24658,18168,16049,94440,164538,51499,33048,10956,-8858,-221178,330581,117793,-4378,5350,10838,-739096,-223831,-39378,-22735,-16337,-14570,-752770,-214979,-28355,-10059,3856,-9561,-778715,-217111,-32793,-22945,-16171,-12827,-315618,-517918,-13674,-25945,166043,-554412,8852,-2132,66294,-157171,11023,-4438,-37426,-18357,12676,-12886,-5606,-21687,20193,-20027,19696,-25408,5009,-3266,difficult
128161,56052,23799,8001,9915,8674,7429,179735,17959,17761,1778,1882,-93925,-18609,-18149,1744,6768,-103,-122289,-27971,-17976,1640,-7480,-6312,380774,-2549,-15259,-3670,-3700,-2898,-35534,-43921,-22295,-4872,-8380,-8079,-101354,-28364,503063,-416308,-198344,-9362,25422,-41372,-36108,173,2717,-7036,-16017,-104,-5310,-1202,4990,-14248,3780,-4680,-1985,-6209,3414,-5181,easy
864882,74060,29230,22627,20035,15110,-634088,-36603,-27524,-19006,-18944,-13022,-680757,-36418,-21138,-17233,-18287,-13275,-741166,79984,10608,-161,-14927,-3514,-775773,-28449,-13113,-13893,-12066,-13559,-415471,-48235,-17669,-19223,-17901,-12211,-46669,-60409,-34607,360302,185,116402,-108433,-19786,6386,31746,-23721,-4556,1773,17072,-13732,-5330,657,3360,2861,-5835,-253,9761,-10045,1348,difficult
800640,177063,73377,13965,26206,12903,-125015,-62925,-65488,33213,-8345,-52,976700,330983,-29900,17431,-5278,1212,-585748,-110730,-55883,-11621,-22666,-11709,728254,-138169,-65191,-9508,-20853,-5470,-612066,-120408,-61222,-6349,-18431,-4367,1101715,-1562448,1314002,-1340320,393908,-441713,-27439,17761,35588,-25983,-9308,3969,-15782,-29052,2113,3159,3067,-17388,1813,2422,1264,-12921,6239,1103,easy
226067,12296,8596,6443,5593,6702,-217733,-9134,-4208,5109,-792,573,-9945,14041,1773,10334,1846,-3604,-7772,22555,-5830,-4651,-3881,-3858,1162107,66019,7480,1320,870,328,1495963,114396,15070,-1701,-2643,2451,207788,2173,1169879,333856,23175,8514,43464,48377,5981,-7603,13310,7590,5225,-14985,5971,-3021,2638,-5727,4751,-3513,-4177,-254,4186,2123,difficult
156050,18875,22341,9135,5919,4295,437840,47418,15019,1320,6137,2951,1228031,335256,241,-2293,8426,1377,145326,66777,4278,6148,1463,-532,552559,70778,-15776,-6071,1044,-78,509492,71801,-11693,-889,-3945,-2190,790191,-1082705,407233,-43067,287838,-268479,4001,1023,-14778,4037,-20054,4083,-3613,8441,-12219,5182,2289,-6963,-419,-4989,-1574,-1909,454,-2112,easy
252879,36233,18422,6570,8218,4675,-148885,110310,38385,16564,-2361,3769,-124834,1496,-15773,-5428,-2154,-1235,-162263,40437,-13361,-5636,-5018,-2855,75768,5610,-12408,-513,-4405,-2049,-217428,-31927,-17270,-6045,-7264,-4014,24051,-37429,238031,-293196,-108814,38941,-34827,-37537,-54158,2412,953,-4862,-21992,-208,5123,-5532,207,-2864,613,-2859,-5004,-1620,806,-1965,difficult
662479,130782,28987,15587,23966,16646,177260,-46839,3228,-2661,-10180,-10468,-545097,-88142,-26710,-2494,-21341,-14670,1285972,22514,42443,46605,-17914,-5650,-360864,41343,-27769,-4661,-15343,-10901,-554601,-116711,-27655,-6830,-21872,-15414,-722357,1831069,-1646836,-193737,-41303,110656,18829,-158054,-29938,69153,-70212,114,167,49099,-51266,-2169,-11161,3427,2571,-6529,-4202,9020,-5251,-4513,easy
93853,44962,21330,14417,6918,8094,-36827,-27293,-11494,-4405,3020,-5749,164166,224528,-9964,-10249,1238,4752,548446,135065,-3715,-2014,58955,3048,581386,42793,-2664,-9057,2709,-3148,-65450,-29262,-20371,-13633,-6341,-7837,200993,384280,32940,-646836,251821,-89463,-92272,-72055,1530,6249,1051,-17707,-5844,8235,-7043,-4576,-1782,57717,-56246,-9050,10501,-1704,-6196,-4689,difficult
335090,81149,15320,17910,16812,28149,559586,22309,-9702,-9777,-3878,-20082,1002753,-27600,-7815,-16868,-11358,-18386,628388,226376,-1207,13089,6169,-2146,112453,16379,57488,82943,-4543,-1901,500176,-60736,-7609,32410,-14233,-25548,443167,-374365,-515935,387723,-49909,253976,-209997,-77115,1887,6608,58695,-65097,-7091,29957,69854,-50533,-7480,17527,-10712,-9690,1696,16240,245,-23647,easy
231294,60796,13096,10322,17791,9798,3026242,64148,11190,9904,-11057,7618,-91427,-46181,-8536,-6714,-12364,-8165,-32059,100208,-800,-8863,-7887,-5885,361569,81560,12064,13700,-14157,-8721,-169547,-53596,-12629,-8343,-16659,-7514,-3117669,59368,393628,-531116,-110329,146389,-18648,-135156,-19726,7736,12864,-24693,-16618,-2149,22563,-22043,-1307,4477,-6270,-2502,-15783,2280,-2836,1207,difficult
492672,98103,25630,19279,15955,13105,-257937,3606,-8136,1752,-13419,-5928,-332252,-80975,-24695,-17605,-14746,-12335,-363031,-79548,-18810,-15252,-11685,-10826,842298,8944,58462,-5729,11449,838,103894,-24847,-11742,-15276,-14760,-8912,-74315,-30779,1205329,-738404,-84581,1427,88492,-33791,-16559,5885,77272,-70204,-19357,2353,9523,-9547,-1327,3061,23134,-26209,-6407,1509,11664,-9750,easy
171937,24097,6421,7341,4432,4097,137951,32485,7626,-2321,-1498,-2441,-84827,18250,-4687,-5322,-1698,-2583,67431,58447,21356,22049,21284,7352,146128,233562,4168,17827,2765,8149,334386,-13817,8094,-5160,-2333,-2774,-222778,152258,78697,188258,-14235,40197,175115,-247379,-12313,26043,-17188,3926,-3001,27371,-4222,-22987,-200,22982,-18519,-5098,-142,9935,797,-10923,difficult
100046,38567,5244,6748,3725,3552,49457,-25190,-4082,-3444,-2178,-40,-48097,-28467,-2106,-5117,-1935,-1057,-75714,4379,-2864,5261,4671,6416,364915,420041,42118,5090,9209,2860,-35725,-31766,-4914,-3125,-1132,-1974,-97554,-27617,440629,-400640,-3277,32846,415662,-451807,1976,-758,44982,-47032,-1673,10378,-171,-8215,243,6606,4538,-10341,-1017,7473,-3556,-4834,easy
295074,52475,10400,8808,10341,6893,-58248,-36718,-4491,-6871,-9152,-5859,486464,-21102,1750,-5922,-7020,-4224,-224615,36291,11378,9982,4082,1009,-241434,44411,-3127,4049,-7312,-4487,38755,-36470,-2578,-6839,-9353,-5986,544712,-711079,-16819,280189,15616,57393,8120,-80881,6241,9628,-14505,549,949,15904,-5933,-10888,2132,11102,-11394,-2041,1635,5233,-5496,-1499,difficult
180140,65910,23995,17014,11162,8622,-144869,-56248,18010,-8794,-1256,646,93234,-10559,-9908,-13835,-6267,-5714,-163951,-50151,-23497,11303,391,-1746,-14698,-44646,-20057,-12941,-9592,-6949,24898,-46585,-16982,-13636,-9437,-6277,238103,-257185,149253,39596,45689,-39592,5505,-1939,-27918,-13589,3440,3075,-5041,25138,-24244,-695,-5011,6658,-9983,155,-6360,3968,-5203,672,easy
93960,31843,8323,6333,2077,2264,334087,84384,-2613,1137,4322,1845,535557,72838,17565,13754,18667,3850,66350,37504,7882,8997,5216,3677,481590,164544,8338,15372,37012,11995,11192,30548,5571,-2176,-501,1058,201470,-469207,415240,-470398,-11546,-35334,127040,-133996,20178,-9683,456,-2767,12617,-4757,6375,-17548,14345,-13451,31796,-37513,2005,-173,8318,-10937,difficult
38483,14985,5723,7111,3060,6944,35794,47502,-3987,-3815,-571,-4743,222733,31116,-3482,-1653,-606,-4833,153831,67803,2207,4481,11550,-3042,112755,-8371,-3622,-4176,-1404,-5377,-29285,729,1976,-3159,-1168,-1920,186939,-68902,-41076,-142040,-16386,36687,-76174,9100,505,5689,-5829,5598,2162,6134,-8657,1017,-35,12156,-12954,236,-90,1791,-2335,3457,easy
34630,29344,7631,13334,6444,8672,151632,-5462,-170,-10889,-3863,-7417,641840,57209,25212,12900,9981,12155,193768,1693,1152,3310,4905,-5681,214782,173333,5132,-1586,-2906,-99,1412211,75189,4259,10289,3750,6988,490208,-448072,21014,1197429,62671,-55516,171640,-98144,25382,-24060,3980,-873,23789,-9590,-4896,11875,13844,-5076,-7811,6656,19572,-17836,5582,7087,difficult
288068,91099,17017,46278,13118,13880,1653459,31652,-4806,-45488,5987,18598,397133,-47919,155,-40838,-4384,-7043,1476784,-6787,-10479,-35430,69070,32329,917574,-41407,-4311,28153,-1992,16467,431339,-57218,-8676,-37946,-8667,-8167,-1256326,1079651,-559210,-486235,-79571,41132,-34620,-15811,4961,-10634,6168,-4365,4650,5408,63583,-66099,-10371,73454,-71062,-6675,-25641,39372,-15862,-24634,easy
766097,83240,50553,12258,12546,12559,-552981,27917,-40757,-9561,-6166,-9311,-425087,-74856,-38997,-5976,-12132,-11488,-723684,-66301,-46946,9454,-11948,-9493,-574686,5477,-44990,-6271,-8484,-10426,-705356,-61255,-36139,-1693,-10753,-10714,127894,-298597,148998,-130670,-102773,8555,71778,-66732,1760,-7949,1956,8851,3585,15430,-15725,4578,-5966,184,3464,-2269,-2177,1995,-933,-288,difficult
445345,108545,36632,22285,23012,10848,1193166,-40551,46488,22091,17839,7068,1334409,-44454,-36317,874,58678,44093,476884,610751,100610,65937,89339,77407,194260,36562,15045,-6413,-5693,18109,-24417,20834,32652,3233,-5091,16286,141243,-857525,-282624,-218677,-3903,655205,-574189,-15728,-82805,136927,-85565,17607,-21217,65063,-72350,9646,40839,30661,-95032,602,37025,33314,-59298,-1823,easy
75531,18471,16416,3720,2950,3327,80374,-12818,-14341,3477,-1489,-1954,475474,64113,935,6516,22974,7567,34921,899,-12945,-1943,-145,-2544,591437,347331,71509,16799,28743,7518,431976,197134,-10324,1501,-1529,10827,395100,-440553,556516,-159461,76931,-63214,346432,-150197,15276,-13880,84454,-81833,3039,-8459,18742,-15298,24463,-23119,28888,-30272,9521,-10111,10062,3309,difficult
267125,53607,13121,11907,24161,9658,113078,-31654,5561,-9229,-20453,-8433,-91323,-31539,-6032,-2783,-17678,-7582,64589,82732,13359,9446,1862,-3111,690114,123129,13567,28362,-12250,1292,-198360,-6369,-4118,-6458,-20741,-2149,-204401,155912,625525,-888474,115,114271,40397,-129498,-11593,19391,208,-17685,6446,12229,18916,-34820,2775,19540,-14112,-8491,851,4471,4403,-3441,easy
1213135,141815,20861,8761,15760,14269,-422551,-130787,-14806,-2479,-11857,-6380,281211,-129808,-5232,-7429,-10939,-11255,318178,-75703,-16879,7515,-7719,5232,-716972,-2310,-2808,11129,-5955,2504,-1133326,-85914,-19032,-2488,-12022,-9444,703762,36967,-1035150,-416354,979,54105,73393,-83604,9574,-11647,14071,-16224,-4950,14944,3614,-13617,918,3220,1764,-6067,-4875,16487,-2728,-11948,difficult
648314,82367,16562,18904,17874,14014,-553210,-44493,-2325,-15169,-16463,-11936,-610286,-57453,5266,-16771,-12887,-11289,-518308,-13264,4356,-10222,-9833,-9633,667046,195194,74576,55842,26703,-2964,-21977,69159,13559,6740,-2910,-4242,-57076,91978,1185354,-689023,-12960,44189,208458,-126035,7591,-910,70220,-61017,-1602,6549,66064,-49102,3576,3054,36536,-29613,647,1656,6669,-1278,easy
151530,90285,4734,9777,29554,9086,-85680,-73270,7767,2035,-20408,3556,355671,147735,21198,27340,-10787,4794,64135,22264,26913,-3064,-27885,-1317,173414,-53717,-1589,-1123,-28363,-4637,1160773,1663,16964,-3796,-26172,3783,441351,-291536,109279,987359,221005,-125471,-75981,55380,13431,5715,-28502,18553,25305,-30404,1941,-2673,9621,-17098,-478,2191,1238,-6111,-3320,8420,difficult
