delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
893613,212493,39762,24083,21618,28757,-746122,-52423,-30166,-11074,-13503,-18253,-597524,-184261,-39212,-19111,-17162,-13022,62983,-130226,-33619,-9612,-15922,5541,-860186,-149220,-39293,-21027,-18133,-27264,-718852,-182002,-27160,-20650,-19447,-19828,148598,660507,-923169,141334,-131838,54035,-18994,-32782,-9046,5593,-5674,12133,-8037,9499,-11415,377,-3659,1240,-2211,-1314,5231,18563,-32805,7436,easy
676970,41132,39093,9241,17332,13812,-160880,186596,-11824,1281,38971,18844,-473609,-17002,-28147,2433,-10497,-4929,-540710,50522,15118,7857,13519,8092,-491820,-5706,-29822,-2343,-15504,-12129,367352,15770,-23331,26677,14935,3785,-312729,-67101,48890,859172,-203598,67524,-56228,21476,-16323,43265,-44940,6491,1152,5424,-10200,29020,-49468,24016,-29023,30439,-23773,13021,-20221,15914,difficult
820512,303702,64616,24468,13964,24061,-311509,-235537,-54634,-11307,-12203,-16757,-721377,-294835,-55764,-20327,-13533,-22048,-167231,-279473,-54968,-3501,-9128,-4355,-769709,-263390,-63864,-21746,-12110,-21964,1296154,-27401,210888,10397,21505,700,-409868,554146,-602478,2065863,-59298,15362,16083,235989,-1130,796,-8896,274752,-9020,16826,-18245,32143,-1330,4405,-2982,33615,-5291,17693,-17609,22664,easy
1314053,283384,93897,78268,32286,30886,230717,-193329,-34860,-54179,-24422,-7869,-1270400,-276160,-91774,-77247,-31547,-30054,-623942,-224776,-87963,-67041,-26076,-25859,651142,-62139,-26528,-42148,-22935,-11212,-482168,-274308,-89209,-72426,-29233,-25955,-1501117,646458,1275084,-1133310,-82831,51384,162637,-212169,-56914,3811,61435,-62681,-23068,10206,24893,-30278,-7125,5471,3141,-6298,-22185,4195,14647,-14743,difficult
541526,88506,76757,11875,14787,21842,-338844,-72716,-63186,-8631,-11955,-18404,2075126,443109,-7601,27641,42722,17139,410862,-47840,-22941,2560,-9512,17105,1414929,708906,-57466,57889,51734,53886,396448,1251412,8096,32845,67282,24418,2413970,-1664264,1004067,-1018481,515825,-490949,756746,542506,55585,-15340,-34525,65562,36272,-25081,55329,-25044,54677,-52234,61246,15548,35543,-34,36781,-29468,easy
1242821,54244,24392,12352,8815,21696,-947565,32303,-10150,-730,2732,6492,-781123,-6078,12986,3714,-5104,-13880,567950,75090,96904,1414,23400,92537,-395886,83271,15459,38206,1005,-11628,-373541,56376,6756,40253,39305,13261,166442,1349073,-963836,22345,-38381,81168,8181,-26895,23136,83918,-81445,-8703,4444,-2300,36792,2047,-7836,28504,-22395,38300,-20372,106417,-104165,24889,difficult
1182046,216438,30824,37620,30114,37288,521175,-6207,-6372,-8959,-18160,-26997,152564,131572,67785,8984,-21040,7994,-382639,-47140,-17378,11659,-8959,12721,-190206,-95434,-2396,13207,-9382,-23352,-1065527,-205782,-28994,-30788,-28443,-35086,-368611,-535203,192433,-875321,137779,-178712,-48294,-110348,74157,-85163,14982,-26598,17943,2675,1548,-43995,-2880,12081,-423,-19061,34991,4727,-36073,-11734,easy
197006,43112,11609,5773,6746,8118,1457128,755784,246354,8045,45227,41406,201238,210363,26726,9463,31119,17489,1543414,641434,47757,115166,58035,183099,-22113,-25073,-4736,-3779,-2563,-1021,838911,76445,16517,239,7553,9064,-1255890,1342176,-1565527,861024,-545421,431071,-666507,101518,-219628,21031,-52493,21253,1418,105703,-118945,4018,-14108,26916,-60598,10116,-23917,165610,-184120,10085,difficult
488251,113384,18248,7253,4888,11446,123380,-96685,-8693,9348,-2944,2186,233924,127618,139661,12981,30322,14587,498263,-40560,30133,17013,7551,16313,-366455,-67235,-14699,-2998,2535,-3315,-271379,177139,-2732,-3778,598,-1572,110544,264339,-864718,95076,224303,-168178,-26675,244374,148354,-109528,-44832,11967,3633,4032,-20011,-780,33266,-22771,-5016,-1937,12401,1726,-19628,1743,easy
451642,124213,32104,14452,13760,28440,-24620,-5097,-22120,-962,-7935,-24862,1405670,282694,83074,17462,5920,20426,-383594,-83073,-29343,-13526,-12954,-26140,1547549,-1622,140914,92617,30737,7459,-213946,-93250,-18843,-12452,-5603,-24980,1430290,-1789264,1931143,-1761495,287791,-365767,81451,-91628,105194,-112417,170257,-159757,18424,-30988,106143,-105069,13855,-18874,43691,-36340,45288,-46566,33599,-32439,difficult
1044069,123333,85444,18983,7732,29025,320386,71279,-70356,-14704,-776,-6432,-967941,-113888,-84107,-10098,-7059,-26658,-158771,17111,-63417,-6807,101,1660,217835,-19416,-34467,-9766,5797,-4727,864590,22232,-57356,-6339,5831,-12886,-1288327,809170,376606,646755,-185167,130999,-36527,41648,-13751,20690,28950,-22889,4606,3291,-2959,3427,-6283,7160,5696,34,-20226,28318,-6387,-8159,easy
1745321,442179,51831,53594,46936,70610,385088,-267041,15416,-37774,-25214,17705,-367284,-66709,151195,18347,34150,1049,-976950,-69912,-21494,-14061,-22652,-54420,-1222532,521498,28161,52483,-8308,23735,-1149925,-414235,-38548,-41689,-28004,-52571,-752372,-609666,-245582,72607,200332,-3203,591410,-935733,135779,-172689,49655,-66709,56121,-32408,66544,-94172,59364,-56802,14344,-19696,-16656,-55469,78155,-76306,difficult
1066960,351682,44817,39996,20040,18911,-463284,-282047,677,8144,-5229,-6127,-806363,-328738,-40085,-37635,-14423,-15510,-390186,-216269,-38079,-18515,-7199,28505,419142,-303951,-27980,-23240,-6313,2199,1223594,-121999,352697,-27040,9286,41618,-343079,416177,809328,804452,-46691,112469,-87682,181952,-40762,2006,10099,380677,-45779,19120,-4725,-3800,-9194,7224,886,15599,-9383,44015,-26306,39419,easy
672437,194061,24967,30539,23483,17333,1045635,291083,122036,8565,38041,48055,-31907,-129509,4086,-7769,-7779,7634,9361,-146958,-10644,-23294,-19855,-11174,-667770,-189818,-23634,-24908,-20786,-9148,-652224,-176394,-21960,-24123,-11783,4048,-1077542,41268,-677131,15546,-420592,-17449,-42860,13424,-117950,-14730,-12990,1674,-16334,-15525,-1614,785,-45820,-12076,-931,9003,-40421,-18808,2026,13196,difficult
732821,88322,15773,12896,10437,12763,719705,3530,-5719,-2699,-4218,6312,719705,3530,-5719,-2699,-4218,6312,126017,-66391,-6917,4264,-8580,528,292140,-16327,14352,43169,-4088,2898,-246852,17640,57427,-9950,-979,43,0,-593688,166123,-538992,0,-69921,50064,33967,0,-1198,21269,43075,0,6963,38905,-53119,0,-4362,4492,3109,0,-5784,2370,-2855,easy
239557,123092,13506,8941,9180,18043,1815913,-8358,14339,-3721,2745,8634,189932,-90774,5290,18264,-1331,-10351,1613941,286405,155406,50482,49894,94127,1140354,165790,179987,55761,8732,17716,32850,-94749,-6869,-2870,-6788,-13143,-1625981,1424009,-473587,-1107504,-82416,377179,-120615,-260539,-9049,150116,24581,-186856,21985,32218,5279,-58631,-4076,51225,-41162,-15520,-18985,104478,-76411,-30859,difficult
1001575,342349,54917,33285,12129,24845,-168894,-114837,23971,-11400,-2394,12600,54820,918979,18343,23685,29276,10169,-480702,-320670,-36989,-30232,-4140,-12490,-404978,-317365,-46391,-17736,-7651,-14574,-958257,-320610,-48673,-32281,-8776,-20809,223714,-535522,75724,-553279,1033816,-1239649,3305,-3245,-5628,-55332,-9402,-2282,35085,-53917,12496,-14545,31670,-33416,-3511,-1125,-2431,-22659,-2084,-6235,easy
608319,95644,24739,10600,5315,6392,584750,-28291,-11277,3618,16794,7981,-205342,20830,-15796,3821,3491,17485,1592052,134289,40458,61274,95409,49113,36249,213462,-10572,34877,19002,13646,353784,65137,-1916,-6302,10578,8453,-790092,1797394,-1555803,317535,49121,113459,79173,-148325,-4519,56254,-51030,8656,203,57453,-26397,-41179,-13303,91918,-76407,-8424,9504,31628,-35467,-5193,difficult
501552,73937,21766,9171,10032,14955,454589,512324,31800,19857,34448,6307,-45978,228227,19925,2819,6734,1736,-14861,-50867,-6759,-6593,-5827,-11102,195865,78610,125166,28721,15022,38837,-293858,-55705,-17066,-1355,-4515,-11877,-500567,31117,210726,-489723,-284097,-279094,129477,-134315,-11875,-26684,131925,-142232,-17038,-9412,35314,-30076,-27714,-12561,20849,-19537,-4571,-12838,49939,-50714,easy
978338,77136,13705,8070,7466,6852,-741580,-70972,-6178,-6387,-6253,-4736,-673397,381267,22781,11144,-1678,5796,-251573,-7099,-7048,-945,3751,-2772,784473,68537,14261,3496,10629,17886,-633774,39656,23033,11197,2567,4357,68183,421824,1036046,-1418247,452239,-388366,75636,-28881,28959,-29829,21309,8772,17531,-12089,4441,7701,4575,5429,6878,-8062,10532,-8568,20658,-13529,difficult
1626316,567795,70844,178857,29884,52126,192399,-424428,-68423,-158195,-4166,-35283,522347,-445592,-35767,-125731,3116,3332,-166187,-168762,-24465,-104590,13029,1386,-1369885,-514029,-58444,-172129,-27009,-50075,-885360,-227931,-3525,-137340,5954,4329,329948,-688534,-1203698,484525,-21164,276830,-345267,286098,32656,11302,-33979,54919,32464,21141,-67539,34789,7282,9913,-40038,32963,38615,-1946,-51461,54404,easy
294753,43848,11701,10480,4132,11173,141234,286676,7323,7323,21285,4857,187046,-26167,12238,4295,6940,78481,515188,403024,217815,26359,29403,24052,1569221,119279,30304,3719,24422,557,605536,51541,-4288,-1305,-2713,287,45812,328142,1054033,-963685,-312843,429191,-283745,-67738,4915,205577,-187511,-34592,-3028,22064,-22640,-5024,-14345,22463,-4981,-27135,73624,-54429,-23495,-270,difficult
1149418,277534,126407,44654,46787,38946,-681772,-70821,-105988,7767,-25046,-31089,268171,654271,-79716,46127,-2822,44070,-775169,-265964,-122017,-42526,-44204,-32377,-556136,450032,114417,2452,2238,43926,-205751,-166072,-79408,-27228,-32091,-22836,949943,-1043340,219033,350385,725092,-920235,715996,-616104,26272,-42301,236434,-193825,38360,-88653,44978,-29680,22224,-41382,46442,-34329,75159,-76447,76303,-66762,easy
1216019,73197,14628,16693,17485,18040,184943,234254,24732,17703,17731,14544,-14751,166745,77710,32024,31370,63436,-324110,-53808,-8701,-12191,-9837,-14849,-1086334,20794,-12959,3132,-11547,-5591,-382200,142523,7775,18405,15234,61,-199694,-309359,-762224,704134,-67509,-220553,74602,121729,52978,-86411,-4258,20734,14321,-44215,15323,15273,13639,-41207,-1710,26781,48892,-78285,9258,5652,difficult
795090,207657,39272,15658,9448,9074,-359181,-9445,-31344,15329,8339,9254,185355,-198251,-32467,-14032,-6976,-2040,275087,-124360,-16743,-1892,3377,6336,177295,-141330,42493,7011,-4890,-906,767727,642270,22595,58354,42804,18039,544536,89732,-97792,590432,-188806,73891,-16970,783600,-1123,15724,59236,-19898,-29361,12140,8903,51343,-15315,10353,-8267,47694,-11294,8376,-7242,18945,easy
1272382,335597,38240,32835,36876,25469,-1190959,-317012,-27047,-25893,-26836,-22193,1323875,625103,65345,-5726,-12554,62115,-908174,-245542,-35850,-32019,-35669,-21763,-686520,-268622,-8806,-24022,-29981,-17799,411987,-267179,-32717,-11251,-29506,745,2514834,-2232049,221654,1098507,942115,-870645,-23080,1443,92392,-101195,27044,-23911,20167,-26293,7997,12771,14282,-23115,5688,475,84308,-83878,3964,18544,difficult
678453,158115,27093,8472,9890,9419,21307,-139103,-23593,536,1853,11829,104709,533877,-22633,6415,9837,17425,-343760,-83014,-24880,-4195,-7688,-6910,-575772,-130921,-25763,-7961,-6613,-6032,270985,50915,-14480,37663,-2982,1396,83402,-448469,-232012,846757,672980,-616891,-47907,181836,960,-2247,-883,11283,5879,-10610,-3766,45624,7984,-17525,1075,3631,5596,-24335,878,7428,easy
691354,232643,29567,14050,12829,23439,-623094,-219797,-27302,-5614,-1776,-12983,-631126,-196250,-28854,-11763,-9868,-9365,-312903,-170073,-8350,-968,-3938,13073,-169022,-156102,-24241,-7350,-9118,-15734,146204,147425,4305,112311,41312,31807,-8032,318223,143881,315226,23547,26177,13971,303527,-1552,20504,-15891,28546,-6149,10795,-6382,119661,-8092,5930,-5180,50430,3618,22438,-28807,47541,difficult
1269582,181270,25077,6781,11573,28703,-753368,-91282,7113,-749,-5901,-17864,-1111326,-138014,-21129,-2255,-6066,20679,-105892,167623,-11785,88317,17401,29367,537190,328989,69244,4406,50883,19301,-1240189,-166733,-16747,-5547,-10800,-26427,-357958,1005434,643082,-1777379,-46732,305637,161366,-495722,-28242,9344,81029,-85991,-1506,90572,-83911,-9953,-165,23467,33482,-61683,38543,8688,-10066,-45728,easy
942223,283666,43469,54839,20221,44775,-38790,-153204,-1890,9168,-17110,-19788,-145272,-162971,-35106,-49374,-18286,-40566,-62690,113182,-13726,-44000,-2803,-32971,461394,461006,146973,167053,-11287,41699,1808725,-9446,-34649,66638,3784,40810,-106482,82582,524084,1347331,-9767,276153,347824,-470452,-33216,21380,160699,-181622,-58542,5374,211053,-100415,-1176,15483,-8484,15071,-20778,7595,74670,-889,difficult
1384311,79504,28304,10373,11818,21442,-1293619,-35636,3089,8528,-1563,42730,-1341492,-56767,-19043,-8659,-11120,-20255,-1094330,1738,-8886,7915,-6508,-14346,-1129906,11832,-17444,-1328,708,-12754,-773429,52835,5334,5055,-1907,-10859,-47873,247162,-35576,356477,-21131,58505,10094,41003,-22132,10157,-8558,22778,-17187,16574,-9243,6383,-9557,4612,7216,-2615,-62985,5909,1592,1895,easy
1022701,116828,29798,6397,13002,12855,707150,81986,-17500,487,14608,2743,-184335,-69647,-9683,16275,10206,13031,177487,233095,222996,33299,36834,47799,-116211,-89452,-9593,9213,-1464,-9161,-386232,-19207,-8861,6038,-3769,-4077,-891485,361822,-293698,-270021,-151633,302742,-322547,70245,7817,232679,-232589,732,15788,17024,-24086,-3175,-4402,26628,-38298,-2305,10288,34768,-56960,5084,difficult
546732,98715,18329,33326,16603,18218,-332497,-38413,2678,-26003,-13850,-7544,-497479,-64264,6753,-16278,7577,5823,-267484,-32437,-5952,-23984,-4596,-4168,-242711,22329,74516,-22608,-3577,-1303,1340125,156744,10088,-13360,-3141,-13524,-164982,229995,24773,1582836,-25851,31827,54766,134415,4075,-12705,80468,-64428,9725,-7706,1376,9248,21427,-12173,1019,436,13367,-9991,2865,-12221,easy
642291,150357,19533,14109,15518,19997,235158,499099,214459,125359,27366,60983,-452645,-89964,-12780,6298,-9136,-11878,-131979,88489,10505,-8060,-2628,-9086,1439495,290599,137965,57989,65542,93267,-597226,2473,-14363,-445,-12586,-11960,-687803,320666,1571474,-2036721,-589063,178453,202110,-288126,-227239,23285,127460,-152328,-119061,-14358,66049,-58434,-36502,6508,68170,-78128,-72861,2792,102353,-105227,difficult
869940,572411,85716,30394,34249,34415,-160133,-307949,-25357,-1932,-31080,-22533,-638332,-516670,-40332,-26960,-21423,-25452,-273446,-557852,-75318,-29191,-33536,-31246,2472212,220416,-10772,47061,26839,16900,64627,-486880,-66572,-19929,-25027,-27054,-478199,364886,2745658,-2407585,-208721,-41182,778268,-707296,-14975,-34986,64546,-55800,-25028,-2231,76252,-66990,9657,-12113,60375,-51866,-2919,-5794,48146,-43954,easy
845258,237989,94528,60169,15184,32874,-408307,-189115,-87334,-40356,-11884,-26409,-800854,-209960,-72948,-48623,-12745,-21104,371430,-85952,-26272,-43468,3032,-12594,670668,189065,-26628,-23541,44689,34093,-704561,-206567,-87469,-54981,-9721,-24768,-392547,1172284,299238,-1375229,-20845,124008,275017,-395632,14386,46676,-356,-60841,-8267,5155,19927,-31440,-861,15777,41657,-54410,5305,8510,46687,-58861,difficult
767800,107932,84813,16300,38700,11022,946429,-37348,-81005,4895,-34409,-5002,-627236,-49279,-78211,-12769,-36190,7703,-455809,-69103,-67849,4329,-25207,-1683,-422553,-16796,-60710,-4157,-35368,3165,160907,-84824,-77808,-10957,-36234,-6650,-1573665,171427,33256,583460,-11931,-19824,52307,-68028,2794,10362,7139,-17098,-17664,17098,-8486,-6800,-1781,10983,-10161,-866,12705,-9386,4848,-9815,easy
248761,98559,8740,9567,3881,5940,12268,-66989,2742,6268,13304,54899,-105092,-97333,-503,-7148,-2462,-5133,55381,-63664,-4331,-8148,-182,-2938,-178274,-88073,-5012,-8200,-1154,-4060,429968,-45709,1751,-4899,835,6632,-117360,160473,-233655,608242,-30344,33669,-24409,42364,-3245,-3828,-681,6763,-13416,-1000,-52,3301,-15766,2280,-972,1989,-60032,2195,-1122,10692,difficult
322296,152799,42781,13589,10452,16746,842736,258111,68897,-2462,10071,4229,77328,-132993,-12647,-8887,-2158,-9128,1775793,144231,34644,346070,58999,73293,307909,-49262,15148,-2847,-1578,-5669,171103,-59288,-15447,11738,2629,875,-765408,1698465,-1467884,-136806,-391104,277224,-193493,-10026,-81544,47291,-19496,-30595,-6425,354957,-348917,14585,-12229,61157,-60577,4207,-13357,82421,-78962,6544,easy
753362,58317,30789,24354,11707,18970,376787,283472,148412,105087,52288,93854,-147545,178849,101763,41859,34823,48331,98648,116388,-24713,-12917,-5852,-1434,-658978,51429,-10437,-15712,-3900,-11134,-444701,30983,-28345,-20120,-7243,3943,-524332,246193,-757626,214277,-104623,-62461,-64959,-20446,-46649,-126476,14276,-17908,-63228,-54776,-2795,-4408,-17465,-40675,1952,-3343,-45523,-49765,-9700,15077,difficult
