delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
276336,39587,7200,3578,4835,6267,5713,1951,-220114,-18504,40634,68499,14513,40880,5876,11001,-253323,-29279,15898,18656,30976,10266,-1480,2907,easy
463840,60321,19100,10494,10357,25964,29774,13223,-434244,-52084,9938,-1286,4782,15538,-11024,4855,-462394,-55015,-17514,-8030,-7912,-16697,-26062,-6897,difficult
157644,14748,9337,8915,8149,16259,12578,9924,59887,10975,9258,7579,4275,10719,-3861,-291,-146869,15888,21439,4606,6490,-6168,-7879,-2686,easy
374372,70071,17764,12198,16825,31576,14793,11694,48790,-36029,-11384,-10306,-12695,1579,-12120,-8202,-262568,-44539,-10387,773,17163,1977,-4259,6904,difficult
245916,33349,5607,2999,10335,34501,16606,9821,239146,-22605,10811,1552,-8178,-25431,-11838,-5556,-103807,-27990,-4215,2419,-10099,-33429,-16065,-9473,easy
752925,98545,14212,5000,7349,45281,28050,14172,-723471,-72667,-9604,-234,7908,-10462,2054,-5685,-696065,-21396,17210,-93,3892,-15923,-19375,-1327,difficult
424838,61634,8947,5627,4833,4240,4729,1896,-409458,-53825,-4987,-2770,8501,13425,4577,3682,-408285,-53374,-1389,1293,2318,12240,3119,3211,easy
52433,14891,7865,6761,10083,13618,18587,10279,425358,40261,-4941,6834,-2387,15126,-5887,-1457,4275,127705,20210,-1992,-4289,5027,-1663,-1826,difficult
20281,19045,12213,6725,7399,27759,19615,10385,308206,47788,31537,14723,21109,11977,-13042,15,6701,31856,-8247,-3322,-612,-24851,-17056,-7724,easy
49795,17578,25462,23583,21603,39867,12232,8797,15330,5336,-9779,29021,-16555,8038,-6929,2038,-32439,-3851,-14874,28814,4544,-13400,-5088,-2620,difficult
758075,90107,38837,16541,15594,44144,14402,8046,-685571,-74602,-22944,52081,4206,-30101,9290,-763,-749862,-83240,-32552,-6950,-9353,-38437,-11093,-3224,easy
35908,10483,18782,7527,11365,23232,8634,6080,-30281,-3352,-3504,12576,6908,-6040,7340,5060,-32931,27833,-11520,124091,7921,13008,1969,1204,difficult
142189,64763,10841,13962,10639,28888,19386,8858,316361,-43364,-3127,-89,-6541,-20660,-17317,-7260,-139719,-58448,-6026,10167,-2310,-3055,-14730,-4259,easy
322290,165188,29712,24871,16787,35514,12886,11589,-316399,-142285,-20506,-131,-5700,47790,899,147,-185867,-107261,-25600,-15851,9237,-9572,2144,-158,difficult
865391,133702,15575,8147,22124,30122,28279,13462,-802871,-110417,14901,-1763,-10324,-25316,-25508,-11061,-796127,-130440,-12563,-6479,-19995,-28671,-27275,-13102,easy
355402,130461,29480,10874,16494,36605,16706,9503,680350,43484,4657,-6055,-9791,13528,-5708,-1743,-160028,-106531,-6300,11952,2166,-10589,83,-3347,difficult
534046,41832,30434,8459,9453,36525,28993,11085,-517831,7410,-15514,-6794,-646,27608,-8077,-5248,-50491,2844,-13508,-152,2827,-1805,-19660,-238,easy
357564,94135,34819,15370,15544,39931,14950,17130,1448438,-80633,-25286,-10516,11257,26881,-1297,-896,-338901,-82768,-30509,2923,-7926,4672,10022,-6191,difficult
81448,106075,13963,10986,10048,19135,11566,6192,-33837,-88905,-11441,-4679,-6869,-7053,-8288,-3444,187485,-13692,19506,47585,17783,-480,-5187,1309,easy
252206,22624,9723,12391,11163,23437,15285,9234,-237270,-7312,-4209,10268,-2642,15651,-7354,4558,-174210,2573,-389,10654,1817,-7733,-7733,-4881,difficult
837196,49063,14687,17039,30202,44120,17866,10299,-747824,-40035,-13544,-15667,-27713,-40638,-15499,-9753,-697384,-38136,425,-880,-22653,-34380,-14895,-8944,easy
425090,80524,20394,3312,14955,32934,32424,7581,-410313,-63444,-5581,10596,-691,16601,4577,6971,-402266,-1562,-84,11930,-3775,-11940,-15509,6575,difficult
276965,43349,9461,12683,7315,19885,26455,6776,-230984,-31395,-623,-10567,-2096,-10557,-21521,-4947,-251221,-21743,-6729,-1838,22545,6801,-4684,449,easy
232888,38222,8882,13647,7045,21250,16329,9410,-149286,95829,-664,-1075,2271,-407,-1021,32005,76145,-22479,-7245,-3192,2686,-13526,-7814,-1858,difficult
101348,31280,14922,4517,7069,12204,13210,10369,-93242,-9681,-994,29189,4259,21853,7614,5269,43879,53459,-9280,179,25115,13487,-3577,-6559,easy
153613,51684,20317,8478,29447,29765,21329,11845,-148143,-40592,14000,-5517,-11644,-13440,-19372,-4510,-130697,-35072,-16766,-947,-20844,-12620,-17111,-7973,difficult
165343,26805,4565,11414,8576,26212,19401,9221,-161468,-21587,4227,-2200,-2505,636,-13602,7664,-112437,73438,4812,-3341,3451,-10109,-10246,148,easy
216497,58113,8173,10714,12118,16693,6936,4495,-144481,-41283,-4609,-3923,-6277,-11922,-4040,-2555,-134472,-22494,-5967,371,-8616,-7188,-4245,-3318,difficult
512583,65810,34450,20233,17917,22130,12065,6241,-311727,-44291,-33261,-11715,-12682,-17932,-5917,-1785,-418790,-20450,33073,56854,-6644,2176,4963,5672,easy
170102,10729,11116,45759,14221,32711,5488,5553,-37747,25046,-564,-38948,-10660,-25753,-1948,-4170,1283769,22726,17942,-34885,1536,-17969,4207,-509,difficult
7836,28325,14353,37665,11599,14670,4872,1873,417324,1032,6704,-19678,-1653,34515,18972,2290,72341,4643,-4389,-4382,3178,16858,4069,5260,easy
60574,21931,12088,17602,15933,27017,8195,7559,-30625,12968,-8248,-13174,797,-5169,-2071,-2391,-46864,8591,-4349,690,-13669,-19024,-2483,-5477,difficult
66965,31260,11152,15461,8280,20299,22361,11360,-57401,-20833,-7815,1108,-4484,5191,-6223,5036,-34843,10607,2900,-7504,29053,40289,-12096,-1150,easy
299819,102387,7351,15537,15312,38178,25278,9524,-16465,-84269,-1356,-10883,-13270,-31709,-20680,-7690,-160549,-70085,-4098,-14722,-12635,-33419,-23746,-7883,difficult
189081,60652,16436,8126,19469,21177,14738,9848,-177261,-51084,-14627,-1339,-7607,13765,-4794,-2008,-151929,-9840,13038,5083,-9414,12239,-2293,-5971,easy
15445,21317,3222,2748,7831,27383,8769,4043,473400,62093,6974,7901,11444,27527,7713,4556,-9198,2951,59931,27696,10124,2002,-2450,-1808,difficult
258957,147772,86381,35621,14565,32016,26557,30649,1389101,-127917,-75533,-7466,15859,-23,-18416,-21155,-166703,-2992,-45510,-13337,-4549,-7121,-16532,-22463,easy
72256,20935,5145,4679,5306,14693,4311,4217,50673,-2436,9764,848,8939,712,15087,7564,-62881,-16263,15317,23668,7068,11659,4870,6247,difficult
560268,92417,71827,33016,22356,35058,34319,13416,-553917,-73622,-65613,3596,-12161,-999,-9137,-148,-446207,-60917,-64305,-12775,-10561,-16294,-24250,-7333,easy
12219,22287,9914,9104,13343,48369,26007,9521,83697,20077,-6145,-8199,-12163,-42682,-23008,-7581,2664,-13776,4553,22661,-483,-25347,-14279,388,difficult
169884,26649,12985,15268,17619,24077,7440,9372,-119848,16713,-9767,-4238,-14067,-14185,-4191,-5950,-167620,-1174,6817,24590,-3981,-8081,3411,-2740,easy
78948,27426,4293,2292,3789,6145,3327,1994,-30485,-5815,16104,30702,4842,12994,7526,4403,-70546,-2481,11203,141757,1237,8671,4399,223,difficult
139879,32209,4203,1498,2532,27121,8260,5101,-68036,25663,7901,18042,3189,-4143,15921,10106,-136228,-30353,-3500,-138,1662,-24146,-801,-1980,easy
255565,55953,17839,8937,19872,28658,36550,11194,-248604,-42897,-13676,5583,-7592,10051,-7811,6443,-88529,-2456,-12740,-6428,-16667,-6138,-31974,-6480,difficult
88786,34415,17428,23451,13587,20569,11106,4872,42158,3651,-11149,-22123,-3563,-17230,-9244,-488,38793,-2644,-12234,1395,39754,13384,-1123,5424,easy
8497,18433,87506,64562,32053,17839,8663,5302,371278,45855,-48430,-55355,-19110,8745,6941,21985,43566,-978,-77992,-60217,-26736,-13113,-6599,-3319,difficult
714440,30495,6605,2659,6745,10675,11177,4367,684741,470313,46119,16193,12677,25138,-3377,3091,-618653,-4919,4568,7307,22926,23707,-3115,4918,easy
205021,19276,8828,14918,6901,29844,32073,11439,-97811,53227,26899,5609,24167,-11146,-14474,3460,15735,-1950,-2712,6324,6209,-7061,-26813,-4290,difficult
73820,18740,5424,6193,3683,13536,2639,3702,46610,6947,-4205,125,952,-9153,-1365,-1864,125924,65945,5657,27422,15233,27856,2452,-114,easy
25011,15030,18599,6993,11441,26207,15407,16853,650020,100241,-2026,2688,2486,-21,-2019,-5744,50560,15586,-771,3528,-4074,-12997,4931,1391,difficult
313101,61638,12281,6676,8272,16498,8630,5659,-302756,-57739,-6080,-486,-3758,-14157,-5209,-3496,-307061,-25105,-3937,1166,15096,1189,9332,-2781,easy
15572,19991,12175,15694,5966,46150,12529,7399,-11126,-8526,-3268,-8396,2161,-15273,-3061,179,5780,3109,-8537,-10575,-3993,-41135,-9162,-6270,difficult
296759,44983,6898,12028,11720,25811,6789,8280,-201687,-23028,-2418,-7987,-7893,-17075,-1945,-4818,-275314,-12053,38779,47709,13121,18887,6191,-4803,easy
235174,77203,22316,14686,12000,27161,15181,12328,-224384,-75181,-17159,-13769,-5016,-15539,-12258,-10210,136859,-17357,-10573,-1067,10119,2919,-5161,-6676,difficult
202944,37568,7647,12990,11870,24642,20102,16399,-181765,-13619,4161,-477,34003,8683,1322,-7355,-190343,-31918,9910,-5765,-1401,9371,5692,-6523,easy
527843,253172,53211,24335,24334,29272,19448,14493,-412794,-211064,-50021,-15594,-17562,-23175,-16448,-10644,-505862,-240021,-51938,-19261,-21472,-22865,-17738,-13133,difficult
27134,18407,4079,3777,3803,6253,7106,3955,634957,4549,1116,4659,8445,-2042,-2949,-3057,-8382,45603,13515,13987,9910,18659,-2632,-222,easy
150477,43128,13362,10949,6025,13120,4001,2096,43523,38,-11339,2284,1006,-9228,-2813,-508,-133580,-2622,36953,-4021,3352,5328,-1233,671,difficult
182135,117176,9392,13093,15011,19724,8773,6900,1710915,150863,6319,10173,36129,14179,4397,4614,-34615,-103140,-1638,-11234,-5291,-15413,-4839,-4479,easy
400707,106905,26277,23739,13531,20229,12770,10035,-270038,-45441,-16561,-17803,-12690,-12199,-8928,-8859,-367057,-66498,-23668,-2525,-9565,-5154,4589,-1094,difficult
169388,79673,14636,7916,12968,14631,4543,2297,-2216,120257,-4316,-920,-2108,5943,1667,746,-34444,-67369,-10340,-1685,-11120,-7984,-3236,-1287,easy
311129,42070,5135,11953,17057,17362,24021,10344,600043,75183,3206,24693,17679,23046,-3464,-1125,-120221,-2874,17158,75,-7724,-932,-12891,1427,difficult
101168,43669,10054,4093,3288,8468,5313,4243,666376,-20501,-6450,-1104,-645,-850,-1255,-1832,194194,35290,1159,2040,19665,43723,6104,12428,easy
43356,8906,3924,4213,5672,7259,4134,4236,93521,107323,3345,5540,14613,10526,19188,4614,710,5503,-1096,489,-2042,-1502,-879,-2240,difficult
716238,71344,9035,6717,6334,5856,5311,6260,-676520,-64492,-8042,-4022,-5911,-3679,-4831,-5428,-652725,5751,17013,14319,15770,7208,1314,9149,easy
162925,40054,6544,10897,4868,16697,11482,6051,-42546,-7690,-3412,-9805,1849,-10293,-1889,5953,-149852,-35646,-5343,-2666,3923,9649,10849,-1224,difficult
227081,104448,46880,27980,26945,25052,11612,5475,-224614,-87483,-44999,-23154,-20227,525,-5065,3331,-35325,21412,-20597,-20364,-9449,28080,616,5519,easy
513896,81154,24330,15423,13796,34315,26409,8203,-347137,-58240,-20304,-10236,-10676,-23584,-24909,-6771,-508555,-67738,-17434,-11790,2276,-14790,-20896,-237,difficult
478569,83980,11662,12705,13235,18548,19078,8163,89089,-6364,-2177,-3819,-4507,29149,-9945,9482,-55734,-17462,-5347,-7516,-8217,-11727,-17010,-5729,easy
98475,21222,8639,8940,13116,18214,12606,4167,-56584,4894,4515,-2631,-5007,33168,-422,5451,132935,-13678,5844,-3190,-996,-14910,-11243,-2508,difficult
249771,24988,4918,8413,7315,6621,6655,4386,-228926,-600,3467,65996,7116,23411,-103,2118,-244478,-16609,1022,54249,3825,11625,1491,-1477,easy
125226,12648,7543,2643,3865,6652,7375,1538,664117,46250,1770,12286,13108,1073,1367,5532,473267,22713,1409,8841,22067,16603,6520,3592,difficult
257355,49353,7604,11581,18266,26676,10084,7523,-222304,420,18943,-711,662,17767,3357,4729,-244710,-33755,3080,-3561,-3654,-11084,1034,-30,easy
21507,38988,9139,1584,5381,22512,5367,8660,242729,122526,25126,10897,29315,-2040,8766,-3520,-14505,-33662,883,3911,1838,-13155,1367,-5880,difficult
