delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
601390,176554,73099,42980,19652,10582,10639,6009,1253279,-130311,-68250,-17961,3757,3873,-926,-3464,-549595,-168049,-72237,-41644,-18085,-9915,-10071,-5588,easy
442924,155640,33166,17671,10927,6978,5286,2746,601056,342840,38224,4205,31169,8768,1771,5961,-143533,-50530,8714,35782,-1382,12869,-301,-126,difficult
388030,89739,23068,15305,15976,7800,12690,9013,-299182,-12177,-12391,-2626,-7682,-4224,-9573,-6214,-378911,-70051,15424,-6554,-2022,6365,19258,-4795,easy
242917,87610,10043,9826,12534,7763,5932,4599,-72899,32830,15210,-4866,-9095,1480,3590,1654,795164,6023,-677,3910,5596,13504,20272,17468,difficult
823781,63529,10062,8689,13313,8259,9857,4867,-80745,-53983,15285,1950,-10970,3684,2354,-263,-252459,-20822,283,4309,-7066,-822,-5053,2059,easy
286020,48708,17233,17304,13336,8062,4405,6615,-72448,17644,-14565,-8416,7595,4292,-248,-3368,661596,36221,12122,-10264,-1319,50,2869,7424,difficult
203834,35615,6690,19045,6138,10081,4281,5155,-145974,-21873,1439,-14468,-1930,-7747,-1943,-4317,623713,81938,1477,10611,3595,-7222,-2578,-2865,easy
140355,20385,5410,13287,10694,9694,5954,4069,-134650,-15457,-3442,-7130,-9216,-7860,-3513,-2329,269239,-6560,588,-10569,-8207,-6420,-4244,-2640,difficult
395381,209307,17235,14064,31978,10587,8500,3537,242421,-82479,24199,9162,-13917,20060,4865,2630,943822,-78610,36623,26216,8888,7426,8366,4232,easy
436637,61209,20818,9581,18505,18084,16648,5666,379508,-2677,-9662,2196,-10597,-5246,-10576,1135,-250573,70551,188,10683,-9113,-8076,-4704,3247,difficult
949660,202899,41211,37421,19558,19727,18791,10931,-409201,-63326,8044,-22376,-11435,-9163,-9922,2641,-119159,-113208,-658,41030,-9662,2143,-9960,5132,easy
431719,72309,6591,8524,5533,2499,2923,1425,-146983,-54451,1781,-4791,-653,121,2231,2081,192438,-26991,1858,-621,-580,3103,5499,1251,difficult
1249173,194882,60241,47459,16447,11206,7410,5929,707477,185890,89419,-13340,7702,2740,9617,-1707,-1180425,-150518,-57892,-41141,-11011,-8205,-5587,-4710,easy
79456,38952,10976,2992,4265,4619,3405,1368,32147,-22425,-4445,-1766,-3565,-2256,-1778,80,1807328,63244,16702,21455,7139,6061,2917,5590,difficult
603642,85565,28023,14169,21561,10665,14171,2001,-124241,-18961,-8569,4959,-15670,-3446,-8783,-571,1045115,52627,68284,86588,17638,10223,-860,2370,easy
662004,95322,40822,41483,49265,19999,12673,11143,-476421,80684,-10848,-20071,-36663,-14308,-6149,-5852,-596445,-68482,-36527,-32713,-44971,-11728,-8822,-8407,difficult
780749,188933,44033,40998,7099,15535,21869,19254,-602444,-178422,-42966,-35086,-5830,-12733,-19094,-17563,-726543,-151589,-28194,-33410,263,-8521,-19039,-16396,easy
602113,72106,16343,6167,7731,9181,4182,2227,-306844,34348,37484,6410,4954,2663,647,5514,-355105,-29073,-9382,-279,-4191,-7936,-2571,-1262,difficult
366903,97534,14982,19871,7534,10132,7662,6848,-216817,-78719,-2036,-16365,-6251,-9761,-6962,-6448,1404913,62220,-11035,-6190,4116,-4396,-5106,-4714,easy
275409,40497,14451,4059,6763,3027,1734,1772,-148962,-15777,-11049,-1228,-3739,-1244,-328,-555,-268591,-20756,-1060,3272,1533,1847,3338,2180,difficult
771475,407265,67235,40646,20090,14888,4993,2846,472257,15546,222571,59513,44032,25030,16206,13765,-715226,-380984,-61526,-36840,-18701,-13331,-4657,-2718,easy
812618,114289,28107,23581,19051,17168,24906,20385,-539977,-80463,-21627,-12178,-13403,-3969,-16843,-15093,-702253,-82086,-18781,-20374,-16126,-14005,-23155,-19174,difficult
1257297,165900,39432,20342,28797,24384,8426,10070,-1111379,-126912,-31001,-14327,-23094,-19394,-5401,-8009,-1050036,-124780,-32631,-16004,-25989,-22006,-7352,-8816,easy
842223,35092,33019,32487,6954,10039,7827,7907,-752119,-14336,-27466,-28062,-5216,-6536,-6083,-5685,-768537,14898,-25286,-29852,-4071,-5515,-6182,-7453,difficult
1014411,147015,17298,31758,16235,12006,6265,13776,-44562,119345,62492,-25977,-6614,-3427,1117,-7827,-554371,-66181,-14669,-28689,-15582,-8228,-5041,-13040,easy
160593,29906,11077,10956,5383,4295,4156,2901,-94400,-76,19974,22600,11715,1427,2711,862,-127876,-17138,-2893,295,9723,2558,74,7579,difficult
45148,52399,8812,5018,3462,3939,2320,2324,-14179,-30830,-5945,4272,11089,6532,3664,3761,519877,23013,34692,31177,11382,950,1362,-401,easy
56694,29633,13270,9039,3885,7352,4451,3352,32858,13944,-11638,-2495,14406,1286,-731,-27,-29167,3650,-2550,1667,373,8081,-358,889,difficult
470048,119137,19019,22318,15822,16477,9777,8845,955276,1432561,207934,65812,31151,92290,86243,44873,-132278,-118290,-18236,-20363,-14990,-15982,-9546,-8556,easy
880268,90763,30899,33243,19023,21210,7003,6824,-787452,-86066,-29165,-31275,-18122,-19431,-5728,-6153,-677946,-30468,-21453,-25382,-15409,-15517,75,-3877,difficult
74094,29650,7634,4601,5402,6835,4258,3275,88791,33276,2433,-936,-2377,-1879,-3308,-2572,29264,3262,407,-2053,-2389,-5711,-3125,-2774,easy
936262,65452,9596,8990,13065,6047,11194,5411,-780165,45843,13926,-3218,1593,-1627,-8317,-1347,-870230,-37046,-7727,-3110,-7364,-2458,-9497,-3057,difficult
227758,49426,16864,17366,7800,9826,4839,3789,258772,-28087,-9328,-8210,3336,2485,2205,8026,-132023,5482,-6152,-9876,-5682,-7814,-3058,-1944,easy
102678,82565,18149,15453,16033,9182,3491,3094,-86558,64693,22799,15970,-1684,-464,4192,1397,-64818,-221,43072,9809,-2070,3551,3720,-91,difficult
