delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
284039,96773,12188,18856,4816,6043,3694,3954,1075212,103958,15177,10322,44897,57375,19735,2315,1459196,84149,4195,-4733,5146,11420,12175,-419,easy
964441,85690,53690,64764,22582,29540,46953,24513,-943549,-51904,-39559,-61461,-6438,17656,17479,2165,-943549,-51904,-39559,-61461,-6438,17656,17479,2165,difficult
414190,42821,20815,6560,9983,6889,10810,3762,3335177,405818,60580,15082,51105,20073,661,1346,295195,649041,20881,18400,-295,2925,1255,-1604,easy
678701,415145,31449,53765,29122,24331,19166,11752,-602956,-394332,-15677,-52542,-26026,-23454,-15837,-9270,-292392,-391430,-24155,-50076,-25920,-21739,-16475,-11098,difficult
778004,122346,28882,40255,19872,17083,15124,4769,278190,-71594,-8909,-26344,-12736,-8010,-449,5404,1276906,-1780,57397,-27923,-7049,2518,3751,-1724,easy
592245,92759,8442,16669,15497,25320,53736,11277,-458324,-74594,2427,-13497,-13992,-17442,-45677,-7491,-341626,-85938,-5912,-11212,-11041,-19939,-47195,-7969,difficult
151714,24143,27553,12202,13815,10125,6306,2671,571295,151193,3196,-6903,6480,6055,7369,2049,-65623,13192,-16308,-9744,-8111,-6037,-1967,-1684,easy
1133282,437279,28535,20864,17520,25315,28867,18804,-460589,-374802,-11844,-17978,-13509,-19144,-8317,-15197,842675,-263931,6547,32651,-583,17886,103,-6022,difficult
725318,99170,8319,11447,12725,16444,24183,11078,-541405,-64026,-7232,-3043,-5827,-3244,-3438,-4839,-633973,-86987,-4703,-8935,-11602,-10087,-14017,-9433,easy
629675,536646,29841,28304,18915,43099,17777,19304,-152291,-488652,-22514,-15085,-3856,7595,-6499,-884,297713,-388043,-2615,-14403,5099,5214,13551,5602,difficult
555580,133253,23817,19242,18791,14203,24203,7473,-470805,-123226,-16753,-13235,-13080,-6043,8622,3788,-322722,-84356,-14783,-8705,-16042,3158,-9568,-2822,easy
1102761,157583,29915,40000,18675,39212,32447,14389,-837581,-149847,-29689,-38753,-16415,-36710,-28097,-13594,-886403,-92867,-18812,-30957,-15197,-33512,-7176,-9130,difficult
226311,48316,13465,8086,12255,10729,15119,6314,-201073,-41790,-12855,-6104,-7241,-8060,-5767,-5395,102886,-32744,-6954,-749,-836,2392,32607,-2475,easy
65256,50596,8599,5626,8746,25547,6351,7751,177989,-3236,3726,1118,-6179,-23689,-5532,-7160,2276882,317913,18558,-2479,12728,6473,8678,13913,difficult
187169,32646,14320,7470,9174,5986,5853,1593,-108591,21768,-6154,382,-1510,9688,3278,4985,272769,66791,7178,1587,-3609,10333,11557,4046,easy
325572,34920,45478,19747,12094,5602,8322,4604,814747,5329,-13094,-4810,6578,-600,-4699,3076,2210459,415720,136288,43241,9021,27135,29682,6363,difficult
884064,112878,43423,7543,8722,7119,9551,3590,-797141,-97372,-36428,-5777,-6574,-5834,-8168,-3200,-618682,-92289,-40643,-5165,-4523,5775,-4844,31,easy
212453,28684,32220,8404,4130,3196,2421,2468,205823,-6801,-27703,-6843,-1348,-373,386,-1299,-199393,-23656,-30266,-1973,5438,9731,5281,1809,difficult
612443,105857,32634,8062,6458,5940,9166,2646,1146159,170731,326,73855,34185,109580,51477,10023,-417160,-93010,-31335,-7201,-5467,-5171,-8340,-2280,easy
