delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
366625,28355,18930,5950,6021,11311,6569,9156,1080855,29713,16102,57109,1448,27555,34957,610,-182288,26316,-9591,-1428,-4474,-2701,-2379,-3487,easy
783122,198129,25936,19180,26083,58420,28670,23150,-19801,-50611,-9517,21349,-3043,-28142,-6708,-2032,-271977,-131672,591,7530,-17796,-50203,-25684,-17867,difficult
777741,648665,73252,42302,32824,60363,35857,37886,-597845,-594771,-64689,-33799,-7943,-36122,-15514,-17497,239669,-455925,12776,-30958,-24275,-13425,-22280,-29221,easy
717752,170851,28342,32070,23094,27907,30914,14144,2203339,150444,29195,25187,20278,65848,56223,23096,20504,-121301,-28007,-17348,-6785,-11210,-12673,-7713,difficult
645846,86211,32343,11447,8397,17629,9530,3569,-627744,-65526,-24271,250,5893,29192,13561,21141,2366395,-24018,19428,51071,36418,57994,27543,23190,easy
896403,107211,62605,42015,23275,28384,20383,8657,-828251,38698,-53921,-39325,-16939,-23601,-17108,-6029,2347280,532007,186479,-23977,30505,60747,7898,-3364,difficult
263970,154775,5587,5996,14161,52667,12965,12994,1096604,137666,42678,7516,17337,17043,33139,57338,1414986,-31213,40807,7719,14103,-1844,26571,11031,easy
1300727,98921,15212,37537,23969,33675,23404,24746,-1293568,-89491,-9437,-26527,-11418,-8739,-1401,-9502,-1295418,-86803,-4061,-32431,-13765,15155,-12515,-12312,difficult
1092883,280846,27229,20132,13864,34222,47738,13216,488213,-112965,35074,14485,28296,8993,-9629,-864,-1084388,-275346,-15376,-11765,38438,-3223,4471,12156,easy
1482450,110466,21989,19502,6530,37598,20802,15066,-1411435,-93894,-11908,-5941,26895,-3101,20268,4029,-1371113,-100228,-11333,-12687,-4926,-30769,-18359,-14093,difficult
363823,47162,21724,11306,6884,29120,21418,8387,132237,67167,-10296,-8352,-1491,-21902,-17388,-3565,154011,29137,56737,17977,15031,18635,13150,-3238,easy
1386689,202459,62635,70056,34981,42759,25072,29600,-1135118,-183322,-57880,-55516,-28333,-33594,-12333,-26764,-1320535,-180841,-60018,-64816,-29804,-31710,-19075,-26174,difficult
