delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
726843,65446,5453,15353,11072,6862,-388057,25694,13327,-7746,-9112,-4772,-433652,-33279,23335,9890,-6628,-2340,-294763,31024,16741,-5067,-4226,-1642,-717821,-62790,-839,-10736,-9979,-1575,-525619,-44978,-3024,-10322,-8029,-3627,-45595,138889,-423058,192202,-58973,64303,-93814,17812,10008,-6594,-17580,-2185,17636,-14957,-5669,414,2484,2402,-5753,1950,2432,698,67,-2052,easy
1053756,137609,193493,72428,64750,39281,-947936,-88545,-132445,-63834,-58406,-33570,96231,-116836,-181114,-67921,-57356,-37017,-526082,298953,-136240,-51090,-12296,-19659,-1021467,-87842,-172688,-68680,-61438,-34786,-895061,-62216,-187702,-71090,-60689,-34852,1044167,-622313,-495385,126406,-28291,415789,-386795,25626,-48669,44874,-36448,-15014,-4087,16831,-17590,-2410,1050,45060,-49142,749,-3447,17358,-15127,-66,difficult
569862,145379,25990,19672,15963,12632,-494460,-119778,-25256,-16209,-12387,-8977,-508996,-121638,-22406,-10884,-12315,-6746,127313,259088,89068,10170,406,17446,-511602,-117372,-24918,-10246,-10375,-5759,-246946,-95809,9364,-12805,-8339,-5222,-14536,636309,-638915,264656,-1860,380726,-376460,21563,2850,111474,-113986,34282,5325,21054,-20416,-2559,72,12721,-10781,2036,2231,24192,-23205,537,easy
1050996,223135,117977,130581,45403,21364,311869,-1500,-86742,-108920,-34302,-13778,-829054,-142473,-102782,-113713,-42130,-16172,230877,-144592,-34929,-104655,-19842,-14969,-775174,-169679,-116826,-124718,-41874,-14719,-970344,-189959,-109116,-125700,-44321,-18576,-1140923,1059931,-1006051,-195170,-140973,-2119,-25087,-20280,-16040,67853,-81897,7710,-4793,9058,-20063,-982,-7828,22288,-22032,-2447,-2394,1203,250,-3857,difficult
694714,167714,7335,24494,13199,18519,-491533,-38469,11565,-9834,3394,-15339,-541904,-146195,-2932,-22623,-10737,-10765,482713,-78153,11880,-21834,-7890,-4115,-25759,-137345,3106,-17488,-10160,-16037,-678913,-150419,682,-8528,-3239,-452,-50371,1024617,-508472,-653154,-107726,68042,-59192,-13074,-14497,14812,-8774,-2424,-12789,789,4346,8960,-14131,2847,-2270,6921,4574,6650,-11922,15585,easy
596897,43626,17490,14664,9333,13875,884233,53465,-4802,-4524,-4336,-7766,-407376,-16045,-14967,-11416,-8157,-12897,300289,18424,-15592,-4970,-3384,-9160,1171076,48486,9744,691,-3574,-2879,-534273,-25415,-14651,-13275,-8541,-13165,-1291609,707665,870787,-1705349,-69510,34469,30062,-73901,-10165,-625,25336,-24395,-6892,6446,5661,-13966,-3821,4773,-190,-4967,-5131,3737,6281,-10286,difficult
840679,58200,48484,10577,4113,4364,-700807,70293,-41423,47,1311,13484,-206610,11578,-47036,-4556,-903,4616,-718975,41016,-36558,3410,6226,37558,-104290,94488,-12469,13959,8181,12074,-796091,-36003,-47018,-9667,-2618,-3369,494197,-512365,614685,-691801,-58715,29438,53472,-130491,-5613,10478,24089,-34549,-4603,7966,10549,-23626,-2214,7129,1955,-10799,-8868,32942,-25484,-15443,easy
796919,166793,37670,9747,7602,9302,2267660,721,21093,10730,13180,3345,-774455,-105924,-32076,-1725,-2191,-3570,-209010,71953,-3085,7188,9114,13951,-764731,-152461,-35640,-5825,-5244,-7803,-266611,308569,360781,128026,46078,60696,-3042115,565445,-555721,498120,-106645,177877,-224414,461030,-53169,28991,-32555,396421,-12455,8913,-13013,133851,-15371,11305,-14358,51322,-6915,17521,-21754,68499,difficult
294770,151461,38772,21464,10247,15902,-211433,-148752,-38649,-21228,-9279,-13199,-280770,-135141,-36922,-13529,1776,-7244,-206083,-135743,-38135,-20780,-7080,-11408,-288537,-146511,-35671,-17580,-3196,-3066,-206430,-144416,-38062,-19910,-9608,-14883,-69337,74687,-82454,82107,13611,-602,-10768,2095,1727,-1213,2464,-2391,7699,-7251,3200,-2330,11055,-8856,3884,-6412,5955,-4164,8342,-11817,easy
569293,267849,30774,28516,17548,14677,879495,-54901,-11972,-9988,-10830,-6033,-273218,-209066,-18867,-21563,-13779,-9565,-478968,-207374,-14924,-21544,-13295,-7896,-480252,-259705,-25209,-25206,-15790,-12953,-407339,-250625,-24087,-27851,-13480,-12271,-1152713,-205750,-1284,72913,-154165,1692,-52331,9080,-6895,3943,-10285,1122,-11575,19,-3662,-2645,-2949,484,-2495,2310,-3532,1669,-5057,682,difficult
743188,242577,123113,48240,19556,23496,29012,-34974,-103401,-39107,-7531,-18213,308577,58517,-50368,-28702,11475,510,-719653,-216202,-105650,-32332,3712,-9586,154082,-45212,10682,-7579,41230,-768,-513385,-216355,-112784,-44300,-13595,-17837,279565,-1028230,873735,-667467,93491,-274719,170990,-171143,53033,-55282,116332,-123466,10405,-3630,24753,-36721,19006,-7763,37518,-54825,18723,-10096,8818,-17069,easy
1006823,155642,17698,21127,17978,19320,-295180,-37906,22464,-3821,-3109,-4275,83465,64409,-7253,-5057,-8810,-10354,-1488,160735,20636,-12764,-829,-6673,1568692,-73996,142318,-1580,23568,20598,-948071,-135962,8448,-15203,-16821,-16653,378645,-84953,1570180,-2516763,102315,96326,-234731,-61966,-29717,27889,121682,-133870,-1236,-7707,11184,-13623,-5701,7981,24397,-40389,-6079,3681,27271,-37251,difficult
851104,40627,10026,7453,13861,11021,-798171,-370,-5076,-5762,-13306,-9968,779615,8952,21029,53195,-1448,36314,-724209,-16833,-2182,-4644,-9512,-8705,183200,12214,-4023,-4452,-9375,-8212,-796766,3385,1190,-6498,-10352,-6684,1577786,-1503824,907409,-979966,9322,-25785,29047,-8829,26105,-23211,-1841,5213,58957,-57839,192,-2046,11858,-8064,137,-977,46282,-45019,493,1528,easy
549511,124551,34428,40636,17034,19179,-358049,-86181,-24028,-39847,-13140,-17707,-454164,-105434,-32204,-38839,-13980,-15071,-449035,-115960,-34161,-39705,-15817,-16954,3534,297801,51438,-21191,17637,-1271,418033,44336,14557,-24711,75254,7181,-96115,5129,452569,414499,-19253,-10526,413761,-253465,-8176,-1957,85599,-36881,1008,-866,18514,-3520,-840,-1837,33454,57617,2636,-1883,15683,8452,difficult
611580,121925,11674,20165,9760,4378,-419189,-32565,-4541,-14584,-6212,-760,-600493,-114174,-7583,-17510,-9103,-3806,-402630,-81608,3604,-13893,-7152,-37,-522336,-113355,-9107,-18072,-8226,-3444,-564074,-98025,-3173,-17252,-5919,-1727,-181304,197863,-119706,-41738,-81609,32566,-31747,15330,-3042,11187,-12711,5934,-2926,3617,-4179,820,-2891,1951,-1074,2307,-3046,3769,-3407,1717,easy
859480,50328,18084,18964,16156,20695,-538867,-6476,-6236,-14962,-11762,-16478,-850917,-41582,-13111,-11673,-8925,-3906,-395930,36287,35564,-6293,-9887,-13718,-839236,-38814,-14341,-14306,-14697,-16856,-432524,20392,-6078,-10632,-9099,1143,-312050,454987,-443306,406712,-35106,77869,-75101,59206,-6875,48675,-49905,8263,3289,5380,-8013,3674,2837,-962,-4810,5598,12572,-9812,-3138,17999,difficult
201673,51092,6748,3651,6635,6981,-186166,-45730,-632,-1097,-2905,-3024,-30929,26003,-3345,-509,-6176,-5975,-175760,-33724,-4464,-644,-4057,-3473,114578,-924,3831,2675,-1665,1119,-187580,-36264,-2667,-1111,-2330,7203,155237,-144831,290338,-302158,71733,-59727,32800,-35340,-2713,-1119,8295,-6498,588,-135,3319,-3786,-3271,2119,2392,-665,-2951,2502,4592,6084,easy
136679,91170,11093,5166,5225,6254,-50279,69727,24205,456,2529,718,138814,-45908,-3245,-1486,-1983,-3059,215010,-73011,-8478,-3647,-3547,-2731,46832,57240,13372,6253,12035,18282,242328,-63407,-6213,1924,5709,4259,189093,76196,-168178,195496,-115635,-27103,130251,-120647,-27450,-5233,21850,-19585,-1942,-2161,9900,-4329,-4512,-1564,15582,-6326,-3777,328,21013,-14023,difficult
