delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
564718,83597,54716,13188,8986,16773,8654,6916,226770,21686,-46116,67735,-669,5501,7075,-87,39673,6105,-33482,4409,9695,8732,11338,5654,850713,-19904,4921,14573,14144,2197,10073,16136,-474662,-47359,-14140,3850,-451,-10010,-4744,-3503,-187097,811040,-1325375,-15581,-26009,-27455,12634,38403,-19061,-63326,10164,-10723,10364,4449,-14595,3231,-6535,-12207,4263,-1265,-14817,5741,10482,-19639,easy
1014466,134687,53887,16988,24774,12244,24212,10006,-856616,94892,-10787,9971,-4341,19423,-1509,24197,-480739,109832,-20221,1120,7276,25612,-5909,9235,-737530,14627,72856,21608,14975,11279,-12248,5243,-1000133,-73587,4358,22497,7263,14445,-13259,-5300,375877,-256791,-262603,14940,-95205,-88214,-9434,93077,-68498,-8851,20488,889,11617,7699,-7712,6189,-14333,3166,-4400,-6339,-1011,-14962,-3992,-10543,difficult
1374613,69613,12792,21867,7649,7256,6947,5641,-697606,35607,-11381,-11503,10700,8838,6775,16520,-1066731,122432,60936,46322,12276,17732,13293,7217,-1032896,20972,33128,-17273,-2512,-303,4857,7576,-1321512,-63176,-11829,-19134,-4701,-4626,-5246,-3897,-369125,33835,-288616,86825,-101460,-84148,72317,-27808,-44957,57825,-63595,-1861,1576,-14788,-2189,8894,-18035,-4323,6518,-8436,-10103,-9303,359,-11473,easy
97401,32913,14209,21921,10941,5835,10459,7822,-79949,-28287,37605,-8119,7582,18397,16001,3138,446054,29726,-8602,-9223,16966,28129,9936,9342,-43925,-3454,9383,20603,-1899,13201,-57,7499,51849,-22515,-9020,-16252,-4534,-656,-7024,-5731,526003,-489979,95774,58013,-33180,-19061,-46207,17985,-18403,-1104,29826,-36855,9384,-18865,-2635,9732,-14928,-13857,-6065,-9993,-6967,6204,-1843,-13230,difficult
1143853,122181,55837,35092,12341,12908,24970,14396,-910715,-81987,-41090,-26893,-7161,-802,-20240,-12179,-1124885,-108991,-42998,-31817,16364,8435,-12201,1287,103856,-66295,-37814,-14647,30271,3748,-5296,2659,-1123300,-108686,-38650,-22012,20868,1643,-18026,-9147,-214170,1228741,-1227156,-27004,42696,-42391,-1908,5184,-836,-4924,17170,-7365,23525,13907,-9403,9237,-4687,-2105,8039,6905,-12730,13466,1372,-11806,easy
374276,87796,7365,9291,7904,5074,5668,3882,2127734,123337,13785,23750,25084,17177,21248,35315,6665,52644,92168,5801,18975,36505,19133,15985,-347649,-44230,7343,9196,17201,3184,18192,14244,427587,52570,24647,16626,18942,18657,17512,17597,-2121069,-354314,775236,-70693,-96874,96800,78383,-84825,17304,-17949,3395,7430,-6109,-1774,1741,19328,-33321,15473,-2115,-941,-680,-19330,-1741,3353,difficult
1220555,103060,19256,18481,20524,17788,11582,11115,-839077,-30770,-7344,-3744,-2550,-9534,3854,-3185,-486701,-79773,-1715,-6562,-9001,-8018,-5683,-6286,-1037196,-86338,-6726,-17289,-16615,-14513,-5543,-10186,-1111436,-90047,-9871,-8985,-18669,-11060,-797,-9302,352376,-550495,-74240,-49003,-6565,-3709,5629,-5011,-3145,-2818,-10727,8304,-6451,-7614,-2054,1516,-6495,3453,-9537,140,4746,-3101,-3900,884,easy
296947,66802,16971,21699,7150,8317,10864,4012,9673,-33713,-16573,-19650,-3103,-2912,-3092,-1243,-254223,-47109,-14691,-18647,-3227,-3790,-7976,-2103,-263692,-54454,3057,-1857,18201,14273,4383,14257,-198485,-40626,-12840,-13834,-1255,-2868,-8637,-1640,-263896,-9469,65207,-13396,-7345,13828,1882,17748,-15897,1003,16790,-11977,-124,21428,-19456,-878,18063,-17141,-4884,12359,-13020,-860,16360,-15897,difficult
739170,164117,73062,39548,72437,61135,24546,21350,68311,344054,2887,83756,41077,15035,-4595,-8303,-169188,-72959,-56653,-15889,-44279,-38657,-7560,-14002,-648350,-127025,-65311,-24639,-60586,-47640,-18217,-15952,-572782,-123520,-56228,-25475,-44500,-43011,-16196,-16047,-237499,-479162,75568,-417013,-54066,3505,-59540,-8658,9083,-99645,-8750,-836,-85356,-16307,16086,-53692,-8983,4629,-2965,-10657,2021,-5699,-1950,-95,easy
295656,49292,7648,2501,7714,6907,5700,3586,-90698,7330,17638,19805,2965,-2196,3901,5883,441357,35447,47085,11727,12548,25176,20940,25784,-173292,-34609,-3542,7612,-1835,-194,-1202,4021,170943,9944,-3613,25855,5203,40043,13855,13002,532055,-614649,344235,28117,-70056,44553,29447,-50627,-71,-8078,-4115,18243,9583,-14383,7038,27372,-25370,40237,17039,-22142,15057,19901,-21763,8981,difficult
