delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
245245,94364,9703,9758,6814,6885,-219911,-81782,-8846,-7573,-4741,-6178,1633809,-19118,31303,13090,-1164,798,-160181,-47937,14358,9576,3639,-1452,1853720,-1793990,62664,-28819,40149,-16945,20663,-3514,3577,4803,6976,-2250,easy
684177,384648,137270,90875,61468,69878,1260186,1485780,1716972,854623,303380,109408,362063,54214,-109789,-48293,-15051,-53781,1600312,-210837,34717,-30341,-29524,-55307,-898123,1238249,-1431566,-265051,-1826761,144506,-902916,17952,-318431,-14473,-163189,-1526,difficult
646165,105602,73378,52989,62081,13679,26702,-52667,-22494,-46454,-55891,-8386,-100751,-83998,-34410,-5202,-47447,-5320,-578846,-73470,-65024,-48751,-60822,-11277,-127453,-478095,-31331,10528,-11916,-30614,41252,-43549,8444,-13375,3066,-5957,easy
643848,61573,18251,27302,10636,13173,-561000,-22588,24283,-19400,-5657,-6489,537061,-27201,-13658,-10863,-4312,-10087,108864,-17171,-15078,-11215,-1675,-9647,1098061,-428197,-4613,10030,-37941,-1420,8537,-352,1345,2637,-3598,440,difficult
1359152,265216,24833,47066,20887,14538,-808555,-188178,18136,-9399,-17526,-10173,-1016341,-156663,72930,-29850,44767,-908,-1337260,-256532,-19082,-44231,-18163,-12540,-207786,-320919,31515,-99869,54794,-92012,-20451,-14381,62293,-62930,9265,-11632,easy
1056578,189440,61434,37870,25721,19498,-527131,-166235,-49107,-34277,-17452,-17543,673128,-97469,-7371,-26226,-9812,3931,-377604,-92052,1531,-29216,-16796,-9101,1200259,-1050732,68766,5417,41736,8902,8051,-2990,7640,-6984,21474,-13032,difficult
1123926,190294,38397,37639,30535,24174,-67741,-132516,-1750,-21656,-22688,-19401,-290920,149336,-18323,-32216,-26130,-2627,-372310,253305,32804,-23252,-11635,-5597,-223179,-81390,281852,103969,-16573,51127,-10560,8964,-3442,14495,16774,-2970,easy
921349,274865,77655,29896,32669,17341,-257297,-179668,-67260,-26831,-28938,-12346,-315480,-65273,-17622,-17539,-23658,112,-232417,607614,-42412,-495,65765,10368,-58183,83063,114395,672887,49638,-24790,9292,17044,5280,89423,12458,10256,difficult
120396,47825,11737,9101,3893,2236,914127,-13753,-2322,-6389,-495,610,894980,98581,12341,6650,9627,13288,-97975,-11519,1305,2624,-709,1150,-19147,-992955,112334,-110100,14663,-11036,13039,-4026,10122,-10336,12678,-12138,easy
792590,494021,151211,45373,44596,32243,130120,-318274,-29591,-2588,-36446,-10442,-654750,-462035,-126302,-40140,-34480,-30884,1200101,310559,-86208,-7007,-15829,-12215,-784870,1854851,-143761,772594,-96711,40094,-37552,33133,1966,18651,-20442,18669,difficult
776579,169747,88646,51991,29504,15524,-567781,-29644,-69754,-38592,-20713,-10749,1646225,588931,-77066,-38562,-2892,2292,-613676,-153692,-80891,-49303,-25420,-14120,2214006,-2259901,618575,-742623,-7312,-3825,30,-10741,17821,-22528,13041,-16412,easy
891013,50459,16226,7993,6339,5705,-834620,-14469,-14552,-7675,-2429,-3799,-554565,53464,-4444,-115,-377,1062,-602120,3549,-7872,-4013,7648,-2204,280055,-47555,67933,-49915,10108,-3428,7560,-3898,2052,8025,4861,-3266,difficult
968942,101041,21205,21306,20918,11972,-829285,-73964,-14653,-17221,-19002,-11029,-960625,-39411,-9724,4813,-7168,-2728,-957749,-82819,-4364,-11756,-16466,-556,-131340,2876,34553,-43408,4929,5360,22034,-16569,11834,-9298,8301,2172,easy
150367,342866,16385,11109,18976,8526,348294,-311801,24504,2001,-14124,-5220,63727,-332738,-14917,-7601,-17270,-6817,357733,-210392,32334,9968,-5251,-2114,-284567,294006,-20937,122346,-39421,47251,-9602,17569,-3146,12019,-1597,4703,difficult
893694,91152,57197,25073,18626,4231,-844466,-74869,-56626,-23938,-16518,-2084,-711991,-56814,-37458,-18000,-9287,3285,-730544,-59094,-52269,-19520,-17832,-2296,132475,-18553,18055,-2280,19168,-14811,5938,-1520,7231,-8545,5369,-5581,easy
1812683,151710,47176,39192,22369,16573,-1562666,-21802,-31453,-14190,-14172,-1321,-649738,268352,1107,17758,-13927,-1942,-1609864,-79673,-43222,-28539,-19920,-12777,912928,-960126,290154,-348025,32560,-44329,31948,-46297,245,-5993,-621,-10835,difficult
1415423,685900,49138,74276,61531,60197,-1275078,-461561,-36889,-68797,-54301,-48078,-1395864,-676953,-48596,-73336,-60032,-58132,-1268343,-627601,-43515,-64950,-54801,-58987,-120786,127521,-215392,49352,-11707,5081,-4539,8386,-5731,5231,-10054,-855,easy
