delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
1185359,199591,45101,76254,21343,34857,29485,23184,-3568,-70624,-24444,-59058,-12388,-18912,-5373,-3102,-502791,-101046,-30702,-60611,5142,-14778,-4024,-6963,-610174,-79396,-19136,-49718,-15459,-21777,-19525,-13913,526926,-103948,775,-67726,-15673,-19717,-14515,-13809,-290295,-125613,56234,-66337,-4902,-22440,-16606,-12435,easy
271860,117568,13354,8750,2498,6045,5128,4059,970315,63506,55662,35240,5801,7372,6534,1253,1160986,-47175,37947,2359,5863,10249,12144,4416,-40442,-96922,-9506,-4486,-1460,16,-1399,-2924,1450168,254842,36818,9324,31523,106727,34757,10609,524408,-70686,-3001,3179,19103,7320,7523,5332,difficult
642598,242123,20916,12396,5184,17785,15599,6817,191675,-10013,-16992,-408,5663,1213,62420,2451,-186773,-197564,-9601,6033,1904,-8289,-12973,-3582,129598,-154073,19273,-1249,3734,21100,-7314,-880,2644340,-100316,204540,158771,18336,29470,34864,47644,-81273,-139358,-7331,12953,10182,4378,-5152,572,easy
554924,150220,7737,13213,13476,18921,17913,9786,-81769,235985,21345,31565,-3289,-11396,-11567,-1513,-466031,-120381,-6245,-8908,-11666,-15731,-17320,-6710,248787,116550,15918,6853,-6951,28973,8994,2919,-167902,74792,46206,56964,45415,73536,181002,8504,-100462,-87191,-226,-7626,-6665,4892,-4503,1679,difficult
911299,670543,123343,50316,20394,26267,49504,24957,-102697,16445,55868,79106,41877,96010,61128,99602,-23264,-467337,-81049,-6376,1351,6860,-41013,-13469,310178,-482924,-113440,-37377,-7820,-2592,-42061,-17209,-199998,-564657,-107190,-47094,-1958,-13038,-40661,-17367,-51467,-542648,-118834,-17619,-14459,16585,-26070,-21419,easy
437417,68813,32126,12694,9658,6686,8629,6920,-393367,-51257,-20413,-11079,-5509,-336,1104,1986,-331608,-9719,-21357,-10497,-4585,9133,-362,-2396,1188354,65828,9435,46023,38911,30866,14784,10249,969242,104998,-10637,-2860,-776,12250,12530,26711,-340034,5646,-24780,-801,-7012,2557,-1565,882,difficult
542924,123093,30437,31585,21764,22905,18924,9000,2885242,238596,44930,64503,43436,32020,4084,8092,158034,145169,41518,17281,-2698,20201,-1968,1875,42636,269762,40459,124934,7610,10687,52612,21766,1911892,245437,13556,20008,111869,23373,43039,43244,-443157,-11170,-24227,-24695,-18248,-17428,-15185,-7445,easy
1317093,168840,15434,14948,20212,21563,12781,7602,226766,942630,155517,71851,87721,96663,81962,83898,1194358,1131293,52850,125407,31565,74416,56472,41330,47532,-35942,23789,7017,8887,-201,-7916,-1274,306508,-120348,20569,-6896,-6348,13164,4404,346,-813916,101131,2563,-8275,-6282,2889,9760,-829,difficult
553755,171803,27173,19395,23321,20871,20195,4651,708098,-123759,-4037,-7640,-6876,-74,-16069,550,1089198,345756,124360,84695,45561,103743,99443,17234,-96866,-154366,-24426,-14631,-18983,-15251,-13983,-208,469132,-136771,-15239,6736,-20554,-96,-9805,1668,803768,69099,73694,37543,12937,47012,-11625,11057,easy
796233,299514,44798,25670,64212,36423,23152,15345,485444,15359,-24150,24224,-57995,10040,-4669,-8694,-441264,-238206,-36529,-22330,-60984,-27154,-19109,-13790,-196537,-255760,-38680,-22096,-63580,-29201,-18251,-13420,-775772,-238825,-42532,-18618,-60552,-31544,-17757,-13983,420488,-263243,-14033,-19274,-56100,-18286,-21432,-13866,difficult
763488,131655,34693,16043,18972,17584,23253,8087,-636214,-110681,-25707,-8179,-7992,-14054,-20726,-5413,798164,-18817,31024,12084,45521,16423,42582,-361,1058166,48721,9130,32526,139604,90323,33235,25562,700138,941213,90076,51155,82290,32813,6840,23652,-208473,-33365,-5170,-4447,-11287,-895,-9436,-5193,easy
119892,29974,5368,2993,3920,2778,1689,1087,-27682,-27941,-368,-1112,4074,1908,2558,2822,-24390,-2238,562,1354,722,4901,3712,1700,300460,6199,14501,2808,6684,5030,3009,1656,114582,25581,4723,-2158,491,14174,2311,1328,682384,-14472,3257,18003,1983,1030,4020,703,difficult
681255,484681,62309,43962,35438,53396,30001,18663,1033362,-62459,-18791,3799,-12275,19001,-1881,-5367,-527169,-427182,-46550,-35663,-20925,-43690,-17800,-13684,1019144,-216802,-8424,114612,72152,24964,58038,-3817,389974,-50241,-58923,-22895,27481,-8637,-14615,18310,127156,-391862,-51599,-36561,-28545,-44768,-4287,-15303,easy
205203,30170,18698,6318,11161,16160,11269,12418,1525346,182356,27929,18024,10473,41711,21324,2059,182550,24295,-11833,-2690,-10323,-7526,2490,-7482,472893,87109,9850,-1619,-2169,-7285,-2822,-1260,-86842,59849,-17293,-1279,-8437,-8500,-6119,-4202,612045,78703,23901,5180,-7025,-1419,-1742,-3718,difficult
917763,397179,81753,37509,68980,63132,29178,40243,1144914,-213738,-17060,-27662,-19276,-7325,-4952,-26297,-125861,64797,-34678,-22763,38327,52421,51,-30347,-439089,-388588,-62880,-31488,-63588,-60207,-26922,-38053,-704543,-374072,-79687,-33191,-64635,-59570,-27298,-36749,971295,-262926,-51193,-1566,-61983,-45331,-10797,-26866,easy
1712742,538794,142553,30710,131700,79132,109925,47339,-1220942,-495791,-140191,-26956,-123666,-73630,-107642,-42830,-457442,1133003,-4950,64383,-57577,6409,-66827,-15560,-1442220,-424379,-101146,8922,-105086,-65600,-96296,-39613,-1054138,-452722,-138908,-21785,-126934,-72876,-106961,-44814,-1385621,-520245,-136338,-19904,-130239,-74608,-106814,-44847,difficult
1577111,249190,34924,14986,29851,29925,17884,27910,-203973,-136380,-4531,2507,-20441,-19391,-8754,-21049,-1470745,-169376,-28059,6899,-25230,-7843,1676,-20564,-1433034,-209956,-27358,-10736,-23419,-15845,-4377,-23268,-1100958,-156055,-6629,-3247,-9645,-11620,-6560,-19901,-907081,-179529,-27451,-12116,-27289,-27747,-15272,-26381,easy
1522051,167733,25444,14682,14704,19154,17169,7949,-1230161,-155357,-14058,-13068,-11959,-14660,-11859,-3054,-1134005,647164,90840,49704,76871,46210,35278,19961,-209315,55229,-11687,27462,13986,41979,10268,62367,-1233914,-107266,-19830,-8922,4298,-4679,-7965,-266,691350,496472,175746,53479,21831,26259,45275,7716,difficult
993485,158970,21363,18823,21023,25647,17828,8632,-663,-24181,-13694,535,-13244,-15279,8986,-3934,979021,-10134,9970,-300,-531,2390,-9137,-3081,-97914,-106243,-13897,-9153,-17911,-20611,-14275,-7152,-593226,-87559,-8321,-4211,-7190,-7219,-9606,-3436,-433701,1704073,74073,93525,36339,88398,30587,71344,easy
769926,61582,18995,22091,24361,13243,17305,8282,1049813,63753,24658,49782,13801,48433,68396,26783,-302111,18081,-8247,-16594,-22785,4656,-4786,-3024,-210654,-6136,-15440,-5918,-18211,19032,2849,-155,291726,273811,74054,80245,7459,35674,44248,2123,219157,20283,547,-14294,-20330,-9623,-15733,-4663,difficult
374666,69474,7345,19271,16952,23043,17122,10106,1257484,152172,667,-14015,-3127,4943,-11783,-1636,-27869,98330,32669,-9908,16394,2354,3212,-3137,479067,101153,56605,-6895,-14050,44868,34831,-3201,818833,680298,157763,216332,30983,61280,110073,44295,556297,-3760,4550,13566,14362,164,39430,-3577,easy
299475,144724,102365,70289,17175,21424,35446,26803,156035,-104821,-71343,-62469,-13005,-18857,-33141,-22730,483079,-119208,-98711,-57001,-11220,-16318,-27929,-25724,752404,-3603,-66969,-61196,3382,72262,-18586,5245,543393,-101459,-52740,-42834,-12274,-10625,-25369,-21637,7693,-63859,-67269,-5935,-14298,-10434,-19048,-16218,difficult
617988,128309,42195,24317,23800,17720,24525,7509,23369,25559,-13460,680,103,19828,-6793,1458,-589760,-81320,-35049,-14367,-22014,-9963,-23528,-4982,422652,71446,-36591,2181,-14166,3593,4567,-1638,-385673,44771,-12104,14727,53924,-747,7068,8064,-499271,-106521,-40931,-15143,-1664,-13299,-20247,-4775,easy
843980,393396,42242,46470,21855,34270,35155,17204,1386155,-123328,8515,-32445,9249,-13310,35556,8703,-796553,-103007,-32323,-35498,-18432,-23246,-28398,-14851,1285431,136498,21320,73664,5358,4093,19951,-2701,-488250,-282640,-32348,-38944,-2134,-28603,-11815,-10482,-803797,-378861,-35269,-42650,-19069,-30766,-31778,-15204,difficult
822910,196599,23130,22336,36715,28945,28259,22906,-465753,-16169,-3729,521,-13904,-170,505,-1174,-728143,-138298,-11667,-18156,-31721,-22679,-23543,-20901,-616186,-133239,-18274,-18125,-29216,-25079,-26875,-14479,-179645,-174126,17387,-7181,-12924,-8243,-12581,-11777,11945,-166499,24302,2170,-21829,-16441,-21751,-17324,easy
1027717,64024,8955,12144,5952,11237,10807,10083,548403,65929,28662,52310,8059,3394,2019,-975,-845213,-21596,-282,-10795,-3960,-8751,-4848,-6736,-923947,-25654,-8241,-7525,-2821,1570,-167,-4800,295637,323432,56224,18047,33781,41832,172584,2389,-530234,-8597,8032,-951,5533,-2740,6423,-1169,difficult
648877,278300,9377,21528,54791,28932,32985,20216,2328005,-28100,9994,19167,-36808,4673,7878,-4574,63337,-30424,-6153,-13982,-42548,-3862,-23028,-15817,262482,9132,5602,2356,-36844,-8130,-26435,-16043,972272,-188956,7941,986,-41477,-5923,-18350,-5622,1181340,-152897,427680,344675,19770,26734,38235,19530,easy
869633,680992,54982,36221,140908,90899,86798,59803,229869,-195157,180825,48018,-106461,-13826,-44178,-13447,874853,-518043,46079,-27710,-118682,-65508,-60093,-51153,39941,-614131,-29192,-27478,-139765,-72344,-64895,-55229,-659713,-389779,-38072,-30545,-128337,-83223,-75940,-46216,294709,-206557,14807,5042,-74661,-14413,15870,-39129,difficult
1093522,219208,49041,66427,24495,44980,75414,24334,-793975,-195348,-45566,-48591,-19490,-39203,-71606,-22432,1432890,981184,43217,134395,103570,33022,91921,9357,345347,150666,-8324,-21947,-2155,-18749,-57426,-13532,921908,325826,4915,113443,33177,53269,29684,6818,-230126,-201724,-38076,-57722,-7546,-29112,-46451,-15155,easy
1088967,354540,170939,39834,27046,33176,51235,34134,191044,-120337,-150331,-12202,-8968,-6715,-25848,-20740,-325691,-319036,-155863,-38235,-21239,-30092,-47492,-32561,-366617,76788,-53734,52138,-12888,-7743,-36896,-24010,-626016,-247670,-166700,-32357,-21217,-19092,-35012,-21941,-767919,-270941,-106174,-9180,-15061,560,-33579,-26383,difficult
1525630,507648,53667,32654,18791,49116,30861,16824,-637845,-316526,-46850,-26904,-8900,-27221,-23684,-11836,-1468432,-435332,-48452,-24795,-15487,-46374,-27249,-14283,-1229399,-493331,-52251,-27855,-15001,-46213,-29991,-14177,466683,-59928,114889,19626,42650,-3560,68820,15083,-1475416,-491327,-39111,-31019,-17218,-43424,-26833,-16101,easy
922069,193982,38746,6322,12471,22437,28553,9817,-779289,-169222,-36907,2228,-10104,-17569,-27477,-7222,-573795,-162125,-36017,-2895,-11746,-18924,-23556,-8315,1083134,-37527,-30227,15147,-8391,-4568,-22317,-5534,-665545,-93766,-6324,8248,-7765,-6686,-22943,-5173,1165351,104695,37836,49474,-3767,17708,-21241,19509,difficult
516034,135869,7182,10707,4987,10036,11310,7266,389329,309588,123107,48959,75033,28021,31575,18135,309722,-82601,-100,-141,18062,11064,-6002,-1362,38538,249579,34566,16310,1587,630,1694,-337,258136,7935,15583,17887,8610,7280,-5501,7722,238709,5862,9551,7347,1040,266,-5931,2433,easy
468209,51069,29332,20177,5796,9757,7711,4199,2409951,183521,63275,3888,32218,27308,35047,16715,335744,32595,-17981,-14695,-1101,-463,66,4740,47381,39886,31131,-11873,-1709,9287,3836,1140,-398693,-17800,-20691,-13433,2908,-7404,-3385,-1482,160789,74883,-12833,31788,30440,22935,12790,20286,difficult
1446283,286666,43945,23023,24215,34727,77016,22480,-854133,-252051,-21515,-17748,-17602,-30342,-70162,-19331,-197092,288140,75512,51990,12948,108125,-26653,13462,-1071772,-232949,-36302,-13031,-12479,-17287,-60562,-16377,-707989,-58137,-26468,5888,5049,-6941,-69161,-14437,-770140,-174304,-34688,-3277,233,-23409,-69738,-7231,easy
656693,70606,9167,5265,7265,5707,4847,3781,2047137,140251,48648,67669,21825,101598,54924,22171,473346,77155,5160,35660,23474,24688,29331,26057,67721,-30692,-1857,838,-5528,-3381,-312,-1522,182438,270248,-2554,27301,7996,8726,14419,13084,839330,28695,26299,6904,20960,15614,4522,6120,difficult
