delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
358051,38607,13033,3098,1544,2078,983,593,-169097,-15062,-5328,4753,-270,511,-171,126,-350742,-32156,-12151,-76,386,2586,2628,2352,-210134,44051,15931,13681,18508,7585,2092,3864,easy
8072,5250,9800,30639,6111,7307,1804,2711,1723,5682,2123,19069,-1598,5158,918,-1469,15530,44322,5631,11765,-4471,9530,1349,-1432,9487,4036,3813,21654,-691,368,399,927,difficult
63724,7382,4668,27736,3442,7680,2570,3483,-53359,6701,-1178,-4804,6678,742,1888,-941,-55823,-1635,-3105,39668,6112,277,1655,1795,155212,79,3031,-17882,10059,2587,2253,-168,easy
98602,50076,46058,17225,5451,8299,3018,2571,-95859,-37676,-29345,7342,-927,3830,-974,682,-89506,-29139,-42866,42964,1733,2178,-619,545,-72060,-36234,-35028,25227,-1022,725,-256,-357,difficult
130962,57309,2758,3026,2662,1135,662,344,-124725,-48359,-1971,-1755,-189,-33,-17,283,-95349,-36798,-1465,-1782,-1874,-449,-501,-185,-121492,-53293,-1706,-2738,-1615,-111,-372,-68,easy
365665,53753,10004,7869,4769,5608,3213,1221,-363181,-43688,20538,71034,-2296,674,-592,1125,-362913,-43272,1791,36531,-133,2704,634,657,-349134,-34867,-1734,30185,745,433,-880,1436,difficult
145706,10668,1956,2166,1591,940,512,907,-128954,6811,8749,6270,921,1755,1361,1613,-6886,8817,-138,-466,421,809,-14,-417,-58064,164500,37163,7907,9871,9908,2623,2046,easy
737163,123390,39773,16928,4653,15046,4136,9124,-481463,-109245,-34663,-14753,-1366,-12924,-3510,-8738,-722289,-109229,-36689,-14116,-4171,-13284,-3646,-8623,-681589,-92568,-32257,-14001,-3928,-12978,-3357,-8755,difficult
180784,56769,5869,3581,2132,954,847,397,90909,-42911,1298,-52,-410,352,-560,-67,-113686,10640,-4493,1437,2488,4643,168,543,-144013,-47594,-3973,-505,-1755,-321,-613,-327,easy
283665,52356,16046,34177,14254,14217,4273,4605,-281786,-48564,-1855,-12208,-473,-8126,-444,-229,-261096,-46485,-15038,4534,-8295,-9241,2855,325,-215006,-39582,-6709,-1602,-8667,-5876,799,-271,difficult
