delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
8214,12187,12797,15466,10539,16093,11956,10595,-10859,-2972,5234,25732,1578,3092,-1532,8532,-2502,120,165011,70494,11259,-13846,-10185,-10920,316341,13686,-6081,-210,-2475,-1297,1580,4415,-6767,14504,-9663,880,-10378,163433,151330,-314761,-7503,67402,-56808,-9271,9327,12791,-17340,-686,11504,-22378,13636,14714,-7736,-7683,7710,-7188,-25612,-11040,9623,2177,difficult
30996,55327,22215,7774,9762,9674,-22955,-18221,-18957,30794,-3316,-3338,-26560,-48405,-20864,5661,-5181,-3009,-12537,-39854,-20305,21463,-5997,-7011,-24597,-45507,-21170,29548,-6757,-2146,268624,-36773,-20217,-4416,1253,-3047,-3605,14023,-12060,293221,-30184,8551,-5653,8734,-1907,559,-865,953,-25133,15802,8085,-33964,-1865,-816,-760,8010,329,-4002,4865,-901,easy
479365,44496,6737,10435,5301,19962,1215114,117123,114023,50396,54894,-656,-86481,-11410,3740,33255,7237,18183,1221949,20226,3563,49784,6070,-745,124452,157356,9359,-7258,8572,7655,791234,249475,7880,13166,15317,12473,-1301595,1308430,-1097497,666782,-128533,31636,137130,92119,-110283,-177,5796,-1479,-17141,16529,-57042,20424,-47657,-1167,2502,6745,18839,-18928,8400,4818,difficult
1205939,204814,13566,19037,10350,15241,-1056181,-193651,-5444,-12750,-4012,-9373,-361885,-1123,126880,3356,7741,6403,638342,817078,56491,-6158,19694,24348,-1175881,-189428,7088,-12771,-1875,-3442,-1138886,-171166,-11041,-13454,-8713,-11222,694296,1000227,-1814223,36995,192528,818201,-1006506,18262,132324,-70389,-49403,-18129,16106,-9514,-6613,-683,11753,11953,-21569,-6838,15776,17945,-27790,-7780,easy
20076,25396,3197,4546,26500,16400,14230,3845,-594,9750,-22431,3415,58378,-17099,-285,2134,-16295,-11230,-7098,-9847,693,5899,-20424,-9094,118048,38633,9941,7001,-22342,-6064,381986,70,40158,9285,-19891,4619,44148,-65476,125146,263938,-20944,7252,48480,-38563,309,978,9248,30217,-7616,3765,1102,2284,6136,-4129,-1918,2451,-14645,2136,3030,10683,difficult
126893,98415,14306,12019,22306,17382,-65232,-94517,-9092,-5573,-20801,-11944,198010,46727,-11848,30731,4407,331,-119681,-93206,-13784,-9624,-14615,-13998,-124062,-93742,-5558,2711,-13940,12591,-120187,-69426,-2368,-6732,-6249,24713,263242,-317691,-4381,3875,141244,-139933,-536,24316,-2756,-1936,8226,3190,36304,-40355,12335,-9443,25208,-19022,675,7691,12275,-14329,26589,12122,easy
95419,23392,11451,8785,14683,14730,-75017,-12835,-5767,-6492,-7426,187,-38225,-12527,-11292,-5381,-11949,-8802,-83982,7000,7794,747,30020,3237,-89545,2525,474,-2186,-6121,-2554,-34088,51813,453,23755,2779,978,36792,-45757,-5563,55457,308,19527,-4475,49288,-5525,19086,-7320,-21,1111,6128,-2933,25941,-4523,41969,-36141,8900,-8989,12039,-5791,3532,difficult
49642,10566,13231,1882,4554,12843,-37225,785,2210,13054,5243,13569,-29216,-3069,522,1716,2377,41527,-44021,12597,6800,4364,-1763,11936,-17966,-2483,750,16453,1003,15771,509867,1415,-9375,2080,-1719,-9047,8009,-14805,26055,527833,-3854,15666,-15080,3898,-1688,6278,-6050,-10125,-11338,2648,12089,-14373,-2866,-4140,2766,-2722,27958,-29591,3835,-24818,easy
379743,77291,7171,15305,5896,8625,-291583,-49070,-802,-12211,-2607,-1784,-348757,-51276,-2864,8593,-1569,5617,-372704,-64755,1477,-1991,3077,2344,-376242,-70717,-363,-6635,12598,-5757,-369793,-64225,-5145,-14418,6396,-604,-57174,-23947,-3538,6449,-2206,-13479,-5962,6492,-2062,4341,-1840,-4782,20804,-10584,-4644,-7783,1038,4646,9521,-6202,7401,-3273,-8101,5153,difficult
7899,7789,1820,36631,5502,7453,-4628,4927,4212,-33391,3904,-2212,25691,19011,36441,-7039,18740,924,-6093,-3852,435,-30466,6425,-2933,-5944,1123,-561,-16476,-3543,-3202,330185,31884,1727,-7702,-733,3937,30319,-31784,149,336129,14084,-22863,4975,30761,32229,-36006,-996,2288,26352,-23427,13990,8774,14836,-12315,-9968,2810,3136,-3857,-269,7139,easy
445738,13060,4124,15094,9679,35647,-346633,14747,5880,7597,-2657,-33067,-129325,340093,7681,65561,27128,-21591,-429466,-7253,21571,228928,20127,-28992,-119527,14141,10328,29782,26538,-23622,-378628,5817,11752,208576,251,-29775,217308,-300141,309939,-259101,325346,-347346,21394,-8324,1801,13890,-11243,1424,57964,163367,-199146,178794,29785,-7001,6411,-26287,11476,-7401,5370,-6153,difficult
11083,20317,6634,33488,8620,7450,-7702,-7321,8575,-14341,3329,7028,581,-11469,-4638,-25192,-6468,-3215,43468,-4541,-2749,-4063,5910,6189,-2855,-11228,-3629,-30533,-5520,-2361,7030,7024,2303,-17264,-810,3649,8283,42887,-46323,9885,-4148,6928,-6687,18252,-13213,1889,-880,5932,-10851,21129,-26470,13269,-9797,12378,-11430,4710,-10243,9404,-8550,6010,easy
267670,81597,15074,26234,10858,8858,-187034,-56112,-14611,-22224,-6949,-6116,-74772,27238,-12458,-14891,34265,7668,-254237,-74002,-10327,-20986,-7826,-5673,-189914,-68451,-11442,-13881,1938,1949,-221343,-58851,-13178,-24340,-8116,-5470,112262,-179465,64323,-31429,83350,-101240,5551,9600,2153,2131,-1115,-1736,7333,-6095,7105,-10459,41214,-42091,9764,-10054,13784,-13341,7622,-7419,difficult
58104,26707,12653,2293,3824,7208,-55392,-19028,-5549,10465,14276,17759,-13650,116008,76956,14818,9988,14580,-51010,-22199,-11400,706,-2388,2412,-41631,8278,-242,16402,2800,22358,59859,84325,-7074,7256,11799,15065,41742,-37360,9379,101490,135036,-138207,30477,76047,82505,-88356,11158,-6832,4353,-14112,15696,-9146,-4288,-12376,5188,8999,-3179,-12168,19946,-7293,easy
345002,79440,20967,25961,24159,26222,-330658,-67696,-5906,-14702,6621,-8208,-326627,-68608,-18153,20282,-18354,-5523,-334409,-61997,-18944,-18257,-16547,-15734,-89954,116982,-13750,-20431,-7072,-4131,-334089,-77550,-20251,-25408,-23588,-25189,4031,-7782,244455,-244135,-912,6611,178979,-194532,-12247,-791,5194,-6501,34984,-38539,-2174,-4977,-24975,1807,9475,-16516,2685,-10211,11603,-21058,difficult
105135,23479,5317,3330,2796,4158,-93807,-14047,3211,-1018,-1621,1284,-99394,-16860,8309,1183,-362,4702,-102901,-12155,-1440,19666,3410,6265,-84912,15457,24636,27141,39646,2869,-100052,-12367,10686,75252,1867,2699,-5587,-3507,17989,-15140,-2813,4705,27612,-27824,5098,-9749,26076,-13950,2201,18483,7475,48111,1259,3772,36236,-37779,3418,1563,-3396,-170,easy
7376,9618,12536,14260,10670,10422,-4115,7202,916,9360,-2426,-906,13029,7287,-6335,-4097,882,-5248,9476,16015,-2838,-708,-1539,-4771,-6951,-3415,-9287,-9349,-8274,-7477,-3084,-1198,826,13475,2976,-5763,17144,-3553,-16427,3867,85,8728,-19430,2217,-7251,3497,-6449,10113,-13457,3389,-8641,22824,3308,-2421,-6735,11250,-4342,477,-2706,1714,difficult
33060,23671,8626,6767,4011,17849,-30503,-22936,-8140,-4299,-675,-13583,189199,-407,9701,-1461,11202,20545,131932,-14417,-3368,15030,-648,33638,-24804,159,2724,8702,1183,22660,100252,19519,5063,1160,-3303,-9473,219702,-57267,-156736,125056,22529,-14010,14576,19360,17841,-13069,6092,2339,2838,16491,-6328,-7542,11877,-11850,1831,-4486,34128,13093,-10978,-32133,easy
340262,26510,31863,122732,11199,16760,-315236,57828,-11688,-70523,5204,-9906,-303328,-10654,-26373,238112,6558,-7689,-293956,26853,-26702,203011,6569,3978,-332668,-14486,1542,91242,7680,-8265,-335632,-20640,-29062,-75150,-8398,-13928,11908,9372,-38712,-2964,-68482,37507,-41339,-6154,-14685,-329,28244,-30604,308635,-35101,-111769,-166392,1354,11,1111,-16078,2217,11667,-12243,-5663,difficult
10584,17228,9170,12793,6187,23219,-2083,4001,-3142,-7123,3501,-72,36444,-10352,7259,-9995,10156,23250,-6978,-13540,-6858,-10142,-4639,-5219,259698,-6191,-3076,-3924,-592,2589,5415,-14010,-7340,-10583,-5266,-9605,38527,-43422,266676,-254283,-14353,-3188,7349,-7819,10401,-14117,3782,-4264,-2872,-147,6218,-6659,6655,-14795,4047,-4674,23322,-28469,7808,-12194,easy
431297,113198,10447,6270,9078,13354,-346846,-72910,1940,14474,14843,13628,-327928,-91286,-5724,-2621,-3554,-4896,-171682,-71290,-4908,-32,10054,46618,-226171,-70477,-6734,-2203,-2896,-1005,-426405,-108833,-7569,-1417,-7159,1023,18918,156246,-54489,-200234,-18376,19996,813,-38356,-7664,816,-1826,-835,-17095,2589,-2171,786,-18397,13608,-12950,-4263,-18524,51514,-47623,2028,difficult
1132281,63954,63607,15867,41159,43996,-1124794,-55391,-49694,-513,-31653,4877,-973290,54221,-39667,-4434,-35348,-19482,-1011769,-55929,-56188,-11213,-38734,-35279,-859905,-60065,-58409,-11446,-38954,-38549,-52114,100065,-47586,-4065,-10648,-22667,151504,-38479,151864,807791,109612,-110150,-4136,160130,10027,-16521,-2221,10823,-3921,-6779,-233,7381,-3695,-3386,-220,28306,-24359,-15797,-3270,15882,easy
153824,96941,9777,17752,13698,11724,-152722,-93143,21085,-10342,3122,-6304,-145500,-74769,-2945,-12194,-11197,-4045,-140534,-85885,-3922,-12895,-6218,-8140,-147151,-84811,-8876,-15588,-8176,-7090,-146962,-86182,2390,2640,-7913,-8263,7222,4966,-6617,189,18374,-11116,1074,-1371,-24030,-977,-4954,11266,-1852,-701,-2693,18228,-14319,4979,-1958,263,2259,-4095,1050,-1173,difficult
152074,40981,8790,6332,13015,38211,407117,18259,7822,2440,-4494,-22354,-79087,-31764,-8248,-4208,-11800,-34018,-143759,-38514,-4103,5104,-4148,-24505,-151515,-37265,-6771,-140,-8523,-13192,-118706,-31995,-7418,-2498,-11144,-33516,-486204,-64672,-7756,32809,-50023,-6750,1249,5270,-16070,4145,-2668,-647,-6648,9312,-5244,-2358,-7306,7652,-4375,-2621,-11664,9513,11313,-20324,easy
78887,32938,23671,81907,7564,7337,-72314,-10075,7407,2876,-6513,-1507,-74050,-27646,36275,-8949,-4775,7980,-60734,-22358,10855,92360,13739,11086,-55474,3172,17813,-2274,-1300,16815,-62574,-27213,8382,291368,-1348,1745,-1736,13316,5260,-7100,-17571,5288,25530,-30385,28868,-25420,6958,-9431,-11825,101309,-94634,293642,1738,18514,-15039,-48,9487,3106,5729,-15070,difficult
335014,141701,56671,27453,16465,16173,-328759,-120919,-38008,-10629,-6164,-9239,-317426,-116341,-52586,-4950,-12936,-1073,-329212,-132623,-43005,-20616,-8365,-10599,-321367,-134470,-55260,-5754,-11811,-5759,-334169,-133164,-50128,38006,-12409,-7877,11333,-11786,7845,-12802,4578,-16282,-1847,1306,-14578,9581,-12255,5132,5679,-15666,14862,43760,-6772,4571,-3446,-598,8166,-9526,4840,-2118,easy
274498,18720,37667,128574,9750,8114,-262348,30188,66133,-40603,17234,6956,-269538,-12129,-33749,-88442,-1150,-7410,-258348,-8467,-31247,-79269,-5891,15447,-230485,8188,16117,235162,7771,8493,183374,51649,-17556,277148,18242,16235,-7190,11190,27863,413859,-42317,3662,16655,43461,-99882,2502,47364,-33673,-47839,9173,314431,41986,-18384,-4741,13662,10471,-14366,22857,-6954,7742,difficult
403822,76503,70897,153068,24953,11499,58688,-64862,42697,11598,-17309,270,-372167,-19201,-40057,-46046,2099,-5533,-377243,-34591,-60649,-7710,-9302,-1340,-369569,-6614,-16007,81777,-10948,749,53887,155548,29472,-116605,-5460,1319,-430855,-5076,7674,423456,45661,-15390,27977,162162,-82754,-20592,44642,45479,-57644,38336,89487,-198382,19408,-11401,-1646,5488,-5803,4193,2089,570,easy
29801,32527,41063,130890,12220,8052,-26867,-15900,-29973,-63914,-6852,-3115,-26523,-19015,-26828,258811,-6258,-1144,190901,16645,-25529,163339,8880,13268,-9804,-3845,-36329,84177,-6072,9907,484353,-9756,-27878,81335,-1779,-559,344,217424,-200705,494157,-3115,35660,-20490,-5911,3145,1299,-10800,8451,322725,-95472,-79162,-2842,594,15138,-14952,4293,1971,14412,-3361,-10466,difficult
16000,13834,7119,11602,21205,25611,-10553,40379,3517,11264,-4736,-14089,79888,44913,-5768,-7606,-16742,-21717,-10234,98081,17675,-5853,-13708,-1168,74163,172,-6328,-10215,-20219,-20997,1047774,44352,8070,3758,-14648,-9184,90441,-90122,84397,973611,4534,53168,-97909,44180,-9285,23443,-24003,14398,-18870,1753,-4362,13973,-12006,3034,-6511,5571,-7628,20549,-19829,11813,easy
71455,16522,18725,50759,7158,4276,1044518,103654,-16725,298241,6709,18966,40164,20897,-16225,-36577,-5653,-1139,1075498,42991,-5067,-4823,-3048,-1271,18012,20272,-16111,37059,-4837,-1580,-14116,2500,-8469,288148,15855,70971,-1004354,1035334,-1057486,-32128,-82757,22094,-22719,-17772,500,11158,-11044,7642,-334818,31754,41882,251089,-12362,2605,-1789,20692,-20105,-132,-309,72551,difficult
37154,24943,6720,7427,7233,15799,-25765,2426,-4501,-2161,-4982,11073,43734,-20614,-5749,-3554,-5403,-13580,-18734,14959,20666,9491,38574,-8976,-26106,8367,-2422,-1180,-5530,-4091,-20564,4010,12789,-1637,19129,-9521,69499,-62468,-7372,5542,-23040,35573,-6592,-4357,-1248,26415,-23088,15211,-1393,13045,-10671,-457,-421,43977,-44104,24659,-24653,4604,4885,-5430,easy
44307,13775,8322,4488,4926,8256,-30717,-3818,-4688,6735,4134,-2956,-32720,38398,-2541,15918,6198,-1613,-14433,-1880,-2805,5629,-2866,-2334,-25524,-2869,-6990,3440,-565,196,-29891,-791,-6813,3650,-2475,-3095,-2003,18287,-11091,-4367,42216,-40278,-989,2078,2147,-264,-4185,177,9183,-10289,-2189,210,2064,-9064,2301,-1910,1343,-721,2530,-3291,difficult
312329,75997,30911,10708,9993,11137,-165060,-65251,-27334,-7976,-8762,-7395,-308718,-54197,-16720,7959,-8719,-7034,-203667,-46151,13161,345,5032,-6044,1411263,67674,32287,163093,5213,53104,-74932,-64760,-24265,7687,-4255,-5194,-143658,105051,1614930,-1486195,11054,8046,113825,-132434,10614,29881,19126,-56552,15935,-7614,162748,-155406,43,13751,181,-9468,361,990,59148,-58298,easy
314073,85209,27420,123185,12919,10146,-301745,-66189,-14026,-69572,-9030,-8748,-303495,-49921,32725,-2465,15557,10472,-310925,-83510,-23654,-51181,-10737,-7610,-296838,-56036,-17274,165499,-50,-848,-42382,35691,-22186,163345,-2876,7868,-1750,-7430,14087,254456,16268,-33589,27474,91727,46751,-56379,6380,-4912,67107,-48716,216680,-2154,24587,-26294,10687,-2826,19220,-18082,6762,8716,difficult
28516,23314,4207,9815,14533,6074,-23366,-18662,5897,-7113,-12064,1797,-22622,-16851,5707,23982,-10058,2247,-10375,4541,1373,1745,-8460,85,63819,-13581,3063,-5300,-12879,-4335,-24355,-12470,-1437,-4146,-8066,11022,744,12247,74194,-88174,1811,21392,-18122,1111,-190,-4334,1690,-4500,31095,-22237,-7045,1154,2006,1598,-4419,4813,450,-2162,-4420,15357,easy
386436,31961,19571,122035,7204,8730,-354573,-1635,6357,10472,4199,1103,-278139,-18681,-13360,-67534,-3761,-5021,-310769,-18234,-4557,-52617,5133,-6676,-382441,-15833,-12537,-96662,-1828,-5730,110838,335162,15883,208681,84242,111826,76434,-32630,-71672,493279,-17046,447,2401,350995,-19717,8803,-7980,28420,-78006,14917,-44045,305343,-7960,8894,-6961,86070,-6124,-1655,946,117556,difficult
11865,21348,9911,14546,14184,27556,71976,7691,-8017,-9993,-12533,-18740,-6865,-15127,-2472,-4425,-3429,6955,13340,-17472,-8170,-5759,-8859,4912,-8524,-14415,-6611,-6214,-7879,-12400,39559,-9652,-6252,-12854,-13030,-23205,-78841,20205,-21864,48083,-22818,-2345,3057,4763,5545,-5698,1559,359,5568,-1334,-455,-6640,9104,-5430,980,-5151,25695,-2043,-17312,-10805,easy
30294,78968,3767,27769,23280,14102,-22084,-68251,24793,14127,-20867,-2577,111517,74711,785,-4126,-13208,-8447,-24889,-70072,13050,-21773,-19794,-7881,1076,-21116,14587,-23458,-7134,-6375,-24412,-71762,3962,-24082,-17031,-5604,133601,-136406,25965,-25488,142962,-144783,48956,-50646,-24008,12265,1537,-10625,-18253,-17647,-1685,-624,7659,-6586,12660,-9897,-5870,566,1506,771,difficult
45301,49229,17373,4893,13817,9043,611754,66174,-4013,34666,80107,1109,-38206,-33067,-3930,5664,-10397,-98,23489,1805,649,11953,-11787,-2811,215040,-46033,-15066,308,-8138,-4639,23764,-39674,-15429,-3014,-10621,-4666,-649960,61695,191551,-191276,-99241,34872,-47838,6359,83,4579,-15715,-363,-29002,6289,-11645,-3322,-90504,-1390,3649,-2483,-1207,-2713,-1828,-27,easy
