delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
622761,69560,19757,18358,14019,31655,16185,13058,-171352,-46087,1745,-7959,6723,-20382,-10779,-7465,2770905,-6589,17663,5047,-4276,8592,1558,2687,easy
1288677,224843,28860,20378,12597,42112,25630,16437,376650,95045,9208,19064,-3103,-1304,4265,-802,409101,183302,18736,25560,21037,27624,86501,33872,difficult
435830,198877,17850,7632,8239,10529,8644,4769,284435,32516,13540,26041,32443,7932,82095,8794,-292061,-148845,-16022,951,-6357,13107,2318,-2657,easy
606754,119297,16203,7519,6200,8792,13908,6567,-545477,-10949,1240,7614,1510,359,13490,1445,-5118,-15012,64481,2378,4231,26278,7248,3417,difficult
199041,99471,20795,15623,8349,20299,13338,11992,-119439,-81751,7396,-12892,16070,43897,5346,21019,-142108,-65004,-20252,-12461,-7006,-12856,-9278,-10173,easy
392797,44262,14299,23519,3496,12765,16718,6781,-385747,-41497,-13213,-21466,5690,-8704,-12186,-2615,-319602,-36984,-11932,-501,-1025,-7220,-8302,-4365,difficult
336219,50354,17909,7777,8949,41047,9986,4823,1548353,-15908,-5350,751,-4167,-32673,-4243,-300,-191390,55221,-2754,-1896,-7184,-34360,-5718,-2934,easy
786581,71248,9907,5504,7030,11366,11141,5916,-658681,-68249,-9548,-5029,-5802,-10722,-10583,-5199,-771186,-59653,-6305,157,8006,10272,-6591,409,difficult
617227,103114,42614,50016,26482,10251,19637,7480,-32226,-72409,-36350,-45964,-23291,-8709,-18421,-6103,-442192,-84308,-39271,-35789,-22125,-3525,-7276,-1867,easy
386870,101089,32835,32344,10306,23349,22750,17945,1351799,-86799,-23861,-31549,-6599,-19632,-19282,-17028,38800,63734,-28235,-29353,3008,-19470,-20437,-16219,difficult
694413,92245,13180,10096,7637,13274,8043,5220,495751,-70852,14233,4747,-4095,7652,-1154,4033,-427956,-28376,-9949,-4118,-2483,-3528,6329,1743,easy
398250,134418,6718,16646,11300,17212,10962,7708,593707,-88407,69793,-5336,4452,-5559,4684,6081,1579000,45090,13084,19921,48658,19498,35279,-744,difficult
150666,184306,24873,20761,11674,27404,9122,12724,867221,3788,-22899,-16093,-6307,-16929,-3432,-9631,1634565,-88189,-4346,14059,8933,-16283,-1855,-3651,easy
837109,260439,62419,32785,15085,23048,51027,21814,-679656,-208916,-54025,-12926,-11424,-9358,-40102,-16063,-793099,-215401,-60130,-24252,-4843,-13425,-43615,-18291,difficult
59870,54413,10119,5262,2756,5770,4443,3309,2151450,884169,155665,121162,77822,110230,185452,43236,2373586,232209,250609,25396,39949,41645,72132,39040,easy
864965,189524,15979,11553,5498,17330,10069,7226,-847321,-183019,-14836,34728,1956,-2654,-2927,-5483,-196644,-33260,8661,9626,1441,51,4362,10141,difficult
742346,80025,14086,26969,7748,23548,10650,7696,-450975,-72386,-11746,-25768,-7375,-21972,-9122,-7014,-704637,-73006,-11040,-21571,8950,7312,-2193,9966,easy
159370,55682,10422,5003,4679,12984,6187,4334,-66648,-16872,-10259,-3889,-2840,-9145,-2126,-383,1481292,122427,6997,10277,5766,-1381,6420,3896,difficult
844300,52081,18718,17700,14903,15824,6678,8279,-800457,-50170,-16974,-14968,-13236,-11021,-4351,-6578,-834946,-50461,-16050,-14978,-12815,-9663,-5441,-6932,easy
916070,48453,7976,4771,13804,14959,16845,6642,2837235,1503634,101152,81272,22289,96663,139907,34240,-705841,-23256,-1843,-409,-11686,-11576,2558,-4764,difficult
156091,26776,12581,9306,6217,10427,4307,3167,-130675,-9716,-6225,-372,3559,-5752,597,-145,237692,117853,7477,571,20287,16978,4231,12670,easy
1034323,76778,37925,38936,23350,12842,63041,13879,1558522,15164,46961,2664,-16115,10229,-39797,-7808,-436115,-35092,-27632,-19857,-19281,-6646,-56414,-6668,difficult
299896,75447,35819,23514,18731,24507,28286,17193,-287030,-48311,-32095,-15646,-4706,-4237,-19260,-6601,-250671,-62527,-28213,-21209,-15419,-20876,-22416,-15065,easy
547628,279231,56747,32896,14753,33874,64625,23416,1114425,2651,-26249,-20051,1909,36843,-47407,-866,-406000,-178128,-50212,-21396,-11563,-31701,-56060,-20483,difficult
598423,114620,29018,26555,29427,27950,25450,14485,-547720,-86663,-16804,30,-18201,-23433,-21302,-9242,-259213,-23403,13454,-4958,-12591,-21053,-16679,-6751,easy
324881,276455,22441,13661,11571,35268,32135,24369,1348277,-15798,3771,-2099,33629,19902,51383,48628,-227241,-236577,-11972,-1493,-8347,-24055,-18526,-17239,difficult
68935,32162,8908,9392,9912,17658,12207,13591,-47161,-5218,-1322,1860,5568,-2069,30325,228,290187,102765,-628,339,24358,26924,18801,15171,easy
788646,84683,10431,9773,5690,28288,11777,9874,323390,508474,101890,99170,18029,72619,43269,53362,492473,-66146,1068,1942,4163,-22222,-2680,-3429,difficult
554123,267858,20907,5711,24985,22758,11300,8369,-146654,13205,29671,42972,6799,27510,22431,8930,258206,-251676,-13848,-194,-21671,-19574,-7631,-7636,easy
423049,222653,14276,18185,47669,26298,52598,27895,-295842,-205060,-13976,-13824,-42302,-9796,-43876,-18094,-239381,-207961,-13380,-16077,-46630,-24772,-50999,-26315,difficult
727003,121454,32580,29795,21081,45693,36243,18775,414549,-75956,29058,9394,24583,-15491,2968,12282,905094,11730,-25455,-9860,-6050,-16161,-14239,-5780,easy
263161,72363,13494,16617,19389,30500,13219,13419,-32135,22458,7811,-13949,-14830,-2900,803,-7873,818750,433934,80250,24289,20578,51774,2511,17881,difficult
443452,74130,14940,5292,5293,15964,24464,4573,-405300,-71117,-13534,-2885,-2667,-4090,-21506,-1526,-396376,-65286,-7966,-2157,6466,7711,-8075,4066,easy
448809,36768,4321,3919,2183,3180,5688,2726,-35850,16144,8267,-1565,15314,42375,56345,32569,-42700,415771,17438,14896,39756,36131,25821,8918,difficult
853744,63901,24923,19752,13842,54962,51121,22633,-410863,937,-2083,-4894,-4442,-31584,-39718,-13066,-828209,-56069,-20248,-18176,-11741,-50922,-45901,-21403,easy
477618,156621,33790,12005,13901,34636,29451,13186,-379662,-144089,-24091,-8710,-9008,-26473,-25142,-11682,-467212,-132184,-28671,-9601,-9496,-23242,-27668,-8541,difficult
698518,206339,40332,15195,21468,91102,26644,15160,118991,-187549,-32637,4308,-14082,-74510,-16375,-4842,-545652,-196687,-32182,-14464,-20174,-88335,-24086,-13525,easy
847070,64909,12686,14605,7747,10458,14290,10803,-822196,-57745,916,-3782,4650,8139,-3604,-7205,-638896,-58140,-10132,-11030,-4599,-6764,-11090,-9203,difficult
559925,74972,12195,12331,8662,27934,32777,15916,-505437,-70438,-11567,-9274,-7449,-24602,-32022,-14827,348068,-46862,-9351,-6270,1365,-21333,-27371,-13271,easy
766220,170927,14966,8883,10632,11057,17257,9989,51548,41956,18361,-469,3014,18370,-3750,-4353,-254071,-120084,9137,-2876,2049,6233,-4742,-4430,difficult
206584,71170,10669,10041,7682,8806,5121,2404,-59631,-36500,-4531,-7852,-4120,-4174,-4138,-1841,-122487,-2658,-9864,-8244,-4,-60,-2238,2543,easy
238703,49220,17559,11680,10370,27091,17802,17737,-104933,-43891,-15685,-8932,-2020,-13048,-12513,-14034,352842,-35470,6429,-8714,-5290,-20548,-15492,-16750,difficult
494574,157805,31834,13078,24352,39505,18146,12323,1489231,-8700,-12268,26878,11713,29868,24436,14739,-381186,-139775,-27416,-10977,-11466,-31538,-9190,-8467,easy
53924,53933,8935,5338,8821,9892,8288,11739,11383,11656,6945,18729,12212,89428,30949,5459,174797,-50266,-3210,6001,-7957,-4348,-1424,-8381,difficult
295468,88404,15173,12287,4432,8845,2815,3225,-168000,21618,-12154,-3877,1439,-5843,583,-1287,1188607,157884,44682,4426,5821,13348,4456,10495,easy
115176,23418,14511,12349,11783,23323,5856,8923,-42136,26827,-9431,-7242,-9360,-19269,324,-6362,-78033,47800,2632,-6990,-7976,-12446,-2316,-6502,difficult
517305,58785,6352,7018,5727,16027,21379,6599,-443903,-52332,486,-4616,-3822,-3261,-14559,801,1457864,258582,554,13651,8954,34640,-2654,9226,easy
103279,20429,8843,1747,4585,6415,3476,4510,598315,47791,27370,12935,6956,8343,7726,610,1073963,56883,-5918,43557,17714,15616,15823,12566,difficult
527117,50024,19065,14330,15485,16463,17257,9801,-360620,-36348,-6334,-9845,-12318,-6432,-10226,-8132,-525732,-43337,-10881,-11293,-5823,-13596,-11956,-5539,easy
1070148,33564,10319,11187,8724,10837,12583,7536,-842076,-20210,-8872,-5041,-4098,-4501,-8658,-6079,-1010910,-21133,-7482,-10342,-6659,-9458,-11656,-7150,difficult
127255,26586,6452,11041,5987,6153,6346,3684,256427,25710,51336,-1692,34804,7921,6335,-625,897136,347289,98876,14573,11194,16462,6954,10213,easy
506170,69779,8581,5695,9129,28194,10730,15113,137350,30499,-1249,4608,-2529,-24106,-4963,-10811,-300658,849894,24290,20755,51091,4628,37550,13502,difficult
804731,323913,19742,23656,17181,39809,80577,13308,-779299,-293244,-6395,-15046,21176,-6217,-48582,8490,-497586,-259598,-8094,-17384,-14766,-19195,-74750,-10739,easy
743238,476218,98343,28192,29583,52606,46539,28597,113215,-455956,-82725,-20162,-22905,-47991,-40392,-26011,-621154,-415330,-86672,-13030,-16482,-29080,-35063,-25108,difficult
316814,172967,55555,21846,19902,16297,18257,13800,110131,-20528,-43574,4531,-236,37008,15507,14158,-210875,-145527,-49242,-12873,-13683,-10257,-12549,-2518,easy
1365274,173770,70557,77356,37782,47617,15987,12622,-551563,-137838,-66240,-63240,-33118,-42323,-13865,-11238,-884097,-145694,-47800,-66346,-23421,-36116,-12723,-10028,difficult
