delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
11212,16011,9363,35711,9847,11292,91164,38326,13284,13068,4819,8207,142664,17465,14610,-12728,1415,-53,1122,-14809,-8763,-35539,-9237,-9438,78839,-5990,-6156,-32527,-8040,-621,149998,-9648,-4565,-31224,-3900,-9721,51500,-141542,77717,71159,-20861,-32274,8819,-3658,1326,-23373,2607,1591,-25796,-22811,3012,1303,-3404,-10652,1197,4140,-8260,-9385,8817,-9100,difficult
54818,16440,5038,4522,2611,1973,101476,-5264,-2793,-2612,-1052,-1586,11107,7475,4796,-2096,-529,-650,-44568,-12261,11664,-2095,2012,3177,-41120,-11143,3030,9123,96,1659,169216,12667,-3036,-2468,942,-641,-90369,-55675,3448,210336,12739,-19736,1118,23810,7589,6868,-8634,-6066,516,1,11218,-11591,523,2541,-1916,846,936,3827,-1518,-2300,easy
334536,148621,24207,31785,15724,9499,364884,-60946,-14554,28658,1302,4521,406768,98781,-14241,-2950,17737,-3249,-320722,-141208,-22727,-22751,9086,14605,-291695,-137586,-13287,-10515,-9970,-1134,-168261,-145900,-20524,-28384,-14308,-8620,41884,-727490,29027,123434,159727,-239989,3622,-8314,313,-8486,9440,-7237,-31608,-19801,12236,-17869,16435,-8651,-19056,-4338,-7770,17854,-15739,-7486,difficult
46227,18221,6946,19463,13727,9459,-9998,-1863,2812,-3986,3256,4463,52389,45063,1964,-11148,-8866,3330,-7457,-16020,-2943,-3615,-8949,9189,-42653,-15702,-5133,-15024,-10131,-8187,-23894,13740,-1637,-5042,-1755,-3581,62387,-59846,-35196,18759,46926,-61083,318,29442,-848,-4907,-2190,3496,-7162,7533,-11409,9982,-12122,-83,-1182,8376,-1133,5859,-17376,4606,easy
50271,11983,7622,12535,6359,5258,595459,177199,9544,-2459,-2895,4493,19388,-3089,8081,4330,14746,5626,173692,13910,-3582,-10276,-2532,-3203,67280,35826,6584,-4721,-2803,3253,8845,30966,19653,-4843,-16,6677,-576071,154304,-106412,-58435,-180288,16999,21916,-4860,-1463,-11663,10166,13069,6789,-14606,5555,-122,17641,-17278,-271,2787,1133,-8829,6456,3424,difficult
92503,44884,5646,6858,2413,7908,25322,-20975,2124,-4061,-30,-5116,-39745,26557,10842,-1768,2602,6691,-87011,-41973,-989,302,-1168,-6313,-73865,-35413,1971,34768,25206,-909,9569,-16382,10449,-4685,917,-5972,-65067,-47266,13146,83434,47532,-68530,6560,19031,8718,-11831,2960,8478,2293,2070,34466,-39453,2632,-3770,26374,-24289,11807,-13004,5404,-5063,easy
17715,8664,6082,15229,7108,13391,-15985,-7709,-4558,-13823,-6053,-10569,66878,4496,-5312,-598,-3428,-11318,-485,4836,17981,122539,2767,-2190,-16391,-7454,-1333,-11666,-5633,-11733,1200872,76001,6238,942,2248,-3219,82863,-67363,-15906,1217263,12205,340,-12290,83455,-754,23293,-19314,7571,13225,123137,-134205,12608,2625,6195,-8400,7881,-749,9128,-9543,8514,difficult
13466,10404,13381,5717,8638,9659,21361,-4446,-12404,2001,-6568,-3666,800,26443,2604,-667,17304,-3632,199392,58813,-6368,38232,-4799,-5642,58610,83194,-7822,-3540,2280,-8164,100951,7914,-9356,-4538,-7737,-6142,-20561,198592,-140782,42341,30889,32370,24381,-75280,15008,-8972,-1454,-1534,-2668,38899,-41772,-998,23872,-22103,7079,-10017,34,-2010,-2522,2022,easy
85442,123497,14869,10181,9435,8776,54799,-51232,-2621,-4052,-5581,-6532,-64197,-101457,-11375,1699,18809,-3245,-75356,-116962,-12140,-6153,-4251,876,-81801,-119457,-14509,-8046,-6634,-6812,-46439,-104205,-10883,-2936,-5555,-6244,-118996,-11159,-6445,35362,-50225,-15505,-2495,15252,-8754,-765,-2369,3626,5751,-7852,-1893,5110,24390,-23060,-2383,1079,3287,4121,-7688,568,difficult
52781,29704,4958,8925,5120,4274,-39527,-18960,-906,-4369,1900,674,28810,26650,2944,480,-1838,457,-46522,-22405,-3639,-8066,-3076,-2428,-31282,-22263,-3872,-6721,6194,230,22659,37090,-1491,-850,-2275,1138,68337,-75332,15240,53941,45610,-49055,142,59353,3850,-6583,-233,2381,4849,-8546,1345,5871,-3738,-1238,9270,-8469,-217,-2885,2658,908,easy
80292,6150,1238,5489,5302,5670,21856,47789,-522,-384,-325,-2315,-74720,-3744,-241,231,-2630,1315,-49691,16398,5021,-3631,-3886,-3636,20080,52773,42969,4815,29898,3817,-71235,4878,3329,-3473,1301,-1924,-96576,25029,69771,-91315,-51533,20142,36375,-47895,281,5262,37948,-39640,615,-3862,8446,-8288,-2305,-1256,33784,-28597,3630,-4951,7453,-5741,difficult
41245,9993,1863,2669,3552,7108,-34560,3170,-1621,1705,1452,28379,-40596,-5457,98,-177,-1607,-2909,-38278,-2264,5000,13891,15165,10493,4456,1243,910,-1697,2393,-460,-31611,-1065,4574,3305,2008,5802,-6036,2318,42734,-36067,-8627,3193,3507,-2308,1719,4902,-4090,3664,-1882,14068,-15588,5002,-3059,16772,-12772,-385,-31288,13402,-10953,6262,easy
299336,119766,15848,8197,5820,7882,-238697,-83483,-13584,-4089,-3191,-6058,-294127,-117897,-14992,-7492,-2592,-5095,-272081,-99108,-9229,1371,5839,409,-125300,-93239,-15047,-6647,-3836,-6954,-205653,-86228,-14797,-3205,-3077,-3952,-55430,22046,146781,-80353,-34414,18789,5869,7011,-1408,5763,-5818,250,-3403,8863,-8018,3442,599,8431,-9675,759,963,5504,-7363,3002,difficult
340220,30447,9108,16287,11445,13669,-272180,8572,-3517,-14010,-7163,-9548,-332846,-22887,-572,-11285,4365,-1576,-326259,-14068,-2230,16908,-2094,-3679,-302241,4381,5148,-9915,2409,192,-325442,-24348,-1044,-9236,10068,-4174,-60666,6587,24018,-23201,-31459,8819,18449,-28729,2945,-1658,7378,-6192,2725,28193,-26823,679,11528,-6459,4503,7659,7972,-2103,3871,-4366,easy
57971,22905,7024,29031,20389,13598,208778,44424,2413,-22973,-13791,-10777,-18978,-20345,-5026,-25048,-17154,-8485,174538,55095,176,-25586,-9946,4115,-34149,7027,2153,-18999,-16434,3985,-44161,13339,-4021,-21694,2531,-2870,-227756,193516,-208687,-10012,-64769,75440,-48068,6312,-7439,5202,1977,-6174,-2075,-538,6587,-2695,-3363,7208,-6488,18965,2292,12600,-130,-6855,difficult
30052,29734,14288,11557,6811,10924,96393,-24342,-13707,-10370,-5638,-10268,-18810,-25780,-11996,-8541,-5565,-6811,118898,62135,-3242,-10079,-4784,-8191,-26916,-8830,-10163,-8474,-593,9122,2915,-217,-8580,-7277,-2420,-6516,-115203,137708,-145814,29831,-1438,87915,-70965,8613,1711,8754,-6921,1583,1829,-1538,1605,1197,73,781,4191,-1827,3457,-1380,17313,-15638,easy
59912,21760,10318,6116,9465,6701,10099,64548,-7887,-4891,-2466,-3929,732489,119197,-4868,23199,1846,3464,-55106,-6756,-7840,4206,8726,1359,-13336,-8385,-9942,-3622,-7808,-3811,-53692,-20106,-9047,-5369,-8290,-4485,722390,-787595,41770,-40356,54649,-125953,-1629,-11721,3019,-2972,-2102,895,28090,-18993,-7828,-1747,4312,6880,-16534,-482,7393,-2105,-5170,-674,difficult
852450,167909,68281,20447,15328,8755,-736966,-111350,-52680,-14055,-9913,-7229,-843816,-154720,-63868,-10573,-9486,-1354,-838513,-156572,-65199,-11687,-12844,-313,-745155,-135250,-62763,-19362,-4758,-2576,-797547,-125375,-64175,-16383,-13356,-4175,-106850,5303,93358,-52392,-43370,-1852,21322,9875,-11188,-1331,2436,-1412,3482,-1114,-7675,2979,427,-3358,8086,-8598,5875,1041,-2263,-1599,easy
156019,44017,9981,4887,7277,7267,-84558,-449,10006,6325,-279,-2572,-140517,-35368,-9309,-3952,-6060,-5679,-48746,33319,-4395,-522,29163,1626,-124424,-36239,-4524,1851,-5185,-4896,1313186,139096,7093,7634,5991,33083,-55959,91771,-75678,1437610,-34919,68687,-69558,175335,-19315,4914,-129,11617,-10277,3430,2373,5783,-5781,35223,-34348,11176,-3107,7305,-6522,37979,difficult
65050,74782,14369,8083,6263,3128,-62548,-67527,-13639,-5426,-4410,-1398,96714,-48868,-7866,-5664,-2132,-1635,305655,30358,13134,10326,3499,9686,1914,-19911,-3605,-1178,1889,10380,-30036,-57114,-9567,-2540,340,2537,159262,208941,-303741,-31950,18659,79226,-50269,-37203,5773,21000,-16739,-5962,-238,15990,-11504,-1362,2278,5631,-1610,-1549,-237,11321,694,-7843,easy
82305,19466,5350,9771,8587,4422,197338,47694,8368,-6542,-4102,2469,61623,35916,12561,-4193,1570,-590,76448,-13548,-2551,-8991,-6620,-2049,44039,143100,29396,24042,-166,2044,141618,87205,-172,3434,4711,11361,-135715,14825,-32409,97579,-11778,-49464,156648,-55895,4193,-15112,31947,-29568,2349,-4798,33033,-20608,5672,-8190,6454,4877,-3059,-1459,4093,9317,difficult
117926,36933,12470,9299,9400,7889,-98347,-24004,9035,15475,-1291,-2653,83662,4836,-1090,3073,-6216,-4663,-75452,-17044,-5902,-7019,-8194,-5287,-114676,-24737,-5178,-7502,-2574,424,-114332,-26171,-8028,-6767,-3565,3448,182009,-159114,-39224,344,28840,-21880,-7693,-1434,-10125,-4812,724,-2850,-12402,-10092,-483,735,-4925,-1978,5620,-991,-2010,-624,5711,3024,easy
81059,12511,15638,4035,7273,2912,303616,14391,-14143,237,-5761,430,-68505,-6910,-9890,-311,-455,9768,-71793,-4081,4424,-518,-3219,15111,-45481,17845,-4134,-2605,-6411,287,-69265,-2552,-9423,-2021,-2529,7445,-372121,-3288,26312,-23784,-21301,2829,21926,-20397,4253,14314,-8558,-5289,-548,-207,-2087,584,5306,-2764,-3192,3882,9338,5343,-14824,7158,difficult
7893,12037,6680,6149,6914,7713,28663,24191,2210,-2483,-5321,-6319,2884,-2978,-5228,-939,8995,-5093,14556,-4599,-3828,-3908,-3076,-3636,-5166,-11138,-6077,-3801,-5650,-6526,21069,10444,-5127,-795,-1167,1431,-25779,11672,-19722,26235,-27169,-1621,-6539,21582,-7438,1400,-2249,950,1544,-2969,107,3006,14316,-12071,-2574,4483,1226,1457,-2890,7957,easy
283707,45877,11773,17249,8407,6136,-60765,-26231,-9561,-11849,-5554,-4010,-278672,-32797,6024,-8180,12549,1267,-267637,-39454,-8916,-12747,2555,2507,19656,-34750,-8868,-11901,-6927,-3761,-275925,-33502,-5047,-12193,-2450,488,-217907,11035,287293,-295581,-6566,-6657,4704,1248,15585,-14940,48,3821,3669,-4567,846,-292,18103,-9994,-9482,4477,5277,1240,-6268,4249,difficult
49583,17212,8401,10126,5593,6887,51077,21144,453,-2886,153,-5389,-46078,-6369,118,-7518,21734,238,-5025,-300,21451,-184,13190,9423,82881,19644,-8033,-6219,-3559,-5226,-46534,-7900,-22,5005,-1456,11661,-97155,41053,87906,-129415,-27513,6069,19944,-27544,-335,21333,-29484,8011,-4632,7334,-6035,11224,21581,-8544,-16749,2103,5627,9185,-14649,16887,easy
27458,21207,4912,5930,6676,4990,6884,-9828,12808,14406,-1837,4523,137043,6578,-1194,2604,-3204,-1131,21638,6091,6309,12950,2583,616,154966,-8676,-2103,-1984,-4289,-319,-19735,-19182,-2378,-3574,-4718,-3255,130159,-115405,133328,-174701,16406,-487,-14767,-10506,-14002,7503,-8412,-275,-11802,10346,-14934,-1590,-1367,5787,-6872,-429,-5654,1747,-935,-2936,difficult
49329,5310,2447,2727,5667,3199,86462,61721,-516,1189,-2357,-991,-31431,14896,640,1605,-3717,-2123,-41119,3525,7674,10834,11191,3319,20629,61114,3872,1085,9033,2501,1012466,56730,11406,10626,363,-96,-117893,-9688,61748,991837,-46825,-11371,57589,-4384,1156,7034,-3802,7534,416,9229,-9749,9541,-1360,14908,-2158,-8670,-1132,5442,-818,-2597,easy
333174,217375,26401,20871,14234,9599,-247953,-216278,-22866,-20341,-11918,-7925,-315305,-215179,-26137,-15608,-12498,-8339,-327902,-213551,-17845,-17753,-8551,4678,-291236,-184387,-19975,-15341,-11012,-6380,-327337,-211570,-25528,-17121,-12682,-8698,-67352,-12597,36666,-36101,1099,1628,29164,-27183,-3271,8292,-2130,-5553,4733,-2145,2412,-1780,-580,3947,-2461,-1670,-414,13017,-11058,-2318,difficult
213358,10729,11239,10594,7534,12287,-149962,21369,29031,-4433,-5347,-7786,-208873,-833,-6871,-7364,6577,-2475,-196265,11659,-8127,-2233,43865,-5498,-173474,-6712,-6138,-3632,-2785,-1374,-200667,-5598,-10067,-6582,-3672,-5827,-58911,12608,22791,-27193,-22202,12492,-18371,1114,-35902,-1256,1989,-3929,-2931,5131,-1399,-2950,11924,37288,-46650,-887,5311,-3023,4124,-4453,easy
28056,44279,16065,7553,9024,6837,12480,-36807,-14830,-4066,-7321,-4907,-21285,-29427,-10799,540,12650,5755,-15126,-25638,-3046,6343,-3262,-1015,-10877,-36160,-15905,-5661,-945,-4370,7587,-31574,3565,-5294,4849,-1832,-33765,6159,4249,18464,7380,3789,-10522,4586,4031,7753,-12859,19470,4606,5803,-12004,367,19971,-15912,2317,5794,10662,-6770,-3355,2538,difficult
99005,38668,11111,6644,6262,3382,-24651,-3199,-7983,-4629,-5309,-1737,-93481,-38014,-8353,-4953,-4448,-1557,-95619,-34754,-9149,-2052,-1654,-209,-39574,-27703,-6781,-4078,-4486,-2309,-89845,-14744,-2217,-2007,-1241,71,-68830,-2138,56045,-50271,-34815,3260,7051,12959,-370,-796,2368,4564,-324,2901,-2026,2071,861,2794,-2832,3245,180,1348,-2100,2380,easy
19952,38759,16637,9336,11962,6508,-10674,-38146,-7844,613,-7608,-5562,18472,129,1469,6741,-10059,-3020,-17630,-29763,-11033,-6666,-847,10432,72207,-17078,-13926,-4072,-9391,-5043,72189,25925,-4353,17305,777,4718,29146,-36102,89837,-18,38275,-29892,12685,43003,9313,-12502,-2893,9573,6128,-13407,2594,21377,-2451,9212,-8544,10168,2542,13452,-15475,9761,difficult
148747,60446,3984,6761,6758,5264,-117685,-49890,-2996,-4753,-4118,-2254,-139100,-53758,7996,1259,-4264,-80,-137595,-47229,5409,6552,-2821,1272,-126635,-52368,2818,1558,13297,765,-145882,-49888,3635,6404,14752,-2913,-21415,1505,10960,-19247,-3868,6529,-5139,2480,10992,-2587,-2591,817,6012,5293,-4994,4846,-146,1443,16118,1455,2174,1352,-507,-3678,easy
97797,24502,8877,9011,12167,3515,-46328,1801,-1196,-6986,-9921,-2008,-68450,8169,8372,12919,-753,455,-70036,-858,8999,-1630,-4412,319,-82725,-9121,6674,-6009,-5500,763,-25840,21525,21900,10871,-6425,3532,-22122,-1586,-12689,56885,6368,-9027,-8263,30646,9568,627,-2325,15226,19905,-14549,-4379,16880,9168,-3659,-1088,-925,2463,-136,444,2769,difficult
145205,77640,19269,9292,7744,9278,-25926,-24685,187,-5995,-6641,-4913,-132065,-73570,-15879,-3392,-5559,-4553,-130966,-73746,-17509,-3040,-2888,-1658,-135241,-73921,-18004,-171,556,-4601,-117009,-55009,-16550,-5819,-6790,-7939,-106139,1099,-4275,18232,-48885,-176,-175,18912,-16066,-1630,-495,1454,2603,352,2869,-5648,1082,2671,3444,-7346,360,2895,-2943,-3338,easy
28129,10291,14437,28574,9075,7732,-4951,9219,-11394,-14141,-5464,-1841,-10185,8366,-2536,34915,-4748,8546,-25729,31484,52622,45072,-4728,6674,72431,11670,65348,3527,17379,10486,254905,39895,-6757,-11860,5733,551,-5234,-15544,98160,182474,-853,23118,-19814,28225,8858,55158,12726,-72105,49056,10157,-41545,-15387,716,20,22107,-11646,10387,-1872,3812,-9935,difficult
90265,57173,22767,11996,10915,13852,-83438,-44429,-19983,-9671,-139,-4925,-76546,-48877,-21577,2599,-3074,-5554,-54129,-48086,5492,-3901,-7597,-8204,-88913,-55117,-22201,-10926,-9331,-11660,-80662,-51134,-19624,-10034,-7167,-3115,6892,22417,-34784,8251,-4448,791,-7031,3983,-1594,27069,-27693,2577,12270,-6500,-7025,892,-2935,-4523,-1734,2164,-629,-2650,-3456,8545,easy
86749,28897,4857,4131,6219,6156,63811,-21701,1869,6245,130,-4847,-80800,-23609,-368,-2298,-2386,1807,-80637,-14156,1083,222,-1380,-2253,-66281,18550,4651,29247,580,-416,-82751,-20890,-4300,-3953,-2950,-4376,-144611,163,14356,-16470,-1908,9453,32706,-39440,-2237,1451,3568,-8951,-8543,2520,29025,-33200,-2516,1006,1960,-3530,6654,-4060,1837,-3960,difficult
14109,16733,6901,7306,10648,3903,80418,13716,5201,-4539,-9416,-2203,-11982,-14973,-6312,-5220,-6163,-2979,-6339,-11316,-6283,10140,-5752,3648,-955,-7314,159,10244,-7566,3127,-2023,-12240,-888,-4388,-7866,399,-92400,5643,5384,-1068,-28689,3657,4002,-4926,-11513,29,6442,-1047,-681,15360,104,-14632,3253,411,-1814,-300,-776,6627,-521,-2728,easy
60612,28292,7161,12283,13792,6871,31928,-12044,-4790,-10938,-11452,-5628,-54375,-27221,-5929,-9875,-12960,-4883,-57622,-19188,-1983,-4492,-7975,-2873,-54694,-20740,8558,-64,-2475,-2686,-48403,-20637,-5231,-7276,-5649,-270,-86303,-3247,2928,6291,-15177,8033,-1552,103,-1139,3946,10541,-13789,1063,5383,4428,-7212,-1508,4985,5500,-3174,745,2010,187,2416,difficult
338061,81145,26267,15279,8953,10988,333431,82372,-17687,34563,10331,1440,-181333,-69084,-24041,-11396,-7051,-10122,177406,-28056,-23592,-5332,1403,-7922,-267089,-61030,-12310,-11901,-7962,-4565,-50178,-43027,-7557,-10744,-2482,-4763,-514764,358739,-444495,216911,-151456,41028,-32974,18003,-6354,449,11282,4753,-45959,6064,-6569,1157,-17382,8454,-9365,5480,-11562,2200,3357,-198,easy
32185,14342,5138,2460,5561,4650,83706,56204,19947,10254,-668,665,-9587,20079,4194,12349,-87,3837,-17794,-9384,8330,-699,9839,807,88554,17324,-1285,1143,6407,-2752,49241,44207,12088,1584,-947,885,-93293,-8207,106348,-39313,-36125,-29463,26708,26883,-15753,4136,-9615,13373,2095,-13048,1842,441,581,9926,-3432,-7354,3172,-3030,-3559,3637,difficult
33196,17243,4638,2165,2733,2051,42855,47254,1964,1756,2431,267,-24807,-7845,4051,19437,23259,8336,-7317,15796,-1434,5748,1930,558,-27725,-10773,-2991,7035,2143,4344,-26644,-11808,5242,6323,2433,11309,-67662,17490,-20408,1081,-55099,23641,-26569,-1035,2087,-5485,-1557,8233,17681,-13689,1287,-712,20828,-21329,213,290,8069,-7778,3786,6965,easy
21565,21197,2247,5909,4926,2777,140689,-9628,300,7426,-971,-299,323237,57297,26211,15964,2870,7891,-13078,-518,-243,-4058,-2828,-1053,12353,567,14587,4053,7996,10638,-14729,-16036,2628,-3969,-2384,3010,182548,-336315,25431,-27082,66925,-57815,1085,-16603,25911,-26454,14830,-11959,8538,-20022,8111,-8022,3841,-5698,10824,-10380,8190,-8944,11691,-7628,difficult
14209,8022,4964,5435,3904,5728,1547914,1251775,85220,155671,72408,64487,1560603,176802,47492,26125,53297,43359,1743252,150824,58340,31724,46228,14021,1152538,13424,20270,-3132,12725,1297,1360233,49816,20476,10313,39460,10422,12689,182649,-590714,207695,-1074973,-25978,-137400,36392,-37728,10848,-38070,206,-129546,5599,-34856,13445,-19111,-7069,-33503,26735,-21128,-29338,-12724,9125,easy
30450,24514,2760,7839,2844,3183,76782,96261,23253,9185,14530,1132,662450,26840,3802,6855,7405,19936,23024,1826,13015,9621,20288,41586,-9642,-18065,-884,-5029,1955,3186,302,1432,17933,31483,10777,12477,585668,-639426,-32666,9944,-69421,-25014,-19891,19497,-19451,9213,-13899,18817,-2330,2766,-14650,36512,-7125,12883,-18333,8822,18804,21650,-38400,9291,difficult
