delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
1003001,78594,42906,55853,28750,16812,-247821,-17643,-24397,-34904,-19988,-9392,-448578,23989,11587,-54058,-21660,-8594,-7635,-21773,-21606,-50579,-24613,-8650,-200757,440943,41632,-45762,35984,-33193,-19154,3479,-1672,-2953,798,-56,easy
601436,374210,107450,85217,19551,19247,-355636,-339197,-105100,-84883,-17768,-18397,244566,100681,-421,-63072,-4077,10093,462382,-152687,7830,-60215,12777,16566,600202,217816,439878,-253368,104679,8251,21811,2857,13691,16854,28490,6473,difficult
1174786,507094,145748,150070,88549,59330,139271,107520,-32861,-111667,-37349,-35741,-267701,-440063,-136451,-132364,-69486,-52245,35074,-350410,-112863,-112448,-42543,-17341,-406972,302775,-547583,89653,-103590,23588,-20697,19916,-32137,26943,-16504,34904,easy
206927,79019,17918,13847,6136,4687,131919,88704,-12195,-7289,5268,3478,424492,115923,28185,24619,42263,6699,1117364,218929,2029,6449,11404,5349,292573,692872,27219,103006,40380,-26156,31908,-18170,36995,-30859,3221,-1350,difficult
1546044,295466,97994,119731,63186,35104,-1297570,-267704,-95992,-116172,-55414,-26963,-181129,-104552,962,-39711,-47678,-26679,-1394007,-166299,-62605,2170,-39404,-22749,1116441,-1212878,163152,-61747,96954,-63567,76461,41881,7736,8274,284,3930,easy
879139,64167,17401,11350,23733,12133,487732,701613,69042,3395,27119,9258,43889,100521,10579,11833,-15460,-8302,-806072,-12139,-1037,-996,-20572,-9916,-443843,-849961,-601092,-112660,-58463,-11616,8438,-12829,-42579,-5112,-17560,-1614,difficult
1534959,226246,70219,117375,42195,43154,-110736,-88332,-45603,-91797,34498,-24055,-730012,-21894,28696,-23122,-2813,-21580,-312178,-88044,-55228,-34720,-9202,-16757,-619276,417834,66438,-66150,74299,-83924,68675,-11598,-37311,-6389,2475,4823,easy
951513,197537,32076,28237,16309,11277,-910241,-181293,-29113,-27556,-14544,-10035,-805321,-166814,-28338,-25076,-15092,-9707,-621520,-90366,-26022,-21061,-14997,-7330,104920,183801,14479,76448,775,2316,2480,4015,-548,95,328,2377,difficult
372829,151168,17372,12165,11765,8526,260565,-148459,-11166,-7128,-10837,-7658,553243,68752,45480,4985,-6639,769,1422339,42008,83287,-2751,5418,4764,292678,869096,217211,-26744,56646,37807,12113,-7736,4198,12057,8427,3995,easy
167780,41745,14442,7245,3197,4252,279298,16040,-8315,3240,8407,-2733,555554,19446,-9484,21460,4280,6746,-31117,-28409,-13494,120,-1264,-2821,276256,-586671,3406,-47855,-1169,-4010,18220,-21340,-4127,-5544,9479,-9567,difficult
1245445,150574,8610,16739,6878,9455,-1201100,-116830,-240,-12217,-4082,-6992,-1008202,-123288,-4608,-9299,-5138,-6941,618001,446666,129791,47925,12039,28580,192898,1626203,-6458,569954,-4368,134399,2918,57224,-1056,17177,51,35521,easy
1245487,126036,25153,19755,16952,10541,320129,129989,-14507,-11624,6338,13819,-432279,-17035,-17439,-12533,-15357,-8633,-295573,-85843,18130,-6746,-1955,18842,-752408,136706,-147024,-68808,-2932,35569,-909,5787,-21695,13402,-22452,27475,difficult
963101,152619,71220,84089,12376,13889,-552836,-93507,-69919,-43650,-10000,-8883,613624,271621,-33232,-65615,7082,-614,1818259,274384,76732,231980,32426,151265,1166460,1204635,365128,2763,36687,109964,-21965,297595,17082,25344,8269,151879,easy
1604429,444236,185349,78933,65494,69376,-1443553,-421286,-181753,-77052,-61396,-62688,-1414937,-381166,-140036,-54041,-34434,-55918,-920464,-415923,-179895,-74768,-64188,-64206,28616,494473,40120,-34757,41717,-39859,23011,-20727,26962,-29754,6770,-8288,difficult
215109,34748,7277,8649,4513,3405,779324,30951,79674,-3320,5186,4541,-39467,282,-4077,4775,-805,398,1081205,1150092,112739,237083,84932,60449,-818791,1120672,-30669,1149810,-83751,116816,8095,232308,-5991,85737,-4143,60051,easy
990702,112660,46773,56846,15780,14544,-359550,123285,58478,15124,13889,6839,314863,742763,344674,392993,55520,155502,220482,34088,5824,24449,-5731,-4341,674413,-94381,619478,-708675,286196,-338850,377869,-368544,41631,-61251,148663,-159843,difficult
816223,166627,36335,16873,9548,8020,701679,-119621,-33153,-14334,-7405,-5656,1152798,499532,291717,111057,42499,15253,-359764,56499,-24200,5963,-809,8480,451119,-1512562,619153,-443033,324870,-315917,125391,-105094,49904,-43308,20909,-6773,easy
1083433,146777,53969,54101,47779,33143,432489,2052081,459465,29441,159510,65909,-806153,-61363,-45668,-34930,-13917,-23647,218747,865848,5425,-34908,6000,15256,-1238642,1024900,-2113444,927211,-505133,51093,-64371,22,-173427,19917,-89556,38903,difficult
1117763,156973,30783,10026,28650,16565,-1054863,-126834,-20423,1256,-24383,-15004,-132297,131050,-7060,35030,-16922,3850,-106557,-77178,10135,1748,-22601,-11891,922566,25740,257884,-208228,13363,17195,33774,-33282,7461,-5679,18854,-15741,easy
916252,238018,38246,49154,26009,61942,538099,307684,535959,153200,263691,133928,-655420,164142,38038,38615,20836,-21578,15324,-1153,-6969,-27496,16865,-36698,-1193519,670744,-143542,-165295,-497921,-45007,-114585,-66111,-242855,-3971,-155506,-15120,difficult
1426716,159421,127976,23782,15405,21343,-361832,-15144,-96390,-14020,-4941,-1166,-1143495,-56026,-6833,1485,7247,4103,144245,-78610,-115569,-15962,-10941,-13269,-781663,1287740,-40882,-22584,89557,-108736,15505,-17447,12188,-18188,5269,-17372,easy
679246,119766,25568,19435,17793,9420,1197450,116431,21589,-1255,371,3948,333017,258018,37478,20642,10992,12347,19805,53041,4972,4792,26,-4587,-864433,-313212,141587,-204977,15889,-32506,21897,-15850,10621,-10966,8399,-16934,difficult
899072,325884,30830,22985,10463,19619,669520,-39464,58286,14094,14111,26695,1506120,172560,36745,-831,50773,52173,-172424,-128868,3567,-2342,15374,-7813,836600,-1678544,212024,-301428,-21541,-33178,-14925,-1511,36662,-35399,25478,-59986,easy
590528,74283,13497,4962,7671,5726,1007041,-40235,29987,-419,-1492,4813,-512825,106680,-96,-748,-709,-781,-241808,50804,23267,5467,-883,11092,-1519866,271017,146915,-55876,-30083,23363,-329,6215,783,-174,-5594,11873,difficult
1270477,218519,26368,35938,14806,22407,-498316,-2740,6643,-24912,-8995,-6110,768670,-95413,44209,-13703,11326,-11951,-468597,-56680,-14204,-15747,-3625,-2118,1266986,-1237267,-92673,38733,37566,-58413,11209,-2044,20321,-14951,-5841,9833,easy
1478983,382270,74357,135184,76375,25046,1067176,189316,591399,-12304,40064,-3450,-729299,-139319,85145,-116163,-46799,-14727,133379,223436,182643,-22348,22455,-4572,-1796475,862678,-328635,362755,-506254,97498,-103859,93815,-86863,69254,-11277,10155,difficult
769162,279436,32607,45607,22558,10298,-523881,-200110,-22119,-42824,-18545,-2824,-728944,-243860,-29986,-43878,-21360,-8337,-607438,-212874,-4688,-41652,-13113,2129,-205063,121506,-43750,30986,-7867,25298,-1054,2226,-2815,8247,-5513,10466,easy
517294,190054,13702,22310,9555,5717,1758087,259898,70318,14199,37561,18497,165161,-154610,-9318,-15547,-7324,-4079,641939,-97842,11832,898,-4291,4580,-1592926,476778,-414508,56768,-79636,21150,-29746,16445,-44885,3033,-22576,8659,difficult
656236,431385,25187,30126,15072,12913,-539065,-403901,-19026,-28651,-8831,-8319,49812,-361722,-10790,-11770,22867,-45,980204,172729,-7934,54792,17817,21411,588877,930392,42179,534451,8236,2856,16881,66562,31698,-5050,8274,21456,easy
