delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
47921,32703,8985,13609,17943,11334,3673,7013,43315,85404,-133,-8680,-12509,7855,3744,-4335,3301,68054,-5497,3308,-13130,-7857,-1078,-5565,easy
768215,156797,46863,52875,41664,21761,14599,10376,-723788,-119849,-39122,-49931,-39641,-19914,-10206,-8061,449077,-34296,-29004,-18662,-32219,-14420,-11155,-5322,difficult
212538,31068,12361,7202,9221,5119,4032,1203,-186214,-19435,-11295,4821,298,630,2450,3095,-129017,-20139,7311,357,-8649,-1851,-3349,-39,easy
1473940,272975,12148,26313,18018,19345,9250,9703,-1221399,-231185,35259,-19592,-14825,232,6837,-4435,-1444221,-253583,-10831,-24938,-16943,-17432,-8960,-9017,difficult
458011,62976,24551,13792,7493,12716,7437,4544,-362991,-771,6457,-11042,454,-6145,-5373,-2852,-429463,-26671,-16997,-3361,328,-4406,-2817,974,easy
95448,21282,7531,4523,2638,4737,1523,1985,-37778,410,317,-1119,1898,-2274,-230,-816,89352,-4484,-5165,-1792,2342,-1048,4276,1003,difficult
161040,48753,7924,10117,18736,7104,2509,2903,-65335,-34994,-2380,-8821,-16564,-4080,-1311,-1735,-132665,-35895,-5797,-5940,-12131,-4191,-1367,-1779,easy
47151,39444,8063,8353,11055,6215,3385,2822,-42880,-38296,-4385,-5773,-10011,-3452,-2343,-1946,-37390,-25861,16672,-873,856,4186,-424,2230,difficult
688321,90189,17412,21698,8972,9028,8333,6901,-349738,-61024,-5083,-17332,-5491,-2215,-2517,-3578,-625475,-87202,-15932,-20283,-6047,-2461,-6407,-4641,easy
164383,69252,12436,7991,3905,4529,1622,1303,93905,-48820,-9189,-4323,-452,1024,197,402,-72833,-58285,-11427,-6921,-2650,-4225,-1374,-1197,difficult
272695,109689,60589,8354,15456,13088,13034,7313,-267217,-99048,-55504,18333,-1417,-3795,-2697,2036,-83771,-99410,-58141,-8005,-14557,-12056,-12516,-6833,easy
64361,18026,6969,8422,4516,6943,1883,2084,2110868,299572,29483,26007,13280,-1657,1989,2198,5383,-2438,-5267,-6011,-3639,-5915,-1672,-1941,difficult
184684,30433,8376,8925,4085,3792,1741,2014,73809,4107,-10,-4725,1453,-2229,-143,-847,-177630,-22095,-5085,-4377,-693,-1589,-579,-625,easy
413843,87946,20574,8568,12526,7426,2981,4090,-378455,-41684,-17388,-3447,-8063,-4995,-2005,-1522,-402313,-77595,38132,3436,-1988,4991,-70,3355,difficult
273425,54215,10700,19653,11611,6831,1786,3948,405718,-29424,2566,-12574,-7847,-4707,-683,-3414,-18597,-14754,-215,-15935,-8919,-4449,-915,-3042,easy
371212,56556,21357,6997,7041,12405,3514,3106,-369054,-48626,11550,-2477,-1590,-8639,1067,2093,-215670,-41303,-916,-790,-3725,-3581,-1269,-283,difficult
